BlueDriver Data Log
Nov 28, 2018 6:30:07 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Control Module Voltage (V),Relative Throttle Position (%),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
1782.0,86,534.2,28.1,0.0,72.9,98,109,73.4,16,-3.1,28.1,14.1,0.999,22.4,3.1,84.7,22.7,2461,28.41,13.040,23.0,17,88.2,27.8
1785.0,86,544.6,27.6,0.1,72.9,98,114,72.2,16,-3.1,27.1,15.5,0.998,21.9,2.6,83.3,22.1,2429,27.86,13.073,22.4,17,88.3,26.7
1788.0,86,551.8,22.7,13.0,72.9,98,117,67.9,16,-1.8,24.8,17.0,0.998,20.6,2.3,80.7,21.0,2359,26.45,13.087,21.6,17,88.7,24.3
1791.0,86,557.0,24.8,5.9,72.9,98,119,66.9,16,-0.8,23.6,18.2,0.998,19.6,2.2,77.9,19.8,2254,23.94,12.960,19.2,17,90.2,24.7
1794.0,86,563.3,27.7,0.0,73.0,98,120,70.2,16,-1.0,26.3,17.5,0.999,22.0,1.6,84.3,23.1,2412,28.35,12.960,22.9,17,88.8,27.5
1797.0,86,569.7,30.3,0.0,73.3,98,122,72.2,16,-3.1,30.6,17.5,0.998,22.8,2.7,83.0,23.4,2567,29.31,13.001,25.1,17,87.7,30.2
1800.0,86,576.5,30.4,0.1,73.3,98,124,72.2,16,-3.1,30.6,16.8,0.999,23.1,2.6,82.4,23.5,2656,29.95,13.040,25.4,17,87.6,30.8
1803.0,86,583.9,25.1,8.8,73.0,98,125,70.6,16,-3.1,27.8,17.3,0.999,22.1,2.0,82.1,22.6,2574,28.93,13.025,24.5,17,87.9,30.1
1806.0,86,586.5,25.6,6.8,72.9,98,127,68.8,16,-2.8,19.6,17.9,0.999,16.5,1.3,71.9,18.7,2397,26.23,12.960,20.8,17,89.4,25.9
1809.0,86,584.9,18.3,3.5,73.0,98,127,60.6,16,-2.2,8.1,17.9,1.000,0.0,0.0,14.9,0.0,2337,9.82,13.017,7.4,17,37.5,14.8
1812.0,86,579.2,5.3,0.0,73.3,99,124,28.1,16,-1.6,12.9,28.5,1.010,11.7,3.3,49.0,10.3,2330,14.08,13.040,7.3,17,32.6,9.8
1815.0,86,575.9,6.3,0.0,73.3,99,122,18.0,16,-4.7,10.2,33.8,1.008,14.7,1.1,58.4,15.3,2307,19.41,13.018,12.9,17,92.4,18.0
1818.0,86,573.3,12.1,0.0,73.5,98,121,32.5,16,-4.5,11.0,33.5,1.000,13.6,-1.8,50.5,12.0,2269,14.74,12.960,9.0,17,93.7,13.7
1821.0,86,572.0,12.9,38.9,73.7,97,119,46.9,16,-1.6,15.3,25.4,0.992,14.5,3.1,59.2,3.9,2212,4.86,12.960,3.0,17,46.0,11.9
1824.0,86,571.2,10.7,93.3,73.7,98,116,33.7,16,-1.6,11.0,32.0,0.979,12.2,1.4,46.4,8.6,2189,6.28,13.002,1.7,17,45.3,10.9
1827.0,86,568.0,20.0,0.0,73.7,98,116,55.3,16,-1.6,17.4,24.9,0.983,6.5,3.0,29.7,7.5,2175,6.64,13.040,3.3,17,91.5,11.8
1830.0,86,568.0,10.9,0.0,73.5,99,115,42.0,16,-1.6,17.0,25.7,0.994,4.1,4.2,21.0,3.9,2178,5.95,13.038,5.1,17,68.6,14.9
1833.0,86,566.1,6.7,0.0,73.2,99,114,17.5,16,-2.4,10.4,36.3,1.011,11.6,-0.0,40.0,11.8,2200,13.38,12.960,9.0,17,22.7,15.7
1836.0,86,563.2,7.8,0.0,72.9,99,114,11.0,16,-6.3,9.4,38.5,0.979,16.5,-0.8,58.3,14.0,2315,15.47,12.999,9.5,17,0.0,15.7
1839.0,86,559.9,15.3,0.0,73.3,99,116,36.2,16,-3.3,12.7,31.7,0.988,15.4,0.9,61.6,14.9,2344,17.13,13.025,10.3,17,0.0,14.6
1842.0,86,560.0,15.8,55.3,73.1,99,116,52.7,16,-1.6,16.9,24.4,0.995,14.9,2.8,56.3,14.5,2249,17.45,12.960,11.0,17,0.0,6.7
1845.0,86,561.5,12.6,66.1,73.0,99,116,59.4,16,-1.6,20.3,19.5,0.986,18.0,1.6,73.7,18.4,2225,21.60,13.017,15.3,17,53.2,14.7
1848.0,86,563.3,6.1,0.0,73.3,99,114,49.4,16,-1.6,6.7,19.0,0.996,7.3,0.5,36.5,13.2,2160,16.79,13.040,14.3,17,80.7,17.4
1851.0,86,559.9,4.7,0.0,73.3,99,110,21.5,16,-4.7,5.7,1.1,1.062,4.5,1.4,15.5,10.1,2080,11.69,13.040,10.4,17,67.2,10.5
1854.0,86,557.0,15.3,0.0,73.1,98,109,39.2,16,-3.8,12.9,0.2,1.080,10.2,2.3,30.4,12.6,2075,12.74,13.040,8.4,17,94.1,16.9
1857.0,86,558.1,17.6,18.0,72.9,98,108,65.8,16,-1.0,23.2,19.2,0.994,19.4,0.1,78.6,20.0,2300,23.76,13.040,2.0,17,41.3,13.9
1860.0,86,560.0,13.9,40.2,72.8,98,108,61.8,16,-1.6,22.0,20.0,0.986,17.3,3.1,42.7,10.1,2123,12.60,13.040,3.9,17,51.2,10.8
1863.0,86,560.0,9.8,46.3,72.5,97,106,43.1,16,-1.6,14.1,23.7,1.000,15.3,-1.1,47.9,7.7,2023,8.54,13.040,5.4,17,85.3,10.1
1866.0,86,559.9,16.1,0.0,72.5,98,107,52.5,16,-1.6,16.2,22.7,1.002,8.3,-0.7,40.9,7.7,1998,8.28,13.040,5.6,17,93.1,12.8
1869.0,86,560.0,12.2,49.7,72.5,98,109,46.8,16,-1.6,15.4,24.4,1.001,0.0,3.5,19.4,6.1,2028,6.37,13.040,4.3,17,73.7,10.6
1872.0,86,558.5,11.5,57.6,72.5,97,110,35.7,16,-1.6,10.6,34.2,1.013,0.0,-3.1,17.6,0.0,2087,5.51,13.040,6.6,17,78.6,12.1
1875.0,86,556.0,15.0,0.0,72.5,98,112,54.1,16,-1.6,17.6,22.5,1.001,10.8,-1.1,47.9,9.6,2150,12.42,13.040,7.7,17,86.2,13.1
1878.0,86,555.8,16.5,0.0,72.8,98,112,36.9,16,-4.3,12.0,27.6,0.995,14.8,-0.9,62.7,15.6,2189,18.34,13.027,7.9,17,94.8,12.5
1881.0,86,556.0,15.8,9.3,72.9,98,112,27.8,16,-4.8,8.4,32.2,0.992,13.3,-2.6,56.2,14.7,2163,17.06,12.960,11.0,17,93.3,15.7
1884.0,86,556.0,12.1,12.4,72.8,98,112,28.4,16,-1.6,10.9,31.4,1.013,14.9,-4.7,67.1,17.3,2175,21.89,12.960,14.9,17,46.8,10.3
1887.0,86,556.4,6.6,0.4,72.5,99,110,29.8,16,-1.6,19.6,19.5,1.013,17.4,-3.0,73.7,18.0,2189,22.45,12.997,17.4,17,35.6,10.3
1890.0,86,559.9,22.4,7.0,72.5,98,113,55.0,16,-1.1,18.9,20.4,1.007,16.0,-0.5,66.8,13.4,2174,17.74,13.040,16.0,17,91.6,22.2
1893.0,86,560.0,19.8,2.7,72.5,98,114,62.9,16,-1.1,16.6,22.6,0.997,13.5,1.8,52.3,6.5,2128,7.11,13.040,9.4,17,93.3,18.4
1896.0,86,561.8,13.3,0.0,72.4,98,113,50.5,16,-1.6,13.3,26.4,0.987,12.9,2.3,49.4,12.9,2150,14.60,13.040,9.1,17,93.8,17.7
1899.0,86,563.1,8.5,12.7,72.2,99,112,21.5,16,-1.6,10.6,33.5,1.013,12.2,-1.7,46.6,12.6,2150,14.19,12.997,4.7,17,56.7,13.6
1902.0,86,560.0,17.3,81.5,72.2,98,108,62.0,16,-1.6,15.9,26.1,0.998,10.6,0.2,40.9,12.5,2113,14.55,12.960,3.7,17,21.4,8.8
1905.0,86,559.7,10.2,22.8,72.2,99,107,45.2,16,-1.6,15.4,25.8,0.995,10.6,1.4,39.6,12.6,2097,15.47,12.969,10.5,17,93.7,15.7
1908.0,86,560.0,7.8,0.0,72.3,99,107,33.0,16,-1.6,11.8,30.6,1.008,12.8,-2.4,49.2,12.9,2237,15.02,13.040,9.4,17,93.7,12.3
1911.0,86,560.0,9.5,0.9,72.4,98,109,35.3,16,-1.6,11.8,29.0,0.998,12.2,-3.1,46.3,12.2,2164,14.81,13.040,9.4,17,93.9,12.3
1914.0,86,559.0,13.2,3.4,72.2,97,112,43.1,16,-1.6,13.3,27.1,0.993,4.5,-1.2,27.9,5.6,2131,9.77,13.008,6.1,17,66.7,11.3
1917.0,86,547.9,5.1,0.0,72.4,98,112,25.1,16,-4.3,9.7,31.4,0.945,3.8,4.4,18.8,3.5,2121,6.74,12.960,1.9,17,7.5,5.3
1920.0,86,548.0,13.0,0.0,72.5,99,112,23.4,16,-6.3,6.2,25.8,0.694,7.7,10.0,26.1,10.7,2108,13.54,12.960,10.2,17,93.3,16.1
1923.0,86,544.3,15.8,26.9,72.4,98,111,31.1,16,-6.3,5.1,0.6,0.000,0.0,0.0,12.9,7.8,2037,7.28,13.020,6.5,17,72.8,13.3
1926.0,86,539.1,13.0,58.5,72.2,98,108,15.6,16,-6.3,5.1,-11.0,0.000,2.4,0.0,12.6,6.0,2037,6.09,13.040,4.3,17,53.7,11.1
1929.0,86,536.0,11.8,0.0,72.5,99,102,14.1,16,-6.3,7.2,20.1,0.585,8.1,-1.2,32.0,9.2,2032,9.61,13.040,5.5,17,40.3,11.1
1932.0,86,536.0,13.7,0.0,72.5,99,100,38.2,16,-4.0,12.5,29.8,0.999,11.3,-1.6,45.3,11.1,1988,13.98,13.040,9.1,17,26.1,13.7
1935.0,86,536.0,9.4,0.0,72.7,99,97,45.7,16,-2.7,16.2,23.2,0.988,9.5,0.3,31.5,3.5,1862,5.69,13.040,1.6,17,0.0,6.6
1938.0,86,533.6,4.3,0.0,73.0,100,94,13.9,16,-6.3,9.0,40.0,0.884,14.9,4.7,62.0,15.7,1943,11.35,13.040,2.1,17,0.0,4.1
1941.0,86,527.1,4.3,0.0,73.3,100,92,9.4,16,-6.3,5.7,4.2,0.353,7.5,2.1,36.2,9.4,1895,9.61,13.040,2.0,17,1.1,4.2
1944.0,86,515.8,3.9,0.0,73.3,100,92,9.4,16,-6.7,4.1,4.6,0.318,3.4,2.6,13.0,3.3,1780,3.37,13.038,1.2,17,4.7,3.9
1947.0,86,511.5,3.9,0.0,73.1,100,91,9.4,16,-7.0,3.9,19.0,0.913,6.2,8.4,17.5,6.7,1737,5.56,13.000,2.7,17,1.2,3.9
1950.0,86,505.3,4.0,0.0,72.9,100,90,9.5,16,-7.0,3.9,-13.0,1.119,4.7,5.5,13.3,6.7,1719,5.46,13.026,2.7,17,0.0,5.1
1953.0,86,499.1,4.3,0.0,72.9,100,90,10.2,16,-7.0,3.9,-13.0,0.398,1.8,2.2,12.0,3.1,1731,4.25,13.040,1.8,17,0.0,5.7
1956.0,86,491.9,4.7,0.0,73.2,100,86,17.3,16,-7.0,6.3,14.4,0.390,4.3,3.3,21.6,3.9,1746,5.47,13.040,2.1,17,2.2,4.5
1959.0,86,494.6,10.9,24.8,73.1,100,85,31.6,16,-5.0,7.3,40.0,0.914,10.3,6.7,39.6,11.5,1723,12.26,13.040,11.0,17,28.6,14.5
1962.0,86,494.3,11.2,26.4,73.0,99,85,45.1,16,-1.9,6.1,38.8,1.002,9.0,-1.6,30.6,6.3,1575,5.16,13.040,4.4,17,13.6,8.0
1965.0,86,492.9,7.1,0.5,73.3,100,82,40.0,16,-3.9,11.4,25.5,1.013,12.2,-2.7,48.9,10.4,1567,9.50,13.040,6.3,17,12.8,7.2
1968.0,86,496.3,13.3,3.5,73.3,99,80,50.5,16,-3.9,13.0,22.5,1.002,13.7,-1.1,63.0,13.7,1588,13.62,13.040,11.0,17,26.6,13.8
1971.0,86,503.8,15.8,33.7,73.3,99,81,56.4,16,-3.9,14.5,21.0,0.996,15.0,1.5,68.8,15.4,1641,15.72,13.029,13.7,17,36.9,16.5
1974.0,86,508.7,17.1,51.7,73.1,99,83,59.6,16,-3.9,15.9,20.3,0.998,15.4,3.1,68.3,15.7,1700,15.82,12.960,13.7,17,39.9,17.3
1977.0,86,513.5,12.8,39.8,72.9,99,84,54.3,16,-4.2,16.8,18.5,0.999,16.1,3.1,70.2,16.0,1759,16.59,13.014,6.8,17,17.5,10.2
1980.0,86,514.7,4.9,0.0,72.9,100,84,11.0,16,-7.0,5.1,34.0,0.912,9.7,10.0,39.5,11.2,1643,10.88,13.001,3.8,17,4.4,5.7
1983.0,86,508.0,11.0,0.0,72.9,99,84,34.6,16,-4.9,4.6,20.5,0.950,3.3,6.6,18.2,5.3,1545,5.20,12.984,5.2,17,13.3,9.4
1986.0,86,504.8,5.3,0.0,72.9,100,83,25.0,16,-5.5,4.9,21.3,1.003,3.6,0.3,19.7,4.3,1537,4.91,13.040,7.0,17,20.8,12.2
1989.0,86,504.0,6.6,0.0,72.9,100,82,18.7,16,-6.0,5.6,34.6,1.007,10.4,0.8,36.6,11.8,1537,11.34,13.040,10.2,17,24.5,13.0
1992.0,86,504.0,7.9,19.2,72.9,99,82,34.2,16,-3.9,6.4,39.5,0.992,11.4,0.8,45.9,11.8,1550,11.12,13.040,9.4,17,12.4,8.4
1995.0,86,504.5,6.4,55.4,72.9,99,82,54.1,16,-3.9,15.7,18.5,0.997,14.1,0.3,60.7,13.9,1630,13.35,13.004,10.3,17,6.6,5.9
1998.0,86,507.9,10.6,0.0,72.9,99,85,45.4,16,-3.9,11.7,27.1,1.001,9.7,0.0,46.4,9.4,1652,11.57,12.977,10.1,17,13.3,8.9
2001.0,86,505.3,6.0,0.0,72.9,100,85,27.5,16,-5.1,7.2,17.9,1.036,3.5,0.0,14.6,0.6,1581,2.97,13.040,0.8,17,0.0,3.5
2004.0,86,500.5,5.6,4.3,72.9,100,84,17.9,16,-6.6,4.9,-10.1,1.116,3.5,0.0,13.3,3.9,1525,3.48,13.040,1.1,17,3.0,4.0
2007.0,86,496.0,8.8,9.7,72.9,99,82,48.6,16,-3.9,13.3,21.5,1.013,10.2,-0.6,38.1,5.8,1533,4.09,13.040,1.6,17,6.0,6.3
2010.0,86,495.9,9.8,0.0,72.9,100,82,40.0,16,-3.9,10.8,29.9,1.003,5.6,1.2,34.8,3.7,1532,3.79,13.040,1.6,17,6.2,9.1
2013.0,86,491.8,7.4,0.0,72.9,100,81,30.3,16,-5.4,8.3,36.9,0.990,2.6,2.9,21.7,1.9,1525,3.35,13.040,1.1,17,0.0,5.1
2016.0,86,489.8,5.6,0.0,72.7,100,81,21.5,16,-7.0,6.3,38.4,0.979,7.7,2.4,28.7,8.1,1525,6.49,13.040,3.9,17,1.5,4.2
2019.0,86,486.7,4.3,0.0,72.5,100,82,14.5,16,-7.0,4.3,35.0,0.979,3.5,3.1,13.3,3.9,1554,4.28,12.985,2.4,17,2.0,3.7
2022.0,86,482.5,3.5,0.0,72.5,100,84,10.2,16,-7.0,3.9,-2.0,0.282,1.1,1.0,12.1,1.6,1583,3.18,12.998,1.2,17,1.4,3.5
2025.0,86,472.0,3.5,0.0,72.5,100,82,10.2,16,-7.0,4.6,14.1,0.443,3.0,4.2,14.9,2.2,1600,3.45,13.040,0.8,17,0.0,3.5
2028.0,86,469.0,3.5,0.0,72.5,100,83,9.8,16,-7.0,4.6,17.1,0.602,4.5,7.0,17.8,4.8,1600,4.64,13.040,0.8,17,0.0,3.9
2031.0,86,463.7,4.5,21.5,72.5,100,83,12.7,16,-7.0,4.8,-1.3,0.147,1.3,0.5,13.1,0.4,1600,2.93,13.040,0.8,18,0.3,4.5
2034.0,86,461.4,8.0,32.3,72.5,100,82,23.7,16,-6.8,8.0,39.8,0.884,10.2,5.5,42.7,11.8,1609,9.44,13.040,6.9,18,14.4,9.4
2037.0,86,465.4,14.2,0.7,72.5,100,82,51.0,16,-3.9,14.1,22.0,0.962,12.9,3.3,55.3,13.6,1676,13.79,13.040,11.1,18,29.1,14.5
2040.0,86,472.0,18.0,7.8,72.5,99,84,59.6,16,-3.9,16.8,19.4,0.994,15.3,2.3,66.5,15.4,1770,13.84,13.040,9.7,17,31.2,15.0
2043.0,86,475.1,7.4,2.4,72.5,100,81,35.4,16,-5.3,12.2,5.7,1.036,13.2,2.5,59.1,14.5,1767,9.41,13.040,1.4,17,0.0,3.9
2046.0,86,476.0,8.0,13.5,72.5,100,76,24.6,16,-6.4,6.0,-8.2,1.108,6.2,3.0,18.7,8.2,1387,6.27,13.040,7.5,17,14.1,9.5
2049.0,86,476.8,13.4,30.4,72.5,100,70,60.4,16,-3.9,15.3,16.5,0.998,14.9,1.6,69.0,2.9,1418,4.92,13.040,4.1,17,11.7,9.5
2052.0,86,480.0,11.8,0.0,72.5,100,67,55.2,16,-3.9,11.1,23.2,0.992,13.9,0.2,69.7,5.7,1425,7.14,13.021,3.6,17,5.0,6.1
2055.0,86,485.8,16.4,0.0,72.5,99,65,60.0,16,-2.9,13.1,23.2,0.990,14.2,-1.0,71.7,15.7,1440,14.43,12.963,13.7,17,43.1,17.3
2058.0,86,493.9,20.1,0.0,72.5,99,65,67.3,16,-1.4,20.0,14.4,0.998,17.6,0.8,76.1,17.6,1737,18.04,13.040,17.6,17,61.9,20.5
2061.0,86,503.2,22.0,0.0,72.5,99,67,69.0,16,-0.8,22.0,14.0,1.007,18.4,-1.6,78.5,18.2,1835,19.51,12.993,18.0,17,71.6,22.0
2064.0,86,512.9,21.9,0.1,72.2,99,72,68.2,16,-0.8,22.0,14.7,1.000,18.4,-1.2,78.6,18.4,1887,20.38,12.989,18.4,17,73.2,21.9
2067.0,87,527.8,19.6,14.0,72.2,99,79,64.4,16,-0.8,20.3,16.2,0.995,17.7,-0.5,76.5,17.9,1885,20.02,13.040,18.1,17,69.9,21.6
2070.0,87,532.7,19.2,30.2,72.2,99,86,62.0,16,-0.8,18.7,17.6,0.997,16.4,0.1,72.6,16.5,1837,18.03,13.040,15.7,17,47.8,19.5
2073.0,87,537.4,15.9,31.8,72.2,99,93,57.4,16,-0.9,18.0,18.4,1.000,16.1,0.8,68.6,15.7,1837,16.46,13.040,12.9,17,37.1,16.6
2076.0,87,538.9,9.5,0.4,72.2,100,100,32.9,16,-1.6,10.2,34.0,1.007,4.8,1.8,35.6,6.4,1873,9.43,13.040,6.8,17,19.3,11.6
2079.0,87,531.9,5.9,6.0,71.8,100,101,17.2,16,-4.7,6.5,6.7,0.485,0.0,1.2,14.6,0.0,1883,3.48,13.040,0.4,17,0.0,4.3
2082.0,87,523.6,4.6,2.2,72.0,100,100,10.2,16,-6.3,4.1,-13.0,0.000,0.0,0.0,11.3,0.0,1840,3.36,13.040,0.4,17,0.0,3.9
2085.0,86,511.9,3.9,0.0,72.2,100,96,9.4,16,-6.5,3.9,-13.0,0.000,0.0,0.0,11.0,0.0,1762,3.05,13.040,0.8,17,0.0,3.9
2088.0,86,499.9,3.8,0.0,72.2,100,91,9.4,16,-7.0,3.9,-13.0,0.000,0.0,0.0,11.0,0.0,1704,2.96,13.040,0.8,17,0.0,3.7
2091.0,86,490.2,3.5,0.0,72.2,100,86,9.4,16,-7.0,3.5,-13.0,0.000,0.0,0.0,11.3,0.0,1631,2.89,13.040,0.8,17,0.0,3.7
2094.0,86,479.9,3.9,0.0,72.5,100,86,9.9,16,-7.0,3.7,-13.0,0.000,0.0,0.0,11.6,0.0,1587,2.87,13.040,0.8,17,0.0,4.3
2097.0,86,472.0,3.6,0.0,72.5,100,85,11.6,16,-7.0,4.4,2.3,0.216,1.2,1.9,13.0,0.3,1585,2.88,13.040,0.8,17,0.0,3.5
2100.0,86,466.2,3.7,0.0,72.5,100,83,12.6,16,-7.0,5.3,34.2,0.856,5.5,10.2,19.2,2.0,1562,2.91,12.921,0.8,17,0.0,3.7
2103.0,86,462.3,4.0,0.0,72.5,100,80,10.2,16,-7.0,3.5,-13.0,0.000,2.7,2.8,14.3,2.5,1531,2.90,12.963,0.8,17,0.3,4.0
2106.0,86,456.0,4.7,0.0,72.9,100,80,15.4,16,-7.0,4.8,18.9,0.475,4.5,3.3,16.7,4.1,1508,3.65,13.040,1.3,17,1.6,4.4
2109.0,86,453.3,4.2,0.0,72.9,100,80,16.2,16,-7.0,5.8,40.0,0.920,6.8,5.0,23.6,6.7,1500,5.27,13.040,2.7,17,7.5,5.9
2112.0,86,452.0,5.7,0.0,72.9,100,80,17.7,16,-6.4,6.7,39.9,1.006,8.2,-2.3,29.0,8.6,1500,6.64,13.040,3.9,17,9.3,7.1
2115.0,86,452.0,8.6,0.0,72.9,100,80,26.6,16,-3.9,8.6,39.0,0.997,10.2,-1.8,36.3,9.7,1559,8.20,12.996,5.8,17,12.4,8.6
2118.0,86,452.2,10.2,0.0,72.9,100,82,22.7,16,-3.9,7.8,36.2,0.993,10.4,-1.6,40.9,10.6,1581,9.41,12.987,7.2,18,15.7,9.9
2121.0,86,455.9,11.0,0.0,72.9,100,82,35.5,16,-3.9,9.5,30.8,0.993,11.1,-1.0,45.6,11.2,1585,10.19,13.013,7.6,17,17.3,10.6
2124.0,86,461.0,11.9,0.0,72.7,100,84,45.4,16,-3.9,11.8,25.5,0.996,11.9,0.1,52.1,11.9,1616,11.61,12.880,8.6,17,20.4,11.5
2127.0,86,465.6,12.6,0.0,72.4,100,87,48.4,16,-3.9,12.5,23.0,0.998,12.5,0.8,55.7,12.5,1662,12.63,12.938,9.4,17,22.0,12.4
2130.0,86,469.4,12.9,0.0,72.2,100,90,47.8,16,-3.9,12.9,23.5,0.999,12.8,2.5,55.7,12.8,1702,12.92,13.001,9.8,17,23.1,12.9
2133.0,86,476.0,12.9,0.0,72.2,100,92,47.3,16,-3.9,13.2,23.8,1.000,13.1,3.1,56.1,12.9,1746,13.19,13.040,7.9,17,20.1,11.8
2136.0,86,479.1,8.9,0.0,71.9,100,93,33.6,16,-3.9,10.5,30.7,1.002,11.7,1.8,48.6,11.8,1772,12.23,13.040,3.3,17,7.5,6.3
2139.0,86,477.8,7.7,0.0,71.6,100,94,18.6,16,-4.7,6.4,30.1,0.898,7.6,-1.5,25.9,8.2,1762,7.28,13.040,5.5,17,12.9,8.2
2142.0,86,472.2,6.7,0.0,71.5,100,93,10.1,16,-7.0,3.9,-13.0,0.000,0.0,0.0,11.0,1.9,1744,4.37,12.945,2.8,17,6.5,6.4
2145.0,86,464.0,3.9,0.0,71.8,100,90,9.4,16,-7.0,4.2,22.0,0.603,3.6,6.8,14.7,3.1,1691,3.79,12.912,1.4,17,1.7,3.8
2148.0,86,463.9,3.9,0.0,72.1,100,87,9.4,16,-7.0,4.1,10.2,0.480,3.1,6.5,15.1,3.7,1646,4.16,12.977,2.1,17,5.8,4.6
2151.0,86,456.1,3.7,0.0,72.3,100,83,11.1,16,-7.0,4.3,-2.8,0.141,0.9,1.3,12.0,0.4,1631,2.91,13.040,0.8,17,0.0,3.5
2154.0,86,450.7,4.5,0.0,72.5,100,78,14.9,16,-7.0,5.5,39.0,0.884,6.3,10.9,23.1,7.1,1475,5.52,12.995,2.0,17,3.6,4.7
2157.0,86,447.9,7.1,0.0,72.5,71,78,27.0,16,-5.2,8.3,34.2,0.940,8.3,6.4,31.8,8.4,1509,6.84,12.975,3.8,17,8.2,6.4
2160.0,86,450.5,8.2,0.0,72.3,100,79,34.7,16,-3.9,9.9,30.7,1.009,11.0,-1.1,48.6,11.2,1595,10.93,13.040,7.8,17,15.7,9.0
2163.0,86,452.0,9.6,18.6,72.2,100,80,37.3,16,-3.9,8.8,33.2,0.994,9.4,1.6,35.7,9.4,1512,7.85,13.040,6.5,17,15.5,9.7
2166.0,86,452.0,9.7,54.7,72.2,100,80,42.4,16,-3.9,11.0,27.5,0.996,2.4,3.3,25.7,3.2,1512,5.00,13.071,3.6,17,10.4,8.2
2169.0,86,452.0,4.7,36.8,72.2,100,80,21.2,16,-6.1,6.2,19.2,0.987,0.0,3.5,17.2,0.0,1507,2.93,13.098,1.5,17,3.3,4.6
2172.0,86,449.0,7.9,10.9,72.4,100,79,27.0,16,-5.5,6.7,21.5,0.990,3.2,2.1,20.7,2.4,1510,3.91,13.095,2.5,17,7.8,7.1
2175.0,86,450.1,10.4,1.6,72.5,100,79,40.8,16,-3.9,10.6,30.1,1.012,10.7,-0.8,44.7,11.0,1550,9.64,13.040,7.8,18,15.2,9.7
2178.0,86,455.4,13.3,2.8,72.5,100,80,46.8,16,-3.9,11.8,23.5,0.995,13.3,1.1,51.7,12.9,1575,12.48,13.040,10.0,18,25.5,13.4
2181.0,86,464.5,18.0,0.0,72.5,100,82,62.7,16,-3.9,16.5,19.1,0.994,15.1,2.5,63.1,15.0,1711,15.79,13.040,12.9,18,35.6,16.8
2184.0,86,471.9,18.0,0.0,72.3,100,85,61.1,16,-2.5,18.0,18.0,0.995,16.1,2.8,70.0,16.1,1837,17.76,13.023,14.8,18,41.4,17.6
2187.0,86,480.0,17.7,0.0,72.4,100,88,60.8,16,-1.6,18.0,18.5,0.998,16.0,2.0,69.5,16.1,1833,17.45,12.960,14.5,17,42.7,18.0
2190.0,86,487.4,12.4,0.0,72.7,100,90,51.0,16,-2.2,16.8,16.6,0.992,15.7,0.8,68.2,16.1,1800,16.29,12.960,11.7,17,24.2,11.8
2193.0,86,489.8,3.8,0.0,73.3,100,90,10.2,16,-7.0,3.9,-13.0,0.000,4.3,0.2,29.8,6.0,1696,8.76,12.960,5.9,17,8.0,6.1
2196.0,86,480.0,3.5,0.0,73.3,100,85,10.2,16,-7.0,3.9,-13.0,0.641,3.4,2.4,14.1,2.7,1595,3.71,12.984,1.3,17,1.2,3.8
2199.0,86,475.8,5.6,0.0,73.3,100,83,17.3,16,-7.0,5.4,10.2,1.081,6.0,3.5,19.3,5.9,1544,4.86,13.040,2.6,18,6.7,5.9
2202.0,86,473.7,5.0,0.0,73.3,100,81,18.5,16,-7.0,6.3,29.6,0.890,5.1,0.7,23.1,4.7,1525,3.62,13.040,1.2,18,5.2,4.7
2205.0,86,469.1,3.9,0.0,73.3,100,80,11.0,16,-7.0,3.9,-13.0,0.000,1.2,0.0,12.5,1.2,1485,3.02,13.040,1.2,18,4.5,4.3
2208.0,86,462.8,4.3,0.0,73.3,100,78,11.0,16,-7.0,3.9,-13.0,0.000,0.3,0.0,13.0,0.4,1445,2.89,12.999,1.0,18,3.0,4.6
2211.0,86,456.1,7.5,0.0,72.9,100,75,29.3,16,-4.8,7.3,16.7,0.582,6.0,0.8,30.1,5.4,1472,6.35,12.987,3.6,18,6.1,6.7
2214.0,86,459.9,15.7,49.9,72.6,100,75,54.2,16,-2.6,14.2,25.1,1.004,13.2,1.3,55.6,13.3,1604,13.11,13.028,10.6,18,25.2,13.3
2217.0,86,468.3,18.9,53.2,72.3,100,78,65.5,16,-1.3,19.2,15.8,0.995,16.9,0.5,73.4,17.3,1805,18.39,12.960,16.1,18,50.2,19.2
2220.0,86,479.9,19.6,47.7,72.1,100,81,64.9,16,-0.8,19.2,16.5,1.004,16.9,-0.8,74.1,17.3,1862,19.07,12.960,16.1,18,51.0,19.2
2223.0,86,491.2,19.6,38.2,71.7,100,82,64.3,16,-0.8,19.2,16.5,0.998,16.9,0.0,73.5,17.3,1862,18.95,12.960,16.1,18,50.9,19.2
