BlueDriver Data Log
Aug 22, 2018 5:06:52 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,42,76.0,89.4,102,0,34.5,24,44.2,825,0.4,13.615,26,5.5
6.2,42,79.7,89.4,102,4,40.3,24,46.3,1154,2.1,13.395,26,8.1
9.3,43,93.9,89.4,102,7,28.6,24,32.2,1397,0.2,13.213,26,6.7
12.4,43,100.4,89.4,102,6,21.9,24,26.7,1184,0.4,12.998,26,5.1
15.5,44,107.0,89.4,102,6,21.2,24,26.1,1185,0.1,12.960,27,5.1
18.6,44,110.6,89.4,102,6,23.5,24,27.6,1328,0.4,13.011,27,5.7
21.7,45,119.8,89.8,102,7,30.7,24,35.2,1426,0.8,13.040,27,7.8
24.8,45,128.9,89.4,102,9,31.3,24,37.7,1333,0.4,12.984,27,7.5
27.9,46,137.1,89.4,102,10,26.1,24,31.2,1213,0.1,13.040,27,6.1
31.0,47,142.7,89.4,102,9,26.4,24,31.6,1160,0.0,12.960,26,6.2
34.1,47,145.8,89.4,102,8,34.4,24,39.6,1455,2.3,12.960,26,7.6
37.2,48,160.7,89.4,101,12,49.8,24,56.4,1634,5.9,12.960,27,11.3
40.3,48,173.5,89.4,101,16,30.0,24,32.7,1447,1.1,13.020,27,7.1
43.4,49,180.0,89.4,102,12,21.0,24,26.9,1203,0.3,13.021,27,4.8
46.5,50,182.1,89.4,102,6,33.0,24,39.7,1473,2.3,12.960,27,7.9
49.6,50,195.1,89.4,101,9,43.7,24,49.7,1611,2.5,12.988,27,10.0
52.7,51,201.8,89.4,102,13,25.6,24,29.8,1392,0.5,12.862,27,6.3
55.8,52,208.0,89.4,102,9,20.6,24,25.9,1207,0.4,13.008,27,4.7
58.9,52,208.0,89.4,102,2,23.8,24,31.1,896,0.4,12.960,27,4.7
