BlueDriver Data Log
Aug 12, 2018 12:26:53 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,84,524.4,69.0,101,49,73.2,24,83.0,2083,22.4,12.879,27,26.3
6.2,85,536.6,69.0,101,52,73.0,24,83.8,2146,23.8,13.013,27,27.8
9.3,86,548.7,69.0,101,55,73.4,24,83.6,2263,24.7,12.966,27,29.1
12.4,87,557.4,69.0,101,57,74.3,24,84.8,2338,25.3,12.960,27,30.2
15.5,87,571.8,69.0,101,59,74.2,24,82.7,2362,24.0,12.962,27,30.2
18.6,87,579.6,69.0,100,60,73.7,24,80.4,2132,14.5,13.026,27,18.5
21.7,87,582.3,69.0,100,63,72.0,24,81.7,2039,22.3,12.960,27,27.3
24.8,87,585.7,69.0,101,65,69.8,24,79.2,2112,19.3,12.955,27,23.6
27.9,87,590.7,69.0,100,65,70.0,24,77.7,2136,19.2,12.960,27,23.8
31.0,87,594.6,69.0,101,66,69.0,24,77.3,2141,19.2,12.960,27,24.2
34.1,87,598.7,69.0,100,66,67.6,24,76.6,2099,18.7,12.960,27,22.7
37.2,87,600.0,69.0,100,66,65.1,24,71.4,2008,14.8,12.960,27,19.5
40.3,87,600.0,69.0,100,65,28.7,24,36.9,1956,10.2,12.960,27,16.3
43.4,87,592.0,69.4,101,62,21.8,24,25.9,1859,4.6,12.960,27,9.7
46.5,87,592.0,69.4,100,61,62.1,24,71.8,1929,14.6,13.031,27,19.6
49.6,87,595.0,69.4,100,61,55.2,24,42.3,1892,15.5,12.911,27,21.2
52.7,87,594.0,69.4,100,61,63.9,24,72.5,1897,16.6,12.944,27,21.8
55.8,87,596.0,69.4,100,62,69.7,24,78.3,2018,19.5,12.973,27,23.5
58.9,87,600.0,69.4,100,63,66.5,24,76.1,1980,17.9,12.999,27,20.7
62.0,87,602.1,69.4,100,63,72.7,24,84.0,2096,23.8,12.890,27,28.1
65.1,87,608.0,69.4,101,64,75.1,24,84.7,2453,26.1,12.960,27,31.5
68.2,87,614.2,69.0,101,66,74.5,24,83.8,2575,26.7,13.037,27,32.2
71.3,87,616.0,69.0,101,68,73.9,24,82.8,2606,26.7,13.007,27,32.2
74.4,87,623.5,69.0,101,69,73.1,24,82.4,2632,26.9,12.960,27,32.5
77.5,87,627.9,69.0,101,70,73.4,24,82.7,2608,26.6,12.960,27,31.7
80.6,87,631.8,69.0,101,72,73.2,24,83.3,2557,25.4,12.978,27,30.6
83.7,87,632.4,69.0,101,72,73.6,24,83.2,2550,25.1,13.000,27,30.2
86.8,87,636.0,69.0,101,73,72.4,24,82.3,2590,25.1,12.960,27,30.5
89.9,87,639.7,69.0,101,74,72.9,24,82.0,2618,25.1,12.960,27,30.3
93.0,87,640.0,69.0,101,76,71.4,24,81.3,2634,25.3,12.960,27,30.4
96.1,87,641.7,69.0,101,76,72.2,24,82.0,2550,24.5,12.960,27,29.5
99.2,87,644.0,69.0,101,77,71.4,24,81.5,2476,23.3,13.030,27,26.0
102.3,87,643.2,69.0,101,78,70.6,24,38.1,2366,8.4,12.960,27,20.1
105.4,87,638.3,69.0,100,78,23.2,24,27.3,2375,3.7,12.889,27,8.7
108.5,87,633.4,69.0,99,79,25.9,24,29.7,2375,3.5,12.959,27,8.7
111.6,87,626.9,69.0,100,80,13.6,24,17.9,2351,2.1,12.960,27,4.2
114.7,87,614.7,69.0,101,77,18.0,24,21.4,2314,2.5,12.960,27,7.3
117.8,86,608.8,69.0,99,76,38.5,24,45.1,2310,7.7,12.960,27,12.8
120.9,86,608.0,68.9,99,75,46.3,24,53.8,2339,9.7,12.960,27,14.7
124.0,86,608.0,68.6,100,75,48.6,24,56.5,2318,10.2,12.898,28,15.6
127.1,86,608.0,68.6,100,75,50.5,24,58.3,2300,10.5,13.040,28,16.2
130.2,86,608.0,68.6,100,74,57.9,24,66.7,2272,13.9,12.960,28,18.5
133.3,86,608.0,68.6,100,72,62.7,24,71.1,2201,15.6,12.960,28,19.8
136.4,86,608.0,68.6,100,70,67.5,24,76.7,2180,18.4,12.960,28,22.5
139.5,86,610.2,68.6,100,68,68.7,24,77.8,2208,19.2,12.960,28,23.5
142.6,86,612.7,68.6,100,67,70.5,24,79.1,2280,21.4,12.960,28,26.2
145.7,87,616.0,68.6,100,67,71.4,24,81.3,2344,21.9,13.030,27,26.7
148.8,87,620.0,68.2,100,67,70.6,24,80.0,2283,21.8,13.012,27,26.1
151.9,87,623.2,68.2,101,68,73.1,24,81.7,2337,25.1,12.970,27,30.5
155.0,87,624.8,68.2,101,68,74.5,24,83.3,2589,27.0,12.992,27,32.5
158.1,87,628.0,68.2,101,71,73.3,24,82.3,2588,24.6,12.960,27,30.1
161.2,87,632.0,68.2,101,73,72.4,24,82.6,2518,23.4,12.960,27,28.1
164.3,87,632.0,68.2,100,75,65.3,24,75.5,2304,17.6,13.038,27,23.1
167.4,87,632.0,68.2,100,77,66.6,24,75.6,2345,17.8,12.960,27,22.8
170.5,87,632.0,68.2,100,77,67.0,24,77.3,2360,18.8,12.960,27,23.4
173.6,87,636.0,68.2,100,77,66.7,24,77.4,2340,19.2,12.960,27,23.9
176.7,87,636.0,67.9,100,76,67.7,24,77.8,2325,19.5,12.960,27,24.2
179.8,87,636.0,67.8,100,75,64.0,24,74.5,2310,17.8,13.026,27,22.6
182.9,87,632.0,67.8,100,75,63.0,24,71.0,2280,16.2,12.924,27,20.6
186.0,87,632.0,68.0,100,73,67.2,24,77.2,2246,19.6,13.029,27,23.6
189.1,87,632.0,68.2,100,72,69.7,24,78.3,2244,20.5,12.960,27,25.3
192.2,87,635.4,67.9,100,72,70.3,24,80.6,2314,21.6,12.944,27,25.9
195.3,87,636.0,67.9,100,72,71.6,24,80.9,2398,22.0,13.012,27,27.2
198.4,87,636.0,67.8,100,73,72.9,24,82.8,2470,23.0,13.017,27,28.2
201.5,87,640.0,68.2,101,73,72.5,24,82.6,2449,22.8,12.960,27,28.2
204.6,87,640.0,68.2,101,73,71.4,24,81.6,2435,22.6,12.960,27,27.5
207.7,87,642.4,68.2,101,75,72.2,24,81.8,2435,22.4,12.960,27,27.5
210.8,87,644.0,68.2,101,76,71.5,24,81.5,2458,21.2,12.960,27,26.9
213.9,87,644.0,68.2,100,77,64.7,24,72.0,2332,18.3,12.960,27,23.7
217.0,87,635.5,68.2,101,75,16.0,24,22.3,2239,0.8,13.040,27,5.1
220.1,87,629.1,68.6,100,73,24.4,24,26.3,2159,2.7,12.970,27,8.3
223.2,87,624.0,68.6,99,71,45.6,24,52.6,2139,9.2,12.938,27,13.5
226.3,87,624.0,68.6,99,70,52.4,24,61.4,2120,11.1,13.027,27,15.0
229.4,87,620.0,68.6,100,70,60.4,24,69.4,2125,14.5,12.960,27,18.8
232.5,87,620.0,68.2,100,70,63.5,24,72.2,2141,15.9,12.960,27,20.0
235.6,87,620.0,68.2,100,71,64.5,24,72.9,2168,16.5,12.960,27,20.9
238.7,87,619.7,68.2,100,72,25.0,24,42.5,2164,10.8,13.000,27,10.8
241.8,87,616.0,68.2,99,71,46.3,24,52.9,2184,9.2,12.960,27,13.8
244.9,87,612.0,68.1,99,72,51.5,24,59.2,2233,10.7,12.960,27,13.1
248.0,87,608.9,67.8,100,73,17.9,24,22.8,2194,2.7,13.033,27,7.9
251.1,87,594.1,68.2,101,72,10.2,24,12.2,2132,0.4,13.009,27,4.7
254.2,87,578.6,68.5,101,70,10.6,24,12.6,2095,0.1,13.024,27,4.3
