BlueDriver Data Log
Dec 11, 2018 6:10:11 PM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Absolute Throttle Position B (%),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Engine RPM (rpm),Accelerator Pedal Position D (%),Control Module Voltage (V)
550.4,17.3,19.80,15,0.751,19.7,67.1,14,68.5,18.0,87,581.4,57.5,-0.1,17.0,0.992,0.9,13.0,6.7,1.4,101,102,2.187,17.0,1.002,99.2,1954,17.6,12.960
567.6,20.5,25.53,15,0.700,21.3,66.7,14,73.4,22.0,87,592.8,70.2,1.6,24.5,1.003,-1.6,20.4,89.6,0.0,100,112,2.201,15.0,0.989,99.2,2249,20.8,12.960
584.8,18.8,23.87,14,0.730,22.7,65.5,14,76.1,21.2,87,604.0,62.5,1.6,20.8,1.000,-0.5,14.6,65.2,17.8,100,118,2.171,23.4,0.999,99.2,2240,17.8,12.960
602.0,19.1,24.75,14,0.760,22.4,65.4,14,75.8,22.8,87,604.0,58.6,0.4,19.3,1.003,-0.2,14.2,71.0,22.1,100,125,2.165,23.2,0.998,99.2,2359,18.5,12.957
619.2,18.6,21.96,14,0.677,19.6,65.8,14,70.8,21.2,87,604.0,62.8,0.1,20.4,0.998,-0.1,18.1,91.1,1.1,100,112,2.173,16.9,1.006,99.2,2127,18.8,12.960
636.4,20.8,25.94,15,0.699,25.9,66.2,14,81.9,25.9,87,609.8,70.9,1.6,25.9,1.000,-0.8,21.6,88.3,0.0,100,114,2.189,14.2,0.999,99.2,2288,21.2,12.885
653.6,16.1,20.82,15,0.713,19.3,66.6,14,66.5,20.6,87,612.4,52.8,-0.8,10.9,0.996,0.3,5.6,0.0,0.0,101,121,2.059,22.1,1.011,99.2,2286,15.4,12.960
670.8,17.7,21.12,15,0.756,17.4,66.7,14,72.5,21.8,87,592.0,64.2,0.2,14.8,1.016,0.6,6.9,22.0,0.0,101,104,2.182,35.3,1.005,99.2,1969,15.7,12.960
688.0,14.1,16.73,15,0.699,15.9,66.7,14,48.5,14.4,87,585.5,49.8,-0.0,18.6,0.970,-4.8,15.7,23.2,3.9,101,100,2.217,18.8,0.986,99.2,1982,16.9,12.960
705.2,9.3,9.87,15,0.605,10.4,66.9,14,39.7,11.7,87,585.6,23.3,-2.6,10.0,0.987,-3.1,6.9,1.9,0.0,101,110,2.227,26.8,0.996,99.2,2068,13.4,12.960
722.4,14.8,18.54,16,0.737,16.7,67.5,14,59.4,17.1,87,574.7,24.2,-2.5,7.2,0.999,-1.0,4.7,3.5,0.0,101,116,2.314,22.9,1.000,99.2,2147,14.5,13.023
739.6,18.4,24.39,15,0.759,22.0,67.5,14,74.5,21.9,86,565.9,65.7,1.6,21.8,0.996,-2.2,17.4,56.8,0.3,101,116,2.170,20.2,0.997,99.2,2309,18.0,12.880
756.8,12.4,13.71,15,0.825,9.8,67.5,14,33.6,8.3,86,570.0,19.4,-2.7,6.1,1.892,-0.1,1.3,0.8,0.0,101,105,3.425,-8.5,0.154,99.2,1969,10.9,12.900
774.0,18.9,24.10,15,0.714,22.2,66.9,14,80.1,25.5,86,588.0,72.0,1.6,26.1,0.999,-0.0,21.2,8.0,0.4,101,110,2.188,16.4,0.996,99.2,2164,17.1,12.932
791.2,10.6,14.86,16,0.575,14.7,66.1,14,56.2,19.4,86,592.7,60.5,-0.5,19.5,1.007,-1.6,17.3,29.9,50.4,101,114,2.153,16.0,1.000,99.2,2164,18.7,12.960
808.4,22.0,28.50,16,0.698,27.6,66.2,14,82.3,27.6,86,608.0,71.5,0.8,27.5,0.991,-1.6,22.4,87.5,6.0,101,124,2.185,15.8,1.000,99.2,2491,22.2,12.960
825.6,7.2,10.01,17,0.580,12.8,66.7,14,50.4,14.7,86,591.9,13.6,-3.1,5.5,1.910,-0.2,6.8,3.6,7.8,101,114,2.138,28.4,0.986,99.2,2185,13.7,13.040
842.8,15.3,18.77,17,0.692,17.1,67.1,14,48.8,7.5,86,568.0,36.1,-0.8,14.7,1.012,-0.8,11.1,39.2,18.2,101,109,2.203,23.5,0.994,99.2,2118,12.8,12.929
860.0,15.4,19.99,18,0.713,11.1,67.1,14,42.8,13.8,86,563.5,34.8,-0.5,10.3,0.951,-1.8,6.7,18.0,0.0,101,112,2.216,27.7,1.004,99.2,2176,13.3,12.926
877.2,17.2,21.92,18,0.715,16.0,66.7,14,66.8,16.1,86,563.6,52.7,-0.8,16.6,0.997,0.0,12.1,36.4,31.4,101,113,2.177,19.7,1.001,99.2,2147,17.4,12.976
894.4,22.1,28.46,18,0.673,28.0,66.4,14,84.0,28.1,86,583.9,72.3,1.6,26.9,1.003,-1.7,22.7,4.3,15.1,101,113,2.183,13.8,1.000,99.2,2417,22.2,12.960
911.6,21.2,27.48,19,0.669,27.1,65.9,14,81.2,26.7,86,606.7,71.6,1.4,20.0,0.995,0.6,14.1,41.3,1.0,101,120,2.191,20.5,0.995,99.2,2389,20.1,12.936
928.8,20.7,25.64,19,0.704,25.6,66.3,14,79.3,25.9,86,608.0,70.4,1.6,26.3,0.995,-0.8,21.5,89.7,3.3,101,118,2.197,15.2,0.999,99.2,2300,20.9,12.989
946.0,21.6,26.70,19,0.700,26.7,66.3,14,82.0,26.7,86,619.2,71.0,1.6,26.4,1.000,-0.3,22.0,89.4,3.4,100,111,2.185,14.4,1.000,99.2,2342,21.6,12.939
963.2,7.1,7.44,19,0.129,8.0,65.9,14,27.2,7.6,86,599.8,12.5,-3.1,7.0,1.294,1.0,3.2,2.2,0.0,101,116,2.840,2.3,0.396,99.2,2178,7.8,12.938
980.4,14.9,17.77,19,0.281,14.9,65.8,14,59.6,19.7,86,601.8,64.6,0.0,12.6,1.032,-0.3,6.4,7.3,9.0,101,115,2.408,-0.7,0.994,99.2,2159,14.5,12.883
997.6,13.7,15.51,19,0.746,14.5,65.5,14,54.0,15.1,86,572.0,53.0,-0.8,15.4,1.012,-0.5,9.2,0.0,0.0,101,106,2.174,28.0,0.998,99.2,2012,11.8,12.960
1014.8,16.9,19.72,19,0.455,18.2,65.1,14,53.9,16.0,86,569.6,40.9,0.0,15.8,0.973,-1.7,12.4,28.7,8.4,101,106,2.213,19.0,1.003,99.2,2189,17.9,12.960
1032.0,17.8,21.52,19,0.716,17.8,65.1,14,48.3,11.6,86,568.5,28.5,-0.6,15.0,0.935,-4.7,11.7,48.3,44.6,101,103,2.182,18.3,0.997,99.2,2012,16.7,12.942
1049.2,18.8,21.69,19,0.730,21.6,65.1,14,72.8,21.4,86,572.4,62.2,-0.7,18.9,1.001,1.5,15.1,22.7,1723.0,101,106,2.176,19.2,0.996,99.2,2015,19.1,12.960
1066.4,6.8,9.49,19,0.262,8.6,64.7,14,27.1,10.8,86,568.0,47.9,-0.8,16.5,0.904,3.0,12.4,10.4,0.0,101,105,2.158,16.0,0.676,99.2,2010,8.8,12.960
1083.6,16.0,18.65,19,0.696,14.1,64.4,14,48.2,13.5,86,572.0,58.0,-0.5,19.7,0.996,-1.3,18.7,84.1,10.7,101,106,2.192,14.1,1.005,99.2,2091,18.2,12.985
1100.8,9.1,11.46,19,0.683,8.3,64.7,14,49.1,16.8,86,592.0,60.8,-0.4,17.8,1.013,0.3,9.4,11.6,16.8,101,117,2.176,22.3,0.995,99.2,2225,19.1,12.937
1118.0,22.5,27.90,19,0.693,28.6,64.7,14,84.0,27.5,86,598.3,73.1,1.6,27.3,1.002,-0.9,22.6,13.4,13.5,101,110,2.168,13.3,0.998,99.2,2334,22.4,12.901
1135.2,25.1,31.55,19,0.704,34.0,64.3,14,82.1,34.1,86,618.0,72.6,0.8,30.2,1.004,-0.5,25.4,80.7,15.0,101,115,2.190,15.1,0.999,99.2,2654,25.0,12.879
1152.4,0.0,4.55,20,0.041,7.5,64.3,14,27.2,14.8,86,600.0,44.2,-0.2,16.9,0.915,4.0,3.9,3.9,0.0,101,124,3.212,-9.0,0.098,99.2,2246,0.0,12.960
1169.6,14.0,16.52,20,0.697,14.2,63.9,14,41.5,11.4,86,592.0,49.7,-0.8,16.8,1.018,-2.1,13.0,19.4,1.9,101,114,2.194,23.7,0.990,99.2,2181,13.7,12.960
1186.8,17.0,21.40,19,0.719,16.5,64.0,14,65.1,19.0,86,596.0,62.7,-0.8,21.0,1.000,-0.0,17.6,90.8,5.8,100,120,2.194,17.9,1.002,99.2,2287,18.7,12.960
1204.0,17.3,22.18,19,0.709,20.3,64.3,14,69.8,19.8,86,596.0,60.3,-0.8,19.3,0.999,3.3,14.3,92.3,0.0,100,119,2.183,21.5,1.003,99.2,2275,17.1,12.918
1221.2,18.1,22.37,19,0.697,22.9,63.9,14,73.1,24.7,86,596.0,67.4,1.6,14.5,1.017,0.8,8.3,0.0,3.0,101,118,2.217,20.9,0.997,99.2,2244,17.4,12.960
1238.4,2.2,4.25,19,0.000,5.9,64.3,14,17.9,6.6,86,573.1,32.9,-1.6,11.9,0.959,-0.4,9.0,94.3,1.8,99,113,2.205,18.8,0.684,99.2,2203,0.0,12.960
1255.6,20.0,25.63,20,0.710,24.3,63.9,14,78.3,24.2,86,569.3,68.7,1.6,24.1,1.006,0.8,20.2,90.0,2.6,101,119,2.187,16.9,0.991,99.2,2300,20.5,12.960
1272.8,9.5,10.40,20,0.243,12.1,64.2,14,38.0,14.2,86,586.1,46.6,-0.4,17.2,0.977,-0.5,9.4,90.6,78.1,100,126,2.200,31.6,0.989,99.2,2337,1.8,13.030
1290.0,12.2,13.29,20,0.637,6.8,63.5,14,26.9,9.1,86,580.0,34.1,-1.7,12.4,0.985,3.8,11.1,85.1,0.0,100,109,2.160,18.1,0.977,99.2,2076,11.3,12.885
1307.2,6.1,8.74,20,0.331,7.5,64.1,14,22.1,8.4,86,540.3,37.2,-1.4,9.9,1.208,-1.9,8.2,85.5,0.0,99,96,2.199,22.4,0.988,99.2,1821,4.1,13.024
1324.4,10.1,9.77,20,0.478,11.2,64.3,14,49.6,13.1,86,543.5,42.4,-0.8,11.9,0.998,0.8,7.5,94.9,10.4,99,105,2.280,11.6,1.003,99.2,1947,4.8,12.898
1341.6,21.1,26.03,20,0.706,25.7,63.9,14,80.3,25.2,86,559.7,70.5,1.6,25.7,1.001,2.4,22.5,88.9,0.0,101,110,2.175,13.4,1.004,99.2,2289,21.7,12.960
1358.8,15.2,17.16,20,0.687,15.2,63.5,14,62.7,17.7,86,591.1,62.4,-0.4,22.6,1.005,1.5,19.5,90.4,1.5,100,107,2.178,15.3,1.004,99.2,2025,16.0,12.960
1376.0,10.8,11.80,20,0.374,7.4,63.5,14,30.0,9.6,87,584.0,16.8,-2.4,7.7,0.964,2.5,8.3,63.5,24.1,100,105,2.153,22.4,1.001,99.2,2001,16.2,12.960
1393.2,13.7,14.71,20,0.862,5.8,63.5,14,17.5,3.9,87,563.7,9.9,-3.1,3.9,1.999,0.0,0.4,0.0,0.0,101,97,3.126,30.6,0.884,99.2,1825,12.6,12.960
1410.4,4.5,4.18,20,0.685,5.5,63.1,14,20.4,6.0,86,521.7,28.8,0.0,9.0,0.919,-4.0,8.0,95.3,12.9,100,90,2.088,23.9,1.010,99.2,1771,6.6,12.957
1427.6,19.6,23.70,19,0.702,24.0,63.4,14,79.9,24.0,86,552.7,69.3,1.6,22.7,1.000,0.7,19.1,90.4,4.9,101,99,2.184,13.7,0.998,99.2,2094,19.5,12.980
1444.8,13.9,13.97,19,0.263,14.0,62.1,14,58.0,14.3,87,558.0,47.9,0.0,13.6,1.014,-5.1,9.7,94.6,0.0,100,92,2.236,27.3,0.988,99.2,1713,14.1,12.883
1462.0,21.2,24.98,19,0.705,26.5,62.0,14,81.9,26.7,87,580.5,71.9,1.6,26.0,0.997,1.8,21.8,89.6,8.0,101,90,2.179,12.1,1.002,99.2,2120,21.8,12.960
1479.2,21.6,25.35,18,0.707,27.1,61.6,14,81.7,27.1,87,613.0,72.8,1.6,27.1,1.001,1.7,22.7,89.4,11.1,101,86,2.175,12.5,0.999,99.2,2184,22.0,12.914
1496.4,21.8,25.49,18,0.705,27.5,61.8,14,82.2,27.5,87,632.9,71.4,1.6,27.1,1.001,2.4,23.1,89.4,0.1,100,88,2.186,12.8,1.002,99.2,2187,22.0,12.960
1513.6,22.0,25.84,18,0.705,27.3,59.9,14,82.0,27.5,87,640.0,70.7,1.6,27.1,1.006,1.6,22.7,89.4,0.0,100,98,2.183,14.5,0.997,99.2,2262,22.0,12.960
1530.8,21.2,25.94,17,0.710,25.9,60.0,14,80.6,26.5,87,644.0,71.4,1.6,26.7,1.001,0.1,22.4,16.7,0.0,101,104,2.187,14.5,0.998,99.2,2242,21.2,12.921
1548.0,0.0,2.80,17,0.000,3.5,61.6,14,12.5,3.5,87,595.2,10.7,-3.1,3.6,1.999,0.0,0.5,0.0,0.0,101,79,3.611,-13.0,0.000,99.2,1454,0.0,12.960
1565.2,2.5,3.93,18,0.882,4.7,63.9,14,30.9,4.2,87,531.2,22.2,-10.2,5.3,0.986,2.7,1.9,0.0,0.0,101,7,2.154,28.7,0.938,99.2,946,2.2,12.880
1582.4,1.8,3.30,18,0.728,4.0,63.0,14,22.7,3.7,87,487.4,23.3,-10.1,5.1,0.967,-2.7,1.1,0.0,0.0,101,7,2.157,26.4,1.001,99.2,1046,2.5,12.920
1599.6,3.0,3.51,18,0.291,4.3,62.4,14,21.2,4.3,87,449.0,17.9,-3.1,4.5,1.003,0.1,0.5,4.8,12.0,100,7,2.167,29.2,0.995,99.2,1137,2.2,12.827
1616.8,3.6,3.86,18,0.709,5.1,62.0,14,23.1,5.1,87,413.5,19.0,-4.8,5.0,1.003,2.3,0.7,0.0,0.0,101,7,2.208,19.1,0.993,99.2,1116,1.9,12.902
1634.0,22.4,23.66,18,0.735,27.8,61.2,14,85.4,27.6,87,428.2,75.5,1.6,27.8,0.998,0.4,24.7,89.6,0.3,100,44,2.200,8.4,0.995,99.2,1939,22.7,12.970
1651.2,24.2,26.76,17,0.718,30.6,60.8,14,85.7,30.6,87,527.5,74.9,1.6,30.0,1.000,2.0,25.7,89.0,3.6,100,81,2.179,11.4,0.999,99.2,2254,23.9,12.957
1668.4,22.0,25.59,16,0.707,27.5,60.1,14,82.0,27.5,87,576.7,71.8,1.6,27.4,0.999,3.1,23.4,89.6,4.5,100,95,2.182,13.9,0.999,99.2,2235,22.2,12.954
1685.6,24.3,29.70,16,0.687,32.1,59.9,14,84.9,32.1,87,612.3,73.3,0.8,32.0,1.000,0.8,27.1,87.5,2.4,100,103,2.180,13.4,0.998,99.2,2513,24.7,12.960
1702.8,25.5,29.10,15,0.693,32.6,60.0,14,86.9,32.7,87,633.6,75.0,0.8,32.6,1.001,0.2,28.0,87.3,4.9,100,96,2.189,12.0,0.997,99.2,2403,25.9,12.960
1720.0,27.1,32.85,15,0.700,38.9,59.6,14,85.5,38.8,87,657.5,74.5,0.8,38.2,0.997,-0.6,33.4,85.9,0.0,99,88,2.186,14.5,0.999,99.2,2739,27.5,12.967
1737.2,27.1,34.19,15,0.708,36.1,59.4,14,82.9,36.4,87,676.0,72.8,0.8,35.7,0.999,0.8,30.2,85.9,0.0,99,88,2.194,17.9,1.000,99.2,2925,27.5,12.960
1754.4,28.6,34.27,15,0.701,38.9,59.2,14,84.1,38.9,87,684.6,72.4,0.8,38.3,1.006,-0.0,32.2,85.9,8.8,99,86,2.192,18.3,0.999,99.2,2937,28.5,12.908
1771.6,31.8,36.97,15,0.730,39.0,58.3,14,84.1,39.4,87,692.0,72.9,0.8,38.8,1.000,-1.5,32.9,84.0,4.0,98,88,2.183,19.9,0.997,99.2,3090,32.2,12.960
1788.8,29.0,37.43,15,0.698,35.9,57.8,14,84.6,35.8,87,696.0,73.0,0.8,35.7,0.998,-2.3,29.4,83.9,8.2,98,90,2.187,20.8,0.998,99.2,3166,29.4,12.960
1806.0,8.9,7.97,15,0.334,11.3,58.3,14,52.9,13.8,87,682.6,52.7,0.0,15.8,1.003,1.6,14.4,93.5,0.0,97,92,2.170,21.1,0.992,99.2,1902,3.7,12.928
1823.2,3.6,4.43,15,0.562,5.0,61.1,14,19.4,3.5,88,630.4,10.1,-3.1,3.9,1.999,0.0,0.5,0.5,0.0,98,92,3.246,0.3,0.280,99.2,1696,2.3,12.867
1840.4,1.1,3.11,16,0.610,4.0,62.4,14,11.2,3.9,86,573.5,10.0,-3.1,4.2,1.780,-1.0,0.9,11.9,13.2,98,93,3.067,8.8,0.467,99.2,1775,3.3,12.960
1857.6,3.7,3.42,16,0.140,4.3,62.4,14,13.0,3.9,86,521.7,11.4,-3.1,3.9,1.170,8.3,0.7,26.9,0.0,98,92,2.746,10.7,0.450,99.2,1720,3.1,12.906
1874.8,9.0,7.76,16,0.666,7.5,63.0,14,30.9,7.5,86,507.1,26.2,-0.8,7.7,0.983,2.7,4.3,95.7,4.8,96,98,2.163,34.2,1.005,99.2,1884,9.2,12.960
1892.0,1.3,4.06,15,0.168,5.2,63.1,14,17.3,5.6,86,499.9,11.9,-3.1,4.5,1.391,0.0,0.7,0.0,0.5,99,100,2.824,25.6,0.890,99.2,1870,4.7,12.960
1909.2,16.3,17.79,15,0.584,17.2,63.4,14,71.8,18.6,86,493.6,64.0,-0.8,19.9,1.003,2.5,16.2,91.8,11.8,98,97,2.200,22.9,0.993,99.2,1837,16.1,12.960
1926.4,17.6,19.89,14,0.723,20.0,62.8,14,73.6,19.7,86,523.5,46.5,-0.8,15.4,0.985,0.4,10.6,76.9,5.5,98,102,2.230,18.0,0.956,99.2,1925,17.8,12.952
1943.6,4.6,7.33,15,0.241,8.9,62.9,14,37.2,5.1,86,509.8,14.9,-3.1,5.9,1.284,0.6,1.3,15.5,18.2,99,98,2.346,4.4,0.969,99.2,1813,1.4,12.960
1960.8,17.7,20.67,15,0.717,21.2,63.3,14,77.1,21.2,86,491.1,66.5,1.6,21.5,0.997,-1.6,17.6,91.8,0.1,98,94,2.174,16.6,1.001,99.2,1990,17.8,12.938
1978.0,7.6,8.46,14,0.808,8.1,61.6,14,32.9,8.7,86,527.3,22.1,-1.1,6.8,1.022,-4.5,3.5,90.3,44.8,97,100,2.081,35.6,1.012,99.2,1907,6.4,12.907
1995.2,5.1,6.65,14,0.493,7.4,62.4,14,30.6,8.2,86,505.0,19.9,-1.1,4.3,1.185,-7.4,0.4,0.0,2.6,99,100,3.093,-3.8,0.253,99.2,1841,3.4,12.960
2012.4,5.4,6.71,14,0.525,7.5,62.0,14,32.0,8.4,86,475.4,32.3,-0.9,7.8,1.104,2.2,2.7,57.5,5.6,98,98,2.251,11.7,0.308,99.2,1828,3.7,12.960
2029.6,9.5,9.72,14,0.813,9.0,62.3,14,39.8,9.7,86,472.0,25.9,-0.8,7.3,0.983,-2.2,3.3,79.8,40.3,98,98,2.185,37.1,1.007,99.2,1867,11.1,12.928
2046.8,16.4,19.34,12,0.676,18.6,61.6,12,71.3,12.7,86,487.8,23.3,-2.9,14.0,0.953,-1.6,11.7,93.0,49.7,99,103,2.230,21.1,0.993,99.2,1993,16.2,12.868
2064.0,18.3,22.19,12,0.709,21.7,61.5,12,77.9,22.0,86,519.5,67.8,1.6,22.4,0.995,-1.6,18.3,91.2,3.3,99,107,2.186,16.7,0.999,99.2,2084,18.7,12.960
2081.2,12.5,16.73,12,0.686,16.2,62.0,12,65.6,17.9,86,539.4,59.3,-0.8,18.3,0.995,0.8,11.2,77.3,35.1,98,112,2.106,30.2,1.003,99.2,2122,14.0,12.960
