BlueDriver Data Log
Aug 14, 2018 5:27:36 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,,394.6,89.4,101,,,,,,,,,
6.2,70,404.3,89.8,100,37,46.4,25,55.8,1262,5.0,12.903,26,9.0
9.3,71,407.4,89.4,100,37,43.2,25,53.7,1203,3.6,12.943,26,8.7
12.4,71,414.2,89.4,101,36,45.0,25,55.2,1230,3.7,12.931,26,8.9
15.5,71,421.3,89.4,101,36,45.9,25,56.1,1281,4.7,12.882,26,9.7
18.6,71,428.5,89.4,101,36,44.8,25,53.0,1312,5.1,12.955,26,9.8
21.7,72,434.3,89.4,101,37,50.0,25,57.6,1349,6.3,13.034,26,10.4
24.8,72,443.0,89.4,100,37,41.3,25,48.2,1281,3.6,12.960,26,9.4
27.9,72,436.4,89.8,100,35,31.0,25,35.4,1218,0.0,12.960,26,5.9
31.0,73,428.0,89.8,101,33,30.1,25,35.4,1160,0.2,12.960,26,6.2
34.1,73,428.0,89.8,100,31,25.1,25,29.3,1220,0.7,13.016,26,5.3
37.2,73,421.3,89.8,101,27,17.4,25,20.9,1245,0.4,12.960,26,4.3
40.3,73,410.4,89.8,101,23,20.0,25,25.6,1213,0.1,12.960,26,4.7
43.4,73,404.1,89.8,101,20,26.0,25,30.4,1151,0.4,13.040,26,6.3
46.5,73,404.0,89.8,101,17,36.9,25,38.3,1364,0.4,12.900,26,6.3
49.6,73,412.0,89.8,99,19,58.3,25,65.7,1679,6.6,13.008,26,12.3
52.7,73,410.1,89.8,100,22,19.0,25,22.8,1251,0.6,12.893,26,4.7
55.8,73,400.6,89.8,101,18,17.8,25,22.4,1132,0.0,12.985,26,4.4
58.9,73,396.0,89.8,101,12,23.3,25,27.4,1158,0.0,12.935,26,5.7
62.0,73,390.5,89.8,101,3,34.9,25,44.6,895,0.0,12.884,26,5.6
65.1,73,383.4,90.2,101,0,37.0,25,47.8,862,0.0,13.001,26,5.9
68.2,73,377.5,90.2,101,0,37.7,25,47.5,977,0.8,12.881,26,5.6
71.3,73,376.0,89.8,100,5,39.2,25,48.0,1507,5.1,12.960,26,9.6
74.4,73,378.9,89.8,99,13,43.5,25,53.5,1379,2.6,12.757,26,7.4
77.5,73,380.0,89.8,99,16,27.8,25,35.3,1301,1.2,12.913,26,5.7
80.6,73,380.0,89.8,101,16,28.3,25,33.6,1025,0.5,12.880,26,4.9
83.7,73,382.0,89.8,100,15,47.0,25,55.7,1688,7.5,12.807,26,8.7
86.8,73,385.5,89.7,99,16,45.1,25,55.8,1186,2.9,12.845,26,11.1
89.9,73,388.0,89.4,99,18,46.3,25,56.5,1180,0.6,12.956,26,12.3
93.0,74,392.0,89.4,99,18,37.4,25,47.5,1176,0.4,12.959,26,10.2
96.1,74,392.0,89.4,100,19,24.7,25,32.5,1461,0.4,12.960,26,6.8
99.2,75,389.7,89.4,101,18,16.5,25,20.5,1124,0.0,12.960,26,3.9
102.3,75,384.9,89.4,101,15,19.9,25,24.0,1095,0.1,12.950,26,4.6
105.4,75,380.0,89.4,101,10,27.1,25,32.3,1087,1.9,12.903,26,5.7
108.5,75,380.1,89.4,100,10,42.6,25,48.0,1109,5.1,12.960,26,11.0
111.6,75,387.1,89.4,99,13,57.2,25,64.5,1676,8.0,13.017,26,13.1
114.7,75,392.0,89.4,99,18,42.8,25,53.0,1387,4.9,12.960,26,7.8
117.8,75,388.6,89.4,101,19,21.2,25,26.5,1144,0.1,12.909,26,4.3
120.9,76,383.9,89.6,101,14,15.1,25,19.0,1071,0.4,12.895,26,3.5
124.0,76,375.7,89.8,101,8,24.0,25,28.3,893,0.4,12.960,26,5.2
127.1,76,372.0,89.8,100,7,41.6,25,46.4,1624,4.7,12.961,26,9.3
130.2,76,375.9,89.4,99,12,48.4,25,54.1,1486,3.9,13.040,26,9.8
133.3,76,378.3,89.6,101,13,31.5,25,27.1,1398,0.7,12.977,26,6.0
136.4,76,372.2,89.8,101,11,16.5,25,20.3,995,0.1,12.904,26,3.7
139.5,76,370.5,89.8,101,10,17.5,25,18.5,1160,0.4,12.898,26,4.0
142.6,76,364.3,89.8,101,9,18.5,25,22.9,1040,0.2,12.960,26,3.7
145.7,76,364.0,89.8,101,9,30.0,25,35.5,1408,2.4,12.898,26,6.8
148.8,76,364.0,89.8,101,11,31.4,25,33.3,1342,2.0,13.026,26,7.7
151.9,76,362.9,89.5,101,12,17.3,25,21.2,1166,0.4,12.960,26,4.3
