BlueDriver Data Log
Aug 15, 2018 5:38:21 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,,12.0,87.8,101,0,28.8,30,34.0,1019,0.4,14.171,32,
6.2,48,12.0,87.8,101,1,32.9,30,42.9,799,0.4,13.815,32,5.2
9.3,48,12.0,87.8,101,2,32.2,30,41.6,830,0.5,13.420,32,5.1
12.4,49,12.0,87.8,101,3,28.0,30,35.8,979,0.6,13.277,32,5.5
15.5,49,12.0,87.8,101,5,33.7,30,38.4,1499,1.5,12.982,32,8.2
18.6,50,12.0,87.5,101,9,38.0,30,43.8,1235,0.8,12.982,32,7.8
21.7,50,15.4,87.8,101,11,32.7,30,35.9,1313,0.5,12.852,32,7.3
24.8,51,24.1,87.8,101,8,27.7,30,32.9,1179,0.4,12.960,32,5.9
27.9,52,35.5,87.6,101,6,39.3,30,44.9,1654,3.8,12.964,32,10.0
31.0,52,59.6,87.5,101,11,50.4,30,56.5,1727,6.3,13.040,32,12.0
34.1,53,78.2,87.7,101,15,33.6,30,39.7,1446,0.4,12.830,32,7.2
37.2,54,89.7,87.8,101,12,26.1,30,30.3,1213,0.4,12.979,32,6.2
40.3,55,96.1,87.8,101,4,33.1,30,40.8,987,0.4,12.929,32,6.0
43.4,55,104.0,87.8,101,4,42.8,30,50.0,1407,4.1,12.948,32,8.8
46.5,56,116.4,87.8,101,9,43.7,30,51.1,1325,4.1,12.960,32,8.8
49.6,56,126.9,87.8,101,12,26.5,30,29.3,1303,0.4,12.886,32,5.3
52.7,57,132.9,87.8,101,11,25.2,30,30.4,1192,0.4,13.010,32,5.5
55.8,57,138.9,87.8,101,5,30.9,30,37.7,1047,0.4,12.960,32,5.5
58.9,58,140.0,88.2,101,0,35.2,30,45.1,837,0.4,12.960,32,5.7
62.0,58,140.0,88.2,101,0,34.0,30,44.5,844,0.4,12.908,32,5.5
65.1,59,140.0,88.2,101,0,33.5,30,43.1,836,0.4,12.876,32,5.5
68.2,59,140.0,88.2,101,0,32.9,30,42.6,825,0.4,12.874,32,5.4
71.3,59,140.0,88.2,101,0,32.2,30,41.6,816,0.4,12.938,32,5.1
74.4,60,143.4,88.2,101,1,52.8,30,62.7,1511,1.8,12.929,33,10.6
77.5,60,159.6,88.2,101,12,66.2,30,74.5,1663,11.6,12.960,33,16.3
80.6,61,184.5,88.2,101,20,70.4,30,79.7,1665,14.5,12.960,33,20.0
83.7,61,215.1,88.2,100,26,71.9,30,81.6,1635,15.1,12.980,32,20.3
86.8,63,238.7,88.2,100,30,67.2,30,78.8,1552,13.7,12.865,32,17.6
89.9,64,262.9,88.2,100,34,50.9,30,57.5,1461,6.4,12.932,32,12.1
93.0,65,279.4,88.2,100,34,48.5,30,57.9,1287,4.4,12.908,30,9.9
96.1,65,289.9,88.2,100,34,36.4,30,46.2,1187,0.6,12.943,30,6.0
99.2,66,296.4,88.2,101,32,23.6,30,29.0,1329,0.4,12.923,30,5.6
102.3,67,300.0,88.2,101,32,31.2,30,37.8,1280,1.9,12.963,30,6.6
105.4,67,308.6,88.2,101,32,42.7,30,48.8,1206,3.7,12.952,30,8.5
108.5,67,312.0,88.2,101,32,24.6,30,28.8,1237,0.4,12.957,30,5.7
111.6,68,303.5,88.2,101,28,24.4,30,29.4,1237,0.4,13.002,30,5.5
114.7,68,294.1,88.2,101,23,25.5,30,31.3,1232,0.5,12.960,30,5.5
117.8,68,294.8,88.3,101,15,24.1,30,28.1,1216,0.5,12.960,30,5.1
120.9,68,292.0,88.6,101,6,24.6,30,29.8,1040,0.4,12.960,30,5.1
124.0,68,288.0,88.6,101,1,32.2,30,41.8,788,0.4,12.960,30,5.2
127.1,68,284.0,88.6,101,0,38.1,30,48.4,836,0.4,12.925,30,5.8
130.2,68,280.0,88.6,101,0,34.2,30,43.8,882,0.4,12.957,30,5.5
133.3,69,275.4,88.6,101,1,33.0,30,42.7,850,0.4,12.960,30,5.5
136.4,69,272.0,88.6,101,0,32.6,30,42.2,834,0.4,12.953,30,5.5
139.5,69,267.0,88.3,101,0,32.2,30,41.6,835,0.4,12.852,30,5.1
142.6,69,264.0,88.6,101,0,31.4,30,40.8,825,0.4,12.905,30,5.1
145.7,69,258.0,88.4,101,0,30.6,30,40.0,825,0.4,12.753,32,4.8
