BlueDriver Data Log
Jul 20, 2018 4:45:34 PM
Time (s),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Intake Air Temperature (°C),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Engine RPM (rpm),Fuel Level Input (%)
61.1,101,11,61.2,27,29,58,187.0,1533,42.5
62.4,101,15,64.6,27,29,59,191.5,1591,42.4
63.7,101,17,46.2,27,30,59,198.9,1583,42.4
65.0,101,17,21.4,27,30,59,203.4,1091,42.4
66.3,101,17,25.7,27,30,59,204.0,1128,42.4
67.6,101,17,24.4,27,30,60,206.8,1173,42.4
68.9,101,17,25.1,27,30,60,208.0,1170,42.4
70.2,101,16,19.6,27,30,60,208.0,1181,42.4
71.5,101,16,18.1,27,30,60,208.0,1140,42.4
72.8,101,15,18.6,27,30,61,208.0,1065,42.5
74.1,101,13,19.9,27,30,61,208.0,1019,42.7
75.4,101,10,24.4,27,30,61,209.1,1018,42.8
76.7,101,7,28.8,27,30,61,212.0,937,43.1
78.0,101,4,33.6,27,29,61,211.9,902,43.1
79.3,101,2,37.8,27,29,61,207.5,828,43.4
80.6,101,1,38.3,27,29,61,208.0,827,43.5
81.9,101,0,37.6,27,29,62,208.0,847,43.5
83.2,101,0,36.6,27,29,62,208.0,865,43.5
84.5,101,0,36.1,27,29,62,208.0,875,43.5
85.8,101,0,35.6,27,29,62,206.8,872,43.5
87.1,101,0,34.8,27,29,62,204.0,861,43.1
88.4,101,0,34.1,27,29,62,204.0,851,43.1
89.7,101,0,33.7,27,29,62,204.0,850,43.1
91.0,101,0,33.6,27,29,62,204.0,850,43.1
92.3,101,0,32.9,27,30,62,204.0,843,42.9
93.6,101,0,32.9,27,30,63,201.8,837,42.7
94.9,101,0,32.9,27,30,63,200.0,837,42.7
96.2,101,0,32.9,27,30,63,200.0,832,42.6
97.5,101,0,32.3,27,30,63,200.0,825,42.4
98.8,101,0,32.2,27,30,63,198.7,825,42.4
100.1,101,0,31.8,27,30,63,196.0,825,42.4
101.4,101,0,31.4,27,30,63,195.8,825,42.1
102.7,101,0,31.4,27,30,64,196.0,815,42.0
104.0,101,0,31.4,27,30,64,196.0,820,42.0
105.3,101,0,31.4,27,30,64,193.8,825,42.0
106.6,101,0,30.7,27,30,64,192.0,820,42.0
107.9,101,0,31.2,27,30,64,192.0,816,41.9
109.2,101,0,30.9,27,30,64,192.0,822,41.6
110.5,101,0,30.6,27,30,65,192.0,812,41.6
111.8,101,0,30.6,27,30,65,191.5,812,41.6
113.1,101,0,30.6,27,30,65,188.0,812,41.6
114.4,101,0,30.6,27,30,65,187.5,812,41.6
115.7,101,0,30.6,27,30,65,188.0,812,41.6
117.0,101,0,30.6,27,30,65,188.0,812,41.6
118.3,101,0,30.6,27,30,65,188.0,812,41.6
119.6,101,0,30.6,27,30,65,186.0,812,41.6
120.9,101,0,30.6,27,30,65,184.0,809,41.6
122.2,101,0,30.6,27,30,65,184.0,802,41.6
123.5,101,0,30.6,27,30,66,183.9,813,41.6
124.8,101,0,30.6,27,30,66,184.0,812,41.6
126.1,101,0,30.6,27,30,66,180.7,812,41.6
127.4,101,0,30.6,27,30,66,180.0,812,41.6
128.7,101,0,30.6,27,30,66,180.0,812,41.6
130.0,101,0,30.6,27,30,67,180.0,812,41.6
131.3,101,0,30.6,27,30,67,180.0,812,41.6
132.6,101,0,30.6,27,30,67,178.3,812,41.6
133.9,101,0,30.6,27,30,67,176.0,812,41.6
135.2,101,0,30.6,27,30,67,176.0,810,41.6
136.5,101,0,30.6,27,30,67,176.0,800,41.6
137.8,101,0,30.6,27,30,67,176.0,811,41.6
139.1,101,0,30.6,27,30,67,176.0,812,41.6
140.4,101,0,30.6,27,30,67,176.0,812,41.6
141.7,101,0,30.6,27,30,67,172.8,803,41.6
143.0,101,0,30.6,27,30,67,172.0,808,41.6
144.3,101,0,30.6,27,32,67,172.0,806,41.6
145.6,101,0,30.6,27,32,68,172.0,805,41.6
146.9,101,0,30.6,27,32,68,172.0,812,41.6
148.2,101,0,30.6,27,32,68,172.0,812,41.6
149.5,101,0,30.6,27,32,68,171.1,812,41.6
150.8,101,0,30.6,27,32,68,168.0,812,41.6
152.1,101,1,36.9,27,32,68,168.2,825,41.6
153.4,101,3,46.7,27,32,68,171.9,1405,41.6
154.7,101,7,51.3,27,32,68,175.5,1587,41.3
156.0,101,11,57.9,27,32,68,185.5,1540,40.9
157.3,101,14,62.1,27,32,68,190.9,1463,40.8
158.6,101,17,67.4,27,32,69,202.4,1480,40.6
159.9,101,20,64.3,27,32,69,210.5,1533,40.4
161.2,101,22,64.3,27,32,69,216.3,1473,40.4
162.5,101,25,63.7,27,31,69,227.6,1402,40.4
163.8,100,26,63.5,27,30,70,239.5,1420,40.3
165.1,101,27,62.9,27,30,70,245.5,1427,40.0
166.4,101,29,58.1,27,30,70,252.8,1430,40.0
167.7,101,31,57.6,27,30,70,265.7,1332,40.0
169.0,101,32,57.3,27,30,70,272.3,1374,40.0
170.3,101,33,55.9,27,30,71,276.2,1287,40.3
171.6,101,34,55.6,27,30,71,287.5,1268,40.4
172.9,101,34,47.0,27,30,71,291.1,1184,40.4
174.2,101,34,32.8,27,30,71,295.1,1150,40.4
175.5,101,34,47.8,27,30,71,298.5,1164,40.4
176.8,101,35,52.2,27,29,72,304.1,1213,40.5
178.1,101,35,55.4,27,29,72,310.1,1289,40.8
179.4,101,35,61.6,27,29,72,314.4,1364,40.6
180.7,101,36,61.0,27,29,72,322.0,1433,40.4
182.0,101,37,59.1,27,29,72,327.2,1423,40.4
183.3,101,37,56.5,27,29,73,333.4,1375,40.4
184.6,101,39,55.7,27,29,73,338.5,1356,40.4
185.9,101,39,38.8,27,29,73,342.1,1287,40.4
187.2,101,39,44.2,27,29,74,345.7,1216,40.4
188.5,101,40,48.0,27,29,74,349.5,1288,40.4
189.8,101,40,49.2,27,29,74,353.3,1335,40.4
191.1,101,41,49.9,27,29,74,356.9,1325,40.4
192.4,101,41,51.5,27,29,75,361.0,1326,40.4
193.7,101,41,52.5,27,29,75,364.7,1336,40.8
195.0,101,41,50.5,27,29,75,371.8,1300,40.8
196.3,101,41,46.0,27,29,75,375.5,1250,40.8
197.6,101,41,44.0,27,29,75,376.0,1237,40.8
198.9,101,41,39.7,27,29,76,379.0,1237,40.8
200.2,101,40,33.7,27,29,76,382.6,1224,40.8
201.5,101,40,37.7,27,28,76,384.0,1217,40.8
202.8,101,40,31.6,27,28,76,385.5,1222,40.9
204.1,101,40,34.3,27,28,76,388.0,1212,41.2
205.4,101,40,27.3,27,28,76,388.0,1212,41.2
206.7,101,40,32.0,27,28,76,388.0,1213,41.2
208.0,101,40,38.9,27,28,76,388.1,1300,41.2
209.3,101,40,40.7,27,28,76,391.7,1310,41.2
210.6,101,40,39.4,27,28,76,395.0,1287,41.2
211.9,100,40,29.0,27,28,76,396.0,1232,41.4
213.2,100,40,35.0,27,28,76,398.5,1193,41.6
214.5,100,39,37.4,27,28,76,400.0,1199,41.6
215.8,100,39,42.1,27,28,76,401.9,1217,41.6
217.1,100,38,44.3,27,28,76,404.0,1238,41.6
218.4,100,37,48.1,27,28,76,405.6,1274,41.6
219.7,100,37,52.5,27,28,76,410.9,1314,41.6
221.0,100,38,52.8,27,28,76,416.0,1350,41.6
222.3,100,39,47.9,27,28,76,416.7,1334,41.6
223.6,100,39,45.1,27,28,76,420.7,1165,41.2
224.9,100,39,45.2,27,28,76,424.0,1197,41.2
226.2,100,38,42.0,27,28,76,424.0,1150,40.9
227.5,100,37,37.7,27,28,76,423.8,1160,40.8
228.8,99,37,35.2,27,28,77,427.2,1162,40.8
230.1,100,37,34.5,27,28,77,428.0,1171,40.8
231.4,100,37,34.5,27,28,77,428.0,1175,40.8
232.7,100,36,36.1,27,28,77,428.0,1164,40.8
234.0,100,36,23.7,27,28,77,428.0,1207,40.9
235.3,101,35,24.2,27,28,77,428.0,1295,41.2
236.6,101,34,24.8,27,28,77,428.0,1308,41.2
237.9,101,32,25.1,27,28,77,428.0,1287,41.6
239.2,101,28,25.1,27,28,77,428.0,1300,41.9
240.5,101,24,25.1,27,28,77,427.9,1300,42.3
241.8,101,19,25.1,27,28,77,428.0,1309,42.8
243.1,101,14,25.0,27,28,77,428.0,1312,43.1
244.4,101,10,23.9,27,28,77,428.0,1186,43.4
245.7,101,7,22.8,27,28,77,424.6,1111,43.5
247.0,101,8,25.7,27,28,77,424.0,1263,43.5
248.3,101,8,18.7,27,28,77,421.1,1219,43.5
249.6,101,7,16.5,27,28,77,420.0,860,43.5
250.9,101,6,15.7,27,28,77,417.6,681,43.5
252.2,101,5,22.3,27,28,77,414.3,1033,43.5
253.5,101,6,39.7,27,28,77,413.1,1842,43.5
254.8,101,9,53.3,27,28,77,416.0,1923,43.5
256.1,101,12,60.1,27,28,77,416.8,1582,43.1
257.4,101,15,65.6,27,28,77,420.3,1512,42.8
258.7,101,17,64.5,27,28,77,424.3,1524,42.7
260.0,101,20,44.7,27,27,77,428.0,1388,42.4
261.3,101,20,27.5,27,27,77,428.0,1256,42.4
262.6,101,20,25.3,27,27,78,427.4,1287,42.4
263.9,101,19,23.8,27,27,78,424.0,1184,42.4
265.2,101,18,23.4,27,27,78,423.5,1193,42.4
266.5,101,17,20.4,27,27,78,424.0,1187,42.4
267.8,101,15,18.3,27,27,78,422.2,1156,42.5
269.1,101,13,18.0,27,27,78,418.6,1097,42.7
270.4,101,11,16.6,27,27,78,416.0,1007,42.7
271.7,101,9,15.3,27,27,78,415.4,904,43.1
273.0,101,6,19.3,27,27,78,411.7,800,43.4
274.3,101,4,26.8,27,27,78,407.7,687,43.5
275.6,101,1,29.5,27,27,78,404.0,734,43.5
276.9,101,0,31.7,27,27,78,399.9,737,43.5
278.2,101,0,30.3,27,27,78,395.9,773,43.5
279.5,101,0,29.8,27,27,78,392.0,798,43.5
280.8,101,0,29.8,27,27,78,387.9,810,43.5
282.1,101,0,29.8,27,27,78,388.0,812,43.5
283.4,101,0,30.4,27,27,78,384.5,812,43.5
284.7,101,0,33.9,27,27,78,381.0,1204,43.3
286.0,101,3,45.0,27,27,78,380.0,1543,43.1
287.3,100,7,47.4,27,28,78,380.0,1551,42.9
288.6,100,10,50.6,27,28,78,380.0,1455,42.7
289.9,100,13,53.7,27,28,78,383.1,1381,42.5
291.2,100,15,49.5,27,28,78,386.9,1330,42.4
292.5,100,18,53.8,27,28,78,388.0,1288,42.4
293.8,100,19,58.8,27,28,78,390.7,1327,42.4
295.1,100,20,64.7,27,28,78,394.3,1418,42.3
296.4,100,21,61.9,27,28,78,398.0,1436,42.0
297.7,100,22,55.5,27,28,78,401.4,1354,41.9
299.0,100,23,52.4,27,28,79,404.7,1282,41.6
300.3,100,24,45.1,27,28,79,408.0,1223,41.6
301.6,100,24,29.3,27,28,79,408.0,1137,41.6
302.9,101,23,16.8,27,28,79,408.0,1137,41.6
304.2,101,22,19.8,27,28,79,403.7,1137,41.6
305.5,101,21,21.3,27,28,80,401.0,1222,41.6
306.8,101,20,23.5,27,28,80,400.0,1246,41.6
308.1,101,20,22.7,27,28,80,400.0,1214,41.6
309.4,101,18,24.3,27,28,80,400.0,1207,41.6
310.7,101,17,24.3,27,28,80,400.0,1206,41.8
312.0,101,15,24.3,27,28,80,397.9,1170,42.0
313.3,101,12,25.5,27,27,80,396.0,1129,42.0
314.6,101,10,26.4,27,28,80,396.0,1106,42.1
315.9,101,7,27.6,27,28,80,394.9,999,42.4
317.2,101,5,39.5,27,28,80,392.0,936,42.4
318.5,100,6,50.6,27,28,80,392.6,1903,42.4
319.8,100,10,51.3,27,28,80,396.6,1934,42.0
321.1,100,12,55.3,27,28,80,400.0,1462,42.0
322.4,100,15,51.7,27,28,80,400.1,1359,41.7
323.7,100,17,33.7,27,28,80,403.9,1152,41.6
325.0,101,17,21.0,27,28,80,400.5,810,41.6
326.3,101,17,17.4,27,28,81,400.0,1040,41.6
327.6,101,16,15.7,27,28,81,397.4,1078,41.6
328.9,101,16,16.5,27,28,81,396.0,1015,41.6
330.2,101,15,23.3,27,28,81,394.6,1057,41.7
331.5,101,14,24.9,27,28,81,392.0,1205,42.0
332.8,101,13,25.5,27,28,81,392.0,1157,42.0
334.1,101,10,25.6,27,28,81,391.9,1100,42.0
335.4,101,7,31.1,27,28,81,387.9,958,42.3
336.7,101,7,43.6,27,28,81,388.0,1524,42.2
338.0,100,7,46.3,27,28,81,388.0,1905,42.0
339.3,99,10,45.6,27,28,81,391.7,1917,41.9
340.6,99,13,43.2,27,28,81,396.0,1661,41.6
341.9,99,15,37.4,27,28,81,396.0,1500,41.6
343.2,100,16,29.4,27,28,81,395.8,1469,41.3
344.5,100,16,19.9,27,28,81,396.0,1339,41.2
345.8,101,16,17.1,27,28,81,396.0,1215,41.2
347.1,101,14,14.9,27,28,81,393.2,1023,41.2
348.4,101,12,15.7,27,28,81,389.2,919,41.4
349.7,101,12,17.4,27,28,81,388.0,1127,41.6
351.0,101,12,25.1,27,28,82,388.0,1405,41.7
352.3,100,14,27.8,27,28,82,388.0,1465,41.9
353.6,99,14,30.8,27,28,82,388.0,1310,41.6
354.9,100,15,30.8,27,28,82,388.0,1135,41.6
356.2,100,15,29.1,27,28,82,387.0,1076,41.6
357.5,100,16,27.9,27,28,82,384.0,1087,41.2
358.8,100,16,27.0,27,28,82,383.8,1138,41.2
360.1,100,16,24.7,27,28,82,384.0,1150,41.2
361.4,100,16,22.8,27,28,82,384.0,1196,41.4
362.7,101,16,23.5,27,28,82,384.0,1230,41.6
364.0,101,15,23.5,27,28,82,382.7,1231,41.6
365.3,101,15,23.5,27,28,82,380.0,1212,41.6
366.6,101,15,22.8,27,28,82,379.0,1226,41.6
367.9,101,15,18.1,27,28,82,380.0,1219,41.6
369.2,101,15,17.7,27,28,82,379.6,1187,41.6
370.5,101,15,17.0,27,28,82,376.0,1150,41.6
371.8,101,14,16.3,27,28,82,375.9,1095,41.6
373.1,101,14,16.0,27,28,82,372.5,1196,41.6
374.4,101,14,18.3,27,28,82,372.0,1264,41.6
375.7,100,14,29.0,27,28,82,372.0,1362,41.6
377.0,99,14,29.7,27,27,82,372.0,1364,41.6
378.3,99,15,26.7,27,27,82,372.0,1173,41.6
379.6,100,15,25.9,27,27,82,372.0,1126,41.6
380.9,101,15,22.6,27,27,82,372.0,1219,41.6
382.2,101,14,22.8,27,27,82,371.4,1186,41.6
383.5,101,12,24.6,27,27,82,368.0,1175,42.0
384.8,101,9,25.1,27,27,82,367.8,1135,42.3
386.1,101,6,24.9,27,27,82,368.0,1206,42.4
387.4,101,6,23.2,27,27,83,368.0,1197,42.4
388.7,101,6,19.6,27,27,83,365.3,1314,42.4
390.0,100,7,26.5,27,27,83,364.0,1480,42.4
391.3,100,8,18.8,27,27,83,364.0,1397,42.4
392.6,101,7,15.3,27,27,83,363.7,1025,42.4
393.9,101,5,15.9,27,27,83,359.9,916,42.6
395.2,101,3,18.1,27,27,83,360.0,900,42.7
396.5,101,2,24.7,27,27,83,356.6,739,42.7
397.8,101,1,31.5,27,27,83,352.3,684,42.7
399.1,101,0,34.1,27,27,83,352.0,697,42.7
400.4,101,0,32.1,27,27,83,345.2,738,42.7
401.7,101,0,31.8,27,27,83,344.0,759,42.7
403.0,101,0,35.0,27,27,83,340.9,1006,42.7
404.3,101,2,32.1,27,27,83,340.0,1039,42.5
405.6,101,2,29.8,27,27,83,340.0,1000,42.4
406.9,101,2,29.8,27,27,83,337.3,951,42.4
408.2,101,3,34.5,27,27,83,336.0,1042,42.4
409.5,100,4,32.5,27,27,83,336.0,1215,42.4
410.8,100,4,26.8,27,27,83,334.0,1301,42.4
412.1,100,5,26.5,27,27,83,332.0,1384,42.4
413.4,100,6,28.4,27,27,83,332.0,1410,42.4
414.7,99,7,29.6,27,28,83,332.0,1400,42.4
416.0,99,9,31.1,27,28,83,332.0,1356,42.4
417.3,100,10,29.5,27,28,83,332.0,1193,42.4
418.6,100,11,30.7,27,28,83,332.0,1100,42.4
419.9,100,11,21.6,27,28,83,332.0,1144,42.4
421.2,101,10,15.6,27,28,83,331.4,1154,42.4
422.5,101,8,16.2,27,28,83,328.0,900,42.7
423.8,101,5,21.7,27,28,83,327.8,891,42.9
425.1,101,2,29.8,27,28,84,325.4,788,43.1
426.4,101,0,37.9,27,28,84,324.0,870,43.1
427.7,101,2,33.0,27,28,84,321.9,1049,43.1
429.0,101,2,31.6,27,28,84,320.0,959,43.1
430.3,101,1,33.0,27,28,84,318.4,859,43.1
431.6,101,0,33.2,27,28,84,316.0,850,43.1
432.9,101,0,32.9,27,28,84,314.8,864,43.1
434.2,101,0,33.8,27,28,84,312.0,950,43.1
435.5,101,1,33.7,27,28,84,311.2,945,43.1
436.8,101,1,33.3,27,28,84,308.0,862,43.1
438.1,101,1,34.0,27,28,84,308.0,830,43.1
439.4,101,1,34.5,27,28,84,304.5,845,43.1
440.7,101,1,34.3,27,28,84,304.0,850,43.1
442.0,101,0,33.7,27,28,84,300.8,841,43.1
443.3,101,0,33.8,27,28,84,297.1,846,42.9
444.6,101,0,34.3,27,29,84,296.0,835,42.9
445.9,101,0,32.9,27,29,84,293.6,831,42.9
447.2,101,0,32.2,27,29,84,292.0,837,42.7
448.5,101,0,32.2,27,29,84,290.2,833,42.8
449.8,101,0,32.2,27,29,84,288.0,821,43.1
451.1,101,0,31.8,27,29,84,287.2,814,43.1
452.4,101,0,31.4,27,29,84,283.8,825,43.1
453.7,101,0,31.6,27,29,84,279.9,825,43.1
455.0,101,0,32.7,27,29,85,280.0,825,42.9
456.3,101,0,34.3,27,29,85,277.3,825,42.7
457.6,101,0,32.9,27,29,85,276.0,819,42.7
458.9,101,0,34.2,27,29,85,276.0,826,42.7
460.2,101,0,32.8,27,29,85,274.3,846,42.7
461.5,101,0,32.2,27,29,85,272.0,835,42.7
462.8,101,0,32.2,27,29,85,271.3,826,42.7
464.1,101,0,31.1,27,29,85,268.0,850,42.7
465.4,101,0,31.3,27,29,85,268.0,890,42.7
466.7,101,0,33.3,27,29,85,264.7,835,42.7
468.0,101,0,25.3,27,29,85,264.0,804,42.9
469.3,101,0,21.2,27,29,85,264.0,780,43.1
470.6,101,0,21.2,27,29,85,261.5,743,43.1
471.9,101,0,24.6,27,29,86,257.7,719,43.0
473.2,101,0,24.5,27,29,86,256.0,716,42.8
474.5,101,0,22.3,27,29,86,254.6,719,43.1
475.8,101,0,27.1,27,29,86,252.0,700,43.1
477.1,101,0,27.6,27,30,86,252.0,681,43.1
478.4,101,0,25.0,27,30,86,251.1,615,42.7
479.7,101,0,22.1,27,30,86,248.0,636,42.7
481.0,101,0,21.1,27,30,86,247.7,575,42.7
482.3,101,0,23.3,27,30,86,243.9,613,42.7
483.6,101,0,22.5,27,30,86,244.0,692,42.7
484.9,101,0,21.1,27,30,86,240.8,716,42.9
486.2,101,0,19.5,27,30,86,240.0,741,43.1
487.5,101,0,14.1,27,30,86,240.0,756,43.1
488.8,101,0,22.1,27,30,86,238.3,768,43.1
490.1,101,0,21.5,27,30,86,236.0,803,43.1
491.4,101,0,23.6,27,30,86,234.8,809,43.1
492.7,101,0,22.7,27,30,86,232.0,798,43.1
494.0,101,0,21.5,27,30,86,232.0,786,43.1
495.3,101,0,21.6,27,30,86,231.9,775,43.1
496.6,101,0,15.5,24,30,86,227.9,415,43.1
497.9,101,0,0.0,12,30,86,228.0,106,43.1
499.2,101,0,0.0,12,30,86,226.2,0,43.1
500.5,101,0,0.0,12,30,86,224.0,0,43.1
501.8,101,0,0.0,12,30,86,223.9,1,43.1
503.1,101,0,0.1,12,30,86,224.0,0,43.1
504.4,101,0,0.0,12,30,86,223.5,5,43.1
505.7,101,0,0.2,12,30,86,224.0,0,43.1
507.0,101,0,0.1,0,43.1
508.3,101,0,0.0,43.1
509.6,101,0,43.1
510.9,101,0,43.1
512.2,101,0,43.1
513.5,101,0,43.1
514.8,101,0,43.1
