BlueDriver Data Log
Aug 3, 2018 8:18:07 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,87,20.0,85.9,101,1,24.0,10,31.7,712,0.4,14.240,26,3.5
6.2,87,20.0,85.9,101,1,23.5,10,31.2,705,0.4,14.192,26,3.5
9.3,87,24.0,85.9,101,0,24.9,10,31.5,700,0.4,14.170,26,4.1
12.4,87,24.0,85.9,101,1,24.7,10,32.5,721,0.4,14.131,26,3.5
15.5,87,25.7,85.9,101,3,24.3,10,31.8,906,1.1,14.202,26,4.5
18.6,87,32.0,85.9,101,5,20.7,10,24.7,1243,0.9,14.171,27,4.9
21.7,87,38.1,85.9,101,4,18.5,10,22.8,1107,0.4,14.181,27,4.0
24.8,87,40.0,85.9,101,4,20.2,10,26.1,851,0.4,14.240,27,4.1
27.9,87,47.6,85.9,101,5,27.7,10,32.1,1491,3.7,14.240,27,7.7
31.0,87,60.0,85.9,101,9,28.0,10,31.9,1386,3.5,14.188,27,7.5
34.1,87,66.2,85.9,101,11,18.6,10,23.0,1085,0.8,14.240,27,4.0
37.2,87,68.0,85.9,101,8,16.5,10,20.5,1035,0.4,13.093,27,3.5
40.3,87,75.8,85.9,101,5,25.1,10,32.8,1367,5.6,13.546,27,7.3
43.4,87,86.8,85.9,101,10,33.1,10,37.5,1387,4.7,13.258,27,8.5
46.5,87,99.2,85.9,101,14,32.3,10,38.8,1162,3.9,13.020,27,7.1
49.6,87,107.4,85.9,101,16,33.4,10,40.0,1162,3.9,12.839,27,7.1
52.7,87,117.8,85.9,101,18,33.8,10,40.0,1150,3.9,12.896,26,7.1
55.8,87,128.0,85.9,101,19,31.7,10,38.7,1122,3.3,12.907,26,7.0
58.9,87,133.8,85.9,101,20,22.1,10,25.2,1341,3.1,12.765,26,6.9
62.0,87,143.6,85.9,101,20,24.1,10,26.1,1362,2.6,12.960,26,6.6
65.1,87,144.0,85.9,101,17,15.0,10,18.0,1152,0.4,12.894,26,3.5
68.2,87,144.0,85.9,101,11,18.0,10,20.4,1029,0.4,12.960,26,3.5
71.3,87,144.8,86.3,101,8,23.9,10,31.5,1220,3.0,12.910,26,5.8
74.4,87,151.9,86.3,101,10,32.8,10,36.1,1606,4.7,12.951,26,8.3
77.5,87,163.7,86.3,101,13,37.3,10,43.9,1279,5.3,12.986,26,8.5
80.6,87,170.1,86.3,101,16,24.4,10,25.3,1168,0.6,12.971,26,5.1
83.7,87,168.0,86.3,101,15,17.6,10,21.9,1092,0.8,12.960,26,3.8
86.8,87,170.7,86.3,101,16,21.0,10,25.1,1100,1.5,12.959,26,4.7
89.9,87,171.7,86.3,101,15,16.2,10,19.8,1100,0.4,12.880,26,3.8
93.0,87,168.0,86.7,101,9,17.5,10,22.7,928,0.4,12.954,26,3.5
96.1,87,168.0,86.7,101,2,29.0,10,35.8,876,4.0,12.880,26,7.2
99.2,87,174.9,86.7,101,8,44.3,10,50.5,1615,7.1,12.942,26,11.0
102.3,87,185.2,86.3,101,14,23.9,10,36.7,1116,1.8,12.936,26,6.2
105.4,87,185.3,86.3,101,12,16.0,10,20.0,1077,0.4,12.814,26,3.5
108.5,87,184.9,86.7,101,5,18.7,10,24.5,1095,3.1,12.960,26,5.8
111.6,87,194.2,86.7,101,9,41.4,10,47.1,1682,7.2,12.960,26,10.1
114.7,87,201.7,86.7,101,15,35.9,10,38.5,1217,3.6,12.960,26,7.7
117.8,87,207.5,86.7,101,17,22.1,10,29.9,1006,1.5,12.976,26,4.3
120.9,87,208.0,86.5,101,17,16.2,10,18.9,1116,0.4,12.978,26,3.5
124.0,87,208.0,86.7,101,14,18.0,10,22.5,984,0.4,12.960,26,3.6
127.1,87,204.0,86.7,101,12,18.3,10,24.0,903,0.4,12.895,26,4.6
130.2,87,207.8,86.7,101,12,26.7,10,32.2,1291,3.7,12.960,26,7.2
133.3,87,214.0,86.9,101,14,35.1,10,41.1,1233,4.3,12.960,26,7.8
136.4,87,220.2,87.1,101,17,31.7,10,37.8,1178,3.3,12.974,26,5.9
139.5,87,224.0,87.1,101,17,23.9,10,29.9,1088,2.1,12.880,26,5.0
142.6,87,224.3,87.1,101,19,25.1,10,30.3,1120,1.8,12.880,26,5.1
145.7,87,228.0,87.1,101,19,25.4,10,30.5,1112,1.6,12.957,26,4.8
148.8,87,228.6,87.1,100,20,25.9,10,31.7,1096,1.2,12.921,26,4.7
151.9,87,232.0,87.1,101,20,26.2,10,32.1,1105,2.0,12.958,26,5.4
155.0,87,236.0,87.1,101,21,20.0,10,24.3,1134,1.2,12.885,26,5.0
158.1,87,233.1,87.1,101,19,15.3,10,18.4,1142,0.4,12.955,26,3.5
161.2,87,232.0,87.1,100,19,17.3,10,20.3,1148,0.4,12.932,26,3.7
164.3,87,229.3,87.1,101,17,15.7,10,18.9,1129,0.4,12.883,26,3.6
167.4,87,224.0,87.1,101,12,16.3,10,20.0,1064,0.4,12.933,26,3.5
170.5,87,222.1,87.3,101,7,21.4,10,25.0,991,0.4,13.017,26,3.5
173.6,87,220.0,87.5,101,1,23.8,10,31.4,620,0.4,12.835,26,3.4
176.7,87,216.0,87.3,101,0,26.8,10,31.7,639,0.4,12.883,26,3.4
179.8,87,216.0,87.1,101,4,31.7,10,35.0,1362,3.9,12.893,26,7.5
182.9,87,221.1,87.5,101,9,32.0,10,37.6,1365,3.6,12.908,26,7.1
186.0,87,224.0,87.2,101,12,30.5,10,35.9,1167,3.1,12.920,26,6.7
189.1,87,228.0,87.1,101,15,26.4,10,32.0,1169,2.4,12.897,26,5.9
192.2,87,228.0,87.1,101,15,17.4,10,20.5,1075,0.4,12.917,26,3.5
195.3,87,228.0,87.1,101,15,16.1,10,19.8,1096,0.4,12.953,26,3.5
198.4,87,228.0,87.1,101,14,15.8,10,19.7,1087,0.4,12.947,26,3.5
201.5,87,224.0,87.1,100,14,20.0,10,24.4,1064,0.6,12.960,26,3.6
204.6,87,224.0,87.1,101,14,18.8,10,21.4,1094,0.0,12.869,26,3.5
207.7,87,224.0,87.1,100,14,19.6,10,24.1,1065,0.4,12.816,26,3.7
210.8,87,224.0,87.1,100,14,20.4,10,25.3,1078,0.7,12.880,26,3.9
213.9,87,224.0,87.1,101,15,16.5,10,20.7,1087,0.2,12.880,26,3.5
217.0,87,224.0,87.1,101,10,22.9,10,24.5,1137,2.4,12.880,26,6.7
220.1,87,228.0,87.1,100,14,23.0,10,26.7,1223,1.6,12.960,26,4.6
223.2,87,228.0,87.1,101,13,14.9,10,18.4,1137,0.4,12.956,26,3.5
226.3,87,227.0,87.1,101,12,16.4,10,20.5,1078,0.1,12.930,26,3.5
229.4,87,224.0,87.1,101,12,17.4,10,21.0,1058,0.1,12.960,26,3.5
232.5,87,224.0,87.1,101,9,16.5,10,20.6,1044,0.4,13.012,26,3.5
235.6,87,224.0,87.1,100,5,24.7,10,28.4,1207,1.5,12.890,26,4.7
238.7,87,228.0,87.1,99,9,27.8,10,32.9,1539,1.8,12.960,26,5.8
241.8,87,228.0,87.4,101,9,15.9,10,19.9,1060,0.4,12.880,26,3.5
244.9,87,225.1,87.5,101,4,24.5,10,33.2,1431,4.2,12.935,26,6.6
248.0,87,234.5,87.5,99,10,39.6,10,46.8,1441,6.2,12.960,26,9.8
251.1,87,241.0,87.5,99,15,31.1,10,37.0,1209,3.2,12.960,26,5.7
254.2,87,244.0,87.5,100,17,19.9,10,23.9,1185,0.9,12.823,26,3.5
257.3,87,244.0,87.5,101,16,15.2,10,18.8,1123,0.3,12.960,26,3.5
260.4,87,244.0,87.5,101,13,16.6,10,21.4,977,0.0,12.960,26,4.3
263.5,87,241.6,87.5,100,11,26.3,10,31.5,1358,2.2,12.902,26,5.4
266.6,87,247.4,87.5,99,13,29.9,10,36.8,1190,2.6,13.026,26,5.9
269.7,87,248.0,87.5,100,14,22.2,10,23.1,1121,0.9,12.960,26,4.1
272.8,87,248.0,87.5,101,8,17.4,10,22.2,917,0.4,12.960,26,3.5
275.9,87,242.0,87.5,101,4,20.9,10,27.8,627,0.4,12.960,26,2.7
279.0,87,240.0,87.5,100,2,33.3,10,36.3,1161,1.6,12.960,26,5.6
282.1,87,240.0,87.5,100,6,16.3,10,19.4,1237,0.2,12.960,26,4.0
285.2,87,240.0,87.5,101,6,18.0,10,22.2,993,1.0,12.820,26,3.5
288.3,87,240.0,87.5,101,5,18.5,10,21.4,945,0.0,12.952,26,3.6
291.4,87,235.5,87.5,101,0,22.1,10,26.8,773,0.4,12.880,26,3.3
294.5,87,232.0,87.5,101,0,39.2,10,12.5,538,3.2,12.792,26,0.4
297.6,87,228.0,87.5,101,0,20.1,10,0.0,0,17.1,12.640,26,6.3
300.7,87,228.0,87.5,101,0,0.0,10,0.0,0,1.6,12.640,27,6.3
303.8,87,224.9,87.5,101,0,0.0,10,0.0,15,1.6,12.652,27,6.3
306.9,87,227.0,87.5,101,0,0.2,10,0.3,8,1.6,12.640,27,6.3
310.0,87,228.0,87.5,101,0,0.0,10,0.0,1,1.6,12.646,27,6.3
