BlueDriver Data Log
Sep 19, 2018 6:14:09 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
1758.4,86,524.0,10.0,7.3,58.8,96,65,38.3,21,-0.0,11.0,0.986,29.0,11.6,0.3,45.8,11.6,1975,12.21,7.2,12.960,22,94.9,9.8
1761.2,86,524.0,8.0,32.2,58.8,96,66,29.0,21,0.0,9.7,0.999,32.7,11.0,2.3,41.7,11.2,1993,11.68,6.9,12.960,21,94.9,9.0
1764.0,86,523.9,12.9,0.0,58.8,96,66,39.6,21,0.0,11.8,1.000,30.3,11.6,3.0,43.3,11.4,2016,11.70,6.5,12.960,21,94.8,11.5
1766.8,86,526.7,13.4,0.0,58.8,97,66,29.6,21,-0.7,9.9,0.637,15.4,10.0,3.1,45.6,11.5,2065,13.64,8.6,12.960,21,94.1,12.9
1769.6,86,526.3,10.2,45.6,58.8,97,67,13.0,21,-1.6,4.7,0.000,-13.0,0.4,0.0,11.4,0.8,1962,3.59,0.8,13.019,21,38.8,7.6
1772.4,86,521.9,4.6,109.0,58.9,98,65,11.7,21,-1.6,4.7,0.000,-13.0,1.6,0.0,13.2,3.5,1926,4.35,0.4,13.004,21,9.6,4.3
1775.2,86,511.8,4.3,0.0,59.6,99,62,9.4,21,-1.6,4.5,0.000,-13.0,0.9,0.0,13.0,3.5,1883,4.59,0.1,12.949,21,6.2,4.3
1778.0,86,503.1,4.1,0.0,59.6,99,61,9.4,21,-1.6,4.2,0.000,-13.0,0.0,0.0,11.0,0.0,1837,3.14,0.4,12.880,21,0.0,3.9
1780.8,86,493.6,5.2,24.7,59.7,99,59,12.3,21,-1.6,3.9,0.000,-13.0,0.0,0.0,10.6,0.0,1793,3.07,0.9,12.972,21,4.4,5.0
1783.6,86,488.0,8.7,107.0,60.0,97,58,35.3,21,-0.3,8.6,0.771,19.3,7.4,1.0,23.0,0.0,1768,3.20,0.9,13.009,21,5.8,5.6
1786.4,86,488.0,3.9,0.0,60.0,99,57,14.5,21,-1.2,7.1,0.927,36.7,12.0,3.6,39.8,6.1,1777,7.79,4.2,12.940,21,16.9,6.5
1789.2,86,491.8,19.6,0.0,60.0,98,58,47.9,21,-0.7,16.7,0.941,28.1,16.2,3.9,60.7,16.2,1894,17.69,15.0,12.887,21,93.2,21.2
1792.0,86,499.0,25.9,0.0,59.6,98,59,71.7,21,0.0,26.9,1.003,12.2,21.7,0.8,85.8,21.6,2187,25.62,23.5,12.960,21,88.6,26.2
1794.8,86,511.2,27.7,3.4,59.1,98,60,72.1,21,0.0,27.5,1.012,15.0,22.0,0.8,84.3,22.4,2301,26.53,23.0,12.960,21,88.4,27.6
1797.6,86,525.9,28.0,10.7,58.8,98,61,71.4,20,-0.0,27.5,1.000,14.3,22.0,1.3,84.8,22.4,2350,27.32,24.2,12.960,21,88.0,28.6
1800.4,86,535.9,31.0,7.0,58.4,98,62,74.8,20,0.0,31.6,0.999,13.3,24.2,0.9,86.3,24.0,2421,28.50,27.2,12.960,20,87.4,31.4
1803.2,86,547.0,34.6,5.9,58.2,98,64,75.7,20,0.0,35.0,0.999,12.8,26.8,0.3,88.0,27.1,2569,30.76,31.4,12.960,20,86.3,36.9
1806.0,86,557.6,37.5,3.1,57.9,98,67,75.3,20,0.0,36.7,0.998,13.5,27.1,1.6,87.1,27.1,2625,31.92,32.2,12.960,20,86.0,37.2
1808.8,86,567.1,39.0,0.0,57.6,98,69,75.3,20,0.0,38.4,0.999,14.0,27.5,1.0,86.5,27.6,2677,32.42,33.1,12.960,20,85.7,38.1
1811.6,86,577.0,39.6,0.1,57.3,98,72,75.3,20,-0.0,39.0,1.000,14.4,27.5,1.3,86.3,27.8,2726,33.13,33.9,12.960,20,85.5,39.3
1814.4,86,583.9,40.0,1.8,57.6,98,74,75.3,20,0.0,40.0,1.000,14.8,27.6,0.5,86.1,28.0,2767,33.87,34.4,12.960,20,85.4,39.7
1817.2,86,590.1,40.3,0.6,57.6,98,76,75.3,20,0.0,40.2,1.000,15.3,27.9,-0.4,85.8,28.5,2813,34.48,35.3,12.956,20,84.7,40.8
1820.0,86,596.3,40.4,0.0,57.5,98,77,75.1,20,0.0,39.9,0.998,16.1,28.3,0.8,85.5,29.8,2875,34.92,34.9,12.800,19,84.4,40.5
1822.8,86,602.5,40.2,1.4,57.4,98,78,74.4,19,0.0,39.6,0.995,16.5,29.4,0.0,86.3,29.8,2910,35.22,34.4,12.896,19,84.5,40.0
1825.6,86,608.8,39.6,5.8,57.6,98,80,73.7,19,-0.0,39.9,0.995,16.5,29.4,0.0,86.1,29.8,2918,35.43,34.1,12.960,19,84.7,39.7
1828.4,86,615.9,40.0,0.0,58.0,98,80,74.9,19,0.0,40.0,1.005,16.2,29.6,-0.7,85.7,29.9,2912,35.30,34.1,12.960,19,84.7,40.0
1831.2,86,618.7,39.7,0.0,58.0,98,80,74.6,19,0.0,39.7,1.012,16.5,29.8,-1.1,85.2,30.1,2918,34.81,34.0,12.960,19,84.7,39.6
1834.0,86,621.8,38.8,2.3,58.0,98,81,73.4,19,0.0,39.0,1.008,17.5,29.8,0.8,83.9,29.4,2961,34.53,32.2,12.960,19,84.7,38.6
1836.8,86,625.7,37.7,6.6,58.0,98,82,72.2,19,-0.0,37.6,1.000,18.3,29.2,0.8,83.1,29.7,2977,34.73,32.4,12.960,19,85.0,38.1
1839.6,86,631.9,38.0,10.5,58.0,98,83,71.6,19,0.0,37.4,0.999,19.1,29.4,1.2,83.2,29.8,3001,35.03,32.2,12.942,19,85.5,38.4
1842.4,86,632.0,38.6,3.5,58.0,98,84,72.2,19,0.0,36.3,0.998,21.2,25.6,1.8,76.3,26.1,2953,32.79,30.4,12.883,19,85.5,38.0
1845.2,86,634.2,31.2,10.1,58.0,98,85,53.5,19,0.4,30.7,1.000,25.3,14.8,2.2,50.2,11.0,2562,14.65,16.5,12.960,19,88.7,28.0
1848.0,86,634.6,24.7,16.1,58.0,98,84,19.4,19,1.6,14.0,1.013,28.0,13.7,-1.6,50.6,13.8,2524,19.00,15.7,12.960,19,90.5,23.5
1850.8,86,630.0,25.7,0.6,58.0,98,82,45.5,19,1.6,6.3,0.996,4.8,4.5,-0.6,27.9,6.0,2458,13.07,9.3,12.960,19,61.7,17.9
1853.6,86,615.8,5.9,9.5,57.6,99,79,23.2,19,-0.3,5.8,0.462,-6.6,0.0,0.0,13.6,0.0,2380,4.79,0.4,12.967,19,0.0,5.5
1856.4,86,605.9,5.4,4.1,57.6,99,77,11.4,19,-1.6,5.4,0.000,-8.8,0.0,0.0,13.3,0.0,2296,4.57,0.4,13.020,19,0.0,5.1
1859.2,86,592.8,5.3,0.0,57.6,99,73,11.6,19,-1.6,5.1,0.000,-10.2,0.0,0.0,12.9,0.0,2175,4.26,0.4,12.916,19,0.0,5.1
1862.0,86,579.0,5.2,0.0,57.7,99,68,13.3,19,-1.6,5.1,0.000,-12.5,0.0,0.0,12.9,0.0,2030,4.01,0.4,12.921,19,0.0,4.8
1864.8,86,564.0,4.3,0.0,58.0,99,63,13.3,19,-1.6,6.3,0.616,19.9,5.4,3.2,21.8,4.6,1946,6.24,2.1,12.960,19,20.0,5.7
1867.6,86,560.9,10.8,0.0,58.0,98,63,31.4,19,-0.8,5.9,0.936,38.1,10.5,3.5,35.6,10.8,1935,10.55,5.9,12.950,20,95.3,12.2
1870.4,86,560.0,14.0,0.0,57.8,97,64,50.6,19,0.0,10.2,1.000,31.6,13.5,-2.7,50.6,13.3,1978,14.58,10.2,12.800,20,93.7,11.9
1873.2,86,561.5,18.2,0.0,57.7,97,65,62.9,19,0.0,22.6,1.004,15.5,19.2,0.0,79.2,19.2,2075,22.53,16.5,12.906,20,91.6,18.7
1876.0,86,564.6,24.0,0.2,58.0,98,65,69.0,19,-0.0,19.2,0.991,18.1,15.6,3.2,67.7,17.1,2024,20.32,17.4,12.960,20,91.0,22.2
1878.8,86,567.9,18.4,2.5,57.6,98,66,63.4,19,0.0,19.0,0.993,19.0,15.2,3.4,65.4,16.1,1991,18.79,15.3,12.945,20,91.1,18.7
1881.6,86,570.8,14.9,26.3,57.6,97,66,52.2,19,0.0,16.2,1.001,20.9,15.7,0.8,68.2,14.9,1996,18.58,15.3,12.880,20,84.3,14.9
1884.4,86,570.3,11.0,27.5,57.6,97,65,39.4,19,0.0,11.8,1.012,26.8,12.5,-3.1,47.5,0.0,1950,4.21,4.5,12.936,20,34.1,10.7
1887.2,86,567.5,8.6,0.8,57.6,98,62,29.8,19,-0.0,9.4,1.013,33.0,11.2,-5.7,44.0,6.7,1907,8.05,3.3,12.891,20,34.9,9.2
1890.0,86,563.9,15.7,0.0,58.0,97,61,51.9,19,0.0,16.4,0.998,25.9,13.7,-4.7,53.9,13.3,1926,13.87,8.5,12.824,20,94.6,12.7
1892.8,86,569.3,15.2,18.3,58.0,98,61,60.0,19,0.0,19.9,0.992,17.9,17.7,-1.0,75.3,17.8,2046,20.88,16.9,12.960,20,91.8,20.8
1895.6,86,572.0,14.1,27.8,57.9,98,61,54.7,19,0.0,17.4,1.006,19.6,16.1,-2.3,68.2,15.3,1937,16.64,12.8,13.021,19,93.1,16.6
1898.4,86,572.0,13.5,20.0,57.6,97,63,49.7,19,-0.0,16.1,1.002,21.0,15.3,-1.6,66.1,15.3,1954,17.20,12.2,12.995,19,93.5,15.4
1901.2,86,572.0,15.2,13.0,57.6,97,66,53.3,19,0.0,8.6,0.995,12.9,7.4,-0.7,36.4,8.7,1968,11.34,8.2,12.988,19,67.9,13.7
1904.0,86,571.8,4.7,72.9,57.6,98,65,29.5,19,-0.9,7.8,0.985,19.0,6.2,-2.6,25.5,5.9,2006,6.62,2.7,13.028,19,13.7,5.2
1906.8,86,569.4,5.7,37.8,57.6,98,65,23.8,19,-1.0,10.7,0.990,30.7,12.0,-6.5,49.4,13.6,2094,15.66,9.8,12.960,19,93.7,12.5
1909.6,86,564.7,5.7,0.0,57.6,98,64,26.9,19,-0.3,12.1,1.001,27.5,12.9,-3.9,49.4,12.9,2212,12.14,3.2,12.960,19,33.2,7.7
1912.4,86,559.3,5.0,7.0,57.6,99,62,12.5,19,-1.6,6.7,0.884,40.0,8.2,2.7,34.3,9.9,2003,9.39,2.4,12.960,19,30.0,5.7
1915.2,86,555.9,7.1,73.8,57.6,97,61,19.3,19,-1.6,6.4,0.963,40.0,6.7,-0.6,24.7,7.5,1853,7.11,3.4,12.960,19,76.0,7.5
1918.0,86,553.2,9.4,36.4,57.6,97,60,29.2,19,-1.0,7.9,1.004,38.3,6.1,-7.5,23.4,6.7,1816,6.64,2.0,12.960,20,80.4,7.1
1920.8,86,550.1,9.4,11.0,57.7,97,58,38.1,19,0.0,10.6,0.987,33.5,9.8,-2.3,36.1,9.8,1862,9.17,4.7,12.960,20,90.4,7.8
1923.6,86,548.0,8.4,6.3,58.0,97,58,37.6,19,-0.0,11.0,1.004,28.5,10.4,-2.3,35.6,9.3,1839,8.73,4.7,12.960,20,95.5,8.0
1926.4,86,548.0,10.6,0.0,58.0,97,58,50.2,19,0.0,13.5,1.002,24.9,12.6,-1.9,42.9,8.4,1791,7.83,4.7,12.960,20,93.9,7.8
1929.2,86,543.8,10.3,9.9,58.0,97,58,38.4,19,0.0,9.2,0.994,13.5,9.1,-1.1,41.4,6.0,1727,6.27,4.4,12.963,20,85.9,7.8
1932.0,86,539.3,6.5,6.8,58.0,98,56,22.6,19,-0.5,4.0,0.963,5.1,0.0,0.7,11.2,0.1,1675,2.85,0.4,13.040,19,18.7,4.6
1934.8,86,532.9,3.5,0.0,58.0,99,53,10.2,19,-1.6,5.4,0.858,38.5,0.0,7.0,13.7,3.1,1562,2.98,1.5,13.201,20,7.7,3.1
1937.6,86,526.8,3.5,0.0,58.0,99,50,10.2,19,-1.6,3.5,0.000,0.7,0.0,2.3,13.2,1.2,1379,2.77,1.2,13.428,20,7.9,3.0
1940.4,86,519.9,3.5,0.0,57.6,99,24,11.4,19,-1.6,4.2,0.505,-2.9,0.0,2.8,17.7,0.0,1160,2.94,0.4,13.652,20,0.0,3.7
1943.2,86,511.6,4.5,0.0,57.4,99,12,28.4,19,-0.9,7.6,0.930,11.1,4.1,3.6,31.8,3.0,1077,5.19,0.4,13.840,20,0.0,4.7
1946.0,86,506.1,11.3,0.0,57.3,99,4,49.3,19,0.0,13.3,1.011,21.3,16.1,-5.5,62.7,18.0,1562,16.92,10.4,13.717,20,63.8,14.4
1948.8,86,506.1,19.3,4.8,57.2,98,13,62.6,19,-0.0,20.8,1.002,17.5,19.6,-2.9,74.5,19.5,1866,19.88,17.0,13.680,20,91.9,21.8
1951.6,86,512.9,16.7,28.4,56.9,98,24,60.4,19,0.0,10.5,0.993,27.5,16.3,-1.9,67.9,16.9,1809,17.93,16.0,13.680,20,92.2,21.5
1954.4,86,523.7,12.9,6.0,56.5,97,26,55.2,19,0.0,9.8,0.993,28.7,13.8,-1.3,59.9,13.0,1575,12.54,9.7,13.685,20,95.3,13.3
1957.2,86,526.3,12.7,4.8,56.5,97,29,53.7,19,0.0,13.4,0.998,20.6,13.5,-0.7,62.1,11.1,1575,9.46,8.6,13.760,20,95.7,13.0
1960.0,86,531.0,14.1,2.5,56.4,97,32,57.4,19,0.0,16.1,1.000,18.5,15.3,0.0,69.8,15.3,1662,13.73,11.7,13.760,20,95.2,15.0
1962.8,86,537.1,17.1,0.0,56.1,98,37,58.0,19,-0.0,15.7,0.999,20.6,14.5,0.5,65.2,14.4,1634,14.49,11.5,13.793,20,95.2,15.4
1965.6,86,543.9,12.2,1.8,56.1,97,40,51.9,19,0.0,13.7,1.007,21.2,13.7,0.1,61.7,13.5,1626,13.70,9.4,13.803,20,95.6,12.3
1968.4,86,547.0,13.3,0.6,56.1,97,44,50.7,19,0.0,13.0,1.006,21.3,13.3,-0.6,60.8,13.3,1660,13.71,9.4,13.685,19,95.3,13.3
1971.2,86,548.0,10.7,0.0,56.3,98,47,46.6,19,0.0,13.3,0.994,22.4,13.3,-0.0,60.6,13.3,1712,14.07,9.0,13.840,19,95.3,12.0
1974.0,86,549.0,8.7,0.9,56.5,99,50,36.9,19,-0.0,11.8,0.979,25.5,12.9,-0.8,52.9,12.9,1847,13.94,9.2,13.800,19,95.1,12.0
1976.8,87,552.0,13.3,5.2,56.5,97,52,51.0,19,0.0,13.4,0.983,23.6,13.5,0.7,57.7,13.6,1853,14.33,10.1,13.760,19,94.9,13.2
1979.6,87,554.8,14.4,2.0,56.5,98,53,53.0,19,0.0,14.4,0.990,21.5,14.3,2.7,63.6,14.6,1750,15.21,12.2,13.760,19,94.9,15.3
1982.4,87,556.0,14.1,0.0,56.5,98,53,54.7,19,0.0,14.8,0.998,20.5,14.9,3.9,65.5,14.9,1675,14.97,10.3,13.760,19,95.4,12.9
1985.2,87,556.9,13.1,0.4,56.5,98,53,54.1,19,-0.0,14.1,1.002,21.0,14.1,3.9,64.6,14.6,1658,14.47,10.7,13.760,19,95.3,12.5
1988.0,87,560.0,14.1,2.5,56.5,98,52,54.9,19,0.0,16.8,1.003,18.3,15.9,1.4,69.8,16.0,1695,15.60,13.3,13.760,19,94.5,15.9
1990.8,87,563.8,20.5,0.7,56.5,98,52,62.4,19,0.0,20.0,1.001,15.8,17.5,-0.6,75.5,17.7,1784,18.06,16.9,13.760,19,93.3,22.0
1993.6,87,568.3,22.6,0.0,56.5,98,53,68.6,19,0.0,23.2,0.998,14.0,18.3,0.0,77.6,18.0,1925,20.16,16.5,13.760,19,93.3,19.7
1996.4,87,573.2,22.0,0.0,56.6,98,54,70.5,19,0.0,25.5,0.996,10.0,21.2,0.8,84.7,21.2,2014,22.43,18.7,13.712,19,92.7,17.9
1999.2,87,576.4,20.4,0.7,57.3,98,55,69.0,19,-0.0,23.1,0.997,12.4,19.9,0.3,82.2,19.9,1995,21.97,18.3,13.592,19,83.5,15.6
2002.0,87,579.9,14.1,21.0,57.6,98,56,58.3,19,0.0,16.6,1.000,19.6,16.3,-0.3,69.9,16.2,1880,17.00,13.7,13.405,19,66.7,11.8
2004.8,87,580.0,14.1,9.1,57.6,98,57,52.9,19,0.0,12.6,0.999,25.8,12.7,-0.8,53.4,11.2,1742,7.50,4.3,13.200,19,95.7,11.8
2007.6,87,580.0,13.7,0.6,57.5,98,59,51.6,19,0.0,13.9,0.993,23.5,13.3,-0.8,56.5,12.9,1800,13.21,7.9,13.093,19,95.2,12.4
2010.4,87,579.3,12.7,7.6,57.3,97,61,47.8,19,-0.0,12.2,1.003,24.6,3.8,1.9,31.0,4.8,1807,7.47,5.4,13.076,19,59.3,11.1
2013.2,87,575.9,10.6,88.8,56.9,98,61,40.4,19,0.0,10.9,0.988,27.9,5.5,-0.5,28.6,4.4,1821,5.85,2.7,13.100,19,16.3,7.8
2016.0,87,573.2,10.3,34.8,56.9,97,61,28.4,19,-0.7,9.4,0.982,32.2,11.2,-4.3,43.9,11.2,1834,11.19,6.8,13.040,19,95.3,10.2
2018.8,87,570.2,10.4,7.4,56.9,97,61,25.0,19,-1.3,7.9,0.985,36.0,11.8,-3.1,45.5,12.2,1812,12.01,7.8,13.040,19,95.0,11.2
2021.6,87,568.0,11.2,16.7,57.0,97,59,43.6,19,-0.0,6.3,0.979,35.0,11.8,0.4,45.8,12.4,1779,12.63,8.3,13.040,19,94.9,12.3
2024.4,87,568.0,13.7,0.2,57.3,98,57,55.7,19,0.0,13.1,0.990,26.0,13.5,2.5,56.2,12.9,1756,13.10,9.5,13.040,19,94.9,13.0
2027.2,87,567.9,13.3,6.0,57.3,98,56,52.5,19,0.0,14.4,0.997,21.5,14.1,2.8,63.5,13.6,1735,13.73,11.3,13.016,19,94.8,13.5
2030.0,87,570.5,15.2,4.6,57.3,98,56,53.2,19,0.0,14.4,1.002,21.6,14.0,1.6,62.3,14.2,1703,15.18,12.5,12.880,19,93.3,16.5
2032.8,87,572.0,15.1,9.6,57.4,98,56,53.4,19,0.0,15.1,1.005,20.6,14.9,-0.8,65.5,14.9,1725,15.24,12.3,13.007,19,93.0,14.5
2035.6,87,571.2,12.8,18.1,57.6,98,56,45.7,19,-0.0,9.0,1.005,32.5,11.7,-3.6,49.8,12.3,1701,12.51,9.6,13.050,19,93.9,12.4
2038.4,87,568.0,12.2,0.0,57.6,98,56,52.5,19,0.0,14.9,0.999,24.3,13.5,-3.1,56.2,13.3,1729,12.85,5.9,13.040,19,77.1,9.8
2041.2,87,565.2,6.5,0.0,57.6,99,55,30.7,19,-0.7,11.6,0.989,18.0,11.9,-2.6,56.6,12.7,1758,15.23,2.6,13.040,19,0.0,3.5
2044.0,87,562.2,3.5,0.0,57.6,99,54,10.0,19,-1.6,3.5,0.870,16.8,1.6,-5.5,11.0,0.0,1625,2.75,0.4,13.040,19,0.0,3.5
2046.8,87,556.9,3.5,0.0,57.7,99,52,9.5,19,-1.6,3.5,0.000,-13.0,0.0,-1.1,11.6,0.0,1505,2.71,0.4,13.040,19,0.0,3.5
2049.6,87,546.7,3.6,0.2,58.0,99,46,11.0,19,-1.6,3.5,0.000,-13.0,0.0,0.0,12.6,0.0,1395,2.69,0.4,13.040,19,0.0,3.5
2052.4,87,535.9,5.5,8.8,58.0,99,44,20.9,19,-0.6,5.9,0.499,10.8,4.2,1.6,24.6,3.7,1345,4.66,0.7,13.040,19,0.0,3.7
2055.2,87,533.1,7.4,3.1,58.0,99,43,30.5,19,0.0,8.3,0.935,33.4,9.6,1.3,45.8,10.9,1371,10.08,2.5,13.040,19,0.0,5.5
2058.0,87,532.0,11.1,0.0,58.0,99,44,41.9,19,0.0,10.6,1.008,25.2,10.4,-5.0,54.1,11.7,1412,11.94,8.6,13.040,19,19.4,11.2
2060.8,87,533.5,13.2,19.0,58.0,99,45,54.6,19,0.0,14.0,0.991,20.5,12.2,0.0,53.3,8.6,1475,8.31,6.0,13.040,19,11.1,11.9
2063.6,87,536.0,12.7,53.4,58.0,99,46,52.5,19,-0.0,12.5,1.013,19.7,12.4,-1.6,59.0,11.1,1482,9.77,7.1,13.040,19,10.0,11.8
2066.4,86,536.0,15.3,0.0,57.6,99,48,58.8,19,0.0,15.0,1.001,18.3,14.5,-1.5,66.2,14.2,1576,13.74,11.3,13.040,19,28.8,14.7
2069.2,86,542.2,16.9,0.0,57.6,99,50,59.6,19,0.0,16.6,0.997,18.0,16.0,-0.6,70.5,16.0,1709,16.49,14.7,13.042,19,40.8,17.6
2072.0,86,546.0,15.4,0.0,57.6,99,51,58.6,19,0.0,16.9,1.000,18.9,15.7,0.0,69.0,15.7,1750,15.58,12.5,13.118,19,31.7,15.5
2074.8,86,548.0,11.8,0.0,57.6,99,52,53.1,19,-0.0,14.9,1.003,18.0,16.1,-1.7,71.2,16.0,1710,16.02,11.9,13.077,19,27.8,14.5
2077.6,86,547.9,7.1,0.0,57.6,99,55,22.7,18,0.0,10.1,1.008,31.1,12.3,-3.6,53.6,12.9,1682,12.66,8.7,13.040,19,23.8,13.2
2080.4,86,543.9,4.7,0.0,57.9,99,56,15.7,18,-0.9,6.1,0.500,16.0,5.5,-2.9,27.5,6.6,1678,6.32,2.7,13.040,18,9.2,7.4
2083.2,86,533.6,5.2,0.0,58.2,99,57,13.6,18,-1.6,4.7,0.000,-12.4,0.0,0.0,14.0,0.0,1688,4.16,0.4,13.040,18,0.0,5.1
2086.0,86,522.9,5.0,0.0,58.3,99,57,14.8,18,-1.6,5.4,0.000,-10.5,0.0,0.0,15.7,0.0,1712,3.92,0.4,13.093,19,0.0,4.6
2088.8,86,512.7,4.2,0.0,58.0,100,57,11.8,18,-1.6,4.3,0.000,-12.6,0.0,0.0,12.7,0.0,1689,3.31,0.4,13.046,19,0.0,4.0
2091.6,86,500.0,3.5,0.0,58.0,100,53,12.5,18,-1.6,6.0,0.611,20.7,5.4,2.2,21.0,4.8,1641,5.39,2.6,13.001,19,3.7,4.9
2094.4,86,499.9,8.6,7.2,57.7,99,53,25.6,18,-0.7,8.1,0.947,36.5,10.0,0.6,36.0,10.7,1614,9.95,7.5,13.091,19,15.8,10.3
2097.2,86,500.0,11.1,4.3,57.6,99,52,43.2,18,0.0,11.7,1.005,28.9,12.2,-3.9,51.2,12.9,1656,12.51,9.4,13.040,19,22.4,12.5
2100.0,86,503.5,15.5,15.3,57.6,99,52,59.1,18,0.0,16.7,0.993,18.8,15.3,0.0,69.8,15.7,1725,16.33,14.5,13.040,19,37.4,16.4
2102.8,86,510.6,17.1,38.1,57.6,99,52,64.6,18,-0.0,21.2,0.998,13.0,18.3,-0.6,78.9,18.0,1849,19.56,17.4,13.040,19,64.4,20.9
2105.6,86,519.9,5.5,0.0,57.6,99,52,11.8,18,-1.2,9.0,0.362,16.4,14.0,-0.4,55.2,17.3,1747,19.15,17.7,13.040,18,79.2,22.4
2108.4,86,515.7,15.2,24.2,57.4,99,49,43.9,18,-0.8,13.1,0.377,15.8,12.9,0.4,38.4,16.1,1527,15.00,11.8,13.040,18,43.1,17.3
2111.2,86,523.3,23.1,23.6,57.3,99,47,72.0,18,0.0,25.1,0.988,10.1,21.3,1.6,86.3,22.4,1875,22.64,21.9,13.040,18,75.4,24.8
2114.0,86,532.0,23.4,2.9,57.3,99,47,70.6,18,-0.0,20.0,0.999,36.0,0.4,1.6,41.8,13.6,1577,13.42,14.8,13.040,18,56.2,20.6
2116.8,86,532.0,5.1,0.0,57.3,99,46,14.9,18,-1.2,8.6,0.348,6.9,0.2,0.7,19.1,5.2,1375,5.67,4.3,13.040,18,11.2,8.5
2119.6,86,525.8,3.9,0.0,57.3,99,44,13.3,18,-1.6,3.5,0.375,-1.2,2.4,0.5,14.2,1.9,1318,3.48,1.3,13.040,18,0.0,3.5
2122.4,86,522.0,9.3,0.0,57.3,99,43,25.5,18,-1.3,5.9,0.903,19.5,7.5,1.6,14.5,9.0,1287,7.66,9.4,13.040,18,0.3,10.8
2125.2,86,521.0,14.7,7.7,57.3,99,45,58.0,18,-0.0,15.7,1.002,19.0,14.9,-1.4,53.9,12.9,1496,5.34,7.7,13.040,18,8.4,13.5
2128.0,86,523.4,10.6,45.5,57.3,99,50,18.0,18,-1.2,6.9,0.332,-0.3,6.3,-1.0,38.6,7.4,1556,3.47,4.5,13.040,18,14.6,9.8
2130.8,86,511.8,5.4,13.9,57.5,100,50,13.5,18,-1.6,3.5,0.000,-13.0,0.0,0.0,12.1,0.0,1500,2.72,0.4,13.040,18,0.0,3.5
2133.6,86,507.8,4.3,13.5,57.6,100,50,10.4,18,-1.6,3.5,0.000,-10.9,0.3,0.0,11.8,0.0,1500,2.72,0.4,13.040,18,0.8,4.3
2136.4,86,502.8,6.5,24.4,57.6,99,51,12.2,18,-1.6,3.5,0.000,11.0,5.1,0.0,13.7,5.6,1535,4.67,2.9,13.040,18,7.7,7.2
2139.2,86,500.4,10.8,1.8,57.6,99,52,44.7,18,-0.4,10.9,0.722,17.8,9.9,-3.2,39.5,10.4,1579,8.92,6.6,13.040,18,17.9,11.0
2142.0,86,503.9,13.7,58.8,57.3,99,53,49.6,18,0.0,13.1,0.998,21.7,12.7,-2.9,59.9,12.8,1619,13.22,9.6,13.020,18,25.3,13.3
2144.8,86,506.7,13.2,26.7,57.3,99,54,46.9,18,0.0,12.7,0.997,22.0,12.7,0.3,59.1,12.6,1641,13.07,8.6,12.880,19,22.7,12.9
2147.6,86,509.8,11.2,4.2,57.4,99,55,38.0,18,0.0,11.1,1.004,22.8,13.2,-1.6,58.8,13.3,1675,13.40,7.1,13.000,19,17.2,10.1
2150.4,86,511.1,8.9,0.0,57.7,99,56,27.0,18,-0.0,4.3,0.999,36.5,9.0,-2.1,36.3,10.4,1675,9.74,6.0,13.040,19,13.3,8.4
2153.2,86,507.9,8.6,0.0,58.0,100,56,12.5,18,-1.2,4.3,0.991,35.6,8.6,-2.3,25.2,8.3,1675,6.99,4.7,13.040,19,11.5,8.4
2156.0,86,503.8,7.1,0.0,58.0,99,56,18.8,18,-1.6,5.9,0.984,36.5,8.7,-2.1,26.0,8.0,1683,6.64,4.0,13.040,19,8.6,7.1
2158.8,86,502.1,8.0,0.0,57.8,99,57,25.6,18,-1.6,7.6,0.981,39.2,9.7,-1.6,34.5,10.2,1725,9.17,6.3,13.040,19,12.3,8.5
2161.6,86,499.1,8.0,0.0,57.6,100,58,27.9,18,-1.6,6.7,0.990,35.5,8.6,0.0,28.6,9.3,1742,8.23,5.4,13.040,19,12.0,8.2
2164.4,86,495.9,3.9,0.0,57.6,100,57,10.2,18,-1.6,4.6,0.288,5.4,3.5,0.0,18.3,4.4,1738,5.62,3.2,13.040,19,7.2,5.7
2167.2,86,487.9,3.6,0.0,57.9,100,56,10.7,18,-1.6,4.1,0.000,-13.0,0.0,0.0,12.1,0.0,1703,3.19,0.4,13.040,19,0.0,3.5
2170.0,86,478.4,4.6,0.0,58.2,100,54,13.3,18,-1.6,4.6,0.000,-12.2,0.0,0.0,14.9,0.0,1637,3.95,0.4,13.040,19,0.0,5.5
2172.8,86,466.5,5.2,0.0,58.5,100,52,16.9,18,-1.6,5.5,0.000,-8.5,0.0,0.0,20.4,0.0,1562,4.51,0.4,13.040,19,0.0,5.1
