BlueDriver Data Log
Sep 21, 2018 3:12:10 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
30.8,88,147.3,3.1,0.0,100.0,101,0,19.8,20,-10.1,3.2,0.998,1.8,0.3,-2.5,26.4,0.0,645,2.20,0.8,12.885,35,0.0,3.1
33.6,88,143.8,3.2,0.0,100.0,101,0,20.2,20,-10.2,3.1,0.998,2.3,0.0,-0.4,25.9,0.0,650,2.13,0.8,12.960,36,0.0,3.1
36.4,88,144.0,3.1,0.0,100.0,101,0,19.9,20,-10.2,3.1,0.998,3.0,0.0,1.0,25.5,0.0,648,2.13,0.8,12.960,36,0.0,3.2
39.2,88,142.0,5.5,0.0,100.0,101,0,24.4,20,-8.0,4.6,0.998,5.6,0.8,-0.9,25.8,0.0,640,2.17,1.0,12.971,36,0.0,3.4
42.0,88,144.5,9.0,0.0,100.0,101,2,35.2,20,-1.6,10.2,0.996,30.7,11.8,-2.2,45.2,8.2,1281,7.29,4.3,12.960,36,2.4,6.5
44.8,88,159.5,12.9,0.0,100.0,101,14,54.1,20,-2.1,12.4,0.996,22.5,13.3,-3.0,53.9,13.0,1580,11.67,8.7,12.975,36,8.8,11.5
47.6,88,171.2,15.3,0.0,100.0,101,17,58.8,20,-2.3,15.0,0.996,13.3,15.1,-5.0,67.5,14.9,1520,14.07,12.5,13.041,36,30.7,15.7
50.4,88,190.7,14.9,14.9,100.0,101,22,60.9,20,-2.3,16.4,0.996,9.5,16.1,-10.1,74.0,14.9,1473,13.60,9.4,13.040,36,52.8,14.0
53.2,88,209.7,11.3,31.3,100.0,101,26,49.4,20,-2.3,10.2,0.996,32.6,9.3,-16.9,44.4,8.7,1324,8.31,5.2,13.001,36,39.5,9.6
56.0,88,215.9,3.9,0.0,100.0,101,26,21.7,20,-2.9,6.0,0.996,30.7,3.3,-9.5,24.6,2.9,1210,3.87,1.1,12.960,36,0.0,3.9
58.8,88,212.9,3.9,0.0,100.0,101,25,14.1,20,-3.1,3.9,0.581,11.7,0.0,0.0,18.4,0.0,1185,2.98,0.8,12.960,35,0.0,3.9
61.6,88,209.9,3.9,0.0,100.0,101,22,14.9,20,-3.1,3.9,0.199,-6.0,0.4,-0.2,17.5,0.1,1175,2.93,0.9,12.966,35,0.0,3.6
64.4,88,208.0,4.2,0.5,100.0,101,20,16.8,20,-3.1,3.9,0.996,35.8,4.4,-3.1,22.5,4.4,1093,3.41,0.8,12.913,35,0.2,4.3
67.2,88,209.2,5.6,2.4,100.0,101,19,24.5,20,-3.1,6.6,0.996,30.7,8.5,-4.9,41.4,8.0,1148,6.48,4.0,12.940,35,3.8,6.9
70.0,88,219.2,12.2,0.0,100.0,101,21,43.5,20,-2.6,10.1,0.996,23.2,11.3,-5.6,58.5,11.5,1264,10.05,8.5,13.015,35,12.8,12.1
72.8,87,232.1,10.3,0.0,100.0,101,24,43.1,20,-2.3,10.8,0.997,20.9,11.1,-5.0,57.5,11.2,1331,10.72,7.8,12.882,35,21.8,11.4
75.6,87,241.5,7.7,0.0,100.0,101,26,28.8,20,-2.4,7.6,0.978,32.5,8.2,-6.2,37.8,5.9,1213,3.61,5.3,12.934,35,8.9,7.8
78.4,87,244.0,4.9,0.0,100.0,101,26,17.3,20,-3.1,3.9,0.007,-2.0,2.0,-1.7,23.2,2.0,1212,3.18,2.7,12.960,35,0.2,4.7
81.2,87,243.7,3.9,0.0,100.0,101,22,14.6,20,-3.1,3.9,0.000,-11.8,0.0,0.0,16.9,0.0,1193,2.89,0.8,12.944,35,0.0,3.9
84.0,87,238.3,3.6,0.0,100.0,101,18,14.5,20,-3.1,4.9,0.438,1.3,3.3,-0.2,24.2,2.2,1178,3.80,0.9,12.881,35,0.0,3.6
86.8,87,240.2,9.6,3.2,100.0,101,16,29.4,20,-2.9,8.4,1.102,30.9,13.1,-1.0,54.9,13.7,1287,12.19,11.0,12.880,35,0.3,11.3
89.6,87,252.9,16.6,13.4,100.0,101,20,63.8,20,-2.3,17.6,1.013,12.5,16.1,-6.2,70.8,15.8,1497,15.00,13.9,12.927,35,23.5,16.5
92.4,87,272.8,17.9,32.5,100.0,101,26,65.8,19,-1.6,17.9,1.004,15.2,14.1,-7.2,66.5,14.3,1543,14.50,12.5,12.960,35,38.0,16.3
95.2,87,286.4,11.4,8.8,100.0,101,28,54.7,19,-2.0,14.5,1.001,21.9,11.2,-7.5,52.9,8.9,1446,10.29,6.3,12.960,34,22.4,10.2
98.0,87,292.2,8.4,0.0,100.0,101,29,48.1,19,-2.3,11.7,0.998,28.4,8.6,-6.8,36.2,0.0,1262,3.25,0.9,12.964,34,0.0,5.7
100.8,87,300.9,7.3,7.6,100.0,101,29,48.7,19,-2.3,12.5,0.979,14.5,14.1,-1.6,69.3,10.0,1351,9.90,7.6,12.960,34,8.8,9.2
103.6,87,315.9,16.5,52.3,100.0,101,32,61.1,19,-2.3,15.1,0.989,15.3,14.7,-1.9,69.7,15.1,1470,14.37,13.7,12.960,34,22.4,16.4
106.4,87,331.3,15.6,44.0,100.0,101,34,60.8,18,-2.3,16.1,0.999,16.5,15.3,-3.2,70.0,15.3,1583,14.76,13.6,12.961,34,34.8,15.7
109.2,87,346.0,16.1,22.2,100.0,101,37,61.8,18,-2.1,16.0,1.007,17.3,15.3,-6.2,69.4,15.3,1561,14.92,12.9,13.043,33,36.3,13.5
112.0,87,358.9,14.2,0.0,100.0,101,39,64.2,18,-1.6,16.9,1.013,15.0,15.7,-9.9,70.9,15.6,1596,11.56,6.3,12.996,33,19.6,8.7
114.8,87,368.4,4.5,0.0,100.0,101,38,19.7,18,-2.7,11.8,1.013,15.6,13.1,-9.1,65.2,14.5,1443,10.52,4.8,12.885,33,3.9,6.6
117.6,87,374.1,16.9,43.5,100.0,101,39,44.7,18,-2.7,13.4,1.007,16.0,12.8,-6.0,62.6,13.8,1344,12.26,11.1,12.725,33,15.2,15.7
120.4,87,386.1,15.6,34.2,100.0,101,39,56.6,18,-2.3,15.5,0.999,16.9,15.0,-2.4,68.3,15.3,1637,14.51,12.2,12.805,33,30.7,15.1
123.2,87,398.5,12.3,0.0,100.0,101,41,43.4,18,-2.3,9.0,1.001,24.9,10.2,-5.5,50.3,12.1,1388,10.97,9.5,12.838,33,30.3,11.6
126.0,87,407.4,3.9,0.0,100.0,101,41,13.7,18,-2.8,5.7,0.381,5.0,5.0,-2.9,35.8,6.3,1234,6.78,5.5,12.896,33,25.8,6.1
128.8,87,399.7,3.6,6.4,100.0,101,39,13.6,18,-3.1,3.9,0.000,-12.0,0.0,0.0,16.6,0.0,1188,2.88,0.8,12.960,33,0.0,3.5
131.6,87,391.2,3.5,7.0,100.0,101,33,14.0,18,-3.1,3.9,0.000,-12.0,0.0,0.0,17.0,0.0,1201,2.97,0.9,12.960,33,0.0,3.5
134.4,87,383.6,3.5,0.0,100.0,101,24,13.4,18,-3.1,3.9,0.006,-11.8,0.0,0.0,16.9,0.0,1158,2.85,0.8,12.960,33,0.0,3.5
137.2,87,378.8,3.5,0.0,100.0,101,13,14.9,18,-7.3,3.5,0.591,-1.6,0.0,1.2,19.2,0.0,962,2.64,0.8,12.960,33,0.0,3.5
140.0,87,375.0,3.3,0.0,100.0,101,4,17.2,18,-10.2,3.1,1.053,8.7,0.0,3.0,23.3,0.0,589,2.22,0.8,12.961,33,0.0,3.2
142.8,87,367.6,3.1,0.0,100.0,101,0,19.6,18,-10.2,3.1,0.889,1.0,0.0,2.3,25.7,0.1,641,2.22,0.8,12.909,33,0.0,2.9
145.6,87,359.6,3.7,0.0,100.0,101,0,19.7,18,-10.2,3.2,1.009,2.3,0.0,-0.8,25.9,5.1,686,3.54,2.0,12.824,33,0.0,4.5
148.4,87,354.5,12.9,0.0,100.0,101,4,38.3,18,-5.6,9.6,1.000,9.6,5.8,-2.6,36.7,11.6,976,7.44,5.2,12.742,33,0.0,10.6
151.2,87,362.7,16.5,0.0,100.0,101,11,57.5,18,-1.6,17.5,0.994,18.8,17.2,-1.6,66.0,17.3,1887,18.00,14.1,12.962,33,0.0,16.8
154.0,87,375.9,20.8,12.6,100.0,101,20,69.2,18,-1.6,22.0,1.011,12.5,19.2,-1.6,78.3,19.1,1822,19.20,17.9,12.960,33,0.0,21.1
156.8,86,393.4,23.5,49.0,100.0,101,26,70.5,17,-1.6,23.0,0.998,10.8,19.2,0.3,78.6,19.4,1776,19.45,20.0,12.960,33,0.0,24.3
159.6,86,410.5,23.8,346.7,100.0,101,29,71.1,17,-1.6,22.9,1.005,10.8,18.9,-1.2,78.5,18.5,1736,18.75,19.5,12.960,32,1.4,27.1
162.4,86,427.2,20.5,196.7,100.0,101,33,64.9,16,-1.8,20.3,1.008,13.6,17.7,-6.9,76.2,16.3,1686,16.80,15.7,12.962,30,93.2,20.7
165.2,86,442.6,16.3,35.1,100.0,101,35,54.5,15,-2.3,13.7,0.993,21.0,13.7,-6.2,63.5,13.7,1561,14.67,12.7,12.912,30,83.0,16.0
168.0,86,450.2,13.8,25.7,100.0,101,37,57.3,15,-2.3,14.5,0.991,17.8,14.5,-3.3,66.3,14.4,1556,14.25,11.8,12.880,30,51.9,14.1
170.8,87,462.8,14.9,0.0,100.0,101,39,52.7,15,-2.3,13.8,0.997,15.8,14.2,-0.7,67.0,14.4,1529,14.15,12.5,12.899,30,0.0,15.3
173.6,88,469.0,10.1,0.0,100.0,101,40,41.8,15,-2.3,11.4,1.004,18.8,12.7,0.3,62.4,13.0,1467,12.80,10.6,13.041,30,0.0,11.5
176.4,88,472.0,7.7,0.0,100.0,101,41,32.4,15,-2.3,7.5,1.007,33.0,10.2,-2.3,46.7,10.2,1237,9.43,8.2,12.988,30,0.0,9.7
179.2,88,472.0,9.4,0.3,100.0,101,41,43.1,15,-2.3,10.6,0.998,25.9,10.7,0.3,49.2,5.0,1288,6.18,4.5,12.960,30,0.0,7.3
182.0,88,471.3,3.5,14.7,100.0,101,38,23.9,15,-2.8,6.7,0.447,7.1,6.3,1.0,38.0,1.1,1274,3.79,1.1,12.960,30,0.0,3.5
184.8,88,466.5,3.5,5.9,100.0,101,34,13.7,15,-3.1,3.9,0.000,-12.1,0.0,0.0,16.4,0.0,1167,2.80,0.8,12.960,30,0.0,3.5
187.6,88,458.3,3.5,0.0,100.0,101,29,13.3,15,-3.1,3.9,0.000,-12.5,0.0,0.0,15.8,0.0,1225,2.83,0.8,12.960,31,0.0,3.5
190.4,88,449.9,3.5,0.0,100.0,101,23,13.7,15,-3.1,3.9,0.001,-11.9,0.0,0.0,16.3,0.0,1198,2.87,0.8,12.917,32,0.0,3.5
193.2,88,443.8,3.5,0.0,100.0,101,15,17.4,15,-3.1,8.6,0.611,13.9,1.2,1.3,23.7,1.0,1181,2.97,1.1,12.905,32,0.0,4.0
196.0,87,434.5,5.8,9.1,100.0,101,15,25.2,15,-2.7,9.4,0.939,23.5,5.6,0.1,39.7,4.9,1214,4.95,2.4,12.960,32,0.0,5.5
198.8,86,436.0,10.9,8.1,100.0,101,17,42.0,15,-2.1,12.5,1.010,12.5,13.3,-4.5,65.4,13.7,1350,12.70,11.0,12.962,32,0.0,11.2
201.6,86,439.2,15.9,1.4,100.0,101,20,63.4,15,-1.6,20.8,0.993,8.0,18.4,0.0,79.9,17.0,1555,16.22,15.6,12.960,31,4.2,15.6
204.4,86,448.0,15.9,0.0,100.0,101,25,43.1,15,-2.2,9.2,0.996,25.5,9.0,0.0,49.0,9.6,1483,11.71,12.3,12.960,30,6.4,14.8
207.2,86,446.9,3.5,0.0,100.0,101,22,25.1,15,-2.7,4.7,0.534,15.6,1.9,0.0,19.2,0.0,1240,2.87,0.8,12.951,30,0.0,3.5
210.0,86,443.3,3.5,0.0,100.0,101,19,14.4,15,-3.1,4.2,0.204,-7.4,1.1,-0.1,19.0,0.2,1125,2.86,0.8,12.882,30,0.0,3.5
212.8,86,438.8,5.8,0.0,100.0,101,15,19.7,15,-3.1,5.2,1.119,26.0,12.2,-1.6,60.4,12.2,1215,8.33,6.0,12.922,30,3.8,7.6
215.6,86,435.7,12.9,0.0,100.0,101,17,58.8,15,-2.3,14.1,1.040,18.6,13.7,-1.2,66.2,13.8,1353,12.62,11.3,12.960,30,23.0,13.6
218.4,86,441.6,16.3,0.0,100.0,100,21,61.1,15,-2.0,14.9,0.998,13.8,15.1,0.1,72.0,15.2,1496,14.97,14.7,12.960,30,93.5,18.0
221.2,86,447.7,13.0,0.0,100.0,100,24,61.5,15,-1.7,16.1,0.993,14.4,15.7,3.1,71.0,12.9,1549,13.32,8.6,13.019,30,40.1,8.9
224.0,86,454.8,8.7,0.3,100.0,101,25,54.0,15,-2.3,15.7,1.006,11.0,15.4,-0.3,73.2,15.3,1511,14.50,12.4,13.000,30,45.9,10.0
226.8,86,464.0,17.6,1.8,100.0,100,30,43.9,15,-2.3,12.4,0.996,18.4,13.1,1.8,62.9,14.1,1487,13.52,11.3,12.960,30,68.2,15.7
229.6,87,467.2,6.9,0.5,100.0,101,31,25.6,15,-2.7,7.1,0.528,10.0,7.4,3.2,41.3,8.4,1419,9.00,1.2,12.960,30,10.2,3.5
232.4,87,463.1,3.5,1.9,100.0,101,31,13.3,15,-3.1,3.6,0.000,-12.1,0.0,0.0,15.9,0.0,1207,2.85,0.8,12.961,30,2.1,3.5
235.2,87,456.7,4.3,2.3,100.0,101,32,14.4,15,-3.1,4.1,0.065,-12.5,0.0,0.0,13.4,0.0,1574,2.97,0.8,12.975,30,0.5,4.6
238.0,87,451.5,5.5,5.2,100.0,101,34,19.6,15,-3.1,5.9,1.013,23.0,0.0,0.5,20.8,0.0,1400,3.02,0.8,12.974,30,1.6,5.5
240.8,87,444.9,6.0,53.7,100.0,101,36,22.2,15,-3.1,5.3,1.001,32.1,0.0,2.1,24.2,0.0,1250,3.01,0.8,12.962,30,3.9,5.5
243.6,87,446.5,5.5,47.9,100.0,101,39,25.1,15,-3.1,4.3,0.979,14.0,0.1,6.2,18.6,0.1,1250,2.91,0.8,12.978,30,2.4,4.8
246.4,87,439.8,3.5,1.8,100.0,101,38,16.6,15,-3.1,4.1,0.403,0.4,0.0,3.5,17.3,0.0,1245,2.84,0.8,13.007,30,0.0,3.5
249.2,87,434.4,3.5,0.7,100.0,101,38,13.3,15,-3.1,3.9,0.000,-12.5,0.0,0.0,15.8,0.0,1235,2.83,0.8,13.040,30,0.0,3.5
252.0,87,428.6,3.5,0.0,100.0,101,36,13.3,15,-3.1,3.9,0.000,-12.5,0.0,0.0,16.1,0.0,1212,2.88,0.8,12.985,30,0.0,3.5
254.8,87,422.0,3.5,0.0,100.0,101,32,13.3,15,-3.1,3.9,0.002,-11.9,0.0,0.0,15.8,0.0,1227,2.88,0.8,12.960,30,0.0,3.5
257.6,86,411.9,3.5,0.0,100.0,101,16,13.3,15,-3.1,3.6,0.000,-12.0,0.8,0.0,17.2,3.6,1274,4.16,2.8,12.960,30,0.3,4.7
260.4,86,409.1,9.7,0.0,100.0,101,16,33.2,15,-2.8,7.1,0.359,-3.9,4.7,-0.3,28.3,9.8,1360,7.37,8.6,12.960,30,2.0,12.9
263.2,86,413.6,13.2,8.6,100.0,101,18,54.9,15,-2.3,13.1,1.007,17.7,14.5,-1.6,68.6,14.5,1525,14.46,12.2,12.960,30,48.6,13.9
266.0,86,420.8,12.2,17.8,100.0,101,24,57.7,15,-2.3,14.1,0.992,11.5,12.9,-0.4,64.5,12.0,1367,9.21,6.5,12.960,30,42.5,10.3
268.8,86,423.8,3.5,0.0,100.0,101,25,13.4,15,-2.9,6.7,0.337,-1.8,6.1,0.0,41.7,6.2,1230,4.89,1.4,12.960,30,0.0,3.5
271.6,86,418.7,3.5,0.0,100.0,101,18,14.1,15,-3.1,3.5,0.411,-7.7,0.0,0.0,17.7,0.0,1101,2.76,0.8,12.960,30,0.0,3.5
274.4,86,413.0,6.7,2.1,100.0,101,11,19.8,15,-2.9,4.3,1.115,4.0,0.0,0.0,19.7,0.0,714,2.08,0.8,12.905,30,0.2,6.7
277.2,86,408.5,13.0,10.9,100.0,101,9,44.7,15,-1.6,12.9,1.012,18.4,8.3,-1.9,38.7,7.2,1376,7.34,4.5,12.912,30,19.7,10.3
280.0,86,411.4,13.7,68.3,100.0,100,15,55.5,15,-2.0,14.6,1.002,21.2,14.2,-1.4,59.4,14.0,1880,13.37,10.0,12.960,30,65.0,12.9
282.8,86,417.0,8.8,29.5,100.0,101,20,50.4,15,-2.3,15.4,0.996,16.1,15.2,1.4,70.9,15.4,1547,15.02,12.9,12.961,30,44.6,6.6
285.6,86,423.1,6.2,0.0,100.0,101,23,33.8,15,-2.3,13.3,1.008,18.5,12.9,0.0,61.6,11.8,1462,11.36,8.9,12.960,30,34.2,6.0
288.4,86,428.0,7.3,0.0,100.0,101,25,31.4,15,-2.3,7.8,0.991,28.9,10.0,1.0,47.7,9.9,1353,8.39,6.0,12.926,30,18.0,6.2
291.2,86,427.5,5.1,0.0,100.0,101,26,24.9,14,-2.3,5.5,0.991,19.8,4.9,1.0,31.3,5.8,1232,5.72,3.9,12.867,30,0.0,5.1
294.0,86,423.0,4.1,0.0,100.0,101,19,18.5,14,-5.3,3.9,0.957,5.1,0.0,3.7,18.2,0.0,1157,2.91,0.8,12.801,30,0.0,3.5
296.8,86,416.8,3.5,0.0,100.0,101,9,16.1,14,-10.2,3.9,0.892,5.5,0.0,24.2,22.4,0.0,863,2.80,0.8,12.855,30,0.0,3.7
299.6,87,410.6,3.5,0.0,100.0,101,2,24.3,14,-10.2,3.5,1.013,-2.4,0.0,6.2,28.1,0.0,740,2.67,0.8,12.769,30,0.0,3.8
302.4,87,403.7,3.1,0.0,100.0,101,1,22.6,14,-10.2,3.8,1.007,7.8,2.6,0.6,30.6,0.0,772,3.04,0.8,12.715,30,0.0,3.5
305.2,87,398.1,3.4,7.1,100.0,101,0,22.4,14,-10.2,3.7,0.993,11.1,3.5,3.1,29.8,0.0,941,3.74,0.8,12.960,30,0.0,3.9
308.0,87,391.5,1.7,5.4,100.0,101,0,40.7,14,-5.0,2.7,0.983,-2.0,0.0,2.8,26.7,0.0,812,2.37,0.8,12.961,30,0.0,3.3
310.8,87,385.1,2.0,0.0,100.0,101,0,62.3,14,7.0,0.8,0.999,9.0,0.0,0.0,0.1,0.0,189,1.12,1.3,12.761,30,0.0,4.8
313.6,88,380.0,6.3,0.0,100.0,101,0,0.1,14,7.0,6.7,0.999,9.0,0.0,0.0,0.0,0.0,0,0.67,1.6,12.640,30,0.0,6.3
316.4,88,377.2,6.4,0.0,100.0,101,0,0.0,14,7.0,6.7,0.999,9.0,0.0,0.0,0.0,0.0,0,0.68,1.6,12.643,30,0.0,6.3
319.2,88,379.7,6.3,0.0,100.0,101,0,0.4,14,6.9,6.8,0.999,9.1,0.2,0.0,0.9,0.2,21,0.67,1.6,12.640,30,0.0,6.3
322.0,88,380.0,6.3,0.0,100.0,101,0,0.0,14,7.0,6.7,0.999,9.0,0.0,0.0,0.4,0.1,10,0.76,1.7,12.649,30,0.0,6.4
324.8,88,377.6,6.4,0.0,100.0,101,0,6.7,0.999,9.0,0.0,0.0,0.0,0.0,0,0.67,1.6,12.641,30,0.0,6.3
327.6,88,380.0,6.3,0.0,100.0,101,0,1.6,12.640,30,0.0,6.3
