BlueDriver Data Log
Sep 24, 2018 7:08:48 AM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),Absolute Throttle Position B (%),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Control Module Voltage (V)
2023.4,20.6,25.96,19,24.7,0.709,79.2,11,80.1,24.5,86,530.5,68.8,-1.1,24.4,1.005,-1.0,20.7,81.7,0.0,100,106,2.197,1.002,14.8,99.2,20.9,2310,12.880
2038.5,19.6,25.62,18,23.8,0.701,79.2,11,69.6,18.9,86,564.9,63.4,-1.0,19.6,1.003,0.2,7.6,20.5,0.1,100,114,2.169,1.002,18.6,99.2,18.9,2287,12.931
2053.6,2.5,5.99,19,5.7,0.026,79.2,11,13.0,4.7,86,544.7,11.6,-3.9,4.7,1.720,0.0,0.4,0.0,0.0,101,107,3.593,0.000,-11.2,99.2,1.8,1986,13.100
2068.7,13.7,15.71,19,15.5,0.719,78.8,11,59.7,17.4,86,540.0,59.6,-2.3,14.5,1.031,1.7,12.7,36.7,30.4,100,106,2.185,0.992,26.8,99.2,11.1,2017,13.040
2083.8,14.1,16.53,19,15.1,0.719,78.8,11,65.2,18.2,86,538.3,58.6,-2.3,17.6,1.004,-0.4,13.1,37.6,18.0,100,109,2.206,0.993,24.6,99.2,13.6,2078,13.040
2098.9,18.4,23.72,19,22.1,0.712,78.8,11,74.2,21.8,86,547.9,64.4,-0.8,21.3,1.007,0.8,17.0,63.5,32.0,100,117,2.189,0.997,19.1,99.2,18.4,2243,13.040
2114.0,18.3,23.37,19,21.0,0.707,78.6,11,71.4,20.3,86,560.9,50.8,-2.3,16.5,1.005,2.3,13.1,38.9,50.5,100,118,2.166,1.003,19.3,99.2,18.3,2246,13.040
2129.1,13.9,16.31,19,14.5,0.699,78.8,11,51.8,14.8,86,560.0,45.8,-2.3,14.3,0.995,1.6,9.8,28.2,0.0,101,117,2.180,1.003,26.7,99.2,12.1,2215,13.040
2144.2,11.6,12.98,19,11.5,0.864,78.8,11,24.4,6.8,86,547.7,17.7,-3.9,9.0,0.984,0.2,4.6,12.9,13.3,101,120,2.506,0.723,33.9,99.2,9.0,2255,13.040
2159.3,18.9,23.98,19,22.6,0.731,78.8,11,75.7,22.9,86,530.7,68.0,-0.8,23.3,1.006,-0.7,18.7,0.0,0.0,101,110,2.199,0.995,17.9,99.2,19.0,2219,13.040
2174.4,17.9,21.73,19,21.5,0.750,78.6,11,74.9,22.3,86,561.4,68.6,-0.8,24.2,0.996,0.3,20.6,84.8,3.1,100,104,2.186,0.998,18.8,99.2,17.0,2002,12.324
2189.5,14.3,15.46,19,15.0,0.765,78.8,11,58.2,13.8,87,544.0,43.6,-2.7,11.9,0.969,2.8,7.7,21.6,1.8,101,95,2.079,1.006,23.8,99.2,13.1,1820,13.040
2204.6,13.0,14.06,19,14.2,0.679,78.8,11,60.8,14.9,87,543.2,35.3,-2.1,11.0,0.994,-1.6,3.2,8.8,0.0,101,96,2.191,0.997,37.8,99.2,8.8,1812,13.040
2219.7,8.2,7.59,19,7.7,0.664,79.2,11,28.4,7.7,87,529.8,24.7,-3.9,8.0,0.989,0.7,4.3,11.8,0.0,101,98,2.147,0.985,37.8,99.2,8.4,1828,13.117
2234.8,11.4,13.00,19,11.6,0.673,79.2,11,38.2,10.2,87,528.0,41.5,-2.5,12.3,0.996,1.4,8.1,22.2,21.5,101,100,2.223,0.998,13.6,99.2,10.5,1896,12.945
2249.9,13.9,15.87,19,11.6,0.710,79.2,11,47.0,12.8,87,523.7,48.9,-2.4,12.9,1.000,3.8,5.8,14.9,0.0,101,103,2.098,1.008,22.8,99.2,13.8,1983,13.040
2265.0,14.4,16.75,19,15.5,0.796,78.8,11,62.7,16.1,86,516.0,57.3,-2.3,17.4,0.994,1.3,13.4,42.0,36.0,101,100,2.210,0.993,8.3,99.2,4.8,1867,13.040
2280.1,13.2,14.97,19,14.0,0.730,78.8,11,57.2,13.2,86,524.0,48.0,-2.4,12.4,1.013,2.8,5.0,12.1,4.7,101,102,2.095,0.992,30.7,99.2,11.5,1893,12.999
2295.2,3.1,6.65,19,7.4,0.299,79.2,11,30.2,8.7,86,509.5,26.0,-2.9,5.2,1.324,3.4,0.7,0.4,4.3,101,98,3.124,0.048,-12.2,99.2,0.7,1828,13.040
2310.3,8.8,11.57,19,11.1,0.593,79.6,11,47.6,11.0,86,515.9,22.9,-3.6,7.3,0.970,0.0,4.3,9.9,0.0,101,99,3.001,0.384,16.4,99.2,8.7,1865,12.948
2325.4,8.8,10.25,19,10.0,0.663,79.6,11,37.9,9.5,86,512.0,38.7,-2.7,11.3,1.180,1.9,8.2,21.9,0.0,101,94,2.177,1.001,23.9,99.2,8.0,1777,13.040
2340.5,2.2,3.98,19,4.7,0.051,79.6,11,17.9,4.8,86,474.3,17.5,-3.9,5.5,0.953,4.0,1.7,7.1,3.5,101,79,2.094,0.967,30.7,99.2,1.8,1477,13.040
2355.6,6.4,8.57,19,8.0,0.337,80.0,11,30.4,6.5,86,427.5,23.0,-8.2,4.4,1.006,0.0,0.8,0.0,0.0,101,13,2.326,0.671,3.5,99.2,4.8,1001,13.040
2370.7,8.9,7.97,19,9.8,0.741,79.6,11,43.2,9.4,86,456.5,41.3,-3.1,14.5,1.369,0.9,11.0,0.0,5.2,101,52,2.518,0.778,15.3,99.2,7.4,1573,13.095
2385.8,0.0,2.95,19,3.5,0.000,78.8,11,17.2,3.5,86,428.6,14.0,-3.9,3.8,1.999,0.0,0.7,0.0,0.0,101,60,3.669,0.000,-11.5,99.2,0.0,1199,13.040
2400.9,7.2,7.25,19,5.4,0.517,78.8,11,26.5,3.8,86,390.7,20.0,-3.9,4.8,0.929,4.3,1.5,6.2,0.0,101,18,1.998,0.850,32.4,99.2,9.3,1195,12.977
2416.0,6.8,5.53,20,4.2,0.716,78.8,11,20.5,3.8,86,369.5,17.0,-5.9,4.1,0.975,-0.6,1.3,0.0,0.0,101,13,2.169,0.997,31.5,99.2,6.1,1288,13.040
2431.1,0.0,3.27,19,19.0,0.110,79.6,8,14.7,3.3,86,343.7,14.0,-9.4,2.4,0.925,-0.2,0.1,0.0,0.0,101,0,2.163,0.999,5.7,99.2,0.0,572,12.878
2446.2,0.0,5.23,20,55.3,0.135,79.6,-4,0.0,6.3,86,332.0,0.0,6.2,6.7,0.978,0.0,1.6,0.0,0.0,101,0,2.161,0.999,9.0,99.2,0.0,300,12.720
2461.3,0.0,5.23,20,55.3,0.135,79.6,-4,0.0,6.3,86,332.0,0.0,6.2,6.7,0.978,-0.0,1.7,0.0,0.0,101,0,2.161,0.999,9.0,99.2,0.0,300,12.720
2476.4,0.0,5.23,20,55.3,0.135,86,332.0,0.0,6.2,6.7,0.978,-0.0,1.6,0.0,0.0,101,0,2.161,0.999,9.0,99.2,0.0,300,12.720
