BlueDriver Data Log
Sep 5, 2018 6:49:43 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,85,52.0,64.3,102,0,33.6,18,42.6,853,0.7,14.240,33,5.9
6.2,85,58.6,64.3,102,4,26.8,18,31.9,1185,1.4,14.113,33,6.7
9.3,85,63.8,64.7,102,5,22.0,18,25.2,1359,1.7,14.240,33,4.2
12.4,86,70.1,64.7,102,6,15.3,18,18.0,1238,0.5,14.240,34,4.3
15.5,86,72.0,65.1,102,5,17.2,18,22.9,966,0.4,13.691,34,4.0
18.6,86,75.3,65.4,102,3,30.7,18,37.7,880,0.4,13.440,33,5.5
21.7,87,76.0,65.5,102,2,38.9,18,48.2,891,0.4,13.290,33,5.8
24.8,87,84.3,65.9,102,7,47.8,18,53.7,1709,8.6,13.130,33,14.0
27.9,87,110.8,65.9,102,15,56.6,18,64.8,1532,11.0,12.960,33,14.9
31.0,87,128.9,65.6,102,20,26.6,18,32.8,1201,3.4,12.960,33,8.2
34.1,87,132.0,65.9,101,19,16.9,18,22.3,1217,0.5,12.960,33,3.5
37.2,87,137.1,65.5,101,19,28.5,18,32.6,1327,1.9,12.960,33,6.8
40.3,87,143.2,65.5,102,19,28.0,18,32.0,1217,0.4,12.971,33,5.5
43.4,87,148.6,65.9,102,15,24.3,17,25.3,1232,0.4,12.999,32,5.1
46.5,87,152.0,66.5,102,5,23.0,17,33.4,1029,1.0,12.884,32,4.0
49.6,87,158.6,66.3,101,7,41.3,17,50.8,1799,8.3,12.924,32,11.6
52.7,87,177.6,66.3,101,15,55.2,17,63.1,1446,10.5,12.947,32,13.2
55.8,87,191.5,66.0,101,20,36.7,17,41.5,1249,5.2,12.840,32,8.3
58.9,87,193.8,66.1,102,19,21.1,17,24.7,1236,0.4,12.960,32,4.8
62.0,87,196.0,66.7,102,13,23.5,15,28.5,1106,0.4,12.960,30,5.4
65.1,87,201.3,67.1,101,8,50.3,15,61.7,1844,11.5,12.960,30,13.8
68.2,87,219.7,67.1,101,14,63.3,15,70.5,1793,13.8,12.921,30,18.3
71.3,87,243.3,66.9,101,23,55.6,15,65.0,1588,11.6,12.957,30,12.8
74.4,87,256.0,66.7,101,26,26.7,15,31.6,1371,3.8,12.918,30,6.6
77.5,87,256.0,66.7,102,26,16.0,15,17.8,1239,0.4,12.881,30,3.6
80.6,87,251.3,66.7,102,24,21.1,15,26.5,1187,0.2,12.960,30,5.1
83.7,87,248.0,66.7,102,20,24.3,15,29.7,1202,0.1,12.960,30,5.9
86.8,87,248.0,67.1,102,13,18.7,15,22.6,1169,0.4,12.903,30,4.9
89.9,87,248.0,67.4,102,4,21.6,15,27.0,938,0.5,12.944,30,3.9
93.0,87,244.0,67.5,102,0,23.2,15,30.4,673,0.5,12.880,30,3.3
96.1,87,240.1,67.5,102,1,39.3,15,41.6,1127,3.4,12.880,30,5.7
99.2,87,248.9,67.5,101,11,57.2,15,66.0,1691,10.3,12.939,30,15.8
102.3,87,264.9,67.5,101,18,65.2,15,74.7,1583,13.4,12.973,30,18.5
105.4,87,288.1,67.5,101,25,65.8,14,74.9,1602,15.7,13.040,29,19.1
108.5,87,307.6,67.5,101,29,64.1,14,74.5,1528,13.4,12.915,29,17.3
111.6,87,326.4,67.5,101,32,50.5,13,58.6,1272,8.3,12.945,28,11.1
114.7,87,339.9,67.1,101,34,61.3,13,70.2,1443,14.0,12.936,28,17.3
117.8,87,358.7,67.1,100,34,61.3,13,58.1,1478,9.5,12.904,28,15.4
120.9,87,361.6,67.2,101,31,22.6,13,24.8,1237,0.4,12.960,28,5.0
124.0,88,360.3,67.5,102,24,16.9,13,19.9,1229,0.4,12.987,28,4.2
127.1,88,360.0,68.0,102,11,18.1,13,21.7,1019,0.4,12.964,28,3.9
130.2,88,354.1,68.6,102,1,23.9,13,30.6,698,0.4,12.868,28,3.5
133.3,88,344.7,68.6,102,1,38.3,13,43.3,1032,2.4,12.960,28,9.8
136.4,88,349.8,68.4,102,10,62.3,13,70.5,1798,12.8,13.009,28,17.6
139.5,88,360.7,68.2,102,19,70.6,12,78.8,1766,18.4,12.960,27,22.7
142.6,88,379.9,68.0,102,25,70.6,12,79.5,1767,19.8,12.956,27,23.9
145.7,88,403.0,67.8,102,30,76.4,11,81.1,1707,18.5,12.930,26,21.1
148.8,87,419.8,67.7,101,32,55.9,11,28.2,1577,12.2,12.960,26,14.6
151.9,87,430.8,67.5,101,34,29.7,11,37.8,1335,4.2,12.960,26,7.7
155.0,87,426.7,67.5,101,31,22.6,11,27.2,1187,0.4,13.004,26,4.7
158.1,87,414.9,67.6,102,24,35.1,11,39.3,1216,1.1,12.962,26,5.8
161.2,87,420.4,67.5,102,25,58.1,11,65.5,1378,9.7,12.960,26,13.2
164.3,87,430.7,67.5,100,30,57.1,11,66.6,1453,9.7,12.880,26,12.7
167.4,87,440.8,67.5,100,35,54.9,11,63.1,1395,8.9,12.926,26,12.1
