BlueDriver Data Log
Oct 11, 2018 4:45:20 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
30.0,43,0.0,5.2,7.0,52.5,101,0,27.5,24,-10.1,4.8,0.999,4.5,0.0,6.6,35.5,0.0,836,3.86,0.4,12.925,24,0.0,4.7
33.0,44,0.0,8.6,0.0,52.1,101,4,39.4,24,-4.9,8.6,0.997,11.0,5.0,5.2,41.2,4.5,1101,6.36,1.8,12.894,24,1.1,5.4
36.0,45,0.0,12.9,0.0,52.0,101,13,54.2,24,-1.6,13.5,0.996,16.3,12.3,-1.3,54.0,12.8,1710,13.64,7.5,12.961,24,10.7,13.6
39.0,45,0.0,17.3,7.2,51.7,101,28,69.1,24,-1.6,18.4,0.996,8.3,17.1,-4.6,80.1,17.1,1625,17.07,12.0,13.004,24,31.5,16.4
42.0,46,0.1,19.5,32.9,51.4,100,41,68.7,23,-1.6,19.2,0.996,7.7,17.3,-1.3,81.2,17.6,1635,18.76,15.8,13.019,24,60.7,19.9
45.0,47,15.6,21.0,11.6,51.2,100,47,70.6,23,-1.6,20.6,0.996,7.8,17.6,2.6,81.3,18.1,1667,18.96,16.8,12.960,23,90.0,21.5
48.0,48,35.7,18.0,9.6,50.9,100,54,64.8,23,-1.6,20.8,0.996,8.7,18.7,3.9,81.4,18.7,1799,19.96,12.7,12.883,23,53.6,16.1
51.0,49,62.5,12.1,18.5,50.6,100,58,45.6,23,-1.6,12.2,0.996,14.3,11.7,3.9,57.8,5.6,1548,11.25,6.2,12.919,23,19.9,10.3
54.0,50,83.4,5.1,0.0,50.6,101,55,21.3,23,-1.6,7.8,0.412,3.6,6.0,2.1,38.4,0.0,1346,5.50,0.4,12.978,23,0.0,5.8
57.0,51,81.5,5.1,0.0,51.2,101,50,20.5,23,-1.6,5.1,0.000,-6.0,0.0,0.0,24.2,0.0,1211,4.18,0.4,13.040,23,0.0,5.2
60.0,51,80.0,5.0,0.0,52.0,101,39,19.9,23,-1.6,5.1,0.000,-5.9,0.0,-0.0,23.6,0.1,1194,4.18,0.4,12.989,23,0.0,4.9
63.0,52,80.3,4.8,0.2,52.9,101,20,22.0,23,-1.6,4.7,0.016,-11.1,0.0,0.0,29.7,0.0,1069,4.27,0.6,12.960,23,0.0,4.7
66.0,52,82.9,6.3,5.9,52.9,101,15,34.9,23,-1.6,8.4,0.469,0.0,4.4,-1.9,40.0,3.1,1171,6.48,1.5,12.960,23,0.0,4.7
69.0,52,95.8,8.4,18.9,52.8,101,16,45.1,23,-1.6,12.0,0.996,21.2,12.5,-6.1,54.9,12.5,1936,15.11,8.2,12.961,23,6.3,10.2
72.0,52,113.5,11.5,34.5,52.5,101,26,46.2,23,-1.6,11.0,0.996,28.1,12.1,-2.3,60.4,12.3,1790,14.79,8.0,12.960,23,8.2,13.2
75.0,52,135.5,14.1,1.8,52.2,101,34,36.3,23,-1.6,8.7,0.996,28.2,9.0,-2.9,52.4,9.6,1562,12.11,6.4,12.960,23,5.8,12.5
78.0,53,146.9,8.7,0.8,52.2,101,35,27.7,23,-1.6,6.5,0.700,21.7,4.0,-3.4,33.3,4.3,1271,6.27,1.2,12.960,23,0.0,6.0
81.0,53,150.5,5.2,0.0,52.3,101,34,21.8,23,-1.6,5.1,0.000,-5.9,0.1,-0.0,23.6,0.1,1205,4.06,0.7,12.960,23,0.0,5.3
84.0,54,147.8,4.7,0.0,52.5,101,24,20.4,23,-1.6,4.7,0.015,-9.2,0.0,0.0,25.3,0.0,1107,3.92,0.4,12.872,23,0.0,5.0
87.0,54,142.7,4.7,0.0,52.8,101,14,22.2,23,-6.2,4.7,0.443,-2.5,0.0,-0.7,28.1,0.0,946,3.88,0.4,12.727,23,0.0,5.9
90.0,54,144.0,4.7,0.0,52.9,101,5,25.1,23,-10.2,4.7,1.009,10.4,0.0,-1.6,31.6,0.0,726,3.92,0.8,12.802,23,0.0,5.1
93.0,54,144.0,4.6,0.0,52.9,101,0,28.1,23,-10.2,4.7,0.994,-0.7,0.1,6.9,35.3,0.1,768,3.65,0.6,12.842,23,0.0,4.5
96.0,55,143.9,4.3,0.0,52.9,101,0,25.1,23,-10.2,4.4,0.993,0.4,0.0,8.7,33.8,0.0,771,3.31,0.5,12.880,23,0.0,4.2
99.0,55,144.0,4.0,0.0,52.6,101,0,24.2,23,-10.2,4.1,0.994,1.8,0.0,11.1,31.7,0.8,754,3.10,0.9,12.886,23,0.0,3.9
102.0,55,144.0,7.1,0.0,52.2,101,3,26.7,23,-8.2,5.4,0.999,4.6,1.1,12.2,31.1,4.0,776,4.03,3.1,13.040,23,0.3,7.8
105.0,55,148.9,10.3,16.0,51.7,101,10,34.5,23,-1.6,11.4,1.013,21.0,12.2,-5.5,58.2,12.2,1292,9.72,6.0,13.040,23,2.6,8.3
108.0,55,161.3,10.7,67.5,51.4,101,24,40.7,23,-1.6,9.9,0.994,26.6,10.2,-0.8,52.2,10.5,1431,11.03,7.7,13.012,23,11.9,8.7
111.0,56,183.1,14.1,13.9,51.4,101,29,42.8,23,-1.6,7.8,0.994,31.3,8.8,0.1,51.0,9.5,1472,10.49,7.4,12.960,23,29.7,13.7
114.0,57,195.9,14.3,34.9,51.4,101,35,51.1,23,-1.6,8.2,1.005,29.9,9.1,-3.8,59.1,10.6,1737,14.14,7.1,12.960,23,8.5,13.7
117.0,57,213.4,13.9,45.8,51.3,101,39,60.0,23,-1.6,13.3,1.013,8.6,12.2,-3.1,72.2,12.5,1432,13.57,7.8,12.960,23,22.0,14.1
120.0,57,233.5,12.2,0.0,51.0,101,44,43.0,23,-1.6,12.5,1.002,10.8,11.2,-0.3,67.7,11.1,1312,12.18,5.1,12.902,23,24.2,13.6
123.0,58,247.0,7.5,0.0,51.0,101,47,37.0,23,-1.6,9.1,1.002,9.4,6.3,1.6,52.5,6.6,1297,9.46,0.4,12.819,23,0.0,11.0
126.0,59,250.5,11.2,16.4,51.2,101,47,51.1,23,-1.6,11.1,1.008,5.1,3.5,0.3,39.1,2.2,1292,6.31,0.4,12.960,23,0.0,6.7
129.0,59,267.0,17.4,19.0,51.3,101,48,73.8,23,-1.6,21.4,1.012,2.1,17.6,-6.2,85.4,18.8,1600,19.01,13.2,12.960,23,32.2,16.3
132.0,59,295.8,23.4,0.8,51.0,101,54,71.4,23,-1.6,22.7,0.993,7.2,18.5,0.5,83.1,18.8,1734,19.76,17.0,12.970,23,68.0,23.2
135.0,60,324.1,22.7,7.0,50.6,100,62,70.8,23,-0.5,18.9,0.999,14.9,9.9,1.3,59.6,11.8,1625,15.69,13.6,12.975,23,76.8,20.6
138.0,61,336.8,12.0,2.7,50.6,101,62,50.6,23,-0.7,12.8,0.645,12.6,0.9,-0.6,31.0,1.3,1312,7.27,6.5,12.960,23,0.0,7.1
141.0,61,333.0,6.3,0.0,50.8,101,57,28.5,23,-1.6,6.3,0.056,-8.5,0.0,-0.0,32.9,0.0,1226,5.53,0.4,12.960,23,0.0,6.6
144.0,62,323.2,6.2,0.0,51.4,101,40,29.8,23,-1.6,6.3,0.885,38.9,2.2,1.6,32.9,0.0,1195,5.56,0.4,12.960,23,0.0,6.3
147.0,63,319.2,5.5,0.0,51.4,101,39,29.3,23,-1.6,6.3,0.953,21.5,1.8,1.4,32.4,0.0,1195,5.56,0.4,12.960,23,0.0,6.3
150.0,63,320.0,9.0,5.8,51.4,101,37,42.6,23,-1.6,9.2,1.011,1.6,2.0,-0.6,35.2,0.9,1243,5.56,0.4,12.960,23,0.0,7.1
153.0,63,326.3,11.5,8.6,51.4,101,37,62.9,23,-1.6,16.9,1.005,10.6,14.9,-5.5,78.2,14.9,1438,15.83,7.2,12.960,23,12.0,12.0
156.0,63,341.0,10.6,0.0,51.4,101,44,50.9,23,-1.6,11.0,0.994,17.5,11.9,-0.2,67.8,12.7,1390,14.68,9.7,12.960,23,26.6,16.2
159.0,63,355.6,9.8,0.0,51.4,101,47,56.0,23,-1.6,12.5,0.995,18.1,5.1,2.4,50.3,6.5,1350,10.77,5.8,12.940,23,29.7,13.5
162.0,64,365.5,8.6,0.0,51.4,101,48,62.0,23,-1.6,10.3,0.999,14.0,0.0,1.8,35.7,0.0,1334,5.68,0.9,12.900,23,1.2,8.2
165.0,65,374.7,10.7,20.5,51.2,101,49,62.9,23,-1.6,8.2,0.999,12.4,1.5,1.9,34.8,0.6,1291,5.63,1.6,13.040,23,0.8,10.5
168.0,65,383.8,11.8,29.5,51.1,101,50,55.4,23,-1.6,12.9,1.000,17.0,11.4,-1.6,67.4,9.8,1413,6.76,1.1,12.897,23,0.8,10.4
171.0,65,392.3,8.8,0.0,51.4,101,52,26.7,23,-1.6,7.9,0.999,30.1,6.6,-2.0,47.6,6.6,1291,6.52,0.8,12.800,23,1.4,8.9
174.0,66,394.3,6.3,0.0,51.7,101,52,48.3,23,-1.6,10.5,1.005,27.1,7.4,-2.6,45.2,6.3,1251,7.56,2.2,12.820,23,3.2,7.5
177.0,67,408.4,10.8,0.0,51.8,101,53,62.5,23,-1.6,14.8,1.010,14.0,12.9,-3.0,72.9,13.3,1512,14.70,9.8,12.960,23,17.5,12.6
180.0,67,422.7,15.6,0.0,51.8,101,56,58.0,23,-1.6,14.5,0.995,18.1,8.2,1.6,67.8,8.3,1478,10.29,6.4,12.960,23,21.0,13.8
183.0,67,431.7,14.9,0.0,51.8,101,58,61.8,23,-1.6,12.5,0.994,21.1,10.9,2.0,66.5,9.7,1509,10.67,5.8,12.960,23,27.5,11.5
186.0,68,440.7,14.9,0.0,51.6,100,60,60.4,23,-1.6,12.5,0.995,22.5,13.3,2.1,67.1,13.6,1580,14.93,10.1,12.957,23,36.4,12.2
189.0,68,451.0,11.7,0.0,51.3,100,62,53.4,23,-1.6,13.1,1.000,20.0,13.3,1.6,67.0,13.3,1612,14.78,9.0,12.881,23,72.1,9.0
192.0,69,460.5,7.1,0.0,51.0,101,64,32.9,23,-1.6,7.1,1.010,29.0,8.9,-0.3,53.4,9.9,1380,11.26,6.3,12.911,23,67.8,7.5
195.0,70,461.9,6.7,0.0,51.0,101,63,30.2,23,-1.6,6.7,0.539,34.1,6.0,-1.8,42.2,6.7,1166,7.62,2.7,12.960,23,0.0,9.8
198.0,70,464.0,7.9,0.0,51.0,101,61,33.0,23,-1.8,6.7,0.202,34.1,5.5,-2.2,38.8,5.5,1137,6.84,2.4,12.960,23,0.0,8.9
201.0,70,464.0,8.3,0.0,51.1,101,58,42.8,23,-2.3,8.2,1.013,27.0,5.5,-0.0,38.4,1.5,1163,6.01,1.2,12.960,23,0.0,7.6
204.0,70,463.6,6.3,0.0,51.4,101,56,24.3,23,-0.8,6.5,1.003,17.9,2.6,3.5,31.4,0.0,1251,5.23,0.4,12.983,23,0.0,6.2
207.0,71,464.0,5.6,0.0,51.8,101,49,21.7,23,-1.8,5.4,0.996,10.5,0.0,6.7,23.4,0.0,1357,4.67,0.4,13.040,23,0.0,5.1
210.0,71,462.7,5.4,0.0,52.1,101,39,21.1,23,-3.9,5.1,0.997,10.5,0.0,5.5,23.2,0.0,1314,5.16,0.4,12.990,23,0.0,5.3
213.0,71,459.9,6.3,0.0,51.8,101,30,51.7,23,-0.0,13.1,1.007,15.3,9.6,-1.4,50.7,8.5,1708,12.68,5.5,12.935,23,0.0,6.7
216.0,71,465.7,9.0,0.0,51.6,101,33,40.6,23,0.6,12.9,1.006,12.8,12.1,-5.3,65.6,14.2,2056,21.57,14.5,12.882,23,0.0,13.7
219.0,71,462.8,8.6,0.0,51.4,101,35,27.7,23,-0.9,6.3,0.990,-1.0,0.0,-0.0,31.8,0.0,1213,5.62,0.4,12.960,23,0.0,9.5
222.0,72,455.4,6.2,0.0,51.4,101,32,25.9,23,-1.6,6.3,0.885,5.9,0.0,5.2,31.3,0.0,1232,5.56,0.8,12.960,23,0.0,6.1
225.0,72,450.4,5.1,0.0,51.7,101,22,23.5,23,-1.2,5.7,0.940,6.9,0.0,6.1,29.7,0.0,1167,5.22,1.1,12.960,23,0.0,5.5
228.0,72,447.7,4.9,0.0,52.1,101,10,26.3,23,-3.0,5.2,1.009,1.7,0.0,0.7,26.9,0.0,913,4.12,0.4,12.960,23,0.0,4.7
231.0,72,440.8,5.0,0.8,52.5,101,0,35.3,23,-10.2,5.9,1.010,-5.9,0.0,-0.8,47.8,0.0,841,4.52,0.4,12.916,23,1.9,5.2
234.0,73,431.8,5.9,4.2,52.2,101,0,36.1,23,-10.2,5.9,0.997,-2.1,0.0,4.3,46.0,0.0,846,4.76,0.4,12.903,23,3.6,5.8
237.0,73,422.8,5.6,1.3,52.2,101,0,34.4,23,-8.7,5.7,0.995,0.8,0.0,7.5,43.7,0.0,885,4.79,0.4,12.960,23,0.0,5.5
240.0,74,413.9,5.3,0.0,52.1,101,0,32.5,23,-6.7,5.5,1.002,1.6,0.0,4.6,42.0,0.0,876,4.54,0.4,12.960,23,0.0,5.5
243.0,74,406.1,5.1,0.0,51.8,101,0,31.4,23,-5.5,5.5,1.003,3.1,0.0,2.3,40.8,0.0,849,4.40,0.4,12.917,23,0.0,5.3
246.0,74,399.9,5.1,0.0,51.8,101,0,30.6,23,-4.9,7.3,1.000,14.4,5.9,1.2,47.3,5.0,1161,7.07,2.1,12.901,23,7.3,6.1
249.0,74,397.2,9.9,0.0,51.3,100,10,40.7,23,-3.0,8.4,1.002,24.7,9.9,-0.2,52.2,11.6,1657,12.14,6.3,12.960,24,39.1,11.8
252.0,74,397.7,13.1,4.2,51.0,100,21,52.6,23,-0.8,9.6,1.010,26.1,5.2,-0.8,37.6,9.8,1562,13.99,7.4,12.960,24,44.3,12.9
255.0,74,402.6,15.4,9.9,51.0,100,28,60.3,23,-0.8,18.0,0.999,14.6,15.3,-1.4,63.0,13.7,1613,15.62,10.7,12.923,24,64.1,15.7
258.0,74,415.6,20.8,0.0,50.6,100,35,64.7,23,-0.8,17.6,0.998,15.8,15.1,-0.9,69.9,15.1,1646,16.14,12.8,12.897,24,91.9,19.6
261.0,75,429.6,12.1,25.4,50.6,100,41,50.2,23,-0.8,13.5,0.998,21.9,13.4,-0.3,57.3,12.6,1596,13.93,9.6,12.960,24,78.2,13.7
264.0,75,437.5,6.9,26.8,50.6,100,44,27.0,23,-0.8,5.5,0.999,37.0,8.2,-1.6,41.6,7.8,1227,8.06,3.5,13.040,24,37.3,11.3
267.0,75,439.5,5.9,0.0,50.6,101,42,24.3,23,-0.8,5.9,0.309,7.7,3.2,-0.7,36.1,3.7,1219,6.81,2.4,13.040,24,2.0,8.3
270.0,75,427.2,5.9,0.0,51.2,101,34,25.8,23,-0.8,5.9,0.437,-1.2,0.0,4.5,31.0,0.0,1233,5.31,0.4,13.040,24,0.0,5.9
273.0,75,425.3,5.9,0.0,51.4,101,23,27.3,23,-0.8,5.9,0.924,8.8,0.0,9.8,30.6,0.0,1265,5.36,0.4,13.040,24,0.0,5.9
276.0,75,420.5,5.9,0.0,51.5,101,13,31.0,23,-0.8,6.6,1.013,6.5,0.0,-3.9,38.4,0.0,1026,5.15,0.4,12.982,24,0.0,5.9
279.0,75,417.2,6.9,0.3,51.8,101,8,43.9,23,-0.8,12.9,1.013,19.1,9.5,-1.9,50.6,9.1,1557,11.65,5.4,13.030,24,4.3,8.9
282.0,75,423.3,15.7,4.2,51.5,101,19,54.4,23,-0.8,14.3,1.006,21.5,12.4,-1.1,56.1,13.4,1782,15.05,10.1,13.097,24,13.4,15.5
285.0,75,426.6,11.4,1.8,51.4,101,28,43.6,23,-0.8,11.4,0.996,13.1,8.1,-1.3,48.0,8.5,1373,9.41,5.9,12.960,24,15.7,9.8
288.0,75,426.3,7.6,0.0,51.5,101,30,24.1,23,-1.5,4.9,0.987,-2.5,0.0,-0.0,22.4,0.0,1126,3.77,1.7,12.960,24,6.1,7.3
291.0,76,423.3,5.8,0.0,51.8,101,24,26.7,23,-5.5,6.3,0.979,4.8,0.0,4.6,29.3,0.0,1160,4.74,0.4,12.960,24,0.0,5.4
294.0,77,419.0,5.1,0.0,51.8,101,13,29.1,23,-5.0,5.6,0.997,6.6,0.0,3.4,35.8,0.0,1089,5.31,0.4,12.960,24,0.0,5.1
297.0,77,413.4,5.7,0.0,52.0,101,5,34.6,23,-3.7,6.5,1.010,8.2,0.8,-3.1,40.9,0.0,812,4.13,0.4,12.960,24,0.0,5.1
300.0,77,408.0,7.9,0.0,52.2,101,5,43.8,23,-0.8,10.6,0.999,27.0,11.0,-3.1,49.4,8.4,1433,9.03,3.9,12.912,24,10.7,7.7
303.0,77,408.6,13.0,0.0,51.8,100,18,63.4,23,-0.8,15.4,0.999,18.1,14.1,-3.5,62.3,13.8,1648,13.50,8.4,12.907,24,34.2,12.1
306.0,77,418.7,15.3,0.0,51.3,100,26,59.5,23,-0.8,14.2,0.997,21.6,13.0,-3.7,64.2,13.7,1517,14.58,11.3,12.960,24,78.7,17.3
309.0,77,420.0,12.6,0.0,51.0,100,33,52.9,23,-0.8,9.9,0.995,40.5,4.3,-3.1,23.9,2.0,1113,3.55,0.4,12.960,24,29.4,10.6
312.0,77,420.8,9.1,0.0,51.0,101,36,43.9,23,-0.8,10.6,1.011,25.5,8.8,-2.0,45.9,7.4,1181,6.78,2.9,13.000,24,0.0,6.4
315.0,78,424.1,7.8,0.0,51.0,101,40,38.8,23,-0.8,9.2,1.001,24.5,8.8,-0.3,50.5,9.3,1204,8.62,4.6,13.016,24,0.2,7.8
318.0,78,427.2,9.1,0.0,51.3,101,41,34.8,23,-0.8,6.9,0.997,30.3,7.9,0.5,44.2,8.3,1184,7.73,3.8,12.960,24,0.8,9.4
321.0,78,430.4,6.8,0.0,51.4,101,43,27.5,23,-2.1,5.3,0.973,36.6,8.0,1.3,39.4,8.6,1212,7.64,5.1,12.960,24,0.8,9.1
324.0,78,430.7,5.6,0.0,51.4,101,44,16.6,23,-5.5,5.9,0.884,39.5,6.7,14.1,30.2,7.5,1177,6.61,4.1,12.960,24,1.9,8.3
327.0,78,427.8,7.8,0.0,51.4,101,44,34.5,23,-1.8,6.5,0.973,28.0,2.7,10.5,27.4,3.7,1217,5.23,2.4,12.935,24,2.4,7.1
330.0,78,423.1,5.9,0.0,51.4,101,40,28.8,23,-0.8,6.3,0.517,8.9,0.0,5.0,27.0,0.0,1244,4.40,0.5,12.890,24,0.0,5.5
333.0,78,416.9,5.9,0.0,51.8,101,30,23.0,23,-0.8,4.9,0.234,-4.0,0.0,0.3,29.7,0.0,1194,5.19,1.2,12.960,24,0.0,5.9
336.0,78,413.4,9.2,0.2,52.3,101,18,23.5,23,-0.7,2.9,1.013,18.0,0.0,2.3,20.8,0.0,1013,4.03,6.5,12.960,24,2.6,10.9
339.0,78,416.5,15.7,1.7,52.5,101,20,45.5,23,-0.0,13.7,0.999,23.3,9.6,-0.3,43.7,8.6,1463,9.76,9.9,12.960,24,9.7,14.9
342.0,78,419.6,11.8,15.8,52.3,101,29,35.2,23,-0.5,11.0,1.003,30.1,12.3,-2.6,50.9,12.2,1677,11.87,8.8,12.976,24,17.7,13.3
345.0,78,422.7,7.2,5.9,52.2,101,33,25.9,23,-0.8,8.1,1.004,28.5,7.9,-2.9,40.2,7.7,1379,3.78,1.2,13.040,24,0.0,5.1
348.0,78,422.2,5.2,0.0,52.2,101,31,23.1,23,-0.8,6.6,1.000,9.5,0.0,0.8,31.4,0.0,1226,5.58,0.0,12.983,23,0.0,5.8
351.0,78,420.0,5.6,0.0,52.2,101,24,29.8,23,-0.8,9.4,1.013,26.9,6.0,-3.6,36.3,0.0,1297,5.28,0.2,12.924,23,0.0,5.8
354.0,78,419.5,3.9,0.0,52.5,101,20,19.9,23,-4.6,5.9,1.001,18.5,4.2,-0.5,29.9,0.0,1157,4.16,0.5,12.910,23,0.1,4.6
357.0,78,412.2,4.4,0.0,52.5,101,13,22.8,23,-4.8,5.4,0.994,12.2,2.4,3.3,20.7,1.1,813,2.23,0.8,13.040,23,1.2,2.7
360.0,78,408.0,7.0,0.0,52.4,101,8,36.3,23,-0.8,9.5,1.000,34.5,11.0,-6.2,38.8,10.6,1762,9.55,4.7,12.987,23,12.3,7.2
363.0,79,408.5,11.1,0.0,52.2,101,18,47.8,23,-0.8,11.4,0.999,25.7,11.0,-3.7,46.9,10.8,1534,9.77,5.1,12.960,23,14.1,10.7
366.0,79,411.2,11.8,0.0,51.8,101,25,33.5,23,-0.8,11.4,0.995,21.3,9.3,-2.3,44.6,9.2,1373,8.73,3.5,12.938,23,0.0,9.6
369.0,79,412.0,6.9,0.0,51.8,101,29,22.2,23,-2.8,9.0,0.988,17.4,5.9,-0.0,30.9,5.4,1405,4.95,3.5,12.800,23,0.0,3.9
372.0,79,408.9,3.5,0.0,51.8,101,28,17.1,23,-6.2,3.6,0.979,5.5,0.0,14.1,18.0,0.0,1038,2.66,1.3,12.961,23,1.2,3.7
375.0,80,403.4,3.8,0.0,51.8,101,22,16.5,23,-6.2,4.3,0.979,3.3,0.0,8.2,21.9,0.0,1052,2.95,0.6,12.971,23,1.5,3.9
378.0,80,399.7,5.9,0.0,52.2,101,16,23.7,23,-3.0,6.3,0.979,20.3,4.0,2.3,27.4,3.2,1226,4.32,1.7,12.908,23,0.7,4.9
381.0,80,397.5,6.8,0.0,52.2,101,16,27.2,23,-0.8,7.4,0.984,39.8,7.5,-2.0,32.3,8.5,1575,7.19,5.1,13.040,23,3.1,7.5
384.0,80,394.7,6.3,2.1,52.2,101,20,26.0,23,-0.8,6.3,0.999,39.0,0.0,-0.0,27.1,0.0,1151,4.11,2.3,12.991,23,1.9,5.6
387.0,80,391.6,3.5,8.8,52.2,101,20,14.1,23,-5.5,4.3,0.997,18.9,0.0,2.1,22.0,0.0,1120,2.78,0.7,12.960,23,1.2,3.5
390.0,80,383.1,3.5,2.8,52.2,101,12,18.4,23,-5.5,3.5,1.003,2.7,0.0,0.2,21.1,0.0,991,2.64,0.4,12.950,23,2.7,3.5
393.0,80,379.9,3.3,12.1,52.3,101,4,21.1,23,-5.5,3.1,1.011,-2.3,0.0,-9.3,32.2,0.0,613,2.43,0.8,12.800,23,4.1,3.2
396.0,80,374.1,3.8,23.0,52.5,101,0,18.3,23,-5.5,0.4,0.999,9.5,0.0,-0.0,80.7,0.0,439,1.39,1.0,12.633,23,2.6,7.1
399.0,80,367.8,6.3,0.0,52.5,101,0,0.1,12,-0.4,4.3,0.999,9.5,0.0,0.0,54.2,0.0,209,0.71,1.2,12.480,23,0.0,12.5
402.0,80,368.0,6.3,0.0,52.5,101,0,0.0,8,2.3,6.7,0.999,9.5,0.0,0.0,0.0,0.0,0,0.66,1.2,12.481,23,0.0,12.5
405.0,80,368.0,6.3,0.0,52.5,101,0,0.1,8,2.3,6.7,0.999,9.7,0.1,-0.0,0.4,0.1,20,0.79,1.2,12.480,23,0.0,12.5
408.0,79,362.9,6.3,0.0,52.5,101,0,0.0,8,2.3,6.7,0.999,9.5,0.0,-0.0,0.1,0.0,8,0.72,1.2,12.484,23,0.0,12.5
411.0,80,365.6,6.3,0.0,52.5,101,0,0.3,8,2.2,6.7,0.999,9.5,0.0,0.0,0.0,0.0,0,0.66,1.2,12.480,23,0.0,12.5
414.0,80,368.0,6.3,0.0,52.5,101,0,0.1,8,2.3,6.7,0.999,9.7,0.1,-0.0,0.4,0.1,19,0.78,1.2,12.480,23,0.0,12.5
417.0,79,363.4,6.3,0.0,52.5,101,0,0.0,8,2.3,6.7,0.999,9.5,0.0,-0.0,0.1,0.0,8,0.71,1.2,12.484,23,0.0,12.5
420.0,80,366.0,6.3,0.0,52.5,101,0,9.5,0.0,0.0,0.0,0.0,0,0.66,1.2,12.480,23,0.0,12.5
423.0,80,368.0,6.3,0.0,52.5,101,0,12.480,23,0.0,12.5
