BlueDriver Data Log
Dec 3, 2018 6:22:48 PM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Absolute Throttle Position B (%),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Engine RPM (rpm),Accelerator Pedal Position D (%),Control Module Voltage (V)
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.2,13.3,13.49,24,0.300,12.7,24.7,9,60.7,13.1,69,16.0,52.7,-0.8,12.4,1.008,-2.2,8.0,7.7,34.2,102,18,2.200,21.0,0.999,99.2,1524,13.3,13.229
34.4,0.0,3.60,23,0.309,4.3,26.3,8,19.7,4.0,71,16.0,17.2,-1.6,4.5,0.993,1.9,0.4,0.0,0.5,102,25,2.166,8.8,0.996,99.2,1170,0.0,12.960
51.6,10.7,10.61,21,0.334,10.0,26.2,6,39.9,6.5,72,65.2,23.7,-3.8,5.6,0.993,-0.7,1.0,0.0,2.5,102,28,2.137,20.7,0.996,99.2,1552,11.2,12.996
68.8,0.0,2.81,21,0.250,3.5,27.1,6,24.7,3.7,74,112.0,20.1,-6.3,3.8,1.828,-1.7,0.4,0.0,0.0,102,12,2.109,-0.8,0.868,99.2,857,0.0,12.921
86.0,7.2,7.71,20,0.804,11.7,26.4,5,63.5,14.1,74,171.4,62.9,1.0,15.1,0.997,-3.2,11.3,35.5,0.0,101,35,2.197,10.3,0.999,99.2,1426,14.5,12.883
103.2,0.0,2.63,20,0.017,3.5,28.6,5,23.7,3.6,75,188.0,20.7,-5.2,3.7,1.308,-0.5,0.6,0.0,0.0,102,11,2.984,-9.1,0.285,99.2,919,0.0,12.911
120.4,2.5,3.30,21,0.671,4.1,28.9,5,29.2,3.2,75,172.4,22.0,-4.7,3.1,1.009,-1.4,0.8,0.0,0.0,102,0,2.226,11.1,0.993,99.2,645,3.3,12.830
137.6,8.7,8.90,20,0.539,8.9,27.3,5,36.9,5.7,75,236.1,20.1,-2.8,6.0,1.015,-0.7,2.4,9.1,13.1,102,43,3.008,0.7,0.378,99.2,1279,4.6,12.960
154.8,10.2,9.01,19,0.730,9.5,27.6,4,48.9,9.3,75,274.1,38.2,-0.8,9.1,0.999,-4.0,6.5,11.8,2.7,102,48,2.202,23.9,1.003,99.2,1321,10.0,12.960
172.0,0.0,3.20,19,0.000,3.9,28.9,4,18.6,3.9,78,288.4,15.6,-3.1,3.9,1.999,0.0,0.8,0.0,0.0,102,32,3.752,-10.6,0.000,99.2,1153,0.0,12.960
189.2,0.0,2.38,20,0.753,3.4,29.5,4,27.3,3.0,78,261.6,21.1,-7.8,3.1,0.997,3.1,0.8,0.0,0.0,102,0,2.180,5.6,1.004,99.2,671,0.0,12.955
206.4,13.3,12.87,19,0.770,14.5,27.1,4,73.7,14.6,78,291.5,41.2,-0.8,10.1,1.021,-2.6,7.5,17.9,12.0,102,39,2.231,13.2,0.999,99.2,1337,11.9,12.880
223.6,9.7,9.89,19,0.657,5.4,27.8,4,23.4,3.9,80,298.5,14.9,-3.1,3.9,1.999,0.0,2.1,0.0,0.0,102,33,2.683,6.7,0.581,99.2,1253,7.6,13.017
240.8,0.0,2.17,19,0.786,3.1,30.6,4,27.9,3.1,80,273.9,22.0,-8.4,3.1,1.007,-2.2,0.8,0.0,0.0,102,0,2.201,1.8,1.002,99.2,573,0.0,12.819
258.0,0.0,2.16,19,0.693,3.1,30.6,4,27.8,3.1,80,248.2,21.2,-8.6,3.1,0.997,-1.3,0.8,0.0,0.0,102,0,2.165,2.4,1.001,99.2,606,0.0,12.926
275.2,11.1,10.59,19,0.750,10.3,29.3,4,38.1,4.9,81,258.8,16.1,-2.7,5.6,1.005,-0.6,3.2,0.6,3.5,102,28,2.060,23.5,1.008,99.2,1384,11.0,12.960
292.4,2.1,3.47,19,0.543,4.2,29.6,4,20.8,3.9,82,268.0,15.7,-3.1,3.9,0.993,-0.4,0.9,0.1,0.0,102,28,2.864,15.0,0.998,99.2,1106,5.2,12.924
309.6,8.6,6.87,19,0.745,8.8,30.6,4,42.4,9.1,83,253.6,34.7,-0.8,9.1,0.996,-3.8,5.5,2.5,7.0,102,9,2.213,34.6,1.004,99.2,1207,7.5,12.960
326.8,4.2,3.96,19,0.147,4.6,28.9,4,22.9,3.7,84,270.1,15.4,-5.8,3.5,0.970,5.2,0.7,0.0,0.0,102,26,2.151,4.0,0.979,99.2,1005,4.7,12.960
344.0,0.0,2.36,19,0.726,3.2,29.9,4,20.1,3.3,84,258.1,19.1,-7.8,3.6,0.971,0.4,0.8,0.0,0.0,102,16,2.174,2.8,1.000,99.2,926,0.0,12.880
361.2,0.0,2.28,19,0.724,3.1,30.2,4,28.3,3.1,85,238.0,22.0,-7.8,3.1,0.994,-1.8,0.8,0.0,0.0,102,0,2.172,0.9,0.999,99.2,601,0.0,12.880
378.4,12.5,11.87,19,0.739,12.6,28.2,4,59.1,12.1,85,237.3,49.7,-0.8,11.9,0.995,-3.3,8.2,13.7,36.3,102,21,2.171,21.1,1.006,99.2,1449,12.6,12.897
395.6,7.3,8.29,18,0.804,4.8,26.1,3,18.1,3.9,87,321.0,13.7,-3.1,3.9,1.999,0.0,0.8,0.0,0.0,102,56,1.873,19.0,0.901,99.2,1347,11.2,12.960
412.8,14.3,14.40,18,0.702,14.9,25.8,3,70.8,13.9,87,361.5,57.7,-1.0,14.8,0.998,-3.1,12.5,48.3,0.0,101,61,2.199,15.0,0.996,99.2,1520,14.4,12.960
430.0,14.3,14.42,17,0.689,14.3,25.5,2,64.5,15.3,87,408.5,60.3,1.6,16.8,1.000,-3.0,14.6,66.5,48.1,101,68,2.203,15.9,0.999,99.2,1624,13.0,12.960
447.2,0.0,3.00,17,0.000,3.6,28.0,2,16.9,3.5,87,407.6,14.9,-3.1,3.9,1.999,0.0,0.8,0.0,0.0,102,40,3.641,-11.8,0.000,99.2,1197,0.0,12.958
