BlueDriver Data Log
Oct 24, 2018 6:45:44 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,,,,,,,,,,,,
3.0,43,0.0,5.1,0.0,93.7,101,5,26.1,21,-3.4,5.1,0.997,8.7,0.0,-0.8,29.7,0.0,1077,4.41,0.4,12.958,,,
6.0,43,0.0,5.1,0.0,93.7,101,0,30.2,21,-7.0,5.1,0.999,1.3,0.0,-0.5,38.8,0.0,850,4.26,0.4,12.893,23,0.0,5.1
9.0,43,0.0,5.0,0.0,93.7,101,0,28.9,21,-7.0,5.1,0.999,5.2,0.0,4.7,35.2,0.0,837,4.08,0.4,12.925,23,0.0,4.9
12.0,44,0.0,4.7,0.0,93.7,101,1,27.1,21,-6.4,4.8,0.999,6.2,0.0,5.5,35.7,0.0,837,3.89,0.4,12.960,23,0.0,4.7
15.0,45,0.0,4.7,0.0,93.4,101,0,27.1,21,-7.0,4.7,0.999,7.1,0.0,5.5,34.8,0.0,835,3.72,0.4,12.963,23,0.0,4.7
18.0,45,0.0,4.7,0.0,93.5,101,0,34.0,21,-5.2,6.5,0.998,8.5,1.9,4.4,36.4,0.8,856,3.70,0.4,13.037,23,0.0,4.7
21.0,45,0.0,8.7,12.9,93.6,101,4,50.6,21,-0.7,11.7,0.996,18.9,13.8,-4.6,56.6,13.9,1817,15.10,5.9,12.989,23,7.1,9.8
24.0,46,0.0,17.9,41.7,93.3,101,24,68.1,21,0.8,17.5,0.996,11.0,16.1,-6.6,72.2,16.4,1737,17.27,11.9,12.927,22,30.3,16.9
27.0,47,0.0,22.5,0.0,93.6,101,33,72.4,21,0.8,21.5,0.996,7.8,18.6,-4.8,83.1,18.8,1702,19.56,17.0,12.893,21,71.9,22.5
30.0,48,0.0,24.4,0.0,93.7,101,42,74.2,21,0.8,25.2,0.996,8.9,20.8,0.9,83.9,20.8,1875,21.68,20.5,12.960,21,83.9,24.8
33.0,48,0.0,26.7,0.0,93.7,101,50,73.8,21,0.8,25.8,0.996,8.5,20.7,1.6,82.4,21.3,1848,21.79,22.5,12.854,21,88.5,27.6
36.0,49,0.0,29.2,0.0,93.7,101,56,74.3,21,0.8,28.7,0.996,9.6,22.5,1.0,84.2,22.8,1994,23.55,24.4,12.877,21,89.8,29.5
39.0,51,0.0,30.1,0.0,93.7,101,61,75.1,20,0.8,29.8,0.996,10.0,23.9,0.1,85.4,24.1,2113,25.29,26.5,12.960,21,89.7,30.2
42.0,53,0.0,32.2,0.0,93.5,101,62,46.0,20,-0.5,20.4,0.633,4.7,18.8,-0.6,73.6,21.3,2115,24.66,29.0,12.960,20,88.1,32.8
45.0,53,0.0,21.4,0.0,93.3,101,59,12.8,20,-2.3,5.1,0.000,-8.5,0.0,-0.0,15.4,0.0,1667,4.13,7.4,12.960,20,32.4,15.9
48.0,54,0.0,4.7,0.0,93.3,101,49,14.3,20,-2.3,4.7,0.010,-7.2,0.0,0.0,16.7,0.0,1545,4.00,0.4,12.960,20,0.0,4.7
51.0,55,0.0,4.7,0.0,93.3,101,40,17.4,20,-2.3,4.7,0.000,-6.6,0.0,0.0,19.6,0.0,1349,3.90,0.4,12.988,21,0.0,4.7
54.0,55,0.0,5.0,1.2,93.3,101,35,32.0,20,-1.6,8.7,0.396,-2.4,4.0,-3.1,32.0,0.5,1210,4.11,0.4,13.051,21,0.0,4.7
57.0,56,0.0,5.5,3.2,93.3,101,32,42.3,20,-0.8,14.0,0.996,4.4,13.0,-10.8,61.3,2.4,1299,5.37,0.8,12.802,21,0.0,4.7
60.0,56,0.0,6.2,4.4,93.3,101,32,38.2,20,-0.8,13.6,0.996,3.6,13.9,-9.2,76.3,10.5,1375,10.89,5.7,12.933,21,0.0,5.0
