BlueDriver Data Log
Dec 6, 2018 5:38:08 PM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Absolute Throttle Position B (%),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Engine RPM (rpm),Accelerator Pedal Position D (%),Control Module Voltage (V)
739.6,21.0,27.24,16,0.704,25.4,32.9,14,81.9,25.7,86,587.6,70.3,-1.1,25.3,1.000,0.0,20.3,89.1,3.4,100,124,2.192,17.7,1.000,99.2,2363,20.8,12.948
756.8,20.6,26.07,16,0.698,25.3,30.4,14,79.2,24.7,86,604.0,69.1,-0.8,24.3,1.008,0.2,20.1,55.9,30.3,101,122,2.176,17.4,0.998,99.2,2335,20.9,12.960
774.0,5.0,10.57,16,0.230,12.7,29.5,14,45.2,16.6,86,608.8,52.6,-2.4,20.7,0.994,0.2,18.3,72.4,14.5,100,125,2.182,15.5,1.001,99.2,2399,2.0,12.960
791.2,22.4,29.13,16,0.705,28.8,31.6,14,83.7,28.8,86,616.0,73.7,-1.6,28.6,0.999,0.7,23.9,87.8,0.2,100,116,2.186,15.5,0.997,99.2,2516,22.7,12.944
808.4,22.5,29.41,16,0.705,25.3,30.9,14,73.3,23.9,86,625.5,66.5,-1.3,26.2,1.001,0.8,22.2,76.2,8.3,100,121,2.184,16.4,1.002,99.2,2572,22.7,12.820
825.6,14.1,16.87,17,0.618,16.2,28.5,14,55.2,15.5,86,614.4,23.0,-3.9,6.7,1.240,0.6,4.6,18.4,0.0,101,121,2.156,34.1,0.999,99.2,2292,11.2,12.888
842.8,16.6,21.19,17,0.842,14.5,30.5,14,47.3,8.4,86,592.4,15.7,-5.5,6.9,1.665,-0.2,1.8,2.0,0.0,101,114,3.438,25.9,0.891,99.2,2125,13.7,12.960
860.0,5.7,9.53,17,0.070,12.3,29.4,14,47.8,16.0,86,585.1,55.7,-1.6,20.9,1.006,0.9,18.5,23.7,4.3,101,116,2.220,4.1,0.152,99.2,2127,1.4,12.960
877.2,22.1,28.16,17,0.713,27.7,30.4,14,85.2,28.5,86,573.5,74.1,-1.5,28.8,1.005,-0.7,24.3,87.1,0.0,100,110,2.167,13.8,1.002,99.2,2422,22.4,12.880
894.4,20.4,25.34,17,0.705,24.9,30.2,14,79.2,24.8,86,588.1,73.6,-0.8,28.6,0.995,1.6,23.8,87.0,0.0,100,115,2.176,12.8,1.008,99.2,2320,21.2,12.981
911.6,14.6,17.71,17,0.750,19.6,29.6,14,68.1,21.4,86,595.1,67.1,-1.2,23.7,1.003,1.6,19.8,85.8,0.0,100,118,2.251,16.2,0.994,99.2,2206,13.2,13.031
928.8,19.8,24.22,17,0.712,24.1,29.6,14,78.9,24.2,86,596.0,68.9,-0.8,23.9,0.993,1.6,19.1,88.8,4.3,100,114,2.191,15.2,0.999,99.2,2178,19.8,12.904
946.0,20.1,25.94,17,0.689,25.4,30.8,14,79.8,26.0,86,600.0,71.2,-1.4,26.6,1.000,0.1,21.6,86.0,3.2,100,118,2.188,14.4,0.996,99.2,2283,20.1,12.906
963.2,18.8,23.50,17,0.752,22.8,30.0,14,76.9,22.6,86,584.6,68.4,-0.8,22.8,1.002,0.0,19.3,66.9,31.8,100,108,2.176,17.9,0.994,99.2,2188,18.9,12.930
980.4,21.1,26.28,17,0.722,26.5,29.8,14,81.1,26.4,86,600.1,70.6,-0.8,26.6,0.996,1.7,22.5,0.0,6.9,101,110,2.177,14.0,1.001,99.2,2324,21.2,12.880
997.6,1.4,4.93,16,0.020,5.1,30.7,14,14.6,12.6,86,593.1,53.3,-3.4,18.0,0.953,2.5,8.0,0.0,0.0,101,123,2.695,-1.4,0.000,99.2,2270,1.2,12.960
1014.8,18.0,22.46,17,0.689,21.6,30.2,14,75.6,21.5,86,580.0,66.5,-0.8,21.5,0.999,-0.9,17.3,69.4,9.4,100,111,2.196,18.0,0.997,99.2,2149,18.4,12.940
1032.0,0.7,6.76,17,0.692,7.5,30.1,14,26.3,10.5,86,588.0,41.5,-2.1,16.6,0.977,-0.4,13.3,20.2,1433.3,101,119,2.199,21.5,0.997,99.2,2298,17.6,12.880
1049.2,15.1,18.14,17,0.685,17.2,30.6,14,64.3,18.1,86,570.1,61.8,-2.0,19.8,1.005,0.5,15.5,36.6,266.1,101,108,2.199,18.6,1.000,99.2,2065,15.2,12.959
1066.4,22.0,28.26,16,0.690,27.8,28.9,14,83.8,27.8,86,594.9,72.9,-1.6,27.5,0.998,-0.2,22.6,88.2,6.8,100,116,2.179,14.5,0.997,99.2,2461,22.4,12.826
1083.6,17.3,22.99,16,0.708,20.6,28.3,14,70.1,20.5,86,604.0,62.0,-3.1,20.8,1.001,2.0,16.0,16.7,0.8,101,123,2.191,21.4,0.998,99.2,2329,16.5,12.958
1100.8,11.4,13.44,16,0.681,12.2,28.2,14,41.4,14.7,86,596.0,54.5,-1.9,19.2,1.011,0.4,15.9,60.5,4.9,100,124,2.178,19.4,0.999,99.2,2360,19.5,12.960
1118.0,19.2,24.64,16,0.715,22.7,28.6,14,76.5,22.7,86,602.6,61.3,-2.1,20.8,1.005,-0.4,16.6,91.5,17.4,100,123,2.187,19.3,1.001,99.2,2355,19.0,12.960
1135.2,20.4,25.59,16,0.691,23.0,27.5,14,74.2,16.7,86,608.0,58.3,-1.9,21.2,1.001,1.3,17.6,62.9,6.2,100,117,2.185,17.4,1.004,99.2,2297,20.3,12.960
1152.4,19.3,23.98,16,0.695,18.5,28.5,14,54.6,13.8,86,600.0,52.8,-3.1,17.2,1.015,-0.3,13.1,10.3,11.7,101,116,2.186,21.4,0.989,99.2,2202,19.2,12.960
1169.6,0.0,4.63,16,0.000,5.4,30.1,14,19.1,8.1,86,574.6,29.1,-4.1,10.5,1.343,2.7,6.5,7.9,21.1,101,119,2.309,19.1,0.956,99.2,2419,0.0,13.175
1186.8,18.7,23.03,16,0.735,22.2,30.0,14,75.0,20.4,86,560.9,43.7,-3.1,15.0,0.994,3.4,16.1,34.0,0.0,101,102,2.161,16.2,1.012,99.2,2027,19.2,13.650
1204.0,17.5,20.41,16,0.700,20.3,28.8,14,76.0,22.0,87,584.0,70.7,-0.8,24.1,1.011,0.0,20.4,91.4,0.2,100,98,2.190,14.3,0.995,99.2,2109,20.1,13.760
1221.2,17.4,20.64,16,0.692,20.6,28.2,14,73.3,21.3,87,588.2,69.8,-0.8,22.9,1.011,-1.3,18.6,50.6,0.0,100,108,2.200,16.1,0.998,99.2,2079,17.9,13.760
1238.4,6.1,6.12,16,0.088,8.1,26.1,14,23.0,10.2,87,576.3,31.6,-3.3,10.2,1.143,0.6,5.4,6.6,19.2,101,113,2.716,18.0,0.534,99.2,2093,3.1,13.715
1255.6,6.7,5.96,16,0.859,6.5,26.4,14,20.7,6.3,86,521.7,17.1,-5.5,6.0,1.216,-0.6,2.0,3.2,3.5,101,100,2.873,35.9,0.947,99.2,1873,6.5,13.635
1272.8,15.7,16.96,16,0.705,17.2,26.8,14,68.0,17.1,86,533.6,60.0,-3.1,17.0,1.000,1.6,13.5,42.5,25.0,101,94,2.182,18.8,0.999,99.2,1800,15.8,13.760
1290.0,18.8,21.84,16,0.749,22.7,25.5,14,78.9,22.4,87,532.2,68.1,-1.1,21.8,0.994,-0.2,18.2,67.4,22.9,101,83,2.191,14.1,1.002,99.2,1921,19.1,13.760
1307.2,21.4,25.10,16,0.716,26.0,25.9,14,65.8,17.4,87,556.2,67.0,-1.7,22.3,1.000,-0.9,20.6,82.7,16.8,100,78,2.184,10.6,0.998,99.2,2015,21.3,13.693
1324.4,25.2,23.61,16,0.688,30.0,25.3,14,76.3,27.8,87,588.6,70.4,-1.5,28.4,1.007,-2.7,29.6,90.5,1.8,100,79,2.211,7.7,0.988,99.2,1952,25.3,13.760
1341.6,20.7,22.89,16,0.722,25.5,25.2,14,81.4,25.1,87,608.5,71.4,-0.8,25.3,0.996,1.0,22.3,91.0,12.6,100,79,2.185,10.4,1.001,99.2,2002,20.8,13.760
1358.8,19.6,20.29,16,0.708,20.8,22.5,14,58.1,16.9,87,616.0,44.6,-1.7,18.3,0.941,-3.7,17.9,28.9,23.4,100,88,2.228,10.2,0.989,99.2,1814,20.3,13.760
1376.0,16.4,16.54,16,0.702,17.8,23.6,14,67.9,17.9,87,617.8,62.4,-2.7,18.9,1.004,-0.5,15.5,93.8,5.5,99,92,2.154,16.3,1.001,99.2,1770,16.8,13.839
1393.2,1.5,3.62,16,0.197,4.6,26.2,14,20.3,4.9,87,575.9,18.4,-3.7,4.1,1.431,1.5,0.8,0.0,0.0,100,76,2.943,-9.4,0.117,99.2,1396,0.1,13.821
1410.4,5.1,3.63,17,0.054,5.3,28.0,14,28.1,5.9,87,524.1,23.3,-4.6,5.7,1.765,0.0,1.7,1.0,0.7,100,38,3.621,-11.5,0.047,99.2,1191,0.5,13.760
1427.6,4.1,4.43,17,0.824,4.6,28.4,14,26.8,3.7,86,476.7,21.4,-7.1,4.1,0.917,-3.0,0.8,0.0,0.0,100,4,2.135,8.3,1.013,99.2,834,4.3,13.680
1444.8,4.3,4.23,17,0.698,5.1,27.8,14,22.2,4.5,86,437.8,17.4,-9.7,4.3,0.993,6.9,0.4,0.4,0.0,100,8,2.121,9.8,1.003,99.2,1122,4.3,13.760
1462.0,18.5,19.64,17,0.725,20.4,26.4,14,74.8,20.4,86,420.0,66.3,-1.5,20.0,0.997,-0.7,17.9,39.6,0.0,100,31,2.180,11.5,1.003,99.2,1876,18.7,13.760
1479.2,21.8,23.76,16,0.724,27.3,24.8,14,84.7,27.4,87,509.8,73.7,-0.8,27.1,1.000,1.6,23.1,90.3,0.7,99,72,2.190,9.9,1.001,99.2,2061,21.9,13.726
1496.4,23.1,26.72,16,0.719,29.0,23.9,14,84.7,29.0,87,573.7,72.7,-0.8,29.0,0.999,2.1,24.7,89.6,1.5,99,90,2.184,12.9,0.999,99.2,2274,23.2,13.776
1513.6,22.9,27.48,16,0.705,29.0,23.5,14,84.8,27.8,87,609.6,71.6,-0.8,26.9,0.999,0.0,23.1,89.8,0.0,99,101,2.194,13.4,0.997,99.2,2347,23.0,13.694
1530.8,21.2,24.94,15,0.707,26.3,24.7,14,81.9,26.3,87,618.3,70.2,-0.8,26.3,1.002,1.9,22.0,91.0,6.7,99,96,2.177,13.8,1.000,99.2,2184,21.2,13.764
1548.0,25.4,30.77,15,0.698,33.7,24.3,14,84.8,33.6,87,642.0,73.5,-1.6,34.1,1.000,0.8,29.0,88.2,0.0,99,84,2.182,15.3,0.997,99.2,2601,25.8,13.760
1565.2,22.4,30.48,15,0.710,30.2,22.7,14,78.8,30.2,87,664.8,69.0,-1.6,30.2,0.998,0.0,24.7,88.6,6.7,98,82,2.181,19.7,1.000,99.2,2793,22.7,13.760
1582.4,23.5,31.92,14,0.712,31.0,22.7,14,78.5,31.4,87,676.0,67.7,-1.6,31.0,0.996,0.8,25.1,88.6,11.5,98,82,2.189,21.0,0.999,99.2,2890,23.9,13.760
1599.6,23.9,31.84,14,0.705,32.2,22.0,14,79.4,32.2,86,680.0,68.9,-1.6,31.7,0.999,-0.2,25.9,23.1,2.0,98,84,2.184,20.5,0.997,99.2,2881,23.9,13.724
1616.8,24.3,32.47,14,0.725,32.5,20.4,14,80.8,32.5,86,684.0,69.8,-1.6,32.2,0.994,-0.3,26.5,87.1,3.9,97,84,2.183,20.8,0.997,99.2,2903,24.7,13.789
1634.0,24.3,31.93,14,0.705,32.8,20.0,14,80.7,32.8,86,688.0,69.8,-1.6,32.7,1.001,0.0,26.9,87.2,1.1,97,85,2.197,19.9,0.998,99.2,2866,24.7,13.840
1651.2,10.8,9.75,14,0.303,11.3,23.2,14,47.8,13.1,87,667.4,31.0,-2.3,7.0,1.028,-0.6,4.6,0.0,0.0,97,92,2.090,38.3,0.982,99.2,1715,10.2,13.761
1668.4,5.6,4.89,15,0.084,5.9,26.0,14,22.7,5.1,88,620.9,13.6,-5.5,4.8,1.363,2.4,1.1,15.9,0.8,97,100,3.396,-9.1,0.033,99.2,1863,1.2,13.767
1685.6,0.9,3.42,15,0.254,4.3,26.8,14,13.2,4.1,86,567.0,12.3,-5.5,4.4,1.320,0.6,1.1,38.9,77.2,97,94,2.347,17.8,0.970,99.2,1774,0.3,13.752
1702.8,9.3,8.15,15,0.835,7.8,27.8,14,28.9,5.7,86,522.7,25.7,-2.3,7.4,0.956,-4.4,4.3,96.5,23.3,96,88,2.036,39.0,1.004,99.2,1698,9.4,13.695
1720.0,0.0,3.08,15,0.294,3.9,28.6,14,11.6,3.9,86,505.3,9.6,-5.5,3.9,1.999,0.0,0.4,0.0,0.0,98,92,3.536,-8.8,0.139,99.2,1699,1.7,13.840
1737.2,8.1,6.59,15,0.114,6.6,28.6,14,28.3,3.4,86,475.5,12.2,-5.5,3.9,1.427,0.0,0.8,0.0,0.0,98,82,2.245,37.1,0.956,99.2,1534,6.8,13.693
1754.4,16.3,18.23,15,0.679,18.6,27.4,14,73.3,18.9,86,495.9,63.5,-3.1,19.2,1.001,2.2,15.7,93.4,0.0,97,91,2.204,17.8,1.006,99.2,1853,16.5,13.821
1771.6,5.9,4.93,15,0.160,4.9,27.1,14,15.4,3.9,86,496.5,12.1,-5.5,3.8,1.784,-2.4,0.7,9.4,0.0,98,80,3.038,8.6,1.005,99.2,1515,6.2,13.760
1788.8,13.4,13.28,15,0.660,12.9,27.1,14,59.9,12.5,86,490.4,49.0,-2.3,12.1,0.989,3.3,8.7,95.8,0.0,96,82,2.194,23.9,0.996,99.2,1620,13.1,13.699
1806.0,7.0,5.71,15,0.119,5.6,28.2,14,21.9,5.7,86,473.9,27.0,-3.2,8.4,1.304,-1.4,4.9,53.8,19.1,98,82,2.932,2.7,0.355,99.2,1559,6.5,13.840
1823.2,16.1,17.02,14,0.704,17.8,26.7,14,71.3,18.0,86,503.7,60.0,-2.3,17.6,1.002,1.3,14.4,94.1,1.4,97,81,2.191,18.1,1.000,99.2,1787,16.1,13.763
1840.4,8.3,7.90,14,0.599,8.0,26.1,14,32.6,7.1,86,506.6,25.3,-4.5,6.9,0.913,0.4,2.0,69.8,101.6,97,88,2.030,39.2,0.976,99.2,1638,7.8,13.773
1857.6,4.0,4.03,14,0.826,5.7,26.5,14,23.2,8.5,86,482.9,32.3,-2.3,9.1,0.992,-6.8,5.7,79.6,71.8,98,88,2.178,29.9,0.990,99.2,1779,5.5,13.760
1874.8,7.1,7.75,14,0.807,8.0,25.5,14,35.6,9.3,86,479.6,31.7,-3.2,7.8,1.018,3.5,3.8,90.3,30.0,97,94,2.148,39.2,0.994,99.2,1764,8.3,13.794
1892.0,6.5,8.02,14,0.369,7.3,27.2,14,26.4,6.7,86,452.5,22.2,-5.2,6.3,0.911,8.5,2.7,68.5,0.0,98,82,2.249,30.1,0.659,99.2,1570,8.5,13.790
1909.2,19.4,22.47,14,0.706,23.6,25.9,14,80.3,23.5,86,481.5,69.8,-0.8,23.9,1.000,1.5,19.9,91.4,1.4,98,86,2.218,13.9,1.000,99.2,2026,19.4,13.733
1926.4,17.2,18.68,14,0.693,19.6,23.5,14,74.9,20.4,87,524.4,65.9,-0.8,21.8,0.996,-0.1,18.0,92.3,0.0,98,95,2.176,16.5,0.998,99.2,1881,17.9,13.760
1943.6,18.5,22.06,12,0.704,22.5,24.1,12,77.6,22.4,87,548.0,67.5,-0.8,22.7,0.996,0.7,18.7,91.8,0.6,98,105,2.196,16.3,1.002,99.2,2063,18.8,13.760
1960.8,18.4,22.39,12,0.709,22.3,25.2,12,77.1,22.4,87,567.6,66.0,-0.8,22.4,0.995,0.4,18.0,91.4,0.6,98,111,2.186,17.3,0.999,99.2,2129,18.8,13.791
1978.0,17.3,21.43,12,0.705,20.0,25.5,12,72.5,20.0,87,575.4,61.2,-3.1,19.9,1.003,4.5,15.7,92.9,4.3,98,114,2.183,20.0,1.007,99.2,2171,17.3,13.760
1995.2,17.3,21.78,12,0.719,20.0,24.7,12,70.6,20.0,87,580.0,59.8,-3.1,20.0,1.008,3.9,15.3,92.9,1.0,98,119,2.167,21.0,1.003,99.2,2267,17.3,13.738
2012.4,16.9,20.94,14,0.700,19.9,25.5,12,70.1,19.3,87,580.0,60.4,-3.1,19.0,0.999,1.6,15.1,46.7,9.2,99,111,2.181,19.8,1.000,99.2,2119,17.0,13.825
2029.6,16.9,21.30,12,0.708,19.6,25.5,12,70.3,19.6,87,584.0,59.9,-3.1,19.6,1.006,2.7,14.9,92.9,0.0,98,118,2.198,21.3,0.999,99.2,2237,17.3,13.827
2046.8,18.8,22.82,12,0.711,22.0,25.2,12,75.2,20.6,87,584.0,65.1,-2.0,22.0,0.993,0.8,18.4,91.4,0.0,98,114,2.177,16.7,1.003,99.2,2174,19.2,13.680
2064.0,13.2,15.27,12,0.675,13.7,25.0,12,53.5,13.6,87,582.3,45.4,-3.1,13.7,0.995,3.1,9.0,94.7,0.1,98,112,2.179,25.9,0.999,99.2,2111,13.3,13.760
