BlueDriver Data Log
Oct 18, 2018 2:59:38 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,,,,,,,,,,,,
3.0,41,0.0,9.2,0.0,27.7,102,17,33.4,29,-2.3,8.2,0.996,13.5,,,,,,,,,,,
6.0,41,0.0,7.8,0.0,28.2,102,11,42.4,29,-2.3,11.2,0.996,16.7,6.5,1.0,46.1,5.5,1492,9.21,1.9,13.014,30,0.0,7.1
9.0,42,0.0,8.4,0.0,27.9,102,16,54.8,29,-2.3,14.0,0.996,14.8,11.6,-3.3,58.9,11.4,1719,13.55,4.9,12.960,30,0.0,9.9
12.0,43,0.0,11.2,0.0,27.7,102,24,63.4,29,-2.3,15.9,0.996,7.2,14.0,-7.4,76.1,14.0,1470,14.71,9.0,12.968,30,0.0,13.9
15.0,43,0.0,14.6,0.0,27.4,102,32,65.2,29,-2.3,14.7,0.996,9.2,11.7,1.8,70.7,12.7,1362,13.75,6.2,12.960,30,0.0,14.8
18.0,44,0.0,16.4,0.0,26.7,102,37,66.3,29,-2.3,16.2,0.996,7.9,13.8,1.6,75.5,9.8,1345,10.58,2.5,12.983,30,0.0,12.5
21.0,45,0.0,9.9,0.0,26.9,102,39,45.5,29,-2.3,12.2,0.996,8.6,10.6,1.6,66.0,5.6,1371,6.69,0.4,13.040,30,0.0,7.1
24.0,46,0.0,6.8,0.0,27.2,102,38,25.7,29,-2.3,7.6,0.996,12.2,0.7,1.6,29.1,0.0,1299,5.28,0.4,12.964,30,0.0,6.3
27.0,46,0.0,9.6,0.0,27.5,102,32,25.1,29,-2.3,12.8,0.996,14.4,16.8,-5.0,63.3,12.1,1843,16.85,9.5,12.923,30,0.0,12.9
30.0,48,0.0,29.2,0.0,27.1,102,38,62.5,29,-1.8,25.8,0.996,12.0,21.9,-2.8,82.4,21.5,2114,24.40,21.4,12.897,30,0.0,26.7
33.0,49,0.0,37.3,0.0,26.7,102,45,77.5,29,-2.9,35.9,0.996,11.1,26.9,1.0,85.8,26.5,2145,25.65,30.7,12.960,30,0.0,38.1
36.0,50,0.0,36.5,15.2,26.1,102,52,77.0,29,-4.7,39.6,0.996,13.5,29.2,3.9,83.3,28.9,2707,32.77,32.3,12.963,29,19.8,35.9
39.0,51,0.0,26.2,34.4,25.5,101,60,67.3,29,-4.7,26.4,0.996,18.9,23.2,4.4,76.4,17.8,2825,23.15,19.1,12.960,29,21.5,27.0
42.0,53,0.0,6.4,0.0,25.6,102,57,36.9,29,-3.3,15.3,0.466,8.6,11.8,2.8,54.4,7.0,2463,12.32,4.3,12.977,29,0.0,11.9
45.0,54,0.0,6.3,2.3,25.7,102,51,21.6,29,-2.3,6.2,0.238,-2.2,0.0,-0.3,23.6,0.0,1535,5.37,0.4,13.040,29,0.0,5.9
48.0,54,0.0,7.4,3.1,26.0,101,43,28.5,29,-2.3,6.1,0.996,14.5,0.0,-3.0,25.3,0.0,1396,5.18,0.4,12.994,29,0.0,5.9
51.0,55,0.0,9.8,0.0,26.3,101,36,56.9,29,-2.3,12.8,0.996,11.7,6.9,-5.7,48.4,5.9,1370,8.09,2.8,12.914,29,1.8,7.2
54.0,56,0.0,12.0,0.0,26.1,101,39,56.5,29,-2.3,12.6,0.996,11.1,11.3,-4.5,65.3,11.4,1330,11.82,7.4,12.809,29,8.6,12.9
57.0,56,1.8,11.3,0.0,25.8,101,44,52.6,29,-2.3,11.4,0.996,13.1,10.2,4.7,54.8,9.7,1299,9.62,5.8,13.040,29,13.9,11.1
