BlueDriver Data Log
Sep 13, 2018 6:51:41 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
2310.0,86,584.0,19.3,0.0,48.2,100,76,59.4,10,-2.3,18.0,1.003,22.0,16.1,0.7,67.5,16.4,2316,21.61,15.0,12.969,15,52.6,19.9
2312.8,86,584.2,21.5,0.0,48.2,100,76,63.5,10,-0.8,20.5,1.001,21.0,17.0,0.3,69.2,16.9,2325,22.14,15.3,13.046,15,46.7,21.5
2315.6,86,587.8,20.0,0.0,48.2,101,77,58.9,10,-1.7,19.6,0.998,21.5,16.9,0.3,69.3,17.2,2337,22.72,15.1,13.050,15,0.0,20.0
2318.4,86,588.0,16.6,0.0,48.0,101,77,51.3,10,-2.3,17.0,0.995,23.8,15.4,1.0,62.3,16.0,2337,21.21,13.7,12.960,15,0.0,17.6
2321.2,86,586.8,14.1,0.0,47.7,101,77,42.6,10,-2.3,13.7,0.992,28.0,12.9,3.1,48.2,12.9,2329,17.52,11.0,13.029,16,0.0,16.6
2324.0,86,584.0,15.3,0.0,47.5,101,76,47.1,10,-2.3,14.5,0.999,27.2,13.5,3.1,49.1,13.1,2320,15.72,9.4,13.067,16,4.4,14.4
2326.8,86,581.1,12.6,30.1,47.5,101,76,41.2,10,-2.3,13.9,1.002,27.4,13.7,3.1,48.9,13.1,2308,15.53,9.4,13.040,16,22.0,9.0
2329.6,86,580.0,12.1,26.6,47.5,101,75,40.3,10,-2.3,13.2,0.999,29.6,12.3,3.1,42.4,12.2,2275,13.81,7.8,13.040,16,22.0,11.0
2332.4,86,580.0,15.0,3.1,47.5,101,75,55.8,10,-2.3,18.4,1.010,22.0,16.5,0.1,60.6,15.1,2291,19.06,13.3,13.040,16,46.7,16.6
2335.2,86,580.0,24.3,20.0,47.5,100,75,69.0,10,-1.3,21.8,1.001,20.0,18.2,0.5,72.9,17.8,2315,23.59,18.2,13.040,15,81.9,23.9
2338.0,86,583.1,24.0,6.2,47.5,100,75,69.0,10,-0.8,23.5,0.997,18.5,19.6,1.2,78.8,19.6,2337,25.59,18.8,13.040,15,79.2,23.5
2340.8,86,584.0,23.7,0.0,47.5,100,76,68.5,10,-0.8,23.2,1.000,18.7,19.4,0.0,78.3,19.6,2337,25.45,18.8,13.040,15,78.9,23.5
2343.6,86,585.2,19.3,0.0,47.5,100,76,63.0,10,-0.9,22.0,0.998,20.5,17.6,0.0,62.4,15.7,2337,22.55,15.4,13.040,15,57.0,20.0
2346.4,86,587.3,7.0,0.0,47.5,101,76,17.3,10,-3.9,7.8,1.000,32.4,11.1,0.5,39.7,11.6,2285,15.03,8.5,13.040,15,23.7,13.1
2349.2,86,579.9,4.7,0.0,47.7,101,73,12.9,10,-3.9,6.0,0.444,14.0,4.2,0.5,19.2,5.6,2197,7.28,1.7,13.040,15,0.0,5.4
2352.0,86,567.2,4.5,0.0,48.0,101,70,10.6,10,-3.9,4.6,0.000,-11.3,0.0,0.0,12.2,0.0,2096,3.97,0.4,13.040,15,0.0,4.3
2354.8,86,552.4,4.3,0.0,48.4,101,67,10.4,10,-3.9,4.3,0.000,-12.5,0.0,0.0,11.8,0.0,1975,3.70,0.4,13.040,15,0.0,4.3
2357.6,86,538.3,4.3,0.0,49.0,101,62,11.0,10,-3.9,4.3,0.000,-12.9,0.0,0.0,12.2,0.0,1903,3.67,0.4,13.040,15,0.0,4.3
2360.4,86,528.0,4.3,0.0,49.0,101,58,11.0,10,-3.9,4.3,0.000,-13.0,0.0,0.0,12.8,0.0,1803,3.64,0.4,13.040,15,0.0,4.3
2363.2,86,514.4,4.3,0.0,49.2,101,56,11.7,10,-3.9,4.3,0.000,-12.9,0.0,0.0,13.5,0.0,1702,3.63,0.4,13.040,15,0.0,4.3
2366.0,86,502.7,4.3,0.0,49.4,101,52,12.8,10,-3.9,4.3,0.000,-12.5,0.0,0.0,14.5,0.0,1587,3.62,0.4,12.983,15,0.0,4.3
2368.8,86,493.1,4.3,0.0,49.4,101,48,14.1,10,-3.9,4.3,0.000,-11.4,0.0,0.0,16.4,0.0,1446,3.58,0.4,12.993,15,0.0,4.3
2371.6,86,479.9,4.3,0.0,49.8,101,37,16.1,10,-3.9,4.3,0.000,-10.3,0.0,0.0,18.4,0.0,1313,3.57,0.4,13.028,15,0.0,4.3
2374.4,86,470.7,4.3,0.0,50.4,101,31,17.3,10,-3.9,4.3,0.000,-9.5,0.0,0.0,20.0,0.0,1250,3.65,0.4,12.880,15,0.0,4.3
2377.2,86,458.3,4.3,0.0,51.2,101,19,17.5,10,-4.2,4.3,0.006,-9.5,0.0,0.0,20.8,0.0,1220,3.64,0.4,12.980,15,0.0,4.3
2380.0,86,447.1,4.2,0.0,51.8,101,9,18.8,10,-8.6,3.1,1.119,-0.8,0.0,0.0,23.0,0.0,943,3.00,0.4,13.009,15,0.0,3.9
2382.8,86,439.9,3.1,0.0,51.4,101,3,22.7,10,-8.6,3.1,1.057,0.8,0.0,-2.0,26.9,0.0,704,2.43,0.4,12.985,15,0.0,3.1
2385.6,86,432.2,3.1,0.0,51.4,101,1,24.3,10,-8.6,3.1,1.010,0.8,0.5,-4.7,31.3,0.8,637,2.52,0.4,13.120,15,0.0,3.1
2388.4,86,424.7,3.8,0.0,51.3,101,1,23.5,10,-7.9,3.4,1.003,7.1,2.7,-4.7,34.1,10.2,1100,7.51,4.0,13.013,15,9.0,6.5
2391.2,86,420.0,6.5,0.8,51.0,101,4,20.4,10,-3.9,5.5,0.986,34.0,11.7,0.6,52.0,13.3,1615,12.23,7.8,13.002,15,20.6,11.0
2394.0,86,420.0,14.9,7.0,50.6,101,12,52.8,10,-1.3,13.8,0.996,24.2,16.6,1.4,67.8,16.3,1898,16.96,12.0,13.056,16,34.7,15.5
2396.8,86,428.0,19.5,15.0,50.2,101,18,68.3,10,0.0,20.9,1.001,13.2,17.8,-0.4,76.4,17.9,1703,18.11,17.3,13.040,16,69.8,21.6
2399.6,86,439.5,19.8,14.8,49.7,101,25,69.2,10,-0.3,22.2,0.997,9.5,17.3,1.6,76.1,17.3,1737,18.48,15.7,12.989,15,55.5,19.7
2402.4,86,451.7,13.9,0.0,49.4,101,31,52.5,10,-2.3,4.3,0.986,8.0,5.3,6.2,38.2,7.4,1553,10.92,9.5,12.989,15,32.2,14.5
2405.2,86,447.9,3.5,0.0,49.4,101,32,26.5,10,-3.3,3.8,0.451,-1.2,0.0,5.1,14.8,0.0,1323,2.84,0.4,13.040,15,0.0,3.5
2408.0,87,437.9,3.5,0.0,49.6,101,32,14.0,10,-3.9,3.5,0.000,-11.9,0.0,0.0,16.6,0.0,1176,2.87,0.4,13.040,15,0.0,3.5
2410.8,87,428.9,3.5,0.0,49.8,101,30,14.8,10,-3.9,3.5,0.000,-11.5,0.0,0.0,17.3,0.0,1187,2.93,0.4,12.988,16,0.0,3.5
2413.6,87,422.4,3.5,0.0,49.8,101,26,14.1,10,-3.9,3.5,0.000,-11.8,0.0,0.0,17.1,0.0,1174,2.88,0.4,12.960,16,0.0,3.5
2416.4,87,411.9,3.5,0.0,49.8,101,18,16.8,10,-3.9,5.8,0.480,9.9,4.3,0.0,28.6,3.1,1201,3.98,0.5,12.974,16,0.0,3.5
2419.2,87,412.0,3.5,0.0,49.8,101,17,15.8,10,-3.9,6.0,0.588,22.1,7.8,0.0,44.3,8.3,1280,7.19,1.2,13.059,16,0.0,3.5
2422.0,87,407.1,5.8,0.0,49.7,101,18,19.6,10,-3.7,3.9,0.093,-12.5,0.0,0.0,17.3,0.0,1137,2.86,0.6,13.046,16,0.0,3.5
2424.8,87,399.6,9.6,0.0,49.4,101,17,44.7,10,-2.3,7.1,1.013,18.9,5.0,1.0,29.1,4.2,1162,4.39,1.7,13.040,16,2.6,4.2
2427.6,87,395.8,5.1,0.0,49.1,101,20,32.5,10,-2.3,6.1,1.006,35.6,6.9,2.1,35.1,7.3,1179,5.98,3.5,13.040,16,8.6,6.3
2430.4,87,393.9,4.3,0.0,49.0,101,21,21.1,10,-2.7,4.8,0.852,33.1,4.8,3.0,26.7,5.5,1137,4.56,2.4,13.040,16,6.4,4.7
2433.2,87,389.6,3.5,0.0,49.0,101,21,14.2,10,-3.9,3.5,0.000,-12.0,0.0,0.0,16.9,1.5,1155,3.42,1.2,12.995,16,2.9,3.7
2436.0,87,383.3,3.7,0.0,49.0,101,16,16.5,10,-3.9,3.8,0.000,-12.0,0.0,0.0,19.3,3.7,1168,3.84,1.8,12.932,16,1.6,4.4
2438.8,87,375.9,7.5,0.0,48.4,101,15,20.4,10,-3.0,3.9,0.520,6.7,0.0,1.5,20.3,4.9,1158,4.48,3.2,12.867,16,5.3,6.8
2441.6,86,373.6,5.2,0.0,48.2,101,14,19.4,10,-2.9,3.8,1.012,23.4,0.0,2.7,18.8,0.0,1110,2.94,0.4,12.800,16,0.0,3.5
2444.4,86,370.5,4.0,0.2,48.3,101,12,16.2,10,-3.9,3.6,1.011,4.5,0.0,-3.1,18.8,0.0,1062,2.86,0.4,12.955,16,0.0,3.5
2447.2,86,367.3,5.3,1.0,48.6,101,9,22.0,10,-3.9,5.9,1.011,30.7,4.9,-3.1,25.0,4.7,1270,4.54,1.8,13.007,16,3.3,4.5
2450.0,86,364.0,6.7,4.2,48.2,101,11,24.8,10,-3.9,6.2,0.999,39.2,4.3,-1.6,26.9,4.7,1329,5.00,2.8,12.942,16,7.8,6.3
2452.8,86,361.1,4.5,1.4,47.9,101,11,20.1,10,-3.9,5.1,0.994,26.9,1.1,0.0,23.9,0.0,1141,2.99,0.8,12.885,16,0.0,3.5
2455.6,86,357.8,3.7,0.0,47.7,101,10,15.7,10,-5.1,3.6,0.997,3.6,0.0,-0.3,21.8,0.0,1025,3.44,0.4,13.040,16,0.0,3.8
2458.4,86,352.6,3.9,0.0,47.4,101,7,17.4,10,-8.3,3.9,1.001,0.5,0.0,-5.5,27.1,0.0,959,3.18,0.4,13.040,16,2.1,4.1
2461.2,86,343.9,3.9,0.0,46.7,101,7,18.0,10,2.3,3.9,1.003,5.0,1.2,-6.2,25.1,1.2,961,3.09,0.3,13.026,16,4.2,4.3
2464.0,86,341.4,3.7,0.0,46.7,101,7,17.7,10,-1.7,3.8,1.001,7.5,1.9,-6.7,22.6,2.7,1015,3.23,0.0,12.960,16,0.0,3.9
2466.8,86,336.6,3.5,0.0,46.9,101,7,17.6,10,-8.9,3.6,0.990,2.5,0.0,-5.5,23.9,0.0,900,3.35,0.3,13.014,16,0.0,4.1
2469.6,86,331.2,3.5,0.0,47.5,101,7,18.8,10,-10.2,3.9,0.986,6.5,2.7,-1.5,24.7,2.3,978,3.48,0.6,13.002,16,1.9,4.3
2472.4,86,328.0,3.5,0.0,48.2,101,6,18.8,10,-10.2,3.9,1.004,9.3,1.5,-0.4,25.1,2.0,893,3.19,0.7,12.950,16,3.8,4.1
2475.2,86,319.9,3.2,0.0,48.5,101,3,21.8,10,-10.2,3.5,1.012,7.2,0.0,-1.0,25.3,0.0,710,2.47,0.4,12.916,16,0.0,3.1
2478.0,86,316.1,1.7,0.0,48.8,101,1,39.3,10,-7.2,3.3,1.009,0.0,0.0,-1.6,25.9,0.0,837,2.16,0.8,12.800,16,0.0,1.2
2480.8,86,311.1,1.2,0.0,49.0,101,0,72.6,10,5.5,4.7,0.999,7.6,0.0,-0.3,6.4,0.0,282,1.25,1.2,12.720,16,0.0,2.4
2483.6,86,308.0,6.3,0.0,49.0,101,0,0.0,-5,5.5,4.7,0.999,9.0,0.0,0.0,0.0,0.0,0,0.67,1.6,12.640,16,0.0,6.3
2486.4,86,308.0,6.3,0.0,49.0,101,0,0.0,-5,5.5,4.7,0.999,9.0,0.0,0.0,0.0,0.0,0,0.67,1.6,12.641,16,0.0,6.3
2489.2,86,307.8,6.3,0.0,49.0,101,0,-5,5.5,4.7,0.999,9.0,0.0,0.0,0.0,0.0,0,0.67,1.6,12.640,16,0.0,6.3
2492.0,86,308.0,6.3,0.0,49.0,101,0,-5,5.5,4.7,0.999,9.0,0.0,0.0,0.1,0.0,2,0.68,1.6,12.643,16,0.0,6.3
2494.8,86,307.3,6.3,0.0,49.0,101,0,-5,5.5,4.7,0.999,9.0,0.0,0.0,0.0,0.0,1,0.67,1.6,12.641,16,0.0,6.3
2497.6,86,307.7,6.3,0.0,49.0,101,0,0.999,9.0,0.0,0.0,0.0,0.0,0,0.67,1.6,12.640,16,0.0,6.3
2500.4,86,308.0,6.3,0.0,49.0,101,0,1.6,12.640,16,0.0,6.3
