BlueDriver Data Log
Oct 25, 2018 5:09:38 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,,,,,,,,,,,,
3.0,56,0.0,9.9,18.4,76.9,102,7,35.1,24,-5.9,6.8,0.998,8.4,2.1,5.4,41.7,13.5,1117,8.60,,,,,
6.0,56,0.0,15.6,33.4,76.9,101,19,56.7,24,-1.9,14.2,0.996,10.1,12.1,0.8,64.9,15.0,1353,13.29,11.1,12.960,24,31.3,15.7
9.0,56,0.0,19.1,29.3,76.9,101,30,66.1,24,-0.5,19.1,0.996,11.9,15.1,0.8,71.9,15.0,1514,13.86,9.8,12.981,24,51.9,17.2
12.0,57,0.0,8.7,21.9,76.9,101,35,50.9,24,-1.1,15.7,0.996,11.8,11.3,2.0,60.5,11.8,1527,10.15,1.9,13.035,24,0.0,4.9
15.0,57,0.0,4.5,0.0,76.9,102,36,16.5,24,-3.2,4.3,0.996,8.5,0.0,1.2,23.0,1.2,1155,4.07,1.7,12.960,24,0.0,4.5
18.0,58,0.0,4.3,0.0,76.9,102,23,17.6,24,-3.1,4.3,0.996,8.2,0.0,1.2,21.9,0.0,1107,3.42,0.7,12.960,24,0.0,4.3
21.0,59,0.0,4.3,0.0,77.3,102,14,21.5,24,-4.9,4.3,0.997,6.6,0.0,1.1,23.7,0.0,994,3.26,0.4,12.960,24,0.1,4.7
24.0,59,0.0,8.6,0.0,77.5,102,4,32.2,24,-7.1,5.7,0.999,2.0,0.0,-1.5,32.7,0.4,774,3.42,4.2,12.960,24,2.2,9.8
27.0,59,2.5,17.5,0.1,77.3,101,12,62.1,24,-2.5,19.1,0.996,11.2,13.5,-1.1,58.7,11.9,1464,13.21,10.3,12.960,24,29.2,19.2
30.0,60,27.4,32.5,3.4,77.3,101,27,73.4,23,-1.9,28.1,0.996,16.5,23.0,0.3,78.8,23.1,2386,27.88,18.1,12.960,24,88.0,31.8
33.0,61,73.2,34.2,1.7,77.1,101,42,78.9,23,-1.4,36.5,0.996,17.5,27.6,1.9,84.1,27.6,3180,41.68,25.7,12.960,23,34.2,24.3
36.0,61,131.1,36.3,0.0,76.9,101,54,78.1,23,-0.9,37.6,0.996,10.9,27.3,-2.0,85.6,28.7,2150,32.38,31.1,13.004,23,58.5,31.4
39.0,62,191.0,40.1,0.0,76.9,101,56,67.6,23,-0.8,25.6,0.998,15.1,23.3,-2.0,83.4,24.9,2078,24.64,29.7,13.020,23,80.1,38.0
42.0,63,220.6,16.1,0.0,76.9,101,57,42.0,23,-1.7,12.9,0.667,12.5,15.3,-1.3,67.3,16.1,1816,18.71,15.7,12.962,23,14.8,7.6
45.0,64,232.0,5.1,0.9,76.9,101,53,14.6,23,-3.1,4.6,0.088,-6.5,6.3,0.0,20.2,5.6,1494,4.01,1.0,13.038,23,5.9,5.6
48.0,65,234.4,6.4,2.3,76.9,101,46,24.3,23,-3.2,6.3,0.979,28.3,8.7,-1.1,33.7,8.1,1419,7.17,3.7,13.040,23,4.7,5.9
51.0,66,246.5,7.5,0.0,76.9,101,47,26.9,23,-2.2,5.6,0.983,39.0,6.7,-0.3,37.0,8.9,1267,8.59,6.3,13.040,23,11.9,9.1
54.0,67,250.7,5.5,0.0,76.9,101,47,23.1,23,-2.1,4.8,0.681,25.9,2.0,1.4,27.9,6.6,1070,5.79,3.1,13.040,23,0.0,4.4
57.0,67,250.4,4.3,0.0,76.9,101,44,15.7,23,-3.1,4.3,0.000,-8.9,0.0,0.1,18.7,0.2,1223,3.40,1.5,13.040,23,0.0,4.3
60.0,67,247.0,4.3,0.0,76.9,101,36,15.8,23,-3.2,4.3,0.015,-8.7,0.0,0.0,18.6,0.0,1212,3.31,0.6,13.009,23,0.0,4.2
63.0,67,237.3,4.3,0.0,76.9,101,24,17.1,23,-3.1,4.3,0.000,-10.7,0.0,0.0,25.4,0.0,1210,3.42,0.4,12.969,23,0.0,3.9
66.0,67,237.8,4.1,0.0,77.1,101,12,20.5,23,-3.8,4.3,0.229,-11.3,0.0,-0.7,38.3,0.0,1227,3.71,0.5,13.039,23,0.1,3.9
69.0,67,233.8,3.9,0.0,77.3,101,2,25.0,23,-5.5,4.3,1.013,2.1,0.0,-7.6,32.3,0.3,733,3.30,0.6,12.953,23,0.0,3.9
72.0,67,227.9,3.9,0.0,77.3,101,0,23.5,23,-5.5,4.0,1.001,2.9,0.0,-3.5,31.3,0.0,725,3.00,0.8,12.902,23,0.0,3.9
75.0,67,220.4,3.9,0.0,77.3,101,0,23.1,23,-5.5,3.9,0.995,3.8,0.0,1.2,29.9,0.0,726,2.84,0.8,12.960,23,0.0,4.0
78.0,67,222.2,3.7,0.0,77.3,101,0,22.6,23,-5.5,3.9,0.994,4.5,0.0,2.3,29.0,0.1,740,2.84,0.9,12.960,23,0.0,3.7
81.0,67,219.3,3.5,0.0,77.3,101,0,22.0,23,-5.5,3.5,0.997,8.5,0.0,2.3,28.7,0.0,730,2.74,0.8,12.998,23,0.0,3.5
84.0,67,215.5,3.5,0.0,77.6,101,0,22.0,23,-5.5,3.5,0.998,7.7,0.0,2.3,28.4,0.0,725,2.70,0.8,13.040,23,0.0,3.5
87.0,67,213.0,3.5,0.0,77.6,101,0,21.6,23,-5.5,3.5,0.999,7.2,0.0,2.5,28.1,0.0,725,2.67,0.8,13.031,23,0.0,3.5
90.0,68,209.8,6.5,0.8,77.6,101,2,27.7,23,-4.8,5.2,0.998,9.6,1.1,2.8,28.5,0.0,725,2.55,0.9,12.881,23,0.0,3.5
93.0,68,213.1,10.6,4.9,77.6,101,9,44.1,23,-2.3,12.5,0.999,26.9,13.2,-1.5,52.4,13.3,1448,10.15,5.9,12.971,23,8.1,8.1
96.0,68,225.7,14.1,14.8,77.6,101,28,66.4,23,-0.6,17.4,1.008,15.7,16.2,-3.4,69.4,16.2,1675,16.09,13.4,13.013,23,35.5,16.0
99.0,68,254.2,24.9,0.0,77.6,101,39,70.6,23,-0.4,22.7,1.005,10.1,19.2,-3.0,82.6,19.6,1696,19.67,20.7,12.968,23,89.8,25.1
102.0,69,279.2,26.4,2.2,77.6,101,48,73.5,23,-0.8,26.9,0.998,10.9,21.4,0.2,83.2,21.7,1833,21.50,22.3,13.040,23,88.6,27.4
105.0,69,308.8,27.8,3.7,77.5,101,56,74.6,23,-0.8,28.6,1.000,10.5,22.6,1.6,83.4,22.6,1989,23.02,23.1,12.993,23,89.8,28.0
108.0,69,337.8,28.7,2.5,77.3,101,66,74.9,21,-0.9,28.7,1.001,11.1,22.7,0.7,83.7,22.7,2033,24.11,23.8,12.985,22,69.7,28.8
111.0,70,368.3,30.3,0.0,77.5,101,69,75.3,21,-0.8,29.7,0.999,11.3,22.8,0.0,83.9,22.9,2092,24.85,24.4,13.036,21,0.0,29.7
114.0,71,389.1,31.0,0.0,77.6,101,74,75.1,21,-0.8,30.6,0.996,11.2,22.8,0.0,85.0,23.5,2158,25.73,25.8,12.960,21,0.0,30.5
117.0,71,412.8,30.6,4.1,77.6,101,78,74.5,21,-0.8,30.5,0.998,13.0,19.0,0.9,79.8,18.7,2007,18.75,18.3,12.998,21,0.2,25.6
120.0,72,429.8,26.1,37.5,77.6,101,81,73.4,21,-0.3,28.7,0.994,13.2,20.2,1.1,78.8,18.2,1965,16.54,13.2,13.040,21,5.3,15.7
123.0,73,446.7,27.0,20.2,77.6,101,84,72.7,21,0.0,27.3,0.990,13.8,21.6,1.7,81.2,22.0,2079,23.65,22.4,13.040,21,89.6,27.4
