BlueDriver Data Log
Sep 10, 2018 5:12:25 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,50,0.0,40.8,101,34,20.6,20,24.5,1208,0.4,12.880,21,4.7
6.2,50,0.0,41.4,101,31,19.6,20,23.0,1213,0.4,12.960,21,4.7
9.3,51,0.0,42.0,101,23,19.0,20,22.5,1208,0.4,12.960,21,4.7
12.4,51,0.0,42.6,101,16,20.3,20,24.9,1102,0.4,12.806,21,4.7
15.5,51,0.0,43.1,101,6,21.2,20,28.6,911,0.3,12.960,21,4.7
18.6,51,0.0,43.5,101,1,27.1,20,35.2,837,0.4,12.955,21,4.7
21.7,51,0.0,43.1,101,0,25.9,20,33.4,837,0.4,12.936,21,4.3
24.8,51,0.0,43.1,101,0,25.1,20,32.5,818,0.4,12.902,21,4.3
27.9,51,0.0,42.9,101,0,24.3,20,31.8,812,0.4,12.802,21,4.3
31.0,51,0.0,42.7,101,0,23.6,20,31.2,804,0.4,12.923,21,4.2
34.1,52,0.0,42.4,101,0,23.5,20,30.7,787,0.4,13.039,21,3.9
37.2,52,0.0,42.4,101,0,23.5,20,30.4,797,0.4,12.960,21,3.9
40.3,52,0.0,42.1,101,0,23.5,20,30.6,800,0.4,12.880,21,3.9
43.4,52,0.0,41.8,101,0,23.0,20,30.2,787,0.4,12.958,21,3.9
46.5,53,0.0,41.6,101,0,22.8,20,29.9,779,0.4,12.920,21,3.9
49.6,53,0.0,41.6,101,0,22.7,20,29.8,787,0.4,12.806,21,3.9
52.7,53,0.0,41.2,101,0,22.7,20,29.8,787,0.4,12.932,21,3.9
55.8,53,0.0,41.2,101,0,22.7,20,29.8,775,0.4,12.820,21,3.9
58.9,54,0.0,41.2,101,0,22.5,20,29.2,785,0.5,12.952,21,3.9
62.0,54,0.0,40.7,101,4,47.5,20,53.3,1477,7.3,12.960,21,11.3
65.1,54,6.9,40.4,101,15,67.1,20,75.9,1625,13.4,12.939,21,17.9
68.2,55,46.9,40.0,100,24,72.3,20,83.1,1766,17.9,13.009,21,21.7
71.3,55,93.2,40.0,100,30,72.9,20,83.8,1737,19.2,12.960,21,22.5
74.4,56,129.0,40.0,100,34,71.4,20,81.0,1800,18.4,12.972,20,23.1
77.5,57,164.1,39.9,100,38,62.6,20,68.1,1733,10.0,12.980,20,15.0
80.6,58,183.2,39.6,99,40,57.6,20,64.8,1335,7.6,12.941,20,12.5
83.7,59,207.4,39.6,100,41,58.4,20,32.3,1439,3.0,12.941,20,9.4
86.8,60,212.0,40.2,101,39,14.9,20,18.0,1200,0.4,13.039,20,3.9
89.9,60,206.7,40.9,101,33,14.9,20,18.0,1211,0.4,12.960,20,3.9
93.0,61,204.0,41.6,101,27,14.9,20,17.6,1225,0.4,12.960,20,3.9
96.1,61,200.0,41.6,101,24,27.8,20,25.3,1232,1.9,12.960,21,5.6
99.2,61,212.3,41.6,99,26,53.8,20,65.6,1310,5.0,12.960,20,10.0
102.3,61,222.4,41.6,101,27,21.3,20,23.2,1227,1.6,12.960,20,5.7
105.4,61,229.7,41.6,99,27,37.8,20,47.2,1221,5.4,12.919,20,7.3
108.5,61,248.0,41.4,99,29,55.8,20,68.1,1387,9.0,13.046,20,13.2
111.6,62,260.6,41.2,100,31,18.4,20,30.4,1270,3.5,12.964,20,5.3
114.7,62,266.6,41.2,101,30,32.3,20,42.7,1245,0.8,12.960,20,4.1
117.8,62,268.0,41.3,101,30,14.9,20,18.2,1214,0.7,12.960,20,4.1
120.9,63,268.0,41.6,100,29,17.1,20,21.6,1126,2.5,13.037,20,6.0
124.0,63,267.0,42.1,101,27,14.9,20,17.9,1225,0.4,12.960,20,3.9
127.1,63,260.9,42.6,101,21,16.2,20,23.0,1186,1.6,13.031,20,3.9
130.2,63,266.8,42.6,101,21,43.5,20,61.1,1242,7.4,12.960,20,10.8
133.3,63,282.5,42.4,100,24,64.8,20,76.7,1455,11.8,13.009,20,14.9
136.4,63,299.6,42.0,100,28,65.7,20,77.4,1464,12.2,12.946,20,15.8
139.5,64,321.3,41.6,100,32,67.0,20,77.5,1552,13.4,12.960,20,14.8
142.6,65,340.0,41.4,100,34,64.9,20,75.6,1540,12.2,12.978,20,13.3
145.7,65,360.3,40.8,100,37,62.7,20,73.1,1606,12.5,12.988,20,16.2
