BlueDriver Data Log
Sep 18, 2018 7:09:26 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
44.8,44,83.0,16.9,0.0,93.3,101,6,52.0,12,0.8,17.4,0.998,11.4,19.5,-7.0,76.1,21.2,2036,22.66,15.2,13.048,14,36.8,18.8
47.6,44,108.5,26.0,0.0,93.3,101,16,75.1,12,0.8,25.8,0.997,10.9,20.6,-2.2,84.2,21.3,2067,24.69,18.9,12.990,14,65.4,24.8
50.4,44,137.8,26.4,0.0,93.3,100,26,73.4,12,0.7,20.6,0.997,13.5,18.6,-1.9,76.4,17.8,2088,21.26,15.3,12.991,14,70.4,22.2
53.2,45,182.3,14.0,0.0,93.3,100,29,63.9,12,0.8,17.1,0.997,14.3,15.5,-1.3,69.6,14.1,1951,16.14,7.3,13.040,14,41.8,13.9
56.0,46,200.0,12.5,14.0,93.3,100,31,56.3,12,0.8,13.1,0.997,13.9,11.8,-0.8,66.2,11.7,1470,13.30,4.2,13.054,14,93.2,10.8
58.8,47,218.3,10.4,31.0,93.3,99,32,52.4,12,0.8,10.5,0.996,12.8,9.2,-0.8,60.2,9.0,1359,11.05,3.4,13.040,14,96.3,10.2
61.6,48,231.4,8.6,1.8,93.3,99,32,44.4,12,0.8,9.4,0.999,12.8,8.9,-1.1,56.7,7.5,1274,8.63,1.9,13.026,14,89.6,8.4
64.4,48,237.0,7.0,0.8,93.5,100,32,34.2,12,0.8,7.6,0.705,8.8,6.8,-1.4,52.4,6.8,1248,6.96,0.0,12.963,14,33.4,6.3
67.2,48,237.4,5.7,0.0,93.7,101,30,24.8,12,0.8,5.5,0.000,-6.0,0.0,0.1,27.6,0.0,1220,4.86,0.6,13.012,14,15.2,5.9
70.0,49,231.5,5.1,0.0,93.7,101,26,22.8,12,0.7,5.5,0.014,-6.0,0.0,0.0,27.5,0.0,1225,4.86,0.6,13.009,14,0.0,5.5
72.8,49,222.3,5.1,0.0,93.7,101,24,23.2,12,0.8,5.5,0.000,-6.0,0.0,0.0,27.7,0.0,1215,4.85,0.4,12.972,14,0.0,5.5
75.6,49,218.9,5.1,3.0,93.7,101,21,23.9,12,0.8,5.5,0.000,-6.8,0.0,0.0,28.5,0.0,1182,4.85,0.4,13.041,14,0.0,5.5
78.4,49,214.2,5.1,11.0,95.8,101,17,23.7,12,0.8,5.5,0.049,-9.0,0.0,0.0,30.2,0.0,1110,4.80,0.1,13.081,14,0.0,5.7
81.2,49,212.0,5.3,21.0,99.3,101,13,22.1,12,0.8,5.5,1.013,7.6,0.0,-7.5,27.7,0.0,1184,5.10,0.2,13.069,14,0.0,6.1
84.0,49,212.3,6.3,21.0,93.7,101,7,30.6,12,0.8,6.1,1.001,9.5,0.0,-7.8,36.4,0.0,1121,5.48,0.4,13.040,14,0.0,6.3
86.8,49,214.4,6.3,21.0,93.7,101,3,32.5,12,-2.4,5.7,0.990,4.8,0.0,-1.9,45.1,0.0,955,5.55,0.4,13.035,14,0.0,6.3
89.6,49,214.2,5.8,21.0,93.7,101,1,32.3,12,-5.5,5.0,0.988,0.4,0.0,7.0,39.4,0.0,874,4.37,0.4,12.965,14,0.0,5.6
92.4,49,211.8,5.1,21.0,93.7,101,0,29.0,12,-5.5,4.7,0.996,3.0,0.0,7.0,37.0,0.0,850,4.18,0.4,12.924,14,0.0,5.0
95.2,49,206.1,4.7,21.0,93.7,101,0,28.2,12,-5.5,4.7,0.998,3.9,0.0,6.6,36.5,0.0,846,4.00,0.4,12.885,14,0.0,4.7
98.0,50,205.8,7.8,21.0,93.7,101,2,34.7,12,-4.0,6.6,1.002,6.8,1.6,4.9,35.9,0.0,825,3.83,0.0,13.025,14,0.0,7.2
100.8,50,210.0,12.4,17.1,93.7,101,6,52.1,12,0.8,13.3,1.011,14.4,14.4,-4.6,66.0,10.9,1376,11.65,4.5,12.987,14,29.5,11.5
103.6,50,224.9,16.5,3.5,93.7,100,15,71.2,12,0.8,16.2,1.000,11.0,15.5,-4.2,72.4,15.9,1696,17.08,9.5,12.986,14,68.5,15.7
106.4,50,242.8,16.4,0.8,93.4,101,21,65.8,12,0.8,16.9,1.000,10.7,15.6,-2.7,75.5,15.9,1744,18.17,12.2,13.040,14,93.7,16.8
109.2,51,260.4,14.1,15.3,93.3,101,25,57.5,12,0.8,14.9,1.003,13.2,14.1,-0.7,70.0,14.1,1683,16.77,10.6,13.043,14,93.5,15.2
112.0,51,276.9,10.5,23.2,93.3,100,28,46.9,12,0.8,10.6,0.993,13.9,9.7,0.0,58.7,9.3,1381,8.74,4.5,13.040,14,72.4,10.8
114.8,52,288.0,5.9,0.0,93.3,101,28,25.9,12,0.7,7.2,0.372,2.7,5.1,0.0,43.7,5.6,1314,7.28,0.5,12.998,14,41.6,6.2
117.6,53,277.7,6.2,0.0,93.3,101,26,27.1,12,0.8,5.8,0.000,-6.6,0.9,0.0,30.0,2.0,1210,5.05,0.8,12.881,14,0.0,5.9
120.4,53,278.1,6.3,0.0,93.3,101,23,28.6,12,0.8,6.2,0.161,-3.8,0.7,-0.0,38.4,5.9,1199,7.07,0.4,13.056,14,8.4,6.1
123.2,53,277.8,7.5,0.4,93.3,101,21,29.8,12,0.8,5.9,1.119,39.3,11.3,-4.6,50.5,9.5,1600,11.40,4.0,13.080,14,47.4,8.6
126.0,53,283.9,12.9,3.5,93.3,99,22,55.0,12,0.8,11.5,1.044,20.5,12.4,-7.1,65.5,12.4,1674,14.71,8.0,13.040,14,95.5,12.8
128.8,53,296.3,15.3,1.0,93.3,100,25,64.6,12,0.8,14.8,0.997,6.8,13.6,-4.5,76.3,13.9,1427,15.46,10.2,13.040,14,94.9,15.7
131.6,53,312.7,15.9,2.5,93.5,100,29,67.4,12,0.8,15.8,0.990,6.5,14.2,6.8,76.9,14.5,1435,14.97,10.6,13.044,12,94.3,15.4
134.4,53,330.0,15.6,5.8,93.6,100,31,68.4,12,0.8,16.1,1.012,6.5,14.9,2.3,77.4,14.8,1492,15.40,10.6,13.040,12,94.5,15.3
137.2,54,345.6,15.1,7.5,93.3,100,34,64.2,12,0.8,14.5,1.002,10.3,12.1,2.8,66.6,12.5,1431,13.55,9.0,13.040,12,95.4,14.4
140.0,55,358.6,12.9,0.0,93.7,99,35,62.2,12,0.8,13.9,1.000,11.8,10.8,1.9,58.2,10.6,1381,11.41,6.5,13.029,12,95.2,12.0
142.8,56,367.7,11.0,3.4,93.7,99,37,56.3,12,0.8,12.4,1.001,13.2,10.8,-0.2,56.9,10.6,1419,11.26,5.5,12.961,12,78.6,7.8
145.6,56,376.6,9.0,4.1,93.7,99,37,49.0,12,0.8,9.7,1.001,18.5,10.2,-1.6,59.5,10.1,1322,10.27,5.2,12.960,12,81.4,7.6
148.4,56,384.8,7.8,0.0,93.7,99,37,43.9,12,0.8,8.6,1.002,20.3,9.4,-2.1,56.3,9.5,1283,9.55,4.6,12.993,12,88.0,8.6
151.2,57,391.3,11.4,0.0,93.7,99,37,49.9,12,0.8,7.5,0.999,23.1,5.3,-2.6,43.8,6.8,1241,7.57,3.5,13.040,12,84.4,10.6
154.0,57,394.7,8.7,5.0,93.7,100,37,45.2,12,0.8,6.3,0.998,22.1,0.7,-2.9,28.0,2.8,1211,4.70,2.0,13.042,12,7.8,7.5
156.8,57,396.0,6.8,7.3,93.7,101,37,34.6,12,0.8,5.6,1.002,9.8,0.0,-1.6,31.4,0.0,1011,6.93,0.7,13.090,12,3.4,7.1
159.6,58,396.3,6.3,3.5,93.7,101,35,26.7,12,0.8,6.7,1.005,42.6,2.2,-2.9,29.9,2.0,1207,6.44,0.2,13.092,12,19.0,6.4
162.4,58,398.2,5.5,50.9,93.7,100,34,28.5,12,0.8,6.5,0.999,37.2,4.6,-1.9,33.4,4.8,1365,6.21,0.8,13.035,12,66.3,5.5
165.2,59,402.3,8.5,34.6,93.7,100,34,38.5,12,0.8,6.8,0.996,27.2,6.9,2.6,48.2,8.2,1150,8.18,4.3,12.962,12,14.7,9.0
168.0,59,406.6,9.3,2.6,93.7,101,34,48.2,12,0.8,8.1,1.010,25.5,8.2,-2.3,48.2,8.2,1247,7.54,2.8,13.008,12,33.7,7.4
170.8,59,411.6,5.1,0.0,93.7,101,33,21.2,12,0.8,5.1,0.305,5.3,3.2,-0.9,34.9,3.8,1262,5.95,1.5,13.040,12,44.9,5.2
173.6,59,398.2,8.0,0.0,93.7,101,31,39.1,12,0.8,8.1,0.443,1.0,3.8,-2.6,35.8,2.9,1278,5.94,1.8,13.040,12,0.1,6.7
176.4,59,404.5,6.9,0.0,93.7,101,30,41.6,12,0.8,9.9,0.805,11.4,10.5,-8.2,63.6,11.4,1375,12.13,7.5,13.042,12,30.8,10.7
179.2,59,405.4,5.1,10.8,93.7,101,31,21.2,12,0.8,5.1,0.000,-6.0,0.4,0.0,25.2,4.6,1285,6.82,3.3,13.040,12,14.5,8.8
182.0,59,399.1,5.1,39.0,93.7,101,29,21.2,12,0.8,5.1,0.000,-6.0,0.1,0.0,24.9,1.1,1250,4.46,0.8,13.010,12,0.0,5.4
184.8,60,387.0,5.1,0.0,93.7,101,25,21.2,12,0.8,5.1,0.000,-6.0,0.0,0.0,24.8,0.0,1239,4.48,0.8,12.971,12,0.0,5.0
187.6,60,382.6,5.6,0.0,93.7,101,22,27.7,12,0.8,6.2,0.299,0.5,1.4,-1.0,27.4,0.6,1211,4.46,0.8,13.041,12,0.0,3.5
190.4,60,380.0,5.6,12.0,93.7,101,21,33.6,12,0.8,8.2,0.918,26.5,8.2,-7.0,47.1,7.5,1186,5.81,0.8,13.040,12,0.0,4.7
193.2,60,379.3,5.4,27.8,94.3,101,21,22.2,12,0.8,5.9,0.002,-9.5,1.7,-1.7,38.8,2.3,1352,5.81,0.6,13.040,12,0.0,5.8
196.0,60,375.6,7.1,1.8,100.0,101,14,36.1,12,0.8,11.8,0.598,6.5,7.5,-2.7,49.3,6.5,1694,11.05,4.0,13.040,12,0.1,8.4
198.8,60,384.2,17.3,0.7,96.4,101,17,55.5,12,0.8,18.6,1.005,17.3,16.1,-4.7,68.6,15.8,2041,20.06,13.3,13.041,12,0.4,20.8
201.6,60,398.0,24.4,0.6,93.7,101,22,75.5,12,0.8,25.2,0.987,9.0,21.6,-1.6,86.2,21.5,1872,22.64,19.4,13.040,12,56.8,24.3
204.4,60,415.9,26.5,1.7,93.7,100,27,76.0,12,0.8,25.8,1.001,9.4,21.3,-1.1,85.8,21.4,1868,22.77,21.8,13.040,12,91.0,25.9
207.2,60,439.0,23.8,0.0,93.7,100,32,73.5,12,0.8,23.1,0.996,11.4,19.5,0.1,82.4,19.5,1847,21.56,20.1,13.040,12,91.2,24.0
210.0,61,450.1,20.3,0.0,93.5,100,36,70.4,12,0.8,20.3,0.997,13.8,17.4,1.1,77.4,16.3,1810,18.18,12.9,13.041,12,93.4,17.3
212.8,61,463.2,20.1,0.0,93.3,100,39,68.0,12,0.8,18.5,1.009,15.0,17.6,-2.3,82.3,19.1,1758,20.39,16.9,13.040,12,92.6,21.0
215.6,62,477.2,25.4,0.0,93.3,100,42,72.7,12,0.8,24.2,1.000,12.8,18.8,-1.5,82.4,19.2,1818,20.99,18.7,13.066,12,91.6,23.4
218.4,63,493.4,21.5,0.0,93.3,100,44,73.3,12,0.8,24.3,0.997,11.0,20.1,-1.0,82.9,19.6,1901,21.86,18.5,13.118,12,90.9,20.4
221.2,63,501.9,24.7,0.0,93.3,100,45,73.9,12,0.8,25.0,0.999,10.1,21.2,-1.6,84.7,21.2,1985,23.28,21.5,13.058,12,90.4,24.4
224.0,64,512.5,28.0,2.0,93.3,100,47,74.4,12,0.8,29.0,1.000,11.5,22.6,0.3,84.4,22.3,2121,24.89,23.5,13.040,12,90.0,26.8
226.8,65,523.9,26.3,10.5,93.3,100,50,72.8,12,0.8,25.9,1.005,12.4,21.3,-0.5,82.7,21.0,2093,24.36,23.1,13.040,12,90.1,26.9
229.6,67,533.8,24.7,2.6,93.3,100,51,72.5,12,0.8,24.5,1.001,13.0,20.4,-1.3,81.8,19.7,1994,22.42,18.7,13.033,12,91.4,23.1
232.4,67,544.4,25.9,0.0,93.3,100,51,73.0,12,0.8,25.4,0.995,12.7,20.7,-0.6,83.2,21.0,2060,23.73,20.8,12.960,12,90.9,25.6
235.2,68,552.5,27.1,0.4,93.3,100,51,73.4,12,0.8,27.0,0.997,12.1,21.6,-0.1,83.9,22.0,2137,25.20,22.4,13.092,12,90.1,27.1
238.0,68,559.8,26.7,2.2,93.3,100,52,72.9,12,0.8,26.7,0.997,12.5,21.1,-0.8,83.7,21.5,2094,24.78,21.9,13.077,12,90.0,27.0
240.8,69,567.8,24.7,7.0,93.3,100,53,72.8,12,0.8,25.6,1.006,12.2,21.0,-1.6,83.7,21.4,2094,24.48,21.9,13.040,12,74.2,26.5
243.6,70,571.2,27.0,2.2,93.3,101,53,73.3,12,0.8,26.4,1.006,12.0,21.2,-2.1,83.5,21.4,2102,24.60,22.8,13.040,12,0.0,27.8
246.4,71,578.8,27.8,0.0,93.3,101,53,73.7,12,0.8,28.0,1.001,12.1,22.0,-1.5,83.5,22.0,2161,25.76,23.8,13.042,12,0.0,27.8
249.2,71,586.5,26.8,0.6,93.3,101,54,73.5,12,0.8,28.5,1.000,12.5,22.4,0.0,83.4,22.3,2197,25.98,24.4,13.040,12,0.0,28.0
252.0,71,592.0,24.3,2.5,93.3,101,55,72.1,12,-0.0,24.2,1.001,13.2,20.9,-1.0,82.4,20.9,2141,24.53,21.4,13.054,12,0.0,26.4
254.8,72,590.6,22.0,44.2,93.3,100,55,71.7,12,0.0,24.5,0.995,13.3,20.2,-0.7,81.9,19.8,2072,22.95,16.8,13.074,12,6.0,21.4
257.6,73,596.9,24.1,25.3,93.3,100,55,71.7,12,0.0,25.1,0.990,13.3,20.6,0.9,82.5,20.5,2103,24.53,20.8,13.041,12,89.9,25.4
260.4,73,600.0,27.4,0.0,93.3,100,56,72.7,12,0.0,26.5,0.996,14.5,21.6,1.6,83.1,22.0,2172,25.34,23.1,12.984,11,90.0,27.8
263.2,74,602.0,31.2,0.0,93.3,100,57,74.6,11,0.0,31.8,1.002,12.0,23.5,0.3,85.2,23.6,2302,27.35,26.7,13.001,11,88.9,31.4
266.0,75,607.9,34.5,0.0,93.3,100,60,76.0,11,-0.0,33.4,1.001,12.3,24.1,0.0,86.5,24.5,2394,28.78,28.7,13.040,11,87.8,34.2
268.8,76,610.7,31.8,0.5,93.3,100,60,75.7,11,-0.3,31.2,0.999,12.9,23.4,0.2,86.2,23.9,2377,28.62,27.8,13.041,11,87.6,32.4
271.6,76,612.0,23.3,8.9,93.3,100,61,65.7,11,-0.9,25.3,0.963,14.0,20.4,0.8,81.9,19.6,1972,21.85,9.5,13.040,11,40.6,17.8
274.4,77,610.8,11.2,25.9,93.3,100,61,18.0,11,-1.6,5.1,0.003,-2.6,9.5,0.3,43.5,12.5,1862,14.38,2.9,13.040,11,23.7,7.8
277.2,78,603.0,18.4,3.5,93.3,100,58,50.3,11,-0.6,11.2,0.559,4.5,2.2,0.6,18.4,4.8,1741,6.28,3.0,13.040,11,44.6,11.0
280.0,78,598.6,15.1,15.3,93.3,101,56,63.2,11,-0.3,16.5,1.004,19.8,3.6,0.8,27.2,2.1,1695,4.95,0.8,13.040,12,0.0,5.1
282.8,78,594.3,13.1,47.1,93.4,101,54,59.3,11,-0.8,17.5,1.008,16.1,17.6,-3.1,77.9,17.6,1773,12.96,1.2,13.040,12,5.0,7.8
285.6,78,591.3,12.1,81.3,93.7,100,53,51.0,11,-0.8,12.5,0.999,22.4,13.4,-2.0,66.2,14.6,1670,13.56,5.0,13.040,12,42.3,11.2
288.4,78,587.8,7.8,40.1,93.7,99,51,48.0,11,-0.8,12.0,0.999,23.3,9.1,-0.0,49.2,7.6,1576,11.26,8.1,13.040,12,89.5,14.2
291.2,78,585.1,17.1,18.5,93.4,100,51,59.8,11,-0.4,16.4,0.999,20.3,9.8,1.4,44.8,3.3,1588,7.26,6.9,13.040,12,65.8,16.5
294.0,78,585.8,14.5,4.3,93.3,100,51,55.3,11,-0.3,20.2,0.884,10.7,18.2,0.8,81.2,18.8,1898,21.73,18.7,13.040,12,82.6,20.6
296.8,78,586.9,6.1,2.0,93.3,100,51,16.5,11,-1.6,5.1,0.003,-8.5,3.5,0.0,40.5,11.8,1647,13.96,13.4,13.040,12,92.9,19.9
299.6,78,578.5,13.7,23.4,93.3,99,48,44.3,11,-1.1,11.2,0.542,3.1,8.2,-0.3,37.8,10.1,1523,9.47,7.5,13.040,12,95.7,13.3
302.4,78,580.0,9.3,12.0,93.3,99,48,54.8,11,-0.6,16.9,1.011,16.0,15.3,-0.8,70.8,14.9,1637,15.77,9.4,13.042,12,94.9,14.1
305.2,78,580.0,10.9,3.4,93.3,100,49,51.7,11,0.0,20.0,1.013,8.0,18.4,-1.6,84.6,17.9,1646,17.87,15.9,13.040,12,93.6,19.5
308.0,78,580.5,25.0,14.7,93.3,100,51,74.5,11,-0.0,24.1,1.004,9.7,19.4,0.3,84.2,19.5,1841,21.02,20.2,13.011,12,91.8,24.3
310.8,78,583.3,15.3,34.9,93.3,99,52,47.4,11,-0.5,16.7,1.005,17.6,16.5,0.1,72.9,17.2,1909,20.46,17.4,12.974,12,87.5,19.3
313.6,78,584.0,8.6,44.8,93.3,99,53,27.5,11,-0.8,9.7,1.007,29.0,11.1,-3.0,51.1,11.2,1625,11.72,5.9,13.040,12,34.8,4.7
316.4,78,579.9,4.9,29.3,93.3,99,54,19.5,11,-1.0,7.8,1.001,37.3,9.6,-6.1,42.4,9.8,1624,9.63,4.9,12.916,12,78.0,7.6
319.2,78,572.0,5.0,0.0,93.3,99,55,17.4,11,-1.6,5.9,0.979,40.4,4.7,0.0,25.6,2.6,1651,6.70,2.1,12.973,12,47.2,7.5
322.0,78,562.9,6.0,0.3,93.3,101,56,18.8,11,-1.6,7.1,0.909,40.5,5.4,2.6,24.5,0.2,1680,5.53,0.4,13.040,12,0.0,6.2
324.8,78,550.9,7.8,45.4,93.3,100,57,18.3,11,-1.6,7.1,0.935,38.6,8.0,1.9,35.9,3.5,1740,7.65,1.6,13.040,12,3.7,7.1
327.6,78,549.8,6.4,23.3,93.3,100,59,16.6,11,-1.6,7.1,0.988,36.1,11.8,-4.7,56.9,13.3,1886,15.45,9.0,13.041,12,62.2,5.9
330.4,78,547.0,6.6,5.9,93.4,101,61,14.8,11,-1.6,7.1,0.979,40.4,6.3,-0.8,32.2,8.5,1870,14.08,8.8,13.083,12,77.8,9.7
333.2,78,544.0,11.8,29.8,93.7,99,63,22.0,11,-0.5,14.1,0.997,28.3,12.2,-1.2,49.6,11.7,1958,16.37,11.2,13.119,12,82.1,15.8
336.0,77,548.3,19.1,16.5,93.7,99,65,43.3,11,0.0,20.4,1.008,17.7,18.0,-1.6,77.1,18.1,2126,22.24,17.1,13.117,12,20.3,25.8
338.8,77,553.2,25.8,3.4,93.7,100,67,73.7,11,-0.0,26.7,1.012,12.0,21.9,-1.6,87.3,22.3,2392,28.97,22.6,13.044,12,43.3,26.6
341.6,77,559.6,28.2,2.5,93.7,100,68,74.9,11,-0.5,27.6,1.005,12.8,22.2,-1.2,87.3,22.5,2432,29.30,22.9,13.040,12,86.8,28.2
344.4,77,565.7,29.3,0.9,93.7,100,70,75.7,11,-0.8,29.5,0.999,13.8,22.9,-0.6,87.0,22.9,2516,29.94,23.6,13.040,12,87.4,28.6
347.2,77,571.8,31.2,0.0,93.7,100,71,75.9,11,-0.8,31.8,0.997,14.5,24.3,0.0,86.3,24.3,2649,32.06,27.4,13.040,12,86.7,31.8
350.0,77,578.0,32.2,0.0,93.7,100,72,75.3,11,-0.8,31.8,0.998,14.5,23.8,0.0,85.4,24.0,2684,32.15,27.3,13.040,12,86.5,32.3
352.8,78,584.1,29.4,0.0,93.7,100,72,74.4,11,-0.8,29.5,1.001,14.2,22.8,-0.4,84.9,22.1,2505,29.16,24.0,13.040,12,87.6,29.6
355.6,79,586.6,23.9,1.7,93.7,100,72,68.4,11,-0.4,25.0,1.001,16.2,20.3,0.1,80.7,18.9,2231,23.39,17.1,13.040,12,91.4,22.0
358.4,80,588.0,19.3,1.4,93.7,100,72,63.1,11,0.0,20.5,1.001,20.4,16.5,2.3,69.0,14.5,2198,16.98,10.2,13.042,12,93.1,17.1
361.2,80,588.0,17.5,0.0,93.7,99,71,64.2,11,0.0,21.2,1.009,18.5,17.6,-0.9,74.0,16.6,2172,20.72,13.2,13.040,12,92.8,17.7
364.0,81,587.7,19.8,0.0,93.7,100,70,62.7,11,-0.0,20.0,1.001,19.2,16.9,-1.6,73.0,15.3,2149,19.20,12.5,13.040,12,92.5,18.6
366.8,81,583.5,7.1,0.0,93.4,99,70,34.5,11,0.0,13.1,1.005,27.8,13.6,-3.3,57.3,12.0,2116,13.30,6.9,13.040,12,90.3,12.1
369.6,81,581.2,6.6,40.4,93.3,99,68,22.3,11,-0.7,8.0,1.010,37.7,9.7,-5.7,34.6,8.9,2061,7.73,2.5,13.043,12,64.2,5.1
372.4,81,576.5,8.8,39.2,93.3,100,66,27.4,11,-1.3,8.1,1.006,39.6,8.2,-6.2,28.6,8.2,1973,8.12,3.9,13.122,12,26.0,7.1
375.2,81,572.0,12.7,0.0,93.3,101,65,45.5,11,-0.0,14.1,0.992,25.4,13.7,-1.9,47.4,11.5,1975,12.46,7.0,13.087,12,0.0,10.2
378.0,81,571.2,14.5,0.0,93.3,101,65,47.5,11,0.0,9.1,0.992,17.6,9.6,0.7,43.2,11.8,1956,14.28,9.6,13.040,12,0.0,14.5
380.8,81,569.4,14.0,0.0,93.3,101,63,49.0,11,0.0,8.6,0.992,12.7,6.5,1.3,23.8,8.7,1911,8.75,5.9,13.040,12,0.0,12.5
383.6,81,568.0,13.7,4.9,93.3,100,62,50.0,11,0.0,14.8,0.994,23.0,14.1,0.0,60.4,13.7,1899,16.11,9.0,12.980,12,65.6,13.3
386.4,81,567.0,12.1,18.7,93.3,99,62,50.6,11,-0.0,14.1,1.001,24.0,12.5,1.2,53.4,11.6,1875,12.78,6.0,13.003,12,82.6,10.6
389.2,81,563.8,6.1,48.2,93.3,99,60,21.2,11,0.0,7.0,1.002,17.3,5.3,2.8,33.2,8.1,1818,9.84,3.9,13.058,12,71.7,8.1
392.0,81,559.1,17.6,12.4,93.3,99,58,47.2,11,-0.4,11.6,0.997,14.6,6.0,2.6,34.3,7.1,1770,8.55,5.4,13.093,12,84.0,14.0
394.8,81,560.0,13.6,19.0,93.3,99,57,54.0,11,-0.8,16.3,0.990,20.5,14.9,0.4,70.0,11.3,1800,9.48,4.3,13.041,12,87.3,9.8
397.6,81,557.3,8.8,27.6,93.3,99,57,36.6,11,-0.9,10.0,0.995,40.5,3.5,3.9,21.6,3.5,1733,6.30,1.7,12.990,12,72.0,7.4
400.4,81,551.5,6.0,0.5,93.3,99,56,21.2,11,-1.6,7.1,1.006,39.8,7.7,-0.2,35.2,7.6,1712,8.12,2.9,12.991,12,69.9,6.6
403.2,81,547.4,10.6,9.5,93.3,99,56,33.7,11,-1.1,9.0,0.999,34.8,10.5,-2.1,47.1,11.1,1712,11.56,6.3,13.040,12,95.7,11.0
406.0,81,548.0,11.3,4.5,93.3,99,56,35.6,11,-0.8,9.9,0.994,29.8,11.0,-0.2,50.6,11.4,1712,12.30,6.3,13.041,12,95.5,11.8
408.8,81,546.6,9.9,29.1,93.4,99,55,27.1,11,-0.8,8.0,0.999,35.5,11.0,-3.1,50.6,11.4,1683,11.33,2.5,13.040,12,55.8,8.4
