BlueDriver Data Log
Aug 28, 2018 5:18:09 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,41,16.0,88.2,101,1,36.7,26,47.1,812,0.4,13.631,27,5.5
6.2,42,16.0,88.2,101,1,34.0,26,43.6,840,0.4,13.542,27,5.5
9.3,42,16.0,88.2,101,0,33.9,26,43.9,834,0.4,13.509,27,5.9
12.4,43,16.0,88.2,101,4,36.1,26,43.2,1200,0.7,13.398,27,8.1
15.5,43,16.0,88.3,101,8,27.2,26,31.8,1343,0.4,13.156,27,6.7
18.6,43,19.9,88.2,101,7,26.9,26,31.9,1147,0.2,13.040,27,5.6
21.7,44,28.2,88.6,101,5,28.4,26,34.1,1234,0.4,12.902,28,8.3
24.8,44,45.2,88.6,101,7,35.7,26,42.4,1519,1.8,13.040,28,8.9
27.9,45,57.3,88.6,101,10,36.6,26,43.8,1230,1.5,13.039,28,7.9
31.0,46,69.7,88.6,101,11,29.9,26,34.5,1310,0.4,13.010,28,6.5
34.1,47,79.2,88.6,101,10,26.4,26,30.6,1186,0.0,12.960,28,5.5
37.2,47,87.2,88.6,101,8,29.5,26,34.3,1173,0.3,13.022,28,6.1
40.3,48,99.6,88.6,101,8,46.0,26,52.0,1580,5.2,12.960,28,11.9
43.4,49,117.9,88.6,101,13,38.5,26,45.8,1114,1.5,12.960,28,9.2
46.5,49,125.3,88.2,101,14,30.2,26,37.0,1204,0.2,12.920,28,6.6
49.6,50,134.0,88.2,101,11,26.7,26,33.0,1134,0.0,13.027,28,5.5
52.7,50,145.3,88.2,101,9,46.1,26,50.9,1597,6.1,12.996,28,12.8
55.8,51,158.8,88.2,101,14,42.4,26,53.4,1270,3.9,12.800,28,7.4
58.9,52,164.0,88.2,101,16,22.0,26,26.5,1114,0.4,12.911,28,5.1
62.0,52,167.6,88.2,101,10,37.1,26,40.6,1425,2.3,12.984,28,6.8
65.1,53,185.6,88.2,101,14,63.1,26,73.7,1766,10.8,12.994,28,17.3
68.2,53,211.5,88.2,101,21,68.2,26,76.0,1870,13.8,13.013,28,19.2
71.3,55,242.2,88.2,100,27,69.5,26,81.1,1935,15.7,12.960,28,20.9
74.4,55,273.3,88.2,100,32,68.2,26,79.2,1885,15.7,12.960,28,20.4
77.5,57,302.3,88.2,100,36,60.8,26,72.2,1796,13.9,12.960,28,16.5
80.6,57,316.0,88.2,101,37,22.3,26,31.5,1349,2.8,12.960,28,7.2
83.7,59,321.9,88.2,101,36,44.9,26,56.8,1212,4.9,12.960,28,10.2
86.8,59,332.0,88.2,101,36,48.0,26,62.0,1278,3.2,12.960,27,8.9
89.9,60,336.0,88.2,101,36,30.4,26,34.7,1219,1.5,12.947,27,7.8
93.0,60,330.8,88.2,101,35,27.5,26,32.9,1203,0.4,12.960,27,6.3
96.1,60,318.9,88.2,101,31,27.2,26,32.5,1224,0.4,12.908,27,5.9
99.2,61,309.2,88.2,101,24,22.6,26,26.7,1215,0.4,12.982,27,5.1
102.3,61,302.5,88.2,101,16,21.9,26,26.4,1115,0.4,12.977,27,4.9
105.4,61,300.0,88.2,101,7,25.9,26,37.5,995,0.3,12.913,27,5.6
108.5,61,296.0,88.2,101,3,42.5,26,53.5,824,2.7,12.950,27,6.9
111.6,61,300.8,88.2,101,8,48.6,26,58.0,1662,6.7,12.999,27,12.6
