BlueDriver Data Log
Sep 25, 2018 6:40:52 PM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),Absolute Throttle Position B (%),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Control Module Voltage (V)
1827.1,3.0,3.04,21,4.0,0.000,45.5,17,14.3,5.1,86,452.2,16.7,-3.1,5.5,1.749,0.2,2.0,2.7,0.0,99,88,3.658,0.000,-13.0,99.2,1.8,1670,13.027
1842.2,16.5,19.14,21,19.0,0.743,45.1,17,71.4,19.0,85,466.5,60.8,-1.6,18.5,0.998,2.0,14.6,43.1,0.0,99,92,2.177,0.999,17.9,99.2,16.7,1922,12.960
1857.3,18.3,20.56,20,21.2,0.707,43.1,17,74.0,19.5,87,507.9,61.9,-1.6,19.5,0.998,0.2,19.0,78.1,13.6,99,97,2.189,1.002,14.9,99.2,18.9,1939,12.920
1872.4,23.0,29.00,19,29.2,0.699,43.1,17,82.9,28.4,87,552.4,71.7,-1.0,28.8,0.997,0.4,24.2,88.1,0.4,98,114,2.209,0.994,13.1,99.2,23.3,2513,13.016
1887.5,11.1,11.93,20,11.8,0.537,43.5,17,44.6,12.0,87,560.7,36.6,-2.1,12.3,1.001,0.0,8.0,23.0,2.2,99,113,2.180,0.989,30.3,99.2,10.9,2101,13.013
1902.6,17.2,21.50,20,20.0,0.773,43.9,17,71.0,16.9,86,558.4,54.8,-1.6,17.7,0.999,-0.5,14.9,55.2,21.0,99,112,2.183,0.982,19.7,99.2,17.5,2165,12.960
1917.7,1.5,3.95,20,4.7,0.011,43.9,17,12.5,4.4,86,529.9,10.2,-3.9,4.3,1.999,0.0,0.7,0.0,0.0,99,101,3.591,0.000,-13.0,99.2,0.0,1886,12.960
1932.8,19.3,23.81,20,24.5,0.725,43.7,17,81.4,24.7,86,538.6,69.0,-0.8,24.4,0.993,3.0,20.0,86.0,10.4,99,106,2.162,0.998,16.9,99.2,20.0,2202,12.960
1947.9,9.4,8.34,19,9.9,0.700,43.9,17,41.6,12.6,86,556.0,42.4,-1.6,12.9,1.000,1.2,9.4,22.7,9.2,99,108,2.205,0.994,38.0,99.2,2.0,1991,12.960
1963.0,12.9,14.43,19,13.5,0.771,44.3,17,49.6,13.2,86,544.1,41.7,-1.8,13.4,0.989,1.6,10.5,29.3,18.0,99,105,2.165,0.992,28.9,99.2,12.4,2012,12.960
1978.1,14.3,16.49,19,15.2,0.675,44.3,17,56.6,14.4,86,545.5,48.9,-1.6,16.1,0.985,2.3,14.1,43.7,0.4,99,104,2.167,1.006,20.1,99.2,14.8,2038,12.960
1993.2,17.3,20.14,19,20.6,0.782,43.6,17,75.2,21.5,86,564.0,57.1,-1.6,15.4,1.002,2.8,10.8,25.4,0.0,99,108,2.121,0.994,27.7,99.2,7.8,2023,12.960
2008.3,5.2,5.41,19,5.6,0.669,43.9,17,14.2,4.4,86,548.6,11.0,-3.9,4.6,1.834,0.5,0.9,2.1,5.5,100,104,3.023,1.062,36.1,99.2,3.3,1937,12.960
2023.4,14.2,15.86,19,15.5,0.694,43.3,17,64.1,17.4,86,553.2,60.8,-1.0,19.2,1.004,0.1,15.9,51.6,0.0,99,102,2.181,0.995,22.2,99.2,13.4,1920,12.960
2038.5,10.7,11.40,19,11.0,0.705,43.1,17,41.4,11.4,86,561.2,24.9,-2.4,9.3,0.976,0.9,5.3,3.4,6.7,100,103,2.202,1.000,29.6,99.2,11.5,1959,12.960
2053.6,0.0,2.76,19,3.4,0.000,44.0,17,11.2,3.5,86,515.0,9.7,-3.9,3.5,1.999,0.0,0.4,0.0,0.0,100,84,3.690,0.000,-13.0,99.2,0.0,1583,12.960
2068.7,18.2,20.72,19,21.6,0.726,43.6,17,77.8,22.1,86,526.1,67.4,-0.8,21.1,0.993,-1.0,17.7,64.3,0.0,99,81,2.195,0.996,14.5,99.2,18.4,1938,12.960
2083.8,5.9,5.77,18,6.3,0.711,43.1,17,15.5,4.5,86,552.5,18.0,-3.4,6.6,1.771,0.9,1.7,2.5,0.0,100,94,2.117,0.994,38.6,99.2,7.0,1760,12.960
2098.9,15.1,15.75,18,10.7,0.720,43.5,17,45.9,12.3,86,536.0,46.8,-1.5,13.5,0.988,0.7,11.7,31.5,16.6,99,90,2.177,1.001,19.6,99.2,15.5,1763,12.960
2114.0,0.0,3.39,18,4.3,0.005,44.3,17,11.5,4.2,86,511.1,9.9,-3.9,3.9,1.999,0.0,0.4,0.0,0.0,100,96,3.677,0.000,-13.0,99.2,0.0,1860,12.960
2129.1,10.1,10.93,18,15.3,0.094,44.3,17,80.9,24.6,86,488.0,68.9,-0.8,17.0,1.005,1.2,8.5,18.2,0.0,100,85,2.247,0.995,20.5,99.2,1.6,1574,12.960
2144.2,13.9,12.71,18,16.0,0.723,43.3,17,72.7,17.7,86,507.6,65.2,-0.8,21.6,0.995,2.4,19.3,81.5,13.0,99,72,2.190,1.008,19.5,99.2,14.0,1527,12.978
2159.3,0.0,2.84,18,3.6,0.006,43.1,17,13.3,3.7,87,512.2,10.5,-3.9,5.1,1.212,3.5,2.9,5.4,10.9,100,89,2.943,0.246,-5.3,99.2,0.0,1669,12.960
2174.4,7.1,7.98,18,7.4,0.316,42.8,17,29.8,8.1,86,484.7,26.4,-3.6,8.4,0.864,6.2,7.6,17.9,17.8,100,82,2.201,0.814,13.8,99.2,8.9,1687,12.960
2189.5,2.7,2.83,18,5.3,0.077,43.5,17,19.4,3.7,86,476.2,18.5,-2.6,5.5,0.925,-0.5,2.3,3.3,0.0,100,88,2.245,0.901,39.0,99.2,6.3,1637,12.960
2204.6,9.4,8.08,18,9.0,0.687,43.5,17,38.4,8.7,86,468.0,29.8,-0.8,10.9,0.964,-3.3,9.0,21.1,5.7,100,87,2.187,1.010,15.7,99.2,7.0,1709,12.960
2219.7,11.8,12.05,18,12.1,0.591,40.7,17,52.8,12.8,86,481.5,42.4,-0.8,9.5,0.976,-0.8,6.2,13.9,1.7,100,94,2.193,1.008,33.5,99.2,11.3,1806,12.894
2234.8,4.4,6.51,18,9.4,0.058,42.0,17,66.9,19.5,86,464.8,55.3,-1.6,16.7,1.303,-2.6,13.0,52.8,18.2,100,85,2.936,0.474,-3.7,99.2,7.8,1756,12.985
2249.9,9.9,7.67,18,8.6,0.252,41.7,17,31.9,7.5,86,480.2,24.6,-3.9,8.1,0.931,5.6,8.9,21.5,25.3,100,85,2.441,0.725,9.9,99.2,7.5,1619,12.996
2265.0,11.5,9.46,18,12.4,0.339,42.6,17,58.7,14.1,86,505.6,57.1,-0.8,16.2,1.000,0.0,13.7,38.2,0.0,100,92,2.199,0.992,1.6,99.2,0.8,1702,12.960
2280.1,12.0,13.46,18,14.3,0.697,43.5,17,33.9,5.1,86,518.5,19.4,-3.2,6.5,1.189,-0.5,4.4,10.9,22.1,101,92,2.809,0.549,8.6,99.2,9.5,1737,12.900
2295.2,11.5,10.92,18,10.7,0.687,42.8,17,46.7,6.4,86,506.9,24.5,-1.5,8.0,0.983,-0.8,5.7,12.7,3.0,100,86,2.201,1.002,35.3,99.2,10.7,1626,13.040
2310.3,20.1,23.95,18,24.2,0.696,41.5,17,79.5,24.0,86,530.9,67.1,-66.1,25.3,1.002,2.7,22.0,90.1,0.4,100,91,2.160,1.000,11.5,99.2,20.6,2134,12.967
2325.4,16.9,21.02,17,20.0,0.753,41.6,17,73.8,21.5,86,569.4,67.4,-0.8,23.3,1.006,1.1,19.4,79.0,0.0,100,110,2.181,0.998,15.7,99.2,19.5,2166,12.951
2340.5,8.9,12.11,17,5.8,0.518,42.5,17,13.8,6.0,86,580.0,19.3,-3.7,9.3,0.986,0.1,6.0,20.9,0.0,101,111,2.224,0.399,1.6,99.2,8.4,2079,12.960
2355.6,12.5,13.51,17,12.4,0.673,42.9,17,46.6,12.6,86,560.0,37.9,-1.6,10.2,1.006,1.6,5.2,12.9,1.6,100,104,2.179,1.002,36.7,99.2,10.7,1957,12.960
2370.7,17.3,19.57,17,20.1,0.743,40.9,17,76.4,20.9,86,570.6,66.4,-0.8,20.8,1.002,-0.4,18.0,70.5,10.3,100,100,2.185,0.996,16.7,99.2,14.7,1902,12.880
2385.8,20.4,24.23,17,25.9,0.700,40.4,17,83.1,25.9,86,596.0,72.2,-0.8,25.5,0.998,0.8,21.6,90.2,0.0,100,88,2.184,0.999,11.8,99.2,20.8,2094,12.923
2400.9,15.6,17.10,17,17.5,0.720,40.4,17,66.1,17.4,86,604.0,59.4,-1.6,17.5,0.998,0.9,14.1,40.2,0.0,100,98,2.204,0.999,20.4,99.2,15.7,1843,12.960
2416.0,11.9,12.94,17,11.8,0.690,41.6,17,45.8,11.5,86,596.9,37.6,-1.6,11.4,0.996,2.3,7.4,19.0,4.4,100,105,2.176,1.000,29.8,99.2,11.6,1965,12.960
2431.1,10.8,11.10,17,10.7,0.693,40.7,17,41.6,10.8,86,579.7,37.5,-1.6,11.4,0.999,0.9,7.5,19.0,0.0,100,102,2.216,0.998,32.2,99.2,10.9,1935,12.960
2446.2,10.7,10.55,17,10.3,0.770,40.6,17,38.4,10.1,86,556.0,28.6,-2.2,8.8,1.004,-1.3,5.8,14.7,0.0,100,98,2.201,0.994,32.8,99.2,10.6,1870,12.960
2461.3,6.1,5.66,17,5.5,0.854,40.8,17,18.6,5.4,86,526.2,14.0,-3.9,4.6,0.966,3.9,1.6,3.7,12.3,101,91,2.481,0.560,22.7,99.2,6.0,1722,12.977
2476.4,1.9,2.86,17,3.6,0.075,42.1,17,12.1,3.4,86,506.4,9.5,-3.9,3.5,1.080,-0.0,0.4,0.4,4.8,101,85,3.168,0.220,1.5,99.2,1.3,1560,12.995
2491.5,0.0,2.11,17,2.8,0.049,44.9,17,22.5,2.9,86,460.6,16.4,-5.8,3.0,1.637,-0.2,0.5,0.0,0.0,101,9,2.062,0.891,4.4,99.2,0.0,733,12.960
2506.6,13.2,12.64,18,11.9,0.734,44.5,17,54.8,10.9,86,432.0,42.8,-2.8,5.9,0.981,-4.1,8.6,21.5,74.4,101,10,2.185,1.012,24.8,99.2,13.6,1761,12.806
2521.7,9.0,9.17,17,9.8,0.754,42.7,17,53.4,11.1,87,474.2,48.8,-0.8,11.8,1.005,-0.3,9.4,22.8,18.3,101,55,2.195,1.001,20.1,99.2,10.2,1437,12.991
2536.8,0.0,2.63,17,3.1,0.000,44.2,17,15.5,3.4,87,450.4,12.6,-3.9,3.5,1.999,0.0,0.8,0.0,0.0,101,38,3.693,0.000,-12.8,99.2,0.0,1162,12.960
2551.9,0.0,1.88,18,2.5,0.827,45.9,17,25.5,2.4,87,408.3,19.6,-10.2,2.7,1.009,-2.3,0.8,0.2,0.0,101,0,2.252,1.006,0.4,99.2,0.0,600,12.883
2567.0,2.2,3.67,18,3.9,0.727,45.5,17,29.9,5.9,87,377.6,28.7,-3.2,7.5,0.962,-1.8,4.7,11.1,2.0,101,4,2.218,1.004,12.1,99.2,4.6,921,12.857
2582.1,13.9,13.12,18,14.2,0.780,42.9,17,68.9,14.9,87,419.5,61.8,-0.8,14.5,1.008,1.5,10.9,25.4,0.0,101,49,2.176,0.999,13.7,99.2,13.5,1342,13.040
2597.2,10.3,8.83,18,9.2,0.706,42.6,17,46.4,6.8,87,449.8,31.5,-2.0,7.7,1.222,1.1,5.7,12.9,0.0,101,60,2.378,0.876,20.7,99.2,10.9,1361,12.960
2612.3,0.0,2.87,18,3.5,0.681,43.1,17,18.8,4.5,87,440.0,20.6,-2.9,5.4,1.629,-0.9,3.2,6.2,0.0,101,55,2.782,0.588,13.8,99.2,7.2,1303,12.960
2627.4,0.0,2.47,18,3.1,0.035,45.8,17,20.9,2.5,86,403.1,16.8,-10.2,3.1,0.889,0.0,0.8,0.0,0.0,101,9,2.258,0.680,-5.7,99.2,0.0,805,12.960
2642.5,0.0,1.98,18,2.7,0.755,45.5,17,26.5,2.7,86,371.3,20.4,-10.6,2.7,1.014,-0.4,0.8,0.2,0.0,101,0,2.195,0.999,0.6,99.2,0.0,600,12.804
2657.6,0.0,1.92,18,2.4,0.703,44.6,17,25.4,2.4,86,341.0,18.9,-10.2,2.7,0.966,4.2,0.8,2.0,0.8,101,0,2.129,1.000,3.5,99.2,0.0,587,12.856
2672.7,14.4,14.30,19,14.2,0.708,42.5,17,62.2,14.1,86,354.3,56.7,-0.8,14.8,0.999,-0.5,12.1,29.4,24.0,101,38,2.195,1.000,20.7,99.2,14.4,1662,12.960
2687.8,8.7,6.79,18,7.8,0.712,42.0,17,41.5,8.1,86,410.6,36.1,-0.8,8.4,0.996,0.8,6.0,8.0,38.6,101,56,2.213,0.998,30.1,99.2,8.6,1190,13.032
2702.9,0.0,2.45,19,3.0,0.167,42.8,17,16.4,3.9,86,392.6,18.9,-3.9,4.5,1.113,6.1,1.1,2.0,0.0,101,23,2.661,0.525,3.8,99.2,0.0,1175,12.972
2718.0,2.8,3.36,19,4.0,0.783,42.9,17,25.1,2.6,86,364.9,11.8,-4.6,4.4,1.019,8.8,1.0,0.0,1.5,101,3,2.221,1.007,6.6,99.2,1.6,793,12.880
2733.1,0.0,1.83,19,2.4,0.755,43.1,17,18.4,0.0,86,348.0,0.0,5.5,4.7,1.053,0.0,1.6,0.0,3.5,101,0,2.287,0.999,9.5,99.2,0.0,725,12.880
2748.2,0.0,1.84,19,2.4,0.755,43.1,17,18.4,0.0,86,348.0,0.1,5.5,0.0,1.6,0.0,3.5,101,0,2.287,0.999,9.5,99.2,0.0,725,12.881
2763.3,0.0,1.83,19,2.4,0.755,43.1,17,18.4,0.0,86,348.0,0.0,5.5,-0.0,1.6,0.0,3.5,101,0,99.2,0.0,725,12.880
