BlueDriver Data Log
Jul 23, 2018 5:18:34 PM
Time (s),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Intake Air Temperature (°C),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Engine RPM (rpm),Fuel Level Input (%)
169.0,101,0,33.4,33,36,69,176.0,850,40.0
170.3,101,0,32.9,33,36,69,175.9,829,40.0
171.6,101,0,32.9,33,36,69,176.0,825,40.0
172.9,101,0,32.9,33,36,70,176.0,825,40.0
174.2,101,0,32.2,33,36,70,176.0,825,40.0
175.5,101,0,32.2,33,36,70,176.0,825,40.0
176.8,101,0,32.2,33,36,70,176.0,832,40.0
178.1,101,0,31.4,33,36,70,173.3,830,40.0
179.4,101,0,31.4,33,36,70,172.0,825,40.0
180.7,101,0,31.4,33,36,70,172.0,819,40.0
182.0,101,0,31.4,33,36,70,172.0,817,40.0
183.3,101,0,42.3,33,36,70,173.5,979,40.0
184.6,101,3,48.3,33,36,70,177.1,1482,40.0
185.9,101,6,38.2,33,36,71,181.1,1500,39.6
187.2,101,9,40.2,33,36,71,185.1,1257,39.2
188.5,101,11,36.4,33,36,71,188.8,1291,39.2
189.8,101,11,24.4,33,36,71,192.0,1320,38.8
191.1,101,11,23.8,33,36,71,192.2,1200,38.8
192.4,101,11,24.6,33,36,71,195.8,1200,38.8
193.7,101,11,25.3,33,36,71,196.0,1162,38.8
195.0,101,11,25.9,33,36,72,196.0,1140,38.8
196.3,101,11,25.9,33,36,72,199.5,1155,38.8
197.6,101,11,25.9,33,36,72,200.0,1154,38.8
198.9,101,11,25.9,33,36,72,200.0,1150,38.8
200.2,101,11,25.9,33,36,72,202.3,1144,38.8
201.5,101,11,25.9,33,36,72,204.0,1148,38.6
202.8,101,11,25.9,33,36,72,204.0,1142,38.5
204.1,101,9,26.6,33,36,72,205.4,1109,38.9
205.4,101,7,26.7,33,36,72,208.0,1097,39.2
206.7,101,4,27.7,33,36,72,208.0,1063,39.2
208.0,101,3,30.5,33,36,73,208.0,952,39.2
209.3,101,1,33.0,33,36,73,208.0,850,39.6
210.6,101,0,33.7,33,36,73,208.0,850,39.6
211.9,101,0,33.4,33,36,73,208.0,850,39.6
213.2,101,0,32.7,33,36,73,204.6,850,39.6
214.5,101,0,32.2,33,36,73,204.0,840,39.6
215.8,101,0,32.2,33,36,74,204.0,837,39.3
217.1,101,0,32.2,33,36,74,204.0,837,39.4
218.4,101,0,32.2,33,36,74,201.5,830,39.4
219.7,101,0,31.5,33,36,74,200.0,825,39.2
221.0,101,0,31.4,33,36,75,200.0,819,39.2
222.3,101,0,31.4,33,36,75,200.0,812,39.2
223.6,101,0,31.4,33,36,75,200.0,812,39.2
224.9,101,0,31.4,33,36,75,198.7,812,39.2
226.2,101,0,31.4,33,36,75,196.0,812,39.2
227.5,101,0,31.4,33,36,75,196.0,812,39.2
228.8,101,0,30.9,33,36,75,196.0,812,38.8
230.1,101,0,30.6,33,37,75,196.0,812,38.8
231.4,101,0,30.6,33,37,75,192.5,812,38.8
232.7,101,0,30.6,33,37,75,192.0,804,38.8
234.0,101,0,30.6,33,37,75,192.0,800,38.6
235.3,101,0,30.6,33,37,75,192.0,806,38.4
236.6,101,0,30.6,33,37,75,190.1,812,38.4
237.9,101,0,30.6,33,37,75,188.0,812,38.3
239.2,101,0,30.6,33,37,75,188.0,809,38.0
240.5,101,0,30.6,33,37,75,188.0,801,38.0
241.8,101,0,30.6,33,37,75,187.8,812,38.0
243.1,101,0,30.6,33,37,75,183.9,812,38.0
244.4,101,0,30.6,33,37,75,184.0,812,38.0
245.7,101,0,30.8,33,37,75,184.0,812,37.7
247.0,101,0,31.2,33,37,75,184.0,804,37.6
248.3,101,0,30.6,33,37,75,184.0,808,37.6
249.6,101,0,30.6,33,37,75,184.0,812,37.6
250.9,101,0,30.6,33,37,75,181.4,806,37.6
252.2,101,0,30.6,33,37,75,180.0,805,37.6
253.5,101,0,30.6,33,37,75,180.0,812,37.6
254.8,101,0,30.6,33,37,75,180.0,812,37.6
256.1,101,0,30.6,33,37,75,180.0,812,37.6
257.4,101,0,31.0,33,37,75,179.2,812,37.6
258.7,101,0,31.0,33,37,75,176.0,812,37.6
260.0,101,0,30.6,33,37,75,176.0,812,37.6
261.3,101,0,30.6,33,37,75,175.2,812,37.6
262.6,101,0,30.6,-12,37,75,176.0,812,37.6
263.9,101,0,30.6,33,37,75,176.0,812,37.6
265.2,101,0,30.6,33,37,75,176.0,812,37.6
266.5,101,0,30.6,33,37,75,172.4,812,37.6
267.8,101,0,30.6,33,37,75,172.0,812,37.6
269.1,101,0,30.6,33,37,75,172.0,812,37.6
270.4,101,0,30.6,33,37,75,172.0,812,37.6
271.7,101,0,30.6,33,37,75,172.0,812,37.6
273.0,101,0,31.1,33,37,76,172.0,811,37.6
274.3,101,0,32.9,33,37,76,172.0,800,37.6
275.6,101,2,37.8,33,37,76,171.9,1310,37.6
276.9,101,5,45.2,33,37,76,175.4,1526,37.6
278.2,101,9,49.7,33,37,76,179.3,1515,37.4
279.5,101,12,56.5,33,37,76,189.3,1491,37.3
280.8,101,16,63.0,33,37,76,198.1,1487,37.1
282.1,101,18,64.3,33,37,76,202.6,1531,36.9
283.4,101,20,64.4,33,37,76,213.0,1556,36.7
284.7,101,23,65.9,33,37,76,224.6,1532,36.5
286.0,101,25,65.9,33,37,77,230.2,1482,36.5
287.3,101,26,65.3,33,37,77,239.7,1471,36.5
288.6,100,28,65.1,33,37,77,251.2,1484,36.5
289.9,101,29,63.1,33,37,77,258.6,1445,36.5
291.2,101,31,62.4,33,37,78,268.5,1437,36.5
292.5,101,33,61.4,33,36,78,281.0,1485,36.5
293.8,100,34,59.2,33,36,78,285.5,1468,36.5
295.1,101,35,53.4,33,36,78,293.0,1403,36.5
296.4,101,36,46.0,33,36,78,300.4,1235,36.5
297.7,101,36,40.1,33,36,78,304.0,1200,36.5
299.0,101,36,31.2,33,36,78,304.0,1158,36.5
300.3,101,37,26.4,33,36,79,307.6,1245,36.8
301.6,101,36,22.3,33,36,79,308.0,1265,37.1
302.9,101,34,23.4,33,36,79,308.0,1271,37.3
304.2,101,34,25.5,33,36,79,311.5,1293,37.5
305.5,101,34,35.1,33,36,79,315.0,1528,37.6
306.8,101,34,22.7,33,36,79,318.5,1467,37.8
308.1,101,33,22.7,33,36,79,320.0,1291,38.0
309.4,101,31,23.4,33,36,79,320.0,1254,38.1
310.7,101,26,23.5,33,36,80,321.5,1265,38.5
312.0,101,23,23.5,33,36,80,324.0,1264,38.8
313.3,101,18,24.1,33,36,80,324.0,1233,38.9
314.6,101,14,24.3,33,36,80,324.0,1232,39.3
315.9,101,14,24.9,33,36,80,324.0,1175,39.6
317.2,101,10,24.1,33,36,80,322.6,1114,39.6
318.5,101,8,23.9,33,36,80,320.0,1071,40.0
319.8,101,7,25.7,33,36,80,320.0,960,40.0
321.1,101,6,28.4,33,36,80,319.6,912,40.0
322.4,101,5,30.2,33,36,81,315.9,863,40.0
323.7,101,3,30.4,33,36,81,312.7,833,40.0
325.0,101,2,22.7,33,36,81,312.0,803,40.0
326.3,101,2,22.7,33,36,81,312.0,767,40.0
327.6,101,2,22.1,33,36,81,309.5,718,40.0
328.9,101,1,22.0,33,36,81,306.1,678,40.0
330.2,101,0,26.9,33,36,81,302.9,677,40.0
331.5,101,0,29.8,33,36,81,300.0,742,40.0
332.8,101,0,31.8,33,36,81,299.8,825,40.0
334.1,101,0,33.1,33,36,81,296.0,835,40.0
335.4,101,0,31.2,33,36,81,296.0,817,40.0
336.7,101,0,30.6,33,36,81,292.6,812,40.0
338.0,101,0,30.6,33,36,81,288.7,804,40.0
339.3,101,0,30.6,33,36,81,288.0,807,40.0
340.6,101,0,30.6,33,36,81,285.5,812,40.0
341.9,101,0,30.6,33,36,81,284.0,812,40.0
343.2,101,0,30.6,33,36,81,282.0,812,40.0
344.5,101,0,30.6,33,36,81,280.0,808,39.9
345.8,101,0,30.6,33,36,81,278.4,803,39.6
347.1,101,0,30.6,33,36,81,276.0,809,40.0
348.4,101,0,30.6,33,36,81,274.8,804,40.0
349.7,101,1,30.6,33,36,81,272.0,858,39.6
351.0,101,3,35.4,33,36,81,272.0,1295,39.6
352.3,101,5,40.0,33,36,81,272.4,1587,39.2
353.6,101,8,46.1,33,36,81,276.2,1461,39.2
354.9,101,11,52.8,33,36,81,280.5,1448,39.2
356.2,101,14,54.4,33,36,81,284.0,1387,38.9
357.5,101,16,56.3,33,36,81,284.4,1363,38.8
358.8,101,18,58.8,33,37,81,292.1,1384,38.5
360.1,101,19,59.2,33,37,81,295.7,1362,38.4
361.4,101,21,60.5,33,37,81,301.4,1350,38.4
362.7,101,23,61.2,33,36,81,309.0,1369,38.2
364.0,101,25,64.7,33,36,82,315.8,1364,38.0
365.3,101,25,61.9,33,36,82,321.4,1328,37.9
366.6,101,26,36.6,33,36,82,325.3,1306,37.6
367.9,101,26,35.0,33,36,82,328.0,1218,37.6
369.2,101,27,46.4,33,36,82,330.9,1269,37.6
370.5,101,28,49.9,33,36,83,337.1,1295,37.6
371.8,101,29,50.6,33,36,83,340.8,1337,37.6
373.1,101,30,52.0,33,36,83,348.0,1337,37.6
374.4,101,30,53.9,33,36,83,351.7,1358,37.6
375.7,101,32,55.1,33,36,83,358.8,1362,37.6
377.0,101,33,51.9,33,36,83,362.9,1370,37.6
378.3,101,34,32.9,33,36,84,366.7,1309,37.6
379.6,101,34,24.3,33,36,84,370.3,1256,37.8
380.9,101,34,50.6,33,36,84,374.1,1288,38.0
382.2,101,34,54.4,33,35,84,378.1,1354,38.0
383.5,101,35,49.6,33,35,84,383.9,1339,38.0
384.8,101,35,49.8,33,35,84,388.0,1299,38.0
386.1,101,35,53.2,33,35,84,389.1,1335,38.0
387.4,101,35,51.3,33,35,84,393.6,1361,38.0
388.7,101,35,42.2,33,35,84,400.0,1255,38.0
390.0,101,35,39.9,33,35,84,400.2,1137,38.0
391.3,101,35,49.5,33,35,84,404.0,1182,38.0
392.6,101,35,51.0,33,35,84,407.9,1277,38.0
393.9,101,35,50.7,33,35,84,411.9,1332,38.0
395.2,101,36,51.3,33,35,84,415.9,1348,38.0
396.5,101,36,50.8,33,35,85,423.2,1388,37.7
397.8,101,37,35.0,33,35,85,424.0,1305,37.6
399.1,101,36,18.4,33,35,85,424.0,1239,37.5
400.4,101,35,24.3,33,35,85,424.0,1203,37.3
401.7,101,35,16.7,33,35,85,421.5,1219,37.3
403.0,101,34,21.2,33,35,85,420.0,1196,37.4
404.3,101,32,25.6,33,35,85,420.0,1135,37.6
405.6,101,32,27.8,33,35,85,420.0,1165,37.7
406.9,101,31,22.7,33,35,85,420.0,1209,38.0
408.2,101,30,22.2,33,35,85,420.0,1252,38.0
409.5,101,29,23.9,33,35,85,420.0,1299,38.0
410.8,101,28,23.1,33,35,85,420.0,1262,38.0
412.1,101,27,22.7,33,35,85,420.0,1261,38.0
413.4,101,25,22.7,33,35,85,420.0,1249,38.0
414.7,101,21,23.0,33,35,85,420.0,1225,38.3
416.0,101,19,23.5,33,35,85,416.0,1224,38.8
417.3,101,17,23.9,33,35,85,416.0,1200,38.8
418.6,101,14,24.7,33,35,86,416.0,1196,39.2
419.9,101,10,24.1,33,35,86,415.5,1112,39.2
421.2,101,6,25.7,33,35,86,411.8,857,39.5
422.5,101,3,30.9,33,35,86,407.8,801,40.0
423.8,101,1,31.4,33,35,86,403.8,812,40.0
425.1,101,0,33.4,33,35,86,400.0,864,40.0
426.4,101,1,37.0,33,35,86,400.0,1180,39.7
427.7,101,4,31.8,33,35,86,400.0,1308,39.6
429.0,101,5,24.2,33,35,86,396.8,1285,39.4
430.3,101,5,23.5,33,35,86,396.0,1336,39.2
431.6,101,5,22.5,33,35,86,396.0,1330,39.4
432.9,101,6,15.8,33,35,86,393.1,1170,39.6
434.2,101,5,17.3,33,35,86,392.0,988,39.6
435.5,101,2,19.6,33,35,86,389.7,818,39.7
436.8,101,1,23.9,33,35,86,386.0,714,40.0
438.1,101,0,32.7,33,35,86,382.4,729,40.0
439.4,101,0,33.4,33,35,86,378.8,715,40.0
440.7,101,0,34.4,33,35,86,374.9,735,40.0
442.0,101,0,34.0,33,35,86,371.1,778,40.0
443.3,101,0,32.5,33,35,86,367.3,804,40.0
444.6,101,0,32.2,33,35,86,364.0,837,40.0
445.9,101,0,31.9,33,35,86,364.0,826,40.0
447.2,101,0,31.4,33,35,86,360.6,825,40.0
448.5,101,0,31.5,33,35,86,357.1,833,40.0
449.8,101,2,34.5,33,35,86,356.0,1044,39.8
451.1,101,4,38.3,33,35,86,356.0,1388,39.6
452.4,101,7,36.3,33,35,86,356.0,1445,39.4
453.7,101,9,40.8,33,35,86,356.0,1327,39.2
455.0,101,10,42.1,33,35,86,356.0,1303,39.1
456.3,101,12,48.7,33,35,86,356.0,1303,38.8
457.6,101,14,53.9,33,35,86,357.3,1356,38.8
458.9,101,16,56.3,33,35,86,363.9,1412,38.8
460.2,101,18,50.3,33,35,86,364.0,1393,38.5
461.5,101,19,30.6,33,35,86,367.9,1387,38.4
462.8,101,19,25.1,33,35,86,368.0,1052,38.4
464.1,101,19,24.9,33,35,86,368.0,1176,38.4
465.4,101,18,24.3,33,35,87,368.0,1208,38.4
466.7,101,17,23.5,33,35,87,364.7,1208,38.4
468.0,101,17,18.6,33,35,87,364.0,1205,38.4
469.3,101,16,17.3,33,35,87,364.0,1170,38.6
470.6,101,14,17.3,33,35,87,362.3,1107,38.9
471.9,101,12,17.3,33,35,87,360.0,1024,39.2
473.2,101,9,15.7,33,35,87,358.7,946,39.3
474.5,101,6,16.0,33,35,87,356.0,869,39.6
475.8,101,3,23.6,33,35,87,355.5,663,40.0
477.1,101,1,31.1,33,35,87,352.0,687,40.0
478.4,101,0,33.4,33,35,87,348.6,726,40.3
479.7,101,0,31.9,33,35,87,344.7,763,40.4
481.0,101,0,29.9,33,35,87,341.2,796,40.4
482.3,101,0,30.6,33,35,87,337.4,818,40.4
483.6,101,0,30.6,33,35,87,336.0,825,40.4
484.9,101,0,30.6,33,35,87,334.3,825,40.4
486.2,101,0,30.6,33,35,87,330.8,825,40.3
487.5,101,0,30.6,33,35,87,326.9,822,40.0
488.8,101,0,30.6,33,35,87,324.0,812,40.0
490.1,101,0,30.6,33,35,87,323.3,812,40.0
491.4,101,0,30.2,33,35,87,320.0,812,40.0
492.7,101,0,29.8,33,35,87,316.0,825,40.0
494.0,101,0,30.0,33,35,87,316.0,813,40.0
495.3,101,0,30.6,33,35,87,312.4,812,40.0
496.6,101,0,30.6,33,35,87,308.6,812,39.7
497.9,101,0,30.6,33,35,87,308.0,802,39.6
499.2,101,0,30.6,33,35,87,305.4,793,39.6
500.5,101,0,30.6,33,35,87,304.0,796,39.6
501.8,101,0,30.6,33,35,87,302.1,812,39.6
503.1,101,0,30.6,33,36,87,298.2,812,39.6
504.4,101,0,30.6,33,36,87,296.0,807,39.5
505.7,101,0,30.6,33,36,87,296.0,800,39.2
507.0,101,0,30.6,33,36,87,294.0,800,39.2
508.3,101,0,30.6,33,36,87,290.0,800,39.2
509.6,101,0,30.6,33,36,87,288.0,804,39.2
510.9,101,0,30.6,33,36,87,286.1,816,39.2
512.2,101,0,30.6,33,36,87,284.0,825,39.2
513.5,101,0,30.6,33,36,87,282.9,823,39.2
514.8,101,0,30.6,33,36,87,280.0,812,39.2
516.1,101,0,31.0,33,36,87,280.0,802,39.2
517.4,101,1,35.3,33,36,87,276.4,1256,38.9
518.7,101,4,43.4,33,36,87,276.0,1571,38.8
520.0,101,7,42.5,33,36,87,279.1,1523,38.5
521.3,101,11,48.8,33,36,87,282.8,1435,38.4
522.6,101,13,51.0,33,36,87,286.7,1412,38.4
523.9,101,16,51.0,33,36,87,290.2,1363,38.4
525.2,101,17,54.9,33,36,87,293.5,1314,38.4
526.5,101,18,57.4,33,36,87,298.2,1366,38.0
527.8,101,19,58.0,33,36,87,304.8,1397,38.0
529.1,101,20,56.6,33,36,87,308.0,1362,37.6
530.4,101,20,47.9,33,36,87,314.8,1285,37.4
531.7,101,21,33.8,33,36,87,316.0,1201,37.5
533.0,101,21,34.0,33,36,87,316.0,1168,37.6
534.3,101,21,28.8,33,36,87,316.0,1115,37.6
535.6,101,21,26.9,33,36,87,316.0,1126,37.6
536.9,101,21,18.4,33,36,87,316.0,1170,37.6
538.2,101,20,23.5,33,36,87,316.0,1233,37.6
539.5,101,20,25.1,33,36,87,316.0,1255,37.6
540.8,101,20,25.1,33,36,87,318.5,1243,37.5
542.1,101,17,23.8,33,36,87,320.0,1222,37.4
543.4,101,16,24.1,33,36,87,320.0,1200,37.6
544.7,101,14,24.3,33,36,87,318.9,1200,37.6
546.0,101,13,24.3,33,36,87,316.0,1192,38.0
547.3,101,11,25.4,33,36,87,316.0,1133,38.4
548.6,101,7,27.3,33,35,87,316.0,1033,38.4
549.9,101,5,40.7,33,35,87,316.0,869,38.8
551.2,101,5,47.5,33,35,87,316.0,1575,38.8
552.5,101,7,45.8,33,35,87,317.2,1787,38.4
553.8,101,10,51.9,33,36,87,321.5,1555,38.4
555.1,101,13,56.5,33,36,87,325.3,1409,38.3
556.4,101,16,52.6,33,36,87,328.0,1379,38.0
557.7,101,17,41.3,33,36,87,328.9,1232,37.6
559.0,101,18,31.6,33,36,87,332.0,1114,37.6
560.3,101,19,24.6,33,36,87,331.4,1049,37.6
561.6,101,19,17.8,33,36,87,328.0,1212,37.6
562.9,101,17,17.7,33,36,87,328.0,1036,37.6
564.2,101,15,21.7,33,36,87,327.1,1019,38.0
565.5,101,13,25.1,33,36,87,324.0,962,38.0
566.8,101,10,25.1,33,36,87,324.0,1011,38.4
568.1,101,7,26.0,33,36,87,323.7,829,38.8
569.4,101,6,32.5,33,36,87,320.2,1257,38.8
570.7,101,7,40.2,33,36,87,323.9,1683,38.5
572.0,101,9,43.9,33,36,87,326.7,1811,38.2
573.3,101,11,45.5,33,36,87,328.0,1716,38.0
574.6,101,14,34.4,33,36,87,329.9,1560,38.0
575.9,101,15,38.0,33,36,87,332.0,1443,37.9
577.2,101,16,31.5,33,36,87,332.0,1378,37.6
578.5,101,16,29.8,33,36,87,332.0,1336,37.5
579.8,101,16,25.2,33,36,87,332.0,1273,37.4
581.1,101,16,25.3,33,36,87,332.0,1075,37.6
582.4,101,16,24.7,33,36,87,332.0,1222,37.7
583.7,101,16,20.0,33,36,87,332.0,1252,38.0
585.0,101,16,17.6,33,36,87,331.2,1179,38.4
586.3,101,15,16.9,33,36,87,328.0,1119,38.4
587.6,101,15,16.5,33,36,87,327.8,1025,38.8
588.9,101,14,18.0,33,36,87,323.9,1034,38.5
590.2,101,14,22.1,33,36,87,324.0,1037,38.6
591.5,101,14,23.5,33,36,87,324.0,1101,38.8
592.8,101,13,24.1,33,36,87,324.0,1114,38.8
594.1,101,12,26.5,33,36,87,324.0,1180,38.8
595.4,101,11,25.2,33,36,87,324.0,1156,39.1
596.7,101,11,25.9,33,36,87,321.2,1176,39.2
598.0,101,11,25.9,33,36,87,320.0,1244,39.2
599.3,101,11,24.3,33,36,87,320.0,1245,39.2
600.6,101,11,24.3,33,36,87,320.0,1149,39.2
601.9,101,6,26.3,33,36,87,320.0,999,39.3
603.2,101,5,28.3,33,36,87,318.5,904,39.6
604.5,101,5,29.5,33,36,87,316.0,912,39.6
605.8,101,4,30.6,33,36,87,316.0,855,39.6
607.1,101,1,31.4,33,36,87,312.0,827,39.9
608.4,101,0,31.1,33,36,87,308.5,834,40.0
609.7,101,0,31.8,33,36,87,308.0,811,40.0
611.0,101,0,34.5,33,36,87,305.0,808,40.0
612.3,101,1,31.4,33,36,87,304.0,821,40.0
613.6,101,1,31.6,33,36,87,300.5,843,40.0
614.9,101,1,32.6,33,36,87,300.0,811,40.0
616.2,101,1,35.1,33,36,87,297.2,816,40.0
617.5,101,1,32.2,33,36,87,296.0,818,39.8
618.8,101,0,32.2,33,36,87,294.2,804,39.6
620.1,101,0,31.6,33,36,87,291.0,810,39.6
621.4,101,0,31.4,33,36,87,287.9,800,39.6
622.7,101,0,31.4,33,37,87,273.5,809,39.6
