BlueDriver Data Log
Dec 5, 2018 6:29:30 PM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Absolute Throttle Position B (%),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Engine RPM (rpm),Accelerator Pedal Position D (%),Control Module Voltage (V)
172.0,13.5,14.89,12,0.804,16.5,57.3,12,65.6,14.5,59,411.9,48.0,-3.1,13.3,1.453,0.8,6.9,12.3,20.7,101,73,1.940,36.6,0.983,99.2,1409,10.8,13.757
189.2,10.4,8.78,14,0.861,8.6,58.0,12,43.5,10.3,60,385.4,44.7,-3.6,9.7,1.454,-4.1,4.9,6.2,0.0,101,30,3.235,-2.9,1.086,99.2,1320,14.3,13.768
206.4,26.4,26.32,12,0.687,35.4,56.5,12,86.0,31.0,62,484.8,69.4,-1.1,31.7,0.989,-2.6,28.1,90.4,1.9,101,73,2.208,9.8,0.990,99.2,2083,26.5,13.760
223.6,22.9,27.24,12,0.721,30.5,55.7,12,79.6,20.6,67,557.4,70.3,-0.8,26.2,1.000,-1.2,22.9,69.2,2.9,101,98,2.202,13.2,0.997,99.2,2253,22.1,13.760
240.8,22.4,28.00,12,0.744,29.7,55.7,12,83.2,30.7,71,588.0,73.7,-1.2,31.1,0.999,0.0,26.6,0.0,3.5,101,106,2.188,15.3,1.000,99.2,2522,23.1,13.760
258.0,19.9,24.11,12,0.671,24.3,55.3,12,80.3,24.1,76,604.0,69.8,-0.8,23.4,1.000,0.8,16.3,62.5,1.6,100,110,2.189,16.1,1.003,99.2,2116,20.4,13.758
275.2,23.0,28.77,12,0.745,29.3,55.6,12,85.4,29.3,78,609.9,74.1,-0.8,28.6,1.002,0.5,23.2,84.9,10.7,100,114,2.191,15.0,0.993,99.2,2371,22.0,13.839
292.4,22.8,28.93,12,0.711,29.5,55.7,12,84.1,29.7,80,621.2,73.3,-0.8,29.7,1.001,0.4,25.0,87.0,0.0,100,116,2.196,15.0,1.000,99.2,2311,22.0,13.760
309.6,21.3,26.85,12,0.718,26.5,55.7,12,82.0,26.7,82,620.0,72.2,-0.8,26.7,0.996,0.7,21.9,89.1,3.6,100,114,2.189,14.6,1.002,99.2,2365,21.9,13.760
326.8,20.1,25.13,12,0.715,24.5,55.4,12,79.1,24.5,84,616.0,69.0,-0.8,24.3,0.996,2.2,20.0,89.9,2.9,100,116,2.196,16.0,0.997,99.2,2251,20.5,13.760
344.0,13.4,19.83,12,0.558,19.8,55.4,12,70.7,22.1,85,616.0,67.5,-0.8,23.4,1.001,-0.4,7.5,29.5,1.2,101,128,2.157,4.5,0.505,99.2,2387,11.4,13.760
361.2,14.3,17.43,12,0.841,19.8,54.5,12,68.1,19.8,86,592.0,64.3,-1.4,21.9,0.981,1.1,17.9,27.6,42.6,101,122,2.135,27.5,1.006,99.2,2279,6.7,13.700
378.4,23.6,30.42,12,0.714,31.1,54.9,12,83.5,31.4,86,607.4,73.0,-0.8,31.3,1.001,0.0,26.3,86.4,1.8,100,114,2.177,15.3,0.999,99.2,2579,23.4,13.760
395.6,20.1,25.11,12,0.729,24.7,55.3,12,78.8,24.7,87,616.0,69.0,-0.8,24.7,0.996,2.1,20.4,90.5,3.9,100,119,2.179,16.6,1.001,99.2,2270,20.4,13.797
412.8,18.9,24.04,12,0.720,22.7,56.1,12,77.3,23.4,87,620.0,68.7,-0.8,24.1,1.004,0.0,19.8,89.4,0.0,100,122,2.198,19.1,0.997,99.2,2317,18.8,13.760
430.0,18.7,24.09,12,0.717,17.4,55.7,12,76.8,26.0,87,624.0,70.6,-0.8,26.8,1.005,0.8,22.6,89.0,4.6,100,120,2.184,15.2,1.000,99.2,2520,22.7,13.760
447.2,22.9,29.15,12,0.705,29.3,55.7,12,84.6,29.3,87,621.9,73.7,-0.8,29.7,1.003,-0.6,24.8,87.4,0.6,100,122,2.195,14.1,0.999,99.2,2560,23.0,13.686
464.4,20.1,25.49,12,0.715,19.2,55.3,12,53.1,19.7,87,624.0,60.3,-2.4,20.6,1.001,0.6,15.5,2.8,0.9,101,120,2.184,18.1,1.006,99.2,2303,20.5,13.760
481.6,7.7,7.81,12,0.125,7.2,54.9,12,21.9,7.3,87,599.5,22.6,-4.7,8.5,1.737,0.0,2.9,1.8,0.0,101,116,3.522,-2.8,1.112,99.2,2159,4.1,13.773
498.8,23.5,29.71,12,0.714,30.3,55.1,12,84.5,29.3,86,601.5,73.4,-0.8,28.8,0.997,-1.4,24.2,87.9,0.0,100,114,2.175,12.5,1.000,99.2,2506,23.9,13.734
516.0,23.7,30.51,12,0.700,31.6,54.1,12,83.2,30.6,86,620.0,73.1,-0.8,31.7,1.002,0.7,27.0,86.2,0.0,100,116,2.178,15.5,0.998,99.2,2662,24.3,13.760
533.2,24.1,31.41,12,0.707,33.3,54.5,12,83.3,23.9,86,628.0,46.8,-2.9,19.9,0.991,-1.6,14.7,11.0,2.5,100,126,2.183,14.1,1.001,99.2,2489,23.7,13.760
550.4,20.5,26.38,12,0.694,25.2,55.3,12,79.4,24.5,86,628.0,64.6,-0.9,24.3,1.013,-1.5,20.2,77.3,12.7,100,124,2.181,17.0,1.001,99.2,2387,19.4,13.840
567.6,14.2,18.26,14,0.563,21.1,55.4,12,72.1,21.0,86,624.0,45.6,-3.1,15.6,1.003,4.1,6.6,6.2,2.8,100,121,2.147,9.0,0.361,99.2,2230,8.1,13.771
584.8,14.0,16.53,14,0.704,14.7,56.0,12,49.6,14.5,86,580.2,59.7,-3.4,19.1,1.001,-0.4,15.4,60.6,0.5,100,109,2.166,22.1,1.006,99.2,2132,10.1,13.762
602.0,13.5,16.14,14,0.760,14.4,55.7,12,50.9,15.7,86,560.8,47.1,-3.7,15.2,0.990,0.2,10.5,34.7,36.6,100,116,2.162,28.6,1.007,99.2,2235,13.6,13.760
619.2,20.9,27.64,14,0.664,30.3,55.7,12,83.5,30.9,86,573.5,53.5,-2.5,14.0,1.003,-1.6,12.6,24.5,34.0,100,124,2.185,17.0,0.996,99.2,2399,15.9,13.738
636.4,15.3,18.42,14,0.691,14.6,55.7,12,55.6,17.0,86,584.0,63.6,-2.4,24.8,0.984,1.3,22.1,89.8,7.3,100,119,2.194,14.4,1.007,99.2,2245,16.7,13.760
653.6,13.0,14.79,14,0.701,20.3,55.3,12,77.6,26.3,86,588.0,72.6,-0.8,27.4,1.000,1.2,21.7,65.2,17.5,100,118,2.185,16.7,1.001,99.2,2259,12.4,13.828
670.8,17.2,22.65,14,0.693,21.5,54.5,12,77.4,23.6,86,600.0,69.7,-0.8,24.9,1.004,-1.3,15.7,63.5,5.2,100,122,2.194,16.9,1.002,99.2,2327,17.3,13.840
688.0,16.9,22.31,14,0.689,32.3,53.8,12,76.3,30.3,86,609.7,73.3,-0.8,32.1,1.004,-0.4,27.9,13.9,9.6,101,130,2.188,16.5,0.999,99.2,2867,25.4,13.840
705.2,7.9,8.20,14,0.699,11.4,54.1,12,48.6,20.1,86,606.9,65.3,-0.8,11.2,1.051,0.9,2.2,1.7,1.6,101,130,2.070,30.7,1.012,99.2,2445,14.6,13.779
722.4,0.6,4.74,14,0.000,6.5,55.7,12,20.8,8.3,86,563.8,22.8,-0.0,8.1,1.835,0.4,2.0,1.5,1.7,101,120,3.673,-8.1,0.000,99.2,2336,0.4,13.781
739.6,17.6,23.99,15,0.720,20.9,55.6,12,73.2,20.9,86,548.9,64.5,-3.0,21.5,0.992,-0.7,15.8,51.1,19.8,100,116,2.152,20.9,1.008,99.2,2368,17.8,13.667
756.8,17.9,23.10,15,0.705,24.2,54.9,12,80.1,25.4,86,573.4,41.4,-2.9,22.6,0.952,-1.6,19.6,90.2,23.9,100,124,2.194,15.7,1.001,99.2,2383,21.0,13.734
774.0,21.0,27.53,15,0.668,26.1,52.7,12,81.2,25.9,86,593.3,70.8,-0.8,25.0,0.997,-1.6,20.0,88.1,0.0,100,128,2.197,16.4,0.996,99.2,2442,21.2,13.810
791.2,9.5,15.15,15,0.451,15.9,53.5,12,58.6,18.4,86,603.0,62.7,-1.0,22.2,1.004,-0.9,18.9,89.5,6.5,100,126,2.203,24.9,0.998,99.2,2347,8.6,13.760
808.4,25.0,29.63,15,0.688,32.5,55.2,12,88.8,33.0,86,584.6,77.6,-0.8,32.6,0.990,-1.0,28.3,79.5,5.2,100,102,2.199,11.5,0.998,99.2,2414,25.1,13.760
825.6,15.8,20.46,14,0.775,18.3,53.2,12,65.6,20.0,86,608.0,64.4,-2.8,23.1,0.997,0.6,18.8,4.6,0.0,101,122,2.187,21.8,1.004,99.2,2862,20.2,13.840
842.8,18.4,25.10,15,0.691,22.6,52.3,12,71.6,19.9,86,604.0,50.9,-0.8,17.7,1.005,-0.9,14.0,61.3,6.6,100,126,2.168,20.6,1.002,99.2,2405,18.6,13.801
860.0,12.9,19.24,15,0.591,18.8,52.2,12,72.6,23.0,86,596.0,66.1,-0.8,22.5,0.995,-1.8,5.8,7.4,17.1,101,126,2.714,15.3,0.992,99.2,2390,15.4,13.812
877.2,17.0,22.51,15,0.723,20.8,52.2,12,73.5,21.5,86,571.5,64.9,-1.3,21.0,0.996,-0.4,15.4,69.7,0.0,100,121,2.179,22.5,1.000,99.2,2306,13.2,13.730
894.4,19.7,25.03,15,0.751,24.6,52.9,12,78.9,24.3,86,576.0,57.7,-2.0,21.3,0.980,-1.1,13.7,46.7,0.0,100,116,2.173,24.4,1.009,99.2,2219,17.2,13.782
911.6,1.1,5.24,15,0.032,11.6,52.9,12,43.2,11.7,86,593.1,32.6,-3.8,17.4,1.115,0.0,14.8,39.8,1.0,100,124,2.176,35.5,0.970,99.2,2294,3.1,13.760
928.8,19.3,24.38,15,0.696,24.0,52.3,12,77.0,22.0,86,588.0,40.5,-3.3,15.0,0.993,-0.9,9.2,5.1,0.0,101,118,2.233,22.1,0.996,99.2,2251,19.2,13.759
946.0,22.4,29.51,15,0.696,29.1,53.1,12,81.9,29.2,86,601.8,72.2,-0.8,29.0,0.998,0.0,24.2,51.9,35.1,100,125,2.182,15.7,1.000,99.2,2575,22.7,13.760
963.2,13.2,15.23,15,0.381,19.3,52.7,12,62.2,18.9,86,608.2,61.6,-1.2,8.1,1.011,-0.5,1.4,0.4,0.0,101,124,3.334,-5.8,0.197,99.2,2310,5.8,13.823
980.4,24.0,30.69,15,0.697,32.1,52.2,12,84.4,30.6,86,608.7,44.9,-2.8,24.8,0.995,0.0,18.9,63.2,25.7,100,120,2.182,13.3,0.998,99.2,2410,23.7,13.705
997.6,10.4,15.19,15,0.479,13.0,52.9,12,35.3,10.8,86,586.4,20.7,-4.9,7.7,1.922,-0.1,0.4,0.0,0.0,101,120,2.268,33.6,0.884,99.2,2300,12.7,13.760
1014.8,23.4,31.06,15,0.707,32.1,52.5,12,83.5,31.7,86,604.5,70.1,-0.8,26.3,0.999,-0.8,21.9,68.9,5.6,100,125,2.197,14.1,1.000,99.2,2538,23.1,13.760
1032.0,17.5,23.50,15,0.680,21.4,52.9,12,74.5,22.9,86,608.0,67.6,-0.8,24.3,1.000,-0.8,19.8,85.8,2.2,100,130,2.201,19.6,0.989,99.2,2445,18.9,13.760
1049.2,14.4,17.15,15,0.656,16.6,53.3,12,51.2,14.2,86,600.0,33.3,-3.1,14.2,0.984,2.9,11.9,0.0,0.0,101,122,2.182,21.8,1.006,99.2,2329,16.7,13.714
1066.4,20.3,25.24,15,0.729,24.7,52.5,12,79.9,26.0,86,592.0,72.0,-0.8,26.9,0.997,0.2,21.8,89.0,8.9,100,118,2.188,15.9,0.997,99.2,2362,20.8,13.760
1083.6,22.6,30.44,15,0.697,30.4,51.8,12,81.2,30.9,86,607.3,71.4,-0.8,29.8,1.000,-0.5,24.4,88.0,4.9,100,131,2.201,17.7,0.998,99.2,2677,23.0,13.760
1100.8,21.9,28.97,15,0.705,28.5,51.4,12,79.6,28.2,86,619.1,69.8,-0.8,28.1,1.003,0.0,22.9,87.8,2.0,100,137,2.184,18.0,1.000,99.2,2617,22.0,13.777
1118.0,24.4,32.49,15,0.700,32.3,51.4,12,83.2,32.8,86,622.6,71.1,-0.8,31.6,0.999,0.0,25.6,87.8,3.1,100,138,2.188,18.8,0.999,99.2,2705,24.6,13.751
1135.2,18.5,25.59,15,0.695,22.5,51.4,12,73.3,23.3,86,628.0,63.5,-0.8,22.7,0.996,-1.7,18.2,79.3,14.0,100,134,2.164,21.0,1.000,99.2,2528,19.2,13.760
1152.4,17.8,23.07,15,0.736,23.7,51.8,12,77.1,23.5,86,608.0,24.8,-4.9,15.1,0.954,-1.0,15.1,4.2,0.0,101,123,2.171,20.0,1.003,99.2,2334,13.9,13.784
1169.6,5.9,5.80,15,0.022,9.4,52.5,12,46.2,12.2,86,588.6,37.4,-3.9,13.1,0.941,5.5,10.8,5.4,5.2,101,118,2.210,10.0,0.320,99.2,2218,4.4,13.760
1186.8,18.7,22.24,15,0.671,21.7,51.9,12,73.5,20.1,86,588.0,65.5,-1.9,22.0,0.989,2.2,18.3,54.8,0.9,100,106,2.144,15.8,1.010,99.2,2117,18.9,13.678
1204.0,21.8,27.84,15,0.700,26.9,51.4,12,82.5,26.6,87,598.2,71.0,-0.8,26.2,0.997,1.4,21.6,89.4,0.8,100,120,2.176,14.7,1.010,99.2,2402,22.0,13.760
1221.2,0.9,5.56,15,0.112,5.3,50.0,12,13.2,5.2,87,580.8,11.0,-5.5,5.1,1.999,0.0,0.4,0.0,0.0,101,123,3.580,-9.2,0.000,99.2,2277,0.0,13.833
1238.4,19.7,25.02,15,0.717,23.7,49.8,12,79.3,24.7,86,534.5,70.6,-0.8,24.2,1.010,-1.3,19.8,78.7,29.1,100,110,2.188,16.0,0.991,99.2,2259,20.5,13.753
1255.6,16.8,20.39,15,0.616,19.0,48.5,12,60.4,17.8,86,544.3,45.3,-3.1,13.5,1.009,1.2,11.2,25.3,34.5,101,104,2.165,18.1,0.999,99.2,2136,18.3,13.840
1272.8,19.6,22.96,15,0.696,23.9,48.5,12,73.3,10.0,86,564.0,34.6,-3.1,14.8,1.010,-1.3,14.0,22.7,4.7,101,103,2.191,14.3,0.997,99.2,1973,19.6,13.763
1290.0,26.6,30.73,15,0.701,35.9,49.4,12,88.2,37.4,86,595.8,77.2,-0.8,37.6,0.999,-0.2,32.3,84.7,3.2,100,100,2.181,12.3,0.998,99.2,2463,26.4,13.754
1307.2,29.1,33.25,15,0.710,32.7,49.2,12,78.8,23.7,86,621.3,70.8,-0.8,29.4,0.995,-1.3,29.6,84.9,7.5,100,104,2.194,11.0,0.997,99.2,2544,29.5,13.760
1324.4,21.0,22.75,15,0.712,25.6,47.8,12,84.7,32.1,87,628.0,77.2,-0.8,34.3,1.007,-0.2,30.9,88.2,0.3,100,106,2.199,11.3,0.994,99.2,2417,27.4,13.698
1341.6,15.2,18.33,15,0.435,19.3,47.8,12,60.4,19.9,87,622.2,17.2,-5.5,4.6,1.088,-2.2,3.4,2.7,0.0,100,108,2.135,24.0,1.003,99.2,2143,18.7,13.760
1358.8,0.0,2.86,15,0.000,3.5,49.7,12,14.1,3.5,86,554.6,11.9,-5.5,3.5,1.999,0.0,0.4,0.0,0.0,100,65,3.633,-13.0,0.000,99.2,1377,0.0,13.760
1376.0,3.4,4.02,16,0.770,4.3,51.4,12,23.6,8.1,86,501.7,23.7,-2.7,4.3,1.084,4.5,0.8,0.0,0.1,100,12,2.142,26.3,1.005,99.2,1294,6.9,13.814
1393.2,0.0,3.29,17,0.777,3.7,51.4,12,19.0,4.0,86,462.8,17.3,-5.5,5.4,0.983,-3.1,3.0,2.6,5.6,100,12,2.120,38.0,1.012,99.2,1299,2.7,13.760
1410.4,1.1,3.45,17,0.717,4.3,51.8,12,25.7,4.0,86,423.3,21.2,-10.1,5.1,1.025,2.6,1.1,0.7,0.8,100,6,2.203,19.0,1.003,99.2,1068,1.5,13.760
1427.6,24.8,25.24,17,0.711,31.4,50.5,12,89.2,30.9,86,435.0,77.2,-0.8,31.9,1.000,-0.0,27.1,86.1,3.8,99,46,2.200,8.5,1.001,99.2,2039,24.4,13.760
1444.8,26.0,28.90,16,0.705,35.7,49.4,12,89.1,36.8,87,539.9,78.2,-0.8,38.9,1.003,-0.1,33.2,80.3,12.1,99,84,2.198,13.7,0.996,99.2,2391,26.7,13.840
1462.0,24.2,29.36,16,0.685,30.8,48.2,12,85.1,31.4,87,586.8,74.4,-0.8,31.7,0.999,0.6,26.8,87.9,7.7,99,100,2.179,13.2,0.997,99.2,2467,24.3,13.760
1479.2,22.7,28.17,16,0.681,28.6,48.2,12,84.6,28.6,87,610.6,72.5,-0.8,28.6,0.997,0.4,23.9,88.6,3.0,99,107,2.181,14.2,0.999,99.2,2427,22.8,13.769
1496.4,28.8,30.73,15,0.701,38.4,48.2,12,87.3,39.5,87,626.0,75.7,-0.8,39.1,1.000,1.0,33.8,87.3,4.6,99,98,2.188,12.2,1.001,99.2,2490,29.0,13.760
1513.6,30.7,35.01,15,0.700,45.1,47.6,12,87.2,45.9,87,651.3,75.9,-0.8,45.6,0.995,0.6,40.5,85.6,2.3,99,92,2.171,14.5,1.003,99.2,2786,30.9,13.762
1530.8,31.4,34.80,15,0.703,44.5,47.6,12,86.2,44.2,87,668.8,74.8,-0.8,43.5,1.000,0.0,38.4,85.5,6.0,98,90,2.210,15.4,1.001,99.2,2866,31.7,13.760
1548.0,31.6,34.98,14,0.697,43.3,47.3,12,85.5,43.3,87,680.0,74.2,-0.8,42.9,1.000,1.4,37.4,81.8,0.0,98,90,2.177,16.2,1.010,99.2,2893,32.2,13.760
1565.2,32.3,35.74,14,0.691,44.0,46.6,12,86.5,44.2,87,684.3,76.0,-0.8,43.5,0.995,-1.4,37.7,75.6,4.5,97,90,2.185,16.4,1.003,99.2,2920,32.7,13.715
1582.4,32.9,35.61,14,0.689,44.3,45.9,12,87.2,44.6,87,688.0,75.3,-0.8,43.9,0.991,-1.6,38.4,84.0,0.0,97,90,2.200,16.2,0.995,99.2,2912,33.3,13.728
1599.6,11.5,14.48,14,0.697,26.5,47.0,12,82.5,30.7,87,679.3,73.5,-0.8,34.5,0.993,1.5,29.9,82.2,0.7,97,107,2.189,16.3,1.002,99.2,2648,19.7,13.840
1616.8,0.2,4.34,14,0.000,5.6,49.5,12,15.1,7.5,87,623.8,24.2,-5.5,9.6,1.004,7.5,4.8,2.3,0.0,97,116,2.473,23.4,0.656,99.2,2180,0.0,13.798
1634.0,0.0,3.88,15,0.000,4.7,49.4,12,12.5,4.7,86,553.5,10.2,-5.5,4.7,1.999,0.0,0.4,0.0,0.0,98,109,3.608,-12.2,0.000,99.2,2065,0.0,13.760
1651.2,7.2,6.19,15,0.860,7.2,51.4,12,24.7,6.4,86,493.3,17.7,-5.5,4.9,1.414,0.0,1.5,1.5,0.0,98,87,2.114,37.4,0.922,99.2,1642,7.5,13.760
1668.4,5.2,4.96,15,0.529,6.3,51.8,12,24.2,7.4,86,478.2,25.1,-4.1,7.6,1.596,-1.2,3.8,3.5,1.4,98,91,2.151,33.1,0.910,99.2,1693,6.4,13.806
1685.6,13.7,14.42,15,0.730,14.1,51.4,12,56.3,7.7,86,488.3,18.0,-5.5,9.7,0.965,-3.0,9.5,3.6,0.0,98,98,2.251,32.4,0.996,99.2,1827,12.3,13.858
1702.8,16.9,20.41,15,0.698,21.7,50.6,12,78.4,22.6,86,514.3,56.1,-2.6,15.5,1.002,2.3,14.1,58.2,11.3,98,102,2.179,20.2,1.000,99.2,2037,16.9,13.840
1720.0,8.9,7.62,15,0.191,8.6,51.0,12,31.4,8.6,86,512.6,17.6,-5.5,5.2,1.043,2.8,2.0,1.3,3.8,98,98,2.813,12.5,0.532,99.2,1862,6.3,13.790
1737.2,4.0,3.36,15,0.000,3.9,51.8,12,12.6,3.9,86,471.5,9.4,-5.5,3.9,1.370,0.0,1.8,0.2,0.0,98,90,2.921,0.6,0.319,99.2,1788,4.4,13.829
1754.4,12.3,11.26,15,0.689,15.3,50.7,12,69.2,18.5,86,484.0,50.1,-3.2,15.6,0.982,-0.4,9.7,35.3,4.6,98,85,2.168,28.8,0.995,99.2,1623,11.3,13.760
1771.6,14.0,13.94,15,0.218,17.3,49.8,12,66.0,16.8,86,496.0,45.4,-4.1,10.8,1.027,0.4,5.5,10.7,0.0,98,98,2.171,34.5,0.981,99.2,1839,8.9,13.840
1788.8,0.0,3.60,15,0.004,4.3,49.8,12,11.7,5.8,86,489.2,33.9,-4.4,9.6,1.415,0.0,1.1,0.0,0.0,99,104,3.002,-13.0,0.909,99.2,1948,1.1,13.834
1806.0,1.7,3.48,15,0.022,4.5,50.8,12,15.5,4.7,86,439.9,16.5,-5.5,4.3,0.962,-0.1,1.0,0.1,0.0,99,90,2.918,-12.5,0.000,99.2,1693,0.7,13.773
1823.2,9.9,8.10,15,0.729,6.5,51.4,12,37.8,15.5,85,436.0,34.7,-2.0,9.5,0.961,-3.7,6.0,4.3,15.3,99,88,2.247,33.8,1.007,99.2,1695,2.0,13.800
1840.4,19.9,21.81,14,0.715,24.8,49.6,12,82.2,24.4,86,483.0,69.4,-0.8,14.3,0.971,3.0,13.0,3.4,0.0,99,96,2.207,11.8,1.006,99.2,1837,19.9,13.757
1857.6,16.9,21.87,14,0.628,26.9,49.0,12,77.8,31.2,86,539.9,74.4,-0.8,28.0,1.001,0.1,18.1,37.6,4.8,99,117,2.187,22.6,0.992,99.2,2218,20.0,13.840
1874.8,19.3,23.03,14,0.714,22.4,49.7,12,76.7,21.2,86,543.5,71.2,-0.8,24.5,1.008,2.0,19.5,87.2,3.7,98,105,2.194,16.5,1.000,99.2,2117,19.5,13.760
1892.0,11.5,15.52,14,0.611,7.9,49.5,12,21.4,5.1,86,556.0,16.8,-4.9,7.8,1.789,0.4,2.7,6.3,1.3,99,112,3.053,-4.9,0.545,99.2,2080,5.4,13.840
1909.2,12.0,13.77,14,0.711,5.5,50.1,12,25.7,5.0,86,511.9,40.4,-2.3,5.8,1.031,4.5,3.3,2.5,0.0,99,91,2.138,29.8,1.008,99.2,1868,14.5,13.804
1926.4,15.1,16.79,14,0.560,18.7,50.2,12,74.6,20.1,86,504.0,65.8,-0.8,17.6,1.006,-0.6,3.7,3.6,12.4,99,93,2.327,-0.8,0.990,99.2,1820,11.1,13.721
1943.6,6.6,6.28,14,0.539,11.5,49.8,12,28.4,6.4,86,512.0,37.0,-2.3,15.6,0.979,-2.4,14.8,77.9,55.1,98,92,2.203,16.8,0.999,99.2,1778,5.7,13.643
1960.8,10.7,10.61,15,0.840,8.5,50.2,12,25.4,6.5,86,496.1,13.3,-5.5,5.5,0.993,-0.7,2.3,0.8,0.0,99,92,2.112,36.3,1.013,99.2,1829,12.0,13.801
1978.0,3.4,4.16,15,0.253,7.8,49.8,12,50.0,17.3,86,500.1,62.7,-1.2,19.2,1.012,-3.3,14.2,22.2,0.0,99,96,2.576,8.4,1.044,99.2,1808,11.2,13.760
1995.2,1.1,2.86,15,0.050,4.2,49.8,12,13.6,4.3,86,483.1,12.8,-5.3,3.8,1.993,0.0,0.4,0.0,0.7,99,82,2.760,13.8,0.884,99.2,1540,0.0,13.840
2012.4,3.5,3.94,15,0.081,4.9,50.2,12,18.9,5.5,86,463.6,18.7,-5.5,5.7,1.094,0.0,2.7,1.6,2.0,99,83,2.251,16.7,0.961,99.2,1582,2.5,13.760
2029.6,16.0,15.63,15,0.760,15.6,49.8,12,65.9,15.8,86,482.3,46.9,-2.5,13.3,0.990,1.4,7.1,36.8,17.6,99,87,2.169,22.1,1.009,99.2,1637,15.7,13.840
2046.8,15.4,16.23,15,0.489,14.8,49.9,12,70.2,18.6,86,284.9,60.7,-2.5,15.1,1.353,-0.5,11.8,62.0,1.7,98,86,2.200,22.0,0.967,99.2,1826,10.6,13.724
2064.0,9.2,7.75,15,0.277,4.2,50.1,12,55.2,12.3,86,542.9,47.1,-2.5,8.1,1.180,2.6,4.8,0.9,0.0,99,77,2.162,32.8,0.957,99.2,1443,3.9,13.804
