BlueDriver Data Log
Oct 2, 2018 7:12:16 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,,,,,,,,,,,,
3.0,87,600.7,7.5,36.5,82.7,99,99,37.4,12,-0.8,10.3,1.012,30.4,,,,,,,,,,,
6.0,87,596.0,9.4,7.6,82.7,98,103,39.2,12,-0.8,11.0,1.002,29.0,11.8,-1.6,48.5,12.1,1957,13.32,6.1,13.040,12,93.6,8.2
9.0,87,588.8,7.2,19.9,82.9,99,106,33.6,12,-2.1,10.4,0.971,29.7,11.7,-0.4,47.2,12.5,2029,14.27,8.4,13.040,12,86.1,6.2
12.0,87,582.1,5.3,44.3,83.1,100,110,21.2,12,-5.2,8.0,0.896,38.0,8.6,7.1,30.0,8.7,2064,9.05,5.5,13.083,12,85.5,6.0
15.0,86,576.8,8.5,17.4,82.8,99,111,44.1,12,-3.6,15.2,0.921,31.1,12.2,5.8,41.3,11.6,2189,12.36,6.5,13.110,12,87.5,7.2
18.0,86,577.8,17.4,10.6,82.7,99,112,74.0,12,-0.8,26.6,0.995,13.3,22.2,-2.2,84.4,22.3,2469,28.59,22.8,13.040,12,88.2,27.4
21.0,86,580.2,30.3,4.5,82.7,100,114,74.1,12,-0.8,27.6,0.996,13.7,22.1,-1.8,85.8,22.7,2464,29.51,24.9,13.015,12,86.8,31.1
24.0,86,584.0,27.0,5.3,82.8,100,116,72.8,12,-0.8,28.2,1.000,17.3,19.8,-0.8,78.4,20.0,2221,24.83,20.8,12.892,12,89.2,24.9
27.0,86,588.2,20.8,19.3,83.1,99,118,61.4,12,-0.8,23.7,0.996,17.3,19.8,0.9,79.4,20.2,2231,25.33,20.9,12.930,12,68.9,24.7
30.0,86,592.9,17.1,9.1,83.1,99,116,46.9,12,-0.8,18.9,1.000,19.8,18.2,1.9,74.1,18.9,2210,24.12,18.7,13.040,12,1.9,16.3
33.0,86,591.3,17.7,0.0,83.1,100,114,25.2,12,-0.8,12.8,1.013,27.1,12.8,-0.1,48.9,12.8,2101,14.54,9.1,12.946,12,0.0,14.9
36.0,86,588.0,15.6,0.5,83.1,100,111,52.5,12,-0.8,16.5,1.004,23.7,14.0,0.0,54.9,13.8,2102,15.65,10.1,12.921,12,0.0,13.7
39.0,86,585.1,9.1,0.0,83.1,100,109,36.4,12,-3.1,12.5,0.997,27.5,13.0,0.7,52.8,14.5,2071,17.25,11.7,13.040,12,0.9,16.0
42.0,86,582.0,11.1,0.0,83.1,100,107,29.0,12,-4.3,8.1,0.995,37.5,9.5,2.2,30.4,13.3,2012,16.39,10.9,13.040,12,65.2,15.3
45.0,86,580.0,17.0,0.0,83.2,99,104,60.5,12,-0.8,17.3,0.995,19.7,16.0,-0.0,68.9,15.3,1987,18.17,12.6,13.040,12,93.7,16.2
48.0,86,580.0,18.8,0.2,83.5,99,104,62.2,12,-0.8,19.2,0.998,17.7,17.2,-0.8,74.5,17.5,2042,20.83,15.5,13.040,12,92.7,18.9
51.0,86,583.1,22.3,4.3,83.2,99,105,66.7,12,-0.8,21.6,1.001,16.1,18.4,-0.9,79.6,19.2,2137,23.60,19.2,13.040,12,90.2,23.0
54.0,86,586.2,22.7,6.5,83.1,99,107,69.0,12,-0.8,23.1,1.002,15.5,19.1,0.7,79.5,19.2,2137,23.80,19.1,13.040,12,90.2,23.4
57.0,86,588.0,22.0,5.1,83.0,99,108,66.9,12,-0.8,21.9,1.000,15.6,18.3,-0.8,77.9,18.3,2092,23.06,18.4,13.040,12,90.8,22.8
60.0,86,588.0,21.8,0.1,82.7,99,108,61.8,12,-0.8,18.7,0.999,18.6,16.7,-0.3,72.7,17.0,2069,21.00,16.0,13.040,12,91.9,21.0
63.0,86,588.1,18.7,2.5,82.7,99,108,63.9,12,-0.8,19.4,1.006,18.9,16.3,-0.6,70.0,16.1,2062,19.31,12.9,13.040,12,93.4,17.9
66.0,86,588.0,16.9,4.5,82.9,99,108,63.8,12,-0.8,19.9,1.010,17.5,17.3,-1.5,73.7,16.9,2062,20.07,11.4,13.040,12,94.1,14.8
69.0,86,586.7,14.0,6.3,83.1,99,108,59.5,12,-0.8,19.6,1.002,17.6,17.3,-0.8,73.8,16.8,2034,18.67,6.4,13.040,12,51.1,10.3
