BlueDriver Data Log
Dec 4, 2018 7:01:11 AM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Absolute Throttle Position B (%),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Engine RPM (rpm),Accelerator Pedal Position D (%),Control Module Voltage (V)
275.2,22.4,27.92,10,0.750,29.1,89.4,10,78.9,23.1,77,640.0,58.1,-1.5,21.3,1.027,1.8,19.2,75.8,0.0,100,106,2.142,14.0,0.998,99.2,2332,22.1,12.960
292.4,20.6,25.86,10,0.681,23.6,89.5,10,68.0,21.4,78,620.0,68.4,-0.8,25.6,0.991,-1.5,20.9,88.3,2.5,100,125,2.201,17.6,0.999,99.2,2572,21.9,12.890
309.6,21.4,27.77,9,0.738,26.7,89.8,9,82.7,28.3,80,624.7,75.7,-0.8,29.8,0.997,0.0,25.1,87.4,9.0,100,127,2.198,15.6,0.999,99.2,2535,21.8,12.861
326.8,22.6,31.32,9,0.759,25.5,89.7,9,80.5,26.3,82,628.0,74.6,-0.8,29.0,1.001,-0.6,25.7,87.0,0.0,100,124,2.181,14.0,0.999,99.2,2725,24.7,12.927
344.0,4.5,8.02,9,0.109,7.3,89.4,9,22.0,8.2,84,613.7,35.8,-3.1,15.2,0.938,4.3,14.1,32.9,4.1,101,114,2.152,15.0,0.998,99.2,2148,7.2,12.987
361.2,21.1,27.34,9,0.735,25.8,89.8,9,83.9,26.2,84,608.0,73.2,-0.8,26.5,0.998,1.1,22.4,88.3,1.5,100,112,2.175,12.5,1.005,99.2,2379,21.9,12.985
378.4,19.7,23.67,9,0.674,23.1,89.4,9,79.9,20.3,85,601.0,63.5,-0.8,19.5,0.998,-0.1,15.5,92.3,19.5,100,108,2.215,20.8,0.997,99.2,2046,18.2,12.960
395.6,5.1,7.76,9,0.471,9.0,89.6,9,34.8,11.3,85,582.7,47.9,-3.1,15.2,0.991,-0.1,11.4,89.8,8.0,99,100,2.202,35.3,0.997,99.2,1881,3.6,12.960
412.8,18.5,22.37,10,0.683,20.5,89.4,9,68.8,18.2,85,576.3,66.0,-0.8,19.8,1.000,-1.8,17.3,91.8,0.0,100,96,2.192,10.4,0.996,99.2,2032,21.9,13.003
430.0,18.4,21.49,10,0.736,22.7,89.7,9,79.4,25.2,86,591.8,74.6,-0.8,22.4,1.000,1.0,15.2,71.2,46.6,100,97,2.187,15.8,1.001,99.2,2037,20.8,12.960
447.2,19.8,22.08,10,0.701,26.4,89.4,72,84.3,26.5,87,586.4,74.2,-0.8,26.4,1.000,0.5,22.4,89.6,4.9,100,90,2.202,13.6,0.998,99.2,1957,19.6,12.960
464.4,23.2,26.83,10,0.705,29.8,89.4,9,86.0,29.3,87,600.2,74.5,-0.8,25.2,1.001,-0.6,20.5,90.0,19.3,100,95,2.178,15.6,1.005,99.2,2062,22.3,12.960
481.6,19.9,22.77,9,0.724,21.4,89.4,9,70.9,17.5,87,612.0,59.1,-3.0,18.0,1.007,0.6,16.1,92.6,2.4,99,93,2.181,9.7,0.999,99.2,1967,21.4,12.960
498.8,6.5,9.79,-3,0.790,13.7,89.4,9,54.9,14.1,87,593.3,35.6,-4.2,7.5,1.510,-0.8,3.6,85.8,58.3,98,101,2.104,31.6,1.009,99.2,1901,13.1,12.940
516.0,17.6,19.48,9,0.704,18.9,89.4,9,68.0,16.0,87,572.0,55.7,-3.1,17.0,1.003,0.9,13.2,93.4,0.0,99,95,2.174,14.6,1.000,99.2,1891,15.8,12.934
533.2,15.9,18.24,9,0.724,18.1,89.4,9,72.8,19.5,87,594.7,54.0,-2.2,16.9,1.003,0.0,12.1,93.6,31.9,99,94,2.189,19.6,1.002,99.2,1966,15.4,13.027
550.4,18.3,20.18,9,0.702,22.8,89.7,9,80.3,23.5,87,592.0,70.6,-0.8,22.0,0.995,0.5,7.6,27.1,14.9,100,96,2.020,20.3,1.006,99.2,1837,18.4,12.960
567.6,11.8,12.60,9,0.679,12.9,89.4,9,39.9,9.0,87,574.3,44.3,-3.1,12.9,0.971,-1.9,9.2,94.7,14.4,98,96,2.187,23.6,0.998,99.2,1836,13.7,12.960
584.8,19.7,22.96,9,0.745,25.5,89.4,9,84.8,25.6,87,574.2,72.7,-0.8,25.2,1.001,0.5,20.8,89.5,5.5,99,94,2.187,11.2,0.998,99.2,2072,19.5,12.960
602.0,14.6,17.23,9,0.707,15.7,89.4,9,53.4,15.6,87,583.1,56.7,-1.2,16.7,1.005,0.4,12.7,0.0,0.0,100,102,2.193,17.3,1.007,99.2,2008,17.7,13.015
619.2,20.8,25.42,9,0.715,26.4,89.7,9,85.2,28.5,87,580.5,75.0,-0.8,29.6,1.001,-0.1,24.6,88.1,8.6,99,100,2.187,11.7,0.998,99.2,2311,22.8,12.923
636.4,15.3,18.29,10,0.780,19.2,89.4,9,71.9,18.3,87,580.6,63.5,-1.3,20.2,0.998,-0.7,17.3,91.9,0.9,99,100,2.211,24.9,0.994,99.2,1961,13.4,12.960
653.6,15.4,17.70,10,0.698,18.8,89.4,9,74.1,19.1,87,572.0,59.3,-2.5,16.6,0.994,0.5,13.8,93.3,3.0,99,100,2.187,15.0,1.005,99.2,1908,15.8,12.960
670.8,19.0,22.82,10,0.700,25.0,89.4,9,86.1,28.5,87,582.5,74.4,-0.8,29.4,0.998,1.2,24.9,88.5,10.5,99,98,2.187,12.2,1.005,99.2,2321,22.5,12.967
688.0,10.1,11.74,11,0.786,8.9,89.4,9,24.2,7.9,87,574.4,47.5,-3.1,17.7,0.940,0.4,17.3,91.9,11.4,99,100,2.108,21.7,1.012,99.2,1878,10.2,12.970
705.2,18.0,20.48,11,0.711,22.2,89.4,9,73.2,21.3,87,580.0,62.8,-2.4,19.1,1.001,0.3,13.1,93.0,7.8,98,102,2.185,16.9,1.004,99.2,1954,18.9,12.960
722.4,21.9,24.78,11,0.733,22.6,89.5,9,72.9,26.6,87,592.5,70.4,-0.8,24.9,1.001,0.8,22.5,1.2,0.0,100,104,2.175,14.2,1.001,99.2,2104,22.4,12.982
739.6,25.9,31.59,12,0.713,35.3,89.0,9,85.3,35.5,87,608.5,75.3,-0.8,34.6,1.000,0.0,29.8,86.7,0.6,99,112,2.187,13.8,1.000,99.2,2612,25.9,12.898
756.8,26.1,32.44,12,0.720,35.9,88.8,9,85.1,36.2,87,620.7,74.9,-0.8,37.4,0.998,0.8,31.8,86.3,0.7,99,118,2.181,14.4,0.998,99.2,2709,26.7,12.935
774.0,26.9,33.37,12,0.735,37.2,89.2,9,84.9,33.7,87,626.6,75.0,-0.8,37.1,0.999,0.3,31.2,86.0,5.0,99,121,2.197,14.5,0.998,99.2,2775,27.2,12.960
791.2,26.8,33.90,14,0.748,38.8,89.4,9,84.7,33.5,87,632.0,73.4,-0.8,34.3,0.997,0.0,29.6,85.8,0.0,99,68,2.182,16.0,0.999,99.2,2808,27.1,12.960
808.4,27.0,31.89,14,0.704,37.3,89.4,9,84.6,36.0,87,632.0,75.8,-0.8,37.2,1.000,-0.4,32.5,86.9,2.3,99,116,2.184,13.2,0.995,99.2,2648,27.2,12.960
825.6,25.2,27.11,14,0.708,33.2,89.4,9,86.7,34.4,87,634.4,74.3,-0.8,34.2,1.000,-0.6,28.0,87.5,9.0,99,110,2.196,17.0,0.998,99.2,2290,24.3,12.960
842.8,19.5,22.56,14,0.690,19.9,89.4,9,70.3,21.9,87,632.0,69.7,-1.3,27.7,0.999,0.8,24.0,88.4,0.0,98,106,2.189,13.9,1.006,99.2,2376,22.7,12.960
860.0,21.6,25.13,14,0.707,25.0,89.8,9,71.7,24.6,87,628.0,71.1,-0.8,30.6,0.997,1.6,27.5,87.7,0.0,98,117,2.186,12.6,1.006,99.2,2597,25.8,12.960
877.2,13.3,14.40,14,0.691,13.4,89.4,9,51.5,17.5,87,616.2,65.8,-0.8,22.5,1.000,-1.7,18.7,91.2,0.0,98,109,2.178,13.9,0.994,99.2,2106,16.5,12.960
894.4,12.5,14.02,14,0.671,12.0,89.4,9,52.6,13.5,87,604.1,31.5,-2.9,6.8,1.034,0.3,1.3,2.2,0.0,99,110,2.105,31.7,0.989,99.2,2075,12.7,12.960
911.6,21.4,24.11,14,0.729,27.8,89.4,9,83.5,27.4,87,588.0,72.0,-0.8,27.0,0.999,1.8,21.9,89.2,3.7,98,103,2.176,17.1,1.000,99.2,2110,19.8,12.986
928.8,20.8,24.70,14,0.712,25.5,89.4,9,81.5,26.1,87,598.7,69.9,-0.8,26.4,0.999,2.7,22.4,89.6,3.8,98,104,2.190,14.8,1.005,99.2,2304,21.8,12.960
946.0,26.2,29.84,14,0.725,35.6,89.4,9,86.9,35.0,87,610.3,74.6,-0.8,34.9,1.003,0.1,30.3,54.1,1.3,98,102,2.174,13.3,1.002,99.2,2513,26.4,12.960
963.2,29.0,34.69,14,0.712,39.4,89.0,9,84.4,38.6,87,630.4,73.7,-0.8,39.0,1.005,0.4,33.2,85.0,3.3,98,104,2.174,16.4,1.003,99.2,2928,29.4,12.958
980.4,22.2,26.38,14,0.729,27.3,88.6,9,82.7,25.8,87,629.8,70.9,-0.8,29.8,0.998,1.4,26.7,89.0,5.5,98,98,2.172,11.5,1.002,99.2,2366,26.2,12.960
997.6,21.7,22.25,14,0.710,27.3,88.2,9,84.4,27.2,87,624.0,67.3,-0.8,23.4,0.988,1.1,16.3,92.5,23.8,97,89,2.212,17.4,1.007,99.2,1828,21.2,12.967
1014.8,0.0,4.26,14,0.000,5.1,88.2,9,17.0,5.1,87,565.6,14.3,-5.5,5.1,1.999,0.0,0.4,0.0,0.0,98,88,3.592,-10.6,0.000,99.2,1635,0.0,12.981
1032.0,0.0,4.27,14,0.000,5.1,88.3,9,14.0,5.1,86,483.9,11.8,-5.5,5.1,1.999,0.0,0.5,0.0,0.0,99,90,3.634,-10.7,0.000,99.2,2086,0.0,12.878
1049.2,0.0,5.08,14,0.000,5.8,88.6,9,15.7,5.9,84,407.9,13.5,-5.5,5.7,1.999,0.0,0.5,0.0,0.0,99,92,3.619,-9.5,0.000,99.2,2182,0.0,12.961
1066.4,0.0,4.47,14,0.000,5.1,88.6,9,12.9,5.1,84,349.1,11.0,-5.5,5.1,1.999,0.0,0.4,0.0,0.0,99,93,3.740,-9.8,0.000,99.2,2218,0.0,12.960
1083.6,5.3,6.30,14,0.706,4.8,88.6,9,14.8,5.1,83,324.5,12.4,-5.5,5.1,1.778,-1.9,0.5,20.1,0.0,99,104,3.011,11.9,0.510,99.2,1971,4.6,12.899
1100.8,0.6,5.03,14,0.000,5.4,88.6,9,15.2,5.5,83,277.1,13.7,-5.5,5.6,1.999,0.0,0.5,0.0,0.0,100,103,3.806,-9.8,0.000,99.2,2058,0.3,12.901
1118.0,8.8,8.52,15,0.277,8.7,88.6,9,35.5,9.4,83,268.0,35.7,-3.3,9.7,0.964,-5.0,4.4,71.4,11.9,99,98,2.646,15.1,1.057,99.2,1863,8.0,12.960
1135.2,4.0,5.13,15,0.160,5.1,89.0,9,18.3,5.1,83,314.8,16.0,-5.5,6.2,1.594,1.3,1.3,15.7,0.0,100,96,2.698,22.9,0.664,99.2,1804,3.4,12.960
1152.4,0.0,4.19,15,0.067,4.9,89.0,9,18.5,5.3,84,285.4,17.9,-4.2,4.9,1.536,-2.7,0.4,0.5,2.5,100,88,2.773,4.3,0.233,99.2,1673,0.0,12.978
1169.6,6.8,6.48,15,0.671,10.6,89.0,9,53.1,13.1,84,310.7,52.1,-2.0,12.0,0.998,2.7,4.0,43.6,0.0,100,85,2.171,32.3,0.994,99.2,1577,6.6,12.949
1186.8,18.4,22.15,14,0.752,22.6,89.4,9,78.6,23.1,86,391.2,70.3,-0.8,23.1,0.997,1.6,19.1,91.2,0.0,100,100,2.189,15.1,1.000,99.2,2052,18.6,12.960
1204.0,20.4,25.31,15,0.727,24.9,89.4,9,79.2,24.0,87,473.9,68.0,-0.8,23.5,1.000,2.5,19.0,90.8,5.9,100,116,2.184,13.8,0.999,99.2,2242,20.4,12.979
1221.2,0.5,4.14,15,0.000,4.9,89.8,9,13.8,4.7,86,452.0,11.8,-5.5,5.4,1.504,3.6,0.8,0.0,2.4,101,107,3.046,-12.8,0.000,99.2,1999,0.6,12.960
1238.4,1.9,4.50,15,0.037,5.4,89.8,9,16.0,4.4,86,405.0,12.4,-5.5,4.7,1.999,0.0,0.8,0.0,0.0,101,98,3.617,-13.0,0.000,99.2,1902,0.6,13.040
1255.6,12.9,14.76,15,0.541,14.1,89.4,9,60.7,15.7,86,416.0,19.7,-5.4,5.4,0.985,0.1,1.8,15.6,2.3,101,108,3.183,3.1,0.331,99.2,2113,10.0,12.998
1272.8,12.0,16.78,15,0.662,18.6,89.4,9,67.8,20.7,86,432.0,22.5,-3.2,5.1,1.095,0.0,0.8,0.0,0.0,102,108,2.609,15.0,0.627,99.2,2001,11.0,13.002
1290.0,18.7,23.60,15,0.551,22.4,89.4,9,76.2,12.1,86,462.5,42.4,-3.1,7.8,1.030,4.6,4.0,32.8,0.0,101,110,2.480,22.0,0.992,99.2,2104,15.5,12.960
1307.2,30.2,36.78,15,0.709,42.8,89.4,9,88.8,42.4,86,524.1,78.4,-0.8,42.4,0.997,0.0,36.2,84.9,4.3,101,102,2.171,15.8,1.006,99.2,2872,30.4,12.960
1324.4,22.2,27.49,15,0.691,28.4,89.4,9,80.8,29.8,86,572.0,75.2,-0.8,29.7,1.001,-0.2,24.6,87.3,7.2,101,117,2.211,16.2,0.997,99.2,2438,22.3,12.920
1341.6,14.0,16.60,16,0.690,14.1,89.4,9,51.5,13.7,87,576.0,47.5,-3.1,14.8,1.002,2.3,9.1,91.2,10.8,99,118,2.176,27.0,0.999,99.2,2231,14.1,12.960
1358.8,16.9,21.97,16,0.313,20.1,89.4,9,66.4,21.8,87,576.2,66.6,-0.8,22.7,1.008,-3.3,16.6,74.3,16.9,101,130,2.344,9.7,1.037,99.2,2443,16.3,12.960
1376.0,25.1,34.28,15,0.718,34.1,89.4,9,83.5,34.1,86,599.4,73.7,-0.8,33.9,0.997,0.8,28.4,85.9,1.2,101,129,2.189,16.2,1.006,99.2,2857,25.5,13.011
1393.2,25.8,33.65,15,0.686,33.8,89.4,9,81.4,34.5,86,615.2,72.3,-0.8,32.2,0.993,0.8,25.4,86.8,13.6,101,132,2.201,18.2,1.003,99.2,2813,25.1,12.837
1410.4,25.4,34.39,15,0.700,34.2,89.4,9,82.7,35.3,86,614.7,73.7,-0.8,34.3,0.991,0.8,28.3,85.9,3.9,101,134,2.177,17.7,1.009,99.2,2887,24.5,12.823
1427.6,22.0,29.49,15,0.713,28.5,89.4,9,81.3,32.5,86,616.0,72.7,-0.8,31.8,1.001,0.4,25.8,86.2,0.0,101,130,2.191,17.9,0.998,99.2,2586,22.3,12.966
1444.8,22.1,28.36,15,0.717,29.8,89.4,9,84.4,30.3,86,624.0,72.2,-0.8,28.4,0.997,0.8,23.2,53.5,13.7,101,128,2.171,18.0,1.002,99.2,2475,20.8,12.960
1462.0,24.8,33.62,15,0.716,33.3,89.4,9,82.0,33.1,86,628.0,73.5,-0.8,32.9,0.998,0.0,27.5,85.5,0.3,101,130,2.191,16.9,1.000,99.2,2878,25.1,12.960
1479.2,23.2,31.02,15,0.709,30.7,89.4,9,79.5,28.0,86,631.5,70.2,-0.8,26.9,0.994,0.7,22.3,87.7,5.9,101,132,2.197,17.6,0.998,99.2,2661,23.3,12.925
1496.4,22.4,30.71,15,0.708,29.8,89.4,9,78.6,31.0,86,631.9,71.4,-0.8,32.3,0.997,0.0,26.4,86.2,6.5,101,132,2.199,18.3,0.997,99.2,2688,21.6,12.960
1513.6,19.0,25.77,15,0.670,28.6,89.4,9,80.8,31.4,86,628.0,31.1,0.5,11.9,0.980,-1.4,12.7,61.0,49.3,101,129,2.215,23.0,0.998,99.2,2592,15.8,12.960
1530.8,21.3,26.70,15,0.680,23.2,89.4,9,84.9,20.1,86,624.0,33.8,-3.9,15.9,0.982,-0.9,17.6,61.9,62.8,101,124,2.202,17.3,1.001,99.2,2356,17.1,12.943
1548.0,17.2,22.36,15,0.720,20.7,89.4,9,71.4,20.3,86,588.0,52.2,-3.1,12.2,1.018,2.8,9.1,0.0,0.0,101,114,2.490,13.4,0.827,99.2,2162,15.7,13.017
1565.2,24.3,33.62,15,0.706,34.3,89.4,9,84.8,34.1,86,584.6,74.9,-0.8,33.7,0.994,0.8,28.4,85.7,6.0,101,119,2.186,13.5,1.000,99.2,2671,22.0,12.960
1582.4,1.0,6.31,15,0.083,8.5,89.4,9,29.3,11.3,86,575.2,65.8,-2.0,24.5,0.968,2.2,21.9,88.1,0.0,101,117,2.226,9.9,1.002,99.2,2189,2.8,12.967
1599.6,26.0,34.77,14,0.721,36.0,89.4,9,85.3,36.2,86,595.9,76.2,-0.8,36.3,0.999,1.1,30.5,84.9,4.0,101,124,2.190,15.6,1.003,99.2,2830,25.9,13.055
1616.8,16.9,22.73,15,0.698,21.9,89.4,9,77.9,24.1,86,600.0,71.3,-0.8,25.6,0.998,-0.8,20.6,89.0,0.0,101,126,2.196,20.9,0.998,99.2,2354,13.5,12.960
1634.0,16.0,20.76,15,0.680,16.3,89.4,9,57.4,19.0,86,603.5,65.4,-0.8,22.5,0.997,-0.8,18.0,89.8,0.0,100,128,2.197,18.2,0.996,99.2,2436,19.1,12.960
1651.2,17.6,23.11,14,0.696,21.8,89.4,9,76.0,24.2,86,599.7,72.7,-0.8,26.3,1.000,-0.7,20.9,8.5,3.8,102,121,2.197,23.0,0.995,99.2,2269,13.3,12.960
1668.4,26.8,33.75,14,0.716,38.0,89.1,9,86.1,38.2,86,603.7,76.8,-0.8,38.3,0.995,1.0,32.9,85.6,0.7,101,119,2.186,14.5,0.998,99.2,2762,26.8,12.960
1685.6,23.1,28.89,14,0.710,33.0,89.4,9,84.8,36.0,86,616.3,77.4,-0.8,37.9,1.003,0.8,29.8,84.9,12.4,101,126,2.187,19.8,1.000,99.2,2427,21.0,12.884
1702.8,23.7,29.64,14,0.701,30.7,89.4,9,83.2,31.2,86,624.0,73.0,-0.8,30.6,0.998,0.8,25.8,87.5,7.2,101,114,2.181,15.6,0.998,99.2,2372,23.5,12.960
1720.0,23.9,31.99,14,0.708,33.5,89.4,9,83.1,33.1,86,628.0,72.3,-0.8,28.7,0.998,1.4,22.0,89.0,27.0,101,127,2.185,13.8,1.001,99.2,2586,24.3,12.960
1737.2,24.6,33.49,12,0.702,32.3,89.0,9,80.2,32.3,86,632.0,72.2,-0.8,32.2,0.994,0.2,26.5,86.2,1.6,101,135,2.181,18.8,0.999,99.2,2938,24.9,12.991
1754.4,17.1,22.93,14,0.868,19.9,89.0,9,60.3,23.5,86,601.8,62.6,-2.1,25.2,1.013,-1.5,18.5,0.0,3.1,102,124,2.848,2.1,0.931,99.2,2460,16.6,12.909
1771.6,20.4,27.54,12,0.704,26.7,89.0,9,80.7,27.5,86,612.0,71.2,-0.8,25.9,0.999,0.8,20.1,88.9,9.6,101,131,2.188,18.7,1.001,99.2,2495,19.9,12.960
1788.8,1.2,7.29,12,0.692,12.9,88.2,9,55.4,17.0,86,609.7,60.5,-2.0,20.0,0.998,1.3,16.1,91.5,0.0,100,123,2.174,19.1,0.998,99.2,2355,18.4,12.960
1806.0,16.0,20.51,12,0.698,18.5,88.2,9,67.7,20.4,86,612.0,66.4,-1.8,21.8,0.991,1.8,18.2,90.2,0.0,101,120,2.197,16.7,1.005,99.2,2264,18.8,12.960
1823.2,23.4,28.32,12,0.705,31.1,88.0,9,85.2,32.2,86,613.2,74.3,-0.8,31.6,0.998,1.5,23.5,88.1,15.3,101,116,2.167,14.4,1.000,99.2,2265,22.4,12.924
1840.4,18.2,22.29,12,0.698,22.4,88.2,9,74.7,22.8,86,616.0,64.8,-2.9,22.2,0.989,3.0,18.0,67.5,33.5,101,122,2.191,17.9,1.007,99.2,2398,22.1,13.010
1857.6,17.9,23.50,12,0.704,22.5,88.2,9,77.1,20.1,86,616.3,48.5,-2.8,16.3,0.999,3.9,12.5,26.9,0.0,101,123,2.184,21.4,1.001,99.2,2338,17.3,12.927
1874.8,22.8,30.26,12,0.677,30.4,88.2,9,82.0,30.7,86,620.0,73.3,-0.8,27.7,1.007,-0.2,20.5,65.2,5.3,101,127,2.205,17.3,0.998,99.2,2595,22.4,13.038
1892.0,11.4,13.02,12,0.354,14.5,88.1,9,61.1,21.0,86,600.0,69.3,-0.9,25.5,0.982,3.0,19.4,80.3,3.8,101,122,2.110,19.2,0.976,99.2,2319,11.5,12.996
1909.2,23.4,31.28,12,0.716,31.0,87.5,9,82.0,31.3,86,599.6,74.3,-0.8,30.8,0.994,-0.6,25.3,86.7,2.4,101,123,2.195,14.8,0.999,99.2,2602,23.0,12.960
1926.4,24.2,31.51,11,0.709,34.2,87.5,9,85.5,35.1,86,615.3,75.1,-0.8,34.6,1.006,0.0,29.4,86.1,5.6,101,118,2.190,14.0,0.998,99.2,2559,22.9,12.960
1943.6,19.0,24.89,12,0.710,22.6,86.7,9,82.5,27.7,86,618.8,71.7,-0.8,29.0,0.991,2.0,23.6,78.8,1.0,101,116,2.180,16.9,1.003,99.2,2587,22.5,12.960
1960.8,9.9,11.49,12,0.762,13.7,87.1,9,59.5,18.1,86,605.3,58.2,-1.7,18.9,0.996,1.8,14.6,8.5,16.0,101,120,2.199,19.7,1.006,99.2,2247,2.9,12.901
1978.0,6.1,6.52,12,0.168,7.7,86.8,9,27.4,9.7,86,587.2,25.1,-4.3,8.1,0.978,6.3,1.9,29.5,42.7,101,121,3.177,-3.0,0.140,99.2,2250,0.6,12.960
1995.2,12.9,15.85,12,0.686,21.1,87.1,9,76.2,25.4,86,588.0,68.1,-0.8,26.4,1.005,1.4,17.9,61.6,0.0,101,120,2.180,22.0,0.993,99.2,2283,17.6,12.894
2012.4,15.3,20.10,12,0.604,13.3,87.1,9,56.3,18.2,86,592.0,51.9,-1.9,20.7,0.984,1.2,13.2,18.8,0.0,101,128,2.148,11.7,0.988,99.2,2355,12.5,12.975
2029.6,16.4,19.70,12,0.746,22.9,87.0,9,73.4,24.7,86,572.2,77.5,-0.8,30.3,1.003,-0.9,24.6,70.3,0.0,101,125,2.067,16.4,0.999,99.2,2599,15.8,13.000
2046.8,21.6,27.96,11,0.713,27.1,86.7,9,83.3,27.3,86,596.0,69.0,-0.8,22.1,1.000,0.1,16.7,43.8,2.1,101,124,2.181,16.3,0.998,99.2,2362,21.4,12.960
2064.0,5.1,6.46,11,0.084,7.1,87.1,9,18.3,4.7,86,577.9,12.4,-5.5,6.1,1.188,-1.2,1.4,0.0,8.1,101,116,2.758,-3.6,0.000,99.2,2163,3.3,12.990
