BlueDriver Data Log
Oct 31, 2018 7:06:08 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,,,,,,,,,,,,
3.0,47,82.9,17.6,23.9,61.9,101,45,70.3,11,0.0,18.2,0.997,7.1,15.7,2.3,,,,,,,,,
6.0,47,112.1,17.6,12.9,61.8,100,49,69.7,11,0.0,17.9,0.997,7.9,15.5,2.6,79.3,15.6,1578,17.09,,,,,
9.0,48,141.4,17.6,1.9,61.6,100,53,69.2,11,0.0,17.5,0.996,8.6,15.4,2.9,78.1,15.4,1583,16.84,9.4,13.014,11,61.1,16.9
12.0,49,169.9,16.6,0.0,61.6,101,56,66.6,11,-0.7,15.9,0.998,10.0,14.6,3.6,76.1,14.9,1577,16.34,10.4,13.072,11,4.0,16.2
15.0,50,193.4,14.9,0.0,61.7,101,59,60.4,10,-1.6,13.5,1.003,12.7,12.5,5.2,71.7,13.3,1522,14.51,7.9,12.900,11,0.0,15.1
18.0,51,211.6,12.3,2.9,62.0,101,60,45.8,10,-1.4,10.7,1.004,13.2,11.1,5.0,67.4,12.0,1447,13.25,7.5,12.884,10,3.5,13.9
21.0,51,231.5,9.8,0.0,62.1,101,61,40.2,10,-1.6,9.3,1.005,13.5,9.1,3.9,60.2,9.7,1231,10.56,5.3,12.960,10,0.0,10.1
24.0,52,244.6,6.4,1.4,62.4,101,57,27.6,10,-1.4,8.9,0.999,16.7,10.3,2.5,64.4,10.8,1235,11.21,6.3,12.983,10,0.0,7.5
27.0,53,237.6,9.7,0.0,62.4,101,58,27.5,10,-1.6,8.0,0.998,20.0,11.8,0.8,71.2,13.0,1283,13.35,9.0,13.036,10,6.6,10.0
30.0,53,254.5,9.1,1.7,62.4,101,58,43.3,10,-1.6,9.6,0.986,17.2,9.9,3.8,61.8,10.8,1261,11.58,6.5,13.040,10,36.2,9.5
33.0,53,261.4,9.5,11.6,62.4,99,58,37.3,10,-1.6,7.6,0.987,11.6,5.2,3.3,47.1,6.3,1239,8.85,3.1,13.040,10,86.0,9.5
36.0,53,266.7,7.4,5.3,62.6,100,57,39.5,10,-1.6,7.5,0.955,9.7,0.8,0.1,32.1,0.0,1213,5.24,0.4,13.039,10,1.7,5.8
39.0,54,269.9,5.9,1.1,62.8,101,55,39.1,10,-1.6,9.0,0.770,16.7,3.3,0.8,36.1,0.1,1227,5.66,0.4,12.919,10,0.0,5.5
42.0,54,268.6,5.7,0.0,63.2,101,51,22.5,10,-1.6,5.1,0.006,-5.8,0.3,0.0,32.2,0.0,1225,5.54,0.4,12.972,10,0.0,5.9
45.0,54,260.0,6.6,0.0,63.9,101,40,33.6,10,-1.6,6.2,0.596,9.3,0.0,-0.9,33.3,0.0,1237,5.64,0.4,13.040,10,0.0,6.6
48.0,54,256.0,13.8,0.9,63.9,101,40,49.9,10,-0.9,10.2,0.930,14.8,4.6,-3.1,47.0,3.6,1306,7.65,1.7,13.021,10,0.3,7.9
