BlueDriver Data Log
Jul 23, 2018 8:18:31 AM
Time (s),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Intake Air Temperature (°C),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Engine RPM (rpm),Fuel Level Input (%)
211.9,101,34,24.7,23,26,69,412.0,1063,39.2
213.2,100,34,26.7,23,26,69,412.0,1060,39.2
214.5,100,33,23.2,23,26,69,411.4,1043,39.6
215.8,101,32,19.0,23,26,69,408.0,1285,39.6
217.1,101,31,18.4,23,26,69,407.7,1262,39.6
218.4,101,29,21.5,23,26,69,403.6,1251,39.9
219.7,101,27,22.7,23,26,70,395.6,1250,40.0
221.0,101,25,25.3,23,26,70,392.4,1250,40.3
222.3,101,23,26.9,23,26,70,388.0,1228,40.4
223.6,101,22,33.7,23,26,70,388.0,1157,40.4
224.9,101,23,47.8,23,26,70,391.6,1267,40.4
226.2,101,24,55.7,23,26,70,395.4,1343,40.4
227.5,101,25,48.2,23,26,70,396.0,1304,40.2
228.8,101,26,30.0,23,26,70,399.3,1233,40.0
230.1,101,26,17.3,23,26,70,396.7,1203,40.0
231.4,101,25,17.3,23,26,70,396.0,1209,40.0
232.7,101,23,17.3,23,26,70,392.9,1169,40.2
234.0,101,19,18.1,23,26,70,385.4,1150,40.4
235.3,101,16,22.8,23,26,70,384.0,1188,40.6
236.6,101,12,24.3,23,26,70,384.0,1201,40.9
237.9,101,9,27.0,23,26,70,382.5,1106,41.3
239.2,101,6,31.4,23,26,70,380.0,921,41.6
240.5,101,2,32.4,23,26,70,378.6,881,41.6
241.8,101,0,31.1,23,26,70,374.7,782,41.6
243.1,101,0,29.3,23,26,70,370.4,721,41.6
244.4,101,0,28.4,23,26,70,368.0,698,41.6
245.7,101,0,27.8,23,26,70,366.9,654,41.5
247.0,101,0,27.0,23,26,70,363.1,625,41.2
248.3,101,0,26.3,23,26,70,359.2,625,41.2
249.6,101,0,27.3,23,26,70,355.5,627,41.2
250.9,101,0,30.6,23,26,70,352.0,662,40.9
252.2,101,0,33.5,23,26,70,348.0,675,40.8
253.5,101,0,34.8,23,26,71,347.5,687,40.8
254.8,101,0,34.0,23,26,71,340.0,712,40.8
256.1,101,0,31.9,23,26,71,339.5,752,40.8
257.4,101,0,30.0,23,26,71,335.8,787,40.5
258.7,101,0,26.1,23,26,71,331.8,787,40.4
260.0,101,0,22.5,23,26,71,332.0,751,40.4
261.3,101,0,21.9,23,26,71,329.2,705,40.4
262.6,101,0,21.2,23,26,71,325.5,659,40.2
263.9,101,0,21.2,23,26,71,324.0,631,40.0
265.2,101,0,21.2,23,26,71,321.9,608,40.0
266.5,101,0,21.2,23,26,71,320.0,592,39.9
267.8,101,0,27.3,23,26,71,318.2,614,39.6
269.1,101,0,28.3,23,26,71,314.0,642,39.6
270.4,101,0,31.8,23,26,71,309.8,667,39.6
271.7,101,0,30.7,23,26,71,308.0,699,39.6
273.0,101,0,29.1,23,26,71,305.6,725,39.4
274.3,101,0,29.0,23,26,71,304.0,763,39.2
275.6,101,0,24.6,23,26,71,301.5,774,39.2
276.9,101,0,21.8,23,26,71,300.0,745,39.1
278.2,101,0,20.6,23,26,71,298.3,708,38.8
279.5,101,0,20.4,23,26,72,294.4,667,38.8
280.8,101,0,20.4,23,27,72,292.0,654,38.8
282.1,101,0,21.0,23,27,72,292.0,683,38.7
283.4,101,0,26.6,23,27,72,290.5,755,38.4
284.7,101,0,29.5,23,27,72,286.6,834,38.4
286.0,101,0,31.6,23,27,72,284.0,822,38.4
287.3,101,0,31.7,23,27,72,283.1,810,38.8
288.6,101,0,30.2,23,27,72,280.0,800,38.8
289.9,101,0,29.4,23,27,72,279.1,800,38.8
291.2,101,0,24.8,23,27,72,276.0,798,38.8
292.5,101,0,20.8,23,27,72,275.3,785,38.8
293.8,101,0,20.4,23,27,72,272.0,737,38.8
295.1,101,0,20.2,23,27,72,272.0,692,38.8
296.4,101,0,19.6,23,27,72,272.0,656,38.8
297.7,101,0,19.4,23,27,72,268.0,628,38.8
299.0,101,0,20.9,23,27,72,268.0,583,38.8
300.3,101,0,26.7,23,27,72,264.6,623,38.8
301.6,101,0,27.5,23,27,72,260.6,666,38.8
302.9,101,0,31.2,23,27,72,260.0,685,38.8
304.2,101,0,29.8,23,27,72,260.0,722,38.8
305.5,101,0,28.2,23,27,72,255.9,735,38.5
306.8,101,0,28.2,23,27,72,252.0,772,38.4
308.1,101,0,25.7,23,27,72,251.9,818,38.4
309.4,101,0,20.4,23,27,72,252.0,762,38.4
310.7,101,0,20.4,23,27,72,248.3,739,38.4
312.0,101,0,20.2,23,27,73,248.0,696,38.1
313.3,101,0,19.6,23,27,73,248.0,658,38.0
314.6,101,0,19.6,23,27,73,244.7,622,38.0
315.9,101,0,20.2,23,27,73,244.0,595,38.0
317.2,101,0,26.3,23,27,73,240.4,627,38.0
318.5,101,0,28.2,23,27,73,240.0,648,38.0
319.8,101,0,30.6,23,27,73,240.0,669,37.7
321.1,101,0,30.1,23,27,73,236.6,694,37.6
322.4,101,0,28.2,23,27,73,232.9,718,37.6
323.7,101,0,28.2,23,27,73,232.0,747,37.6
325.0,101,0,26.8,23,27,73,229.6,775,37.6
326.3,101,0,21.0,23,27,73,228.0,761,37.6
327.6,101,0,20.4,23,27,74,228.0,709,37.6
328.9,101,0,19.8,23,27,74,226.1,670,37.6
330.2,101,0,19.6,23,27,74,224.0,653,37.6
331.5,101,0,19.6,23,27,74,224.0,626,37.6
332.8,101,0,20.2,23,27,74,222.5,633,37.6
334.1,101,0,26.4,23,27,74,220.0,791,37.6
335.4,101,1,30.7,23,27,74,220.0,964,37.6
336.7,101,2,36.2,23,27,74,220.0,1046,37.6
338.0,101,3,44.6,23,27,74,221.2,1391,37.3
339.3,101,6,41.5,23,27,74,224.6,1556,37.3
340.6,101,8,33.3,23,28,74,228.5,1250,37.3
341.9,101,9,35.6,23,28,74,232.0,1199,36.9
343.2,101,11,38.2,23,28,74,232.0,1177,36.9
344.5,101,11,36.4,23,28,74,232.2,1212,36.9
345.8,101,12,38.6,23,28,74,236.3,1200,36.9
347.1,101,14,50.7,23,28,74,240.3,1336,36.9
348.4,101,16,41.5,23,28,74,244.3,1275,36.9
349.7,101,15,22.4,23,28,74,247.7,1176,36.9
351.0,101,15,17.2,23,28,74,244.0,1101,37.3
352.3,101,14,23.0,23,28,74,244.0,1008,37.3
353.6,101,12,35.4,23,28,74,244.0,1470,37.3
354.9,101,13,58.3,23,28,74,253.1,1681,37.1
356.2,101,15,69.7,23,28,74,258.8,1660,36.9
357.5,101,19,66.4,23,28,74,267.8,1555,36.7
358.8,101,21,46.2,23,28,74,274.5,1358,36.7
360.1,101,22,18.0,23,27,74,276.0,951,36.9
361.4,101,21,17.1,23,27,74,276.0,969,37.1
362.7,101,20,16.3,23,27,75,273.1,1225,37.3
364.0,101,19,24.3,23,27,75,275.0,1336,37.3
365.3,101,19,14.9,23,27,75,276.0,1213,37.3
366.6,101,18,15.4,23,27,75,272.6,1008,37.3
367.9,101,17,23.2,23,27,75,272.0,1263,37.3
369.2,101,17,46.2,23,27,75,275.1,1666,37.3
370.5,100,19,45.4,23,27,75,279.0,1555,37.3
371.8,100,20,53.8,23,27,75,283.3,1369,37.3
373.1,99,23,56.4,23,27,75,290.2,1346,37.3
374.4,100,25,55.7,23,27,75,295.3,1313,37.3
375.7,100,27,53.4,23,27,75,303.2,1300,37.3
377.0,99,29,43.0,23,27,75,307.4,1201,37.3
378.3,99,29,31.4,23,27,75,310.8,1191,37.3
379.6,101,30,23.4,23,27,76,312.0,1248,37.3
380.9,101,29,17.8,23,27,76,312.0,1264,37.2
382.2,101,29,16.6,23,27,76,312.0,1267,36.8
383.5,101,29,20.5,23,27,76,312.0,1315,36.5
384.8,101,29,15.3,23,27,76,312.0,1275,36.4
386.1,101,28,14.7,23,27,76,312.0,1101,36.0
387.4,101,27,17.2,23,27,76,312.0,1094,35.7
388.7,101,27,31.8,23,27,76,313.8,1429,35.6
390.0,100,27,43.2,23,27,76,319.5,1465,35.2
391.3,100,28,35.6,23,27,76,324.0,1355,34.9
392.6,101,29,27.1,23,27,76,324.0,1249,34.9
393.9,101,29,35.6,23,27,76,326.7,1205,35.3
395.2,100,30,41.6,23,27,76,332.0,1228,35.3
396.5,100,30,41.6,23,27,76,332.3,1250,35.7
397.8,101,30,31.5,23,27,77,335.9,1200,35.7
399.1,101,31,17.5,23,27,77,336.0,1209,36.0
400.4,101,30,19.3,23,27,77,336.0,1160,36.1
401.7,101,30,21.2,23,27,77,336.0,1140,36.4
403.0,101,30,19.6,23,27,77,336.0,1065,36.5
404.3,101,30,20.2,23,27,77,333.1,1045,36.7
405.6,101,30,24.4,23,27,77,334.8,1081,36.9
406.9,101,30,25.1,23,27,77,336.0,1107,37.1
408.2,101,30,25.1,23,27,77,336.0,1082,37.3
409.5,101,30,25.9,23,27,77,336.0,1062,37.3
410.8,101,30,25.9,23,27,77,336.0,1221,37.3
412.1,101,30,21.3,23,27,77,336.0,1343,37.4
413.4,101,29,22.2,23,27,77,336.0,1311,37.6
414.7,101,29,19.9,23,27,77,337.6,1347,37.6
416.0,101,27,17.8,23,27,77,340.0,1331,37.6
417.3,101,24,17.3,23,27,77,339.3,1294,38.0
418.6,101,20,17.3,23,27,77,336.0,1212,38.4
419.9,101,16,17.3,23,27,77,336.0,1162,38.4
421.2,101,12,17.3,23,27,77,336.0,1113,38.8
422.5,101,9,15.4,23,27,77,334.9,959,39.2
423.8,101,6,15.7,23,27,77,330.8,670,39.2
425.1,101,3,21.9,23,27,77,328.0,594,39.6
426.4,101,2,27.1,23,27,77,326.9,629,39.6
427.7,101,2,29.3,23,27,77,323.0,652,40.0
429.0,101,0,30.3,23,27,77,320.0,673,40.0
430.3,101,0,25.3,23,27,77,319.1,804,40.0
431.6,101,0,21.5,23,27,77,316.0,827,40.4
432.9,101,0,15.8,23,27,78,314.8,779,40.4
434.2,101,0,13.6,23,27,78,312.0,657,40.4
435.5,101,0,56.9,14,27,78,310.5,254,40.4
436.8,101,0,25.2,8,27,78,308.0,0,40.4
438.1,101,0,0.0,8,27,78,306.8,0,40.4
439.4,101,0,0.0,8,27,78,304.0,0,40.4
440.7,101,0,0.0,8,27,78,303.6,2,40.4
442.0,101,0,0.1,8,27,78,304.0,0,40.4
443.3,101,0,0.0,8,27,78,303.4,3,40.4
444.6,101,0,0.1,8,27,78,304.0,0,40.4
445.9,101,0,0.0,8,27,78,302.9,0,40.4
447.2,101,0,0.0,8,27,78,303.7,1,40.4
448.5,101,0,78,304.0,0,40.4
449.8,101,0
