BlueDriver Data Log
Oct 8, 2018 7:02:56 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
132.0,60,369.6,7.5,1.3,77.6,101,56,35.3,11,-1.6,8.6,0.884,10.4,10.7,1.0,64.9,9.8,1305,10.61,5.7,13.040,11,34.7,9.5
135.0,61,376.0,18.4,12.2,77.6,100,58,61.0,11,-1.6,14.7,0.951,13.0,14.7,1.2,79.6,15.1,1452,15.49,10.9,13.040,11,94.0,17.6
138.0,61,393.9,11.2,4.2,77.6,99,60,52.5,11,-1.6,13.2,0.997,18.6,13.8,0.8,73.5,14.7,1569,16.13,9.4,13.040,11,95.4,14.9
141.0,61,402.1,6.7,0.0,77.6,99,62,33.2,11,-1.6,7.2,0.824,22.3,10.1,-1.5,63.2,12.2,1275,12.26,7.1,12.976,11,88.5,9.3
144.0,61,401.4,5.4,0.0,77.6,100,61,23.8,11,-1.6,5.1,0.000,-7.5,0.0,0.0,27.6,3.1,1201,6.80,2.7,12.960,11,41.8,6.3
147.0,62,396.4,6.3,1.1,77.6,100,56,33.7,11,-1.6,6.7,0.776,19.5,4.8,0.5,36.8,5.3,1175,6.29,1.4,12.960,11,31.0,6.3
150.0,62,399.5,6.7,21.8,77.6,99,56,48.9,11,-1.6,9.4,1.011,22.5,10.0,-2.2,57.5,11.3,1246,10.30,5.3,12.977,11,96.8,8.6
153.0,62,409.0,14.8,10.5,77.4,99,58,61.1,11,-1.6,13.9,1.001,15.3,13.6,-3.3,73.9,14.6,1427,15.26,13.0,13.038,11,93.2,18.0
156.0,62,423.0,16.4,2.7,77.3,99,61,63.2,11,-1.6,16.6,0.992,16.0,15.2,2.3,67.5,13.7,1636,15.07,9.4,12.962,11,94.5,15.8
159.0,62,436.2,15.8,4.4,77.3,99,64,56.5,11,-1.6,13.2,0.999,16.0,13.7,2.3,74.0,14.0,1501,15.42,11.3,13.013,11,94.1,17.0
162.0,63,444.6,16.0,13.3,77.3,100,66,62.7,11,-1.6,9.8,0.992,23.2,10.9,1.8,61.5,9.9,1340,10.03,6.4,13.040,11,69.2,14.8
165.0,63,447.3,5.1,0.0,77.3,101,64,34.0,11,-1.6,6.9,0.405,7.4,4.8,0.8,42.6,4.2,1217,5.31,0.4,13.022,11,18.6,5.1
168.0,64,436.4,5.1,0.0,77.5,101,61,22.7,11,-1.6,5.1,0.000,-7.7,0.0,0.0,27.7,0.0,1157,4.51,0.4,12.960,11,0.0,5.1
171.0,64,421.4,5.1,0.0,77.8,101,52,22.5,11,-1.6,5.3,0.000,-7.3,0.0,0.0,27.6,0.0,1187,4.62,0.4,12.960,11,0.0,5.1
174.0,64,409.3,8.1,25.2,78.0,101,38,26.2,11,-1.5,6.2,0.001,-9.5,0.0,0.0,32.9,0.0,1159,5.19,0.6,12.960,11,1.2,6.8
177.0,64,405.9,16.7,101.6,78.0,99,28,62.6,11,-0.0,19.9,0.739,7.7,11.4,-3.0,60.5,10.2,1597,13.80,7.9,12.989,11,27.6,13.0
180.0,64,418.7,29.7,0.0,78.0,100,35,73.1,11,0.0,27.7,0.994,12.7,21.1,-3.4,82.8,20.7,2000,22.76,20.3,13.040,11,90.9,26.1
183.0,64,442.0,31.8,0.0,77.8,100,45,78.4,11,0.0,33.4,0.995,9.6,25.9,-1.5,89.8,26.3,2081,25.76,29.0,13.040,11,89.2,33.2
186.0,64,464.9,32.7,3.6,77.6,100,54,77.8,11,0.0,32.9,0.994,10.0,25.9,-0.8,89.7,25.8,2132,26.57,29.2,13.040,11,89.4,33.1
189.0,65,483.9,32.2,7.6,77.6,100,62,75.3,11,-0.0,25.4,0.995,12.2,20.5,-0.8,84.8,21.3,1982,23.27,22.6,13.040,11,89.7,32.3
192.0,66,499.2,30.9,0.0,77.6,100,66,76.4,11,0.0,29.6,0.994,12.0,21.0,-0.8,83.4,20.5,1984,22.38,18.2,13.001,11,90.2,30.9
195.0,67,514.2,29.9,2.7,77.4,100,71,75.8,11,0.0,30.6,0.996,11.0,23.6,-0.8,85.4,23.7,2182,25.94,23.9,12.880,11,89.6,29.7
198.0,68,525.6,29.4,2.5,77.3,100,75,74.3,10,0.0,27.9,1.003,11.0,22.4,-0.8,85.0,22.6,2133,25.29,24.6,12.880,10,89.8,29.6
201.0,68,534.9,28.2,0.1,77.3,100,78,73.7,10,-0.0,28.6,0.999,13.0,22.4,0.4,84.8,22.7,2162,25.57,24.7,12.924,10,89.8,27.1
204.0,69,544.6,22.7,0.8,77.3,100,82,72.7,10,0.0,25.6,1.002,12.7,21.3,-0.5,83.3,21.6,2088,24.41,22.9,12.960,10,90.0,23.5
207.0,70,554.1,22.3,0.2,77.3,100,82,58.4,10,-1.2,18.1,1.008,16.3,18.0,-1.8,78.9,19.2,1875,21.64,19.9,12.968,11,91.0,23.5
210.0,70,556.0,27.1,0.0,77.5,100,81,59.8,10,-1.8,18.3,1.009,19.2,16.2,-2.0,74.4,17.1,1576,17.70,19.6,13.041,11,15.4,26.9
213.0,70,561.0,31.2,0.0,77.6,100,81,75.5,10,-0.8,30.9,0.999,10.0,24.3,-0.8,86.3,24.3,2060,25.24,25.6,13.040,11,0.0,30.5
216.0,71,569.4,31.1,0.0,77.6,100,82,76.1,10,-0.8,32.8,1.000,11.5,24.2,-0.8,84.9,18.5,2191,21.67,20.4,13.040,11,0.0,28.5
219.0,71,575.8,20.0,0.0,77.6,100,82,74.9,10,-0.8,30.2,0.998,11.5,23.5,-0.4,84.7,18.4,2208,20.84,16.1,13.040,11,14.5,22.1
222.0,72,582.1,28.1,0.0,77.4,100,82,74.5,10,-0.8,29.8,0.997,12.0,23.1,0.7,85.0,23.3,2117,25.10,24.9,13.040,11,89.8,30.6
225.0,73,588.5,32.2,0.0,77.3,100,83,74.8,10,-0.8,31.9,0.998,12.8,24.0,2.1,84.9,23.9,2263,26.83,27.4,13.041,10,88.9,31.8
228.0,74,594.7,33.2,0.0,77.2,100,84,75.2,10,-0.8,33.0,0.999,12.0,24.7,0.8,87.0,24.6,2319,27.58,28.5,12.941,10,88.4,32.8
231.0,75,600.7,32.3,0.0,76.9,100,84,74.4,10,-0.8,17.3,1.009,14.4,22.4,-0.2,84.7,22.7,2239,25.39,24.3,12.942,10,89.1,29.9
234.0,75,606.6,22.0,0.0,76.9,99,85,70.3,10,-0.8,21.6,1.004,13.3,21.2,0.1,84.1,21.2,2133,23.07,18.0,13.040,10,90.9,21.6
237.0,76,610.7,26.6,0.0,76.9,99,86,71.6,10,-0.8,26.9,0.998,10.7,21.8,1.6,86.2,21.6,2086,24.00,19.6,13.041,10,89.6,28.5
240.0,76,613.7,29.9,0.0,76.9,100,87,76.3,10,-0.8,29.9,1.004,11.5,24.3,1.6,87.7,24.6,2308,27.93,24.7,13.040,10,88.6,30.3
243.0,77,616.7,30.2,0.0,76.9,100,90,76.9,10,-0.8,27.8,0.998,17.6,18.5,1.0,77.6,20.3,2021,23.18,21.1,13.040,10,89.5,28.4
246.0,77,620.0,27.8,0.0,76.9,100,92,49.2,9,-1.9,12.2,0.999,29.4,15.8,-1.3,70.9,18.0,1800,19.35,15.7,13.040,10,92.0,23.8
249.0,78,613.2,27.8,3.3,76.6,100,92,62.3,9,-1.5,17.7,1.000,25.1,17.9,-1.4,74.5,19.1,1858,20.29,16.3,13.040,9,90.9,27.7
252.0,78,614.6,25.2,1.8,76.7,100,93,75.3,9,-0.8,28.2,1.000,10.6,21.6,1.6,81.3,20.2,2163,25.47,22.4,13.040,9,89.2,22.3
255.0,78,616.0,20.2,0.0,76.9,100,94,70.9,9,-1.0,26.3,0.996,11.0,20.0,1.6,55.3,7.5,1847,14.91,17.6,12.986,9,37.2,13.5
258.0,78,615.4,14.2,0.0,76.9,99,92,47.1,9,-2.3,11.4,0.999,23.1,14.2,0.5,53.3,10.9,1776,14.76,12.9,12.994,9,31.7,9.5
261.0,78,611.2,12.2,0.0,76.9,99,91,42.6,9,-2.3,11.7,1.003,26.2,11.8,0.0,53.9,12.5,1702,13.95,8.8,13.040,9,90.3,15.7
264.0,78,606.4,7.5,0.0,76.9,100,88,29.7,9,-4.3,9.4,1.048,28.4,11.8,0.2,55.6,12.0,1651,12.67,6.0,13.040,9,49.7,6.3
267.0,79,600.0,11.9,0.0,76.8,100,85,31.5,9,-6.0,9.8,1.099,34.9,12.2,0.8,53.7,12.9,1574,13.22,9.4,12.911,9,80.0,12.3
270.0,79,597.1,24.1,0.0,76.5,99,82,70.9,9,-2.3,27.8,0.988,7.5,25.4,2.3,81.2,23.4,1871,21.31,22.6,12.926,9,92.0,24.2
273.0,79,600.4,36.1,0.0,76.5,100,84,79.8,9,-1.2,33.3,0.996,9.8,26.8,1.5,91.6,27.8,2177,27.55,31.3,12.960,9,88.2,36.0
276.0,79,606.5,35.6,1.9,76.5,100,86,77.8,9,-0.8,32.0,1.000,11.7,26.0,1.0,90.2,26.1,2357,28.75,28.2,12.966,9,86.7,35.7
279.0,79,608.0,22.6,26.8,76.5,100,88,67.0,9,-1.3,24.0,0.997,13.9,20.9,1.3,83.6,19.9,2148,20.48,4.7,13.041,9,50.3,15.3
282.0,80,608.0,12.7,43.4,76.5,99,88,50.7,9,-2.3,14.1,0.991,20.8,14.8,0.0,69.4,15.7,1674,16.74,11.6,13.040,9,77.7,15.3
285.0,80,605.5,9.7,30.3,76.5,99,88,40.3,9,-2.5,11.7,1.004,25.0,12.2,-0.7,61.3,14.4,1675,15.76,12.3,13.040,9,53.9,11.7
288.0,80,598.8,6.0,0.0,76.5,100,86,16.5,9,-7.0,7.5,0.908,34.7,12.7,1.2,57.6,13.6,1639,14.49,10.7,13.040,9,44.0,8.3
291.0,80,591.5,14.5,0.0,76.5,99,86,45.4,9,-3.9,11.9,0.955,30.1,13.1,2.0,59.8,13.6,1626,14.08,9.8,13.058,9,94.8,14.7
294.0,80,592.0,17.4,0.0,76.5,99,88,61.2,9,-2.3,17.7,1.002,19.3,14.6,1.2,67.6,14.7,1692,15.46,11.1,13.120,9,94.0,16.5
297.0,80,592.0,15.1,15.7,76.5,99,92,58.5,9,-2.2,21.7,1.002,13.0,18.3,0.0,80.4,17.6,1924,20.61,15.3,13.042,9,93.8,16.2
300.0,80,590.9,9.6,31.4,76.5,98,96,40.2,9,-1.6,15.3,0.999,21.0,14.9,0.0,70.5,15.7,1899,18.43,13.1,13.040,9,93.7,16.6
303.0,80,587.7,6.7,0.5,76.1,99,102,15.7,9,-7.1,7.9,0.276,30.3,12.2,-0.9,52.3,13.2,1921,15.57,10.2,13.040,9,93.8,16.5
306.0,80,582.8,14.1,30.7,76.4,99,105,16.2,9,-8.6,5.5,0.000,17.1,6.5,-1.1,31.6,8.3,1968,11.49,7.0,13.040,9,93.6,13.7
309.0,80,576.5,8.7,24.1,76.3,99,106,14.9,9,-8.6,5.4,0.000,-9.9,1.3,0.0,16.9,1.1,1988,5.17,0.4,13.040,9,0.0,9.2
312.0,80,568.4,17.0,11.8,76.2,100,106,26.8,9,-7.6,8.9,0.086,-10.8,7.5,0.0,26.3,12.9,1998,15.78,9.6,13.082,9,56.2,20.5
315.0,80,566.2,35.3,1.7,76.5,100,108,81.2,9,-1.6,38.0,1.013,13.5,24.4,-0.6,75.7,24.1,2456,27.79,25.4,13.066,9,87.8,33.7
318.0,80,572.4,38.8,8.4,76.5,100,112,76.1,8,-1.6,36.5,1.003,13.5,27.8,0.2,90.4,28.2,2650,34.31,34.5,13.009,9,85.9,37.6
321.0,80,575.5,25.9,18.2,76.8,100,115,74.4,8,-1.1,34.0,0.998,12.5,27.5,0.8,90.8,27.9,2591,33.54,33.6,12.977,8,86.0,32.0
324.0,80,581.9,28.7,6.4,76.9,100,116,74.1,8,-0.8,30.4,0.996,11.5,26.3,1.0,91.1,27.0,2470,31.37,30.5,13.040,8,86.6,30.6
327.0,81,586.2,31.4,0.4,76.9,100,116,74.8,8,-1.0,28.5,0.996,11.9,24.3,1.6,88.5,24.7,2437,30.21,27.8,13.099,8,86.4,32.2
330.0,81,589.6,28.6,14.3,76.8,100,116,74.9,8,-1.5,32.7,0.999,14.0,24.7,1.6,85.8,24.7,2604,31.41,27.0,13.001,8,87.2,29.9
333.0,81,592.0,24.1,35.7,76.5,99,116,73.1,8,-0.8,30.2,0.995,11.5,24.1,1.6,87.3,24.4,2488,30.38,28.6,13.002,8,87.3,30.7
336.0,82,592.1,36.4,0.0,76.5,100,116,76.8,8,-1.4,34.6,1.006,13.9,22.2,0.7,83.5,20.8,2325,26.35,27.1,13.014,8,87.4,33.8
339.0,83,594.9,20.4,0.0,76.5,100,116,69.2,8,-1.2,31.7,1.009,13.1,22.3,-0.3,82.7,20.0,2263,24.28,22.7,12.971,8,84.6,26.9
342.0,84,596.0,30.0,0.0,76.5,100,116,69.4,8,-1.1,30.9,1.004,10.8,24.5,-0.6,87.9,25.3,2345,29.14,27.8,13.040,8,0.0,34.0
345.0,84,597.8,29.7,0.0,76.4,100,116,68.7,8,-1.6,35.5,0.998,13.8,27.0,0.8,89.0,27.5,2709,34.55,30.6,13.040,8,0.0,26.5
348.0,84,599.0,22.4,8.6,76.1,100,118,38.5,8,-1.6,23.9,1.013,10.0,21.1,-0.9,57.0,9.1,2359,16.92,14.2,12.954,8,1.1,17.9
351.0,84,596.1,26.3,43.0,76.1,100,114,76.0,8,-1.0,29.8,1.000,11.2,24.0,-0.8,63.9,11.9,2331,15.86,11.1,12.934,8,17.6,16.1
354.0,85,598.5,34.8,11.9,76.1,100,114,43.3,8,-4.5,20.3,0.573,4.0,17.7,0.0,70.0,21.3,2480,27.67,28.6,13.058,8,86.2,37.3
357.0,85,591.2,20.5,0.0,76.1,100,111,29.9,8,-6.7,9.3,0.191,-7.3,2.1,0.1,16.9,0.1,2050,4.62,0.4,13.041,8,21.6,14.1
360.0,85,584.0,11.3,0.0,76.1,100,106,61.9,8,-0.8,23.0,1.013,13.5,20.0,1.6,84.2,20.0,2110,19.54,13.7,13.040,8,51.2,15.5
363.0,86,584.8,23.5,0.0,76.1,99,106,65.9,8,-0.8,19.6,0.998,16.7,17.9,0.4,77.8,18.3,2057,22.61,18.2,13.040,8,90.2,24.4
366.0,86,588.0,25.1,0.0,76.1,99,106,71.0,8,-0.8,23.2,0.994,13.6,19.6,0.9,79.7,18.7,2093,20.08,12.2,13.040,8,91.0,23.3
369.0,86,587.3,12.8,0.0,75.8,99,105,36.1,8,-5.3,16.9,0.991,16.9,18.6,-0.4,77.1,18.8,2127,18.46,5.5,13.040,8,93.7,17.3
372.0,86,585.1,14.1,0.0,75.7,99,103,35.2,8,-5.8,12.9,0.993,23.2,15.3,-2.7,65.0,15.8,1941,18.33,12.4,13.040,8,93.6,16.1
375.0,86,584.0,11.7,0.0,75.8,99,102,56.3,8,-1.6,17.3,0.999,18.1,17.9,2.3,76.9,18.8,1974,21.99,18.4,13.040,8,82.5,13.3
378.0,86,582.7,9.9,0.0,76.1,99,102,53.2,8,-1.6,17.3,1.005,19.5,15.3,0.0,63.6,11.3,1937,13.85,11.6,13.040,8,86.2,13.3
381.0,86,580.0,18.6,4.3,76.1,99,102,66.7,8,-0.8,21.6,1.005,15.7,17.3,-1.6,73.1,14.9,1993,17.43,13.0,13.040,8,92.5,18.3
384.0,86,580.0,23.9,38.5,76.1,100,102,58.5,8,-0.8,21.3,1.010,12.2,20.5,-2.7,84.9,20.6,2083,23.85,20.6,13.040,8,89.5,25.8
387.0,86,583.3,31.3,9.6,76.1,100,103,69.0,8,-1.2,27.0,1.007,11.3,22.6,-2.3,89.5,23.6,2228,26.74,26.3,13.040,8,88.2,32.5
390.0,86,586.5,30.0,4.3,76.1,100,106,74.8,8,-1.3,30.4,0.999,13.2,22.0,-0.5,85.7,22.4,2492,28.90,23.5,13.040,8,87.9,29.3
393.0,86,589.7,19.6,5.2,76.1,99,108,62.3,8,-0.9,23.9,0.998,15.5,20.4,0.8,82.4,20.4,2310,25.51,18.0,13.040,8,61.4,15.7
396.0,86,591.3,8.9,0.0,76.1,100,106,32.2,8,-1.6,12.2,1.013,22.5,14.6,-0.9,62.1,15.8,2102,19.77,12.8,13.040,8,62.2,11.8
399.0,86,588.0,26.7,0.0,75.7,99,104,63.8,8,-1.0,21.3,0.998,17.2,17.0,0.7,67.0,16.7,2084,19.60,13.3,13.017,8,92.6,22.9
402.0,86,586.8,18.3,38.6,75.4,99,104,72.5,8,-0.8,23.9,0.998,14.1,20.2,2.2,76.4,19.1,2195,24.23,19.3,12.966,8,89.4,25.9
405.0,86,588.0,16.7,27.1,75.3,99,103,68.7,8,-1.0,20.9,1.009,16.4,17.8,0.1,52.3,11.4,1949,14.85,5.9,13.041,8,93.6,16.6
408.0,86,586.8,17.8,0.0,75.3,99,102,62.6,8,-1.6,18.4,1.000,18.5,16.1,1.6,70.1,14.8,1967,17.90,10.9,13.040,8,94.2,15.0
411.0,86,583.8,18.4,0.0,75.3,99,102,61.2,7,-1.6,18.0,0.999,19.1,15.6,1.6,67.1,11.9,1951,14.68,11.8,13.040,7,93.1,18.0
414.0,86,579.3,16.5,6.8,75.3,99,102,33.7,7,-5.5,11.2,0.504,7.3,9.7,1.1,49.3,5.6,1900,7.84,6.5,13.040,8,90.9,16.5
417.0,87,570.0,9.6,3.9,75.5,99,98,16.9,7,-8.1,5.2,0.247,-1.1,0.9,1.4,16.4,0.3,1822,4.62,0.4,13.040,8,0.0,5.1
420.0,87,559.2,5.1,0.0,75.7,100,91,18.3,7,-7.0,5.5,0.837,34.9,5.5,11.7,24.3,5.5,1711,4.79,0.4,12.870,8,9.5,5.1
423.0,87,548.7,6.1,7.5,75.7,100,88,15.7,7,-7.0,5.1,0.001,-9.5,1.4,3.3,20.2,1.8,1632,5.09,1.5,12.922,8,18.1,6.5
426.0,87,536.2,11.0,58.8,75.7,99,85,46.5,7,-3.6,12.2,0.671,7.9,8.7,-1.2,45.0,7.6,1672,10.38,6.5,12.990,8,36.2,10.7
429.0,87,543.1,24.6,14.1,75.7,100,85,68.2,7,-1.5,22.4,1.006,15.4,18.4,-1.3,77.4,18.4,1893,19.97,15.8,12.888,8,93.2,21.2
432.0,86,551.1,28.2,4.7,75.5,100,88,77.3,7,-0.8,28.1,0.998,10.2,22.8,0.6,88.5,23.3,2261,27.61,24.3,12.961,8,88.1,27.0
435.0,86,558.9,28.1,9.0,75.3,100,91,75.0,7,-0.8,23.1,1.000,13.5,20.8,-0.8,87.7,21.2,2159,26.30,23.5,13.013,8,88.4,28.4
438.0,86,564.6,27.8,8.7,75.3,99,94,72.9,7,-0.8,24.7,1.003,11.2,20.8,-0.2,87.1,21.7,2162,25.87,23.3,13.057,8,88.6,28.1
