BlueDriver Data Log
Oct 23, 2018 6:36:21 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,,,,,,,,,,,,
3.0,31,0.0,4.9,0.0,61.0,101,0,27.5,24,-3.9,4.7,0.999,5.5,0.0,3.1,35.3,0.0,,,,,,,
6.0,31,0.0,4.7,0.0,61.2,101,0,27.5,24,-3.9,4.7,0.999,5.5,0.0,3.1,35.3,0.0,837,3.79,1.2,14.401,24,0.0,4.7
9.0,32,0.0,4.7,0.0,61.5,101,0,27.0,24,-3.9,4.7,0.999,5.5,0.0,3.1,35.1,0.0,842,3.77,1.2,14.320,24,0.0,4.7
12.0,33,0.0,4.7,0.0,61.6,101,0,26.7,24,-3.9,4.7,0.999,5.5,0.0,2.9,35.0,0.0,849,3.76,1.2,14.325,24,0.0,4.7
15.0,33,0.0,4.7,0.0,61.7,101,0,26.9,24,-3.9,4.7,0.999,5.5,0.0,2.3,35.3,0.0,837,3.85,1.2,14.441,24,0.0,4.7
18.0,33,0.0,4.7,0.0,62.0,101,0,27.4,24,-3.9,4.7,0.999,5.5,0.0,2.3,35.3,0.0,846,3.84,1.2,14.480,24,0.0,4.7
21.0,34,0.0,4.7,0.0,62.0,101,0,26.7,24,-3.9,4.7,0.999,5.5,0.0,2.3,35.3,0.0,837,3.80,1.0,14.480,24,0.0,4.7
24.0,34,0.0,4.7,0.0,62.0,101,0,27.2,24,-3.9,4.7,0.999,5.3,0.0,2.3,35.0,0.0,821,3.72,0.9,14.480,24,0.0,4.7
27.0,35,0.0,4.7,0.0,62.0,101,0,27.2,24,-3.9,4.7,0.999,5.0,0.0,2.3,34.6,0.0,814,3.63,1.2,14.480,24,0.0,4.7
30.0,35,0.0,4.7,0.0,62.0,101,0,26.7,24,-3.9,4.7,0.999,5.0,0.0,2.3,34.9,0.0,837,3.79,1.2,14.371,24,0.0,4.7
33.0,36,0.0,4.7,0.0,62.0,101,0,26.7,24,-3.9,4.7,0.999,5.0,0.0,2.9,35.2,0.0,837,3.74,1.2,14.320,24,0.0,4.7
36.0,37,0.0,4.7,0.0,62.0,101,0,27.3,24,-3.9,4.7,0.999,5.0,0.0,2.7,35.1,0.0,827,3.69,1.2,14.361,24,0.0,4.7
39.0,37,0.0,4.7,0.0,62.0,101,0,27.1,24,-3.9,4.7,0.999,5.0,0.0,2.7,34.8,0.0,814,3.66,1.2,14.480,24,0.0,4.7
42.0,38,0.0,4.7,0.0,62.0,101,2,26.7,24,-3.9,4.9,0.999,4.9,0.0,3.8,34.5,0.0,825,3.60,1.2,14.480,24,0.0,4.7
45.0,38,0.0,4.8,0.0,62.0,101,4,26.6,24,-3.9,5.4,0.999,4.5,0.0,3.1,35.3,0.0,1034,4.65,1.5,14.426,24,0.0,5.1
48.0,38,0.0,5.2,0.0,62.0,101,4,25.9,24,-3.9,4.7,0.999,4.5,0.0,3.1,34.0,0.0,950,4.31,1.4,14.400,24,0.0,5.5
51.0,39,0.0,5.5,0.0,61.6,101,5,25.4,24,-2.5,6.1,0.998,17.6,3.4,2.1,34.4,2.4,1069,4.86,1.5,14.384,24,0.2,5.7
54.0,40,0.0,7.4,13.6,61.4,101,9,29.0,24,-1.6,7.4,0.998,27.6,7.0,-0.2,36.8,6.1,1434,7.28,2.4,14.321,24,2.4,8.2
57.0,40,0.0,7.5,13.7,61.3,101,13,32.7,24,-1.6,7.9,0.998,17.0,6.3,-5.5,41.9,0.0,1171,5.78,0.9,14.378,24,0.9,7.1
60.0,41,0.0,5.7,0.0,61.7,101,18,21.9,24,-1.6,5.1,0.998,11.9,1.2,-0.6,28.6,0.0,1200,4.80,0.4,14.110,24,0.0,5.8
63.0,42,0.0,5.1,0.0,62.0,101,12,20.5,24,-1.6,5.6,0.997,29.2,3.9,-0.1,28.9,3.2,1332,5.66,1.5,13.691,24,1.3,6.0
66.0,42,0.0,8.6,0.0,62.3,101,14,30.1,24,-1.6,7.5,0.997,34.5,4.5,-0.1,33.7,5.2,1477,7.39,3.2,13.354,24,5.5,9.8
69.0,43,0.0,7.4,2.5,62.4,101,17,31.3,24,-1.6,8.5,0.997,22.4,0.0,1.4,33.2,0.0,1486,5.84,0.8,13.292,24,1.4,7.0
72.0,43,0.0,5.1,4.0,62.4,101,18,19.7,24,-1.6,5.1,0.996,12.0,0.0,-0.8,24.0,0.0,1195,4.61,0.6,13.140,24,0.0,5.5
75.0,43,0.0,5.1,0.0,62.4,101,16,20.5,24,-1.6,5.1,0.996,11.4,0.0,0.6,25.7,0.0,1193,4.29,0.4,13.013,24,0.0,5.1
78.0,44,0.0,5.1,0.0,62.6,101,8,24.3,24,-2.9,5.1,0.996,10.8,0.0,-0.1,29.9,0.0,1107,4.37,0.4,12.960,24,0.0,5.1
81.0,45,0.0,5.1,0.0,62.9,101,2,26.7,24,-3.9,5.0,0.997,10.4,0.0,-2.5,35.5,0.0,899,4.14,0.4,12.969,24,0.0,5.1
84.0,45,0.0,5.0,0.0,63.0,101,0,26.6,24,-3.9,4.7,0.999,10.0,0.0,2.3,33.3,0.0,862,3.82,0.4,12.905,24,0.0,4.9
87.0,45,0.0,4.7,0.0,62.7,101,0,25.9,24,-3.9,4.7,0.999,10.0,0.0,2.3,33.3,0.0,839,3.60,0.4,12.843,24,0.0,4.6
90.0,46,0.0,4.7,0.0,62.7,101,0,25.3,24,-3.9,4.7,0.999,10.0,0.0,2.3,33.3,0.0,825,3.49,0.4,12.800,24,0.0,4.3
93.0,46,0.0,4.7,0.0,62.7,101,0,25.1,24,-3.9,4.7,0.999,10.0,0.0,2.3,33.2,0.0,825,3.45,0.4,12.801,24,0.0,4.3
96.0,46,0.0,4.5,0.0,62.7,101,0,25.1,24,-3.9,4.7,0.999,10.0,0.0,2.3,32.9,0.0,825,3.46,0.4,12.856,24,0.0,4.3
99.0,47,0.0,4.3,0.0,62.7,101,0,25.1,24,-3.9,4.3,0.999,10.0,0.0,2.3,33.2,0.0,817,3.43,0.4,12.917,24,0.0,4.3
102.0,47,0.0,4.3,0.0,62.4,101,0,25.1,24,-3.9,4.3,0.999,10.0,0.0,1.9,33.1,0.0,812,3.43,1.1,12.938,24,0.5,5.3
105.0,48,0.0,10.3,34.1,62.1,101,6,38.7,24,-2.8,8.7,0.998,11.6,5.1,0.2,40.9,3.7,990,5.80,3.5,12.880,24,2.4,10.6
108.0,48,0.0,15.8,29.3,61.8,101,17,57.3,24,-1.2,15.4,0.996,13.2,15.6,-3.1,63.5,15.4,1650,15.91,10.2,12.886,23,26.6,15.7
111.0,48,0.0,20.4,8.2,61.6,101,32,72.2,23,0.0,19.7,0.996,6.5,17.5,-3.1,81.8,18.3,1681,18.54,15.0,12.932,23,64.6,20.0
114.0,49,0.0,23.9,0.4,61.6,100,42,72.0,23,-0.0,23.4,0.996,7.2,19.2,-0.0,82.4,19.1,1730,19.69,18.2,12.960,23,91.7,22.8
117.0,50,0.0,23.9,5.2,61.3,100,48,72.2,23,0.0,25.5,0.996,8.8,21.0,2.3,83.2,20.7,1840,21.05,20.1,12.960,23,91.3,24.3
120.0,52,0.0,26.1,4.5,61.2,100,53,73.4,23,-0.3,27.3,0.996,10.0,22.1,2.5,83.8,22.5,1988,23.48,22.8,12.961,23,90.8,27.0
123.0,53,7.9,27.6,2.3,61.1,100,58,74.5,23,-0.8,28.2,0.996,10.0,22.4,0.8,83.5,22.7,2046,24.35,24.2,13.050,23,90.2,28.1
126.0,54,33.8,27.7,0.0,60.8,100,62,74.5,23,-0.8,28.1,0.996,10.0,22.3,0.8,82.9,22.7,2067,24.44,24.5,12.953,23,90.0,28.4
129.0,55,85.6,25.8,0.0,60.8,101,64,70.9,22,-0.8,23.4,0.996,10.0,19.8,0.8,79.6,20.3,2052,23.06,21.6,12.906,22,73.0,23.7
132.0,56,135.1,13.6,0.0,60.8,100,63,56.5,21,-1.2,14.1,0.993,21.4,14.2,-0.7,61.4,15.3,1977,18.30,14.3,12.960,21,16.5,6.3
135.0,57,148.7,12.7,0.0,60.8,100,61,37.5,21,-1.9,5.3,0.990,35.4,6.4,-3.7,23.4,7.8,1824,7.28,4.3,12.967,23,4.3,8.2
138.0,58,161.0,10.2,0.0,60.8,101,60,18.7,21,-3.1,4.7,1.000,1.0,0.0,0.0,15.5,2.4,1580,4.95,2.2,12.961,23,2.5,7.2
141.0,59,163.4,4.3,0.0,60.8,101,52,16.6,21,-3.1,4.4,0.411,-3.4,0.0,0.0,17.2,0.0,1364,3.51,0.4,12.961,23,0.0,4.3
144.0,59,161.5,4.3,0.0,60.8,101,47,16.8,21,-3.1,4.3,0.000,-7.5,0.0,0.0,19.6,0.0,1208,3.55,0.4,12.963,23,0.0,4.3
147.0,59,158.4,4.3,0.0,61.0,101,37,17.6,21,-3.1,4.3,0.000,-7.5,0.0,0.0,19.6,0.0,1161,3.38,0.4,12.906,23,0.0,4.3
150.0,60,156.0,4.4,0.0,61.7,101,20,18.8,21,-3.1,4.3,0.003,-12.9,0.0,0.0,30.5,0.0,1193,3.61,0.4,12.880,23,0.0,4.4
153.0,60,155.7,4.7,0.0,62.4,101,4,25.9,21,-3.6,4.6,0.607,0.3,0.0,-3.7,33.8,0.0,1063,3.67,0.5,12.898,23,0.0,4.7
156.0,60,153.2,4.4,0.0,62.6,101,2,24.7,21,-3.9,4.4,1.006,11.8,0.0,-5.8,32.1,0.0,794,3.35,0.8,12.961,23,0.0,4.3
159.0,60,152.0,4.1,0.0,62.7,101,0,23.3,21,-3.9,3.9,0.992,12.5,0.0,1.6,30.2,0.0,737,2.86,0.8,12.899,23,0.0,4.0
162.0,60,151.0,3.8,0.0,62.7,101,0,22.7,21,-3.9,3.9,0.992,13.0,0.0,4.7,29.9,0.0,729,2.77,0.6,12.838,23,0.0,3.7
165.0,60,148.0,3.5,0.0,62.7,101,0,22.7,21,-3.9,3.9,0.995,13.0,0.0,4.3,29.4,0.0,720,2.70,0.5,12.800,23,0.0,3.5
168.0,60,147.3,3.5,0.0,62.7,101,0,22.7,21,-3.9,3.9,0.997,13.0,0.0,3.6,29.2,0.0,715,2.69,0.8,12.814,23,0.0,3.5
171.0,60,145.6,3.5,0.0,62.7,101,0,22.7,21,-3.9,3.9,1.002,13.2,0.0,2.9,29.7,0.0,724,2.73,0.8,12.963,23,0.0,3.5
174.0,60,144.0,3.5,0.0,62.7,101,0,22.7,21,-3.9,3.9,1.011,14.0,0.0,1.6,29.0,0.0,701,2.72,0.8,12.906,23,0.0,3.5
177.0,60,143.2,3.5,0.0,62.7,101,0,22.7,21,-3.9,3.9,1.004,13.2,0.0,2.1,29.3,0.0,708,2.76,0.8,12.880,23,0.0,3.5
180.0,60,139.9,3.5,0.0,62.7,101,0,22.7,21,-3.9,3.9,1.002,13.0,0.0,2.3,29.4,0.0,712,2.72,0.8,12.834,23,0.0,3.5
183.0,60,140.0,3.5,0.0,62.7,101,0,22.3,21,-3.9,3.9,1.001,13.0,0.0,2.3,29.4,0.0,714,2.64,0.8,12.726,23,0.0,3.5
186.0,61,138.0,3.5,0.0,62.6,101,0,22.0,21,-3.9,3.9,1.000,13.0,0.0,2.3,29.4,0.0,725,2.61,0.8,12.808,23,0.0,3.5
189.0,61,136.0,3.5,0.0,62.4,101,0,22.0,21,-3.9,3.9,0.999,12.5,0.0,2.3,29.4,0.0,708,2.60,0.8,12.883,23,0.0,3.5
192.0,61,135.9,3.5,0.0,62.4,101,0,22.7,21,-3.9,3.9,1.000,12.5,0.0,2.3,29.2,0.0,700,2.61,0.8,12.940,23,0.0,3.5
195.0,61,133.2,3.5,0.0,62.4,101,0,22.7,21,-3.9,3.9,1.003,12.5,0.0,2.1,29.1,0.0,700,2.66,0.8,12.881,23,0.0,3.5
198.0,61,132.0,4.0,0.0,62.3,101,1,26.1,21,-3.6,4.6,1.009,13.5,0.3,1.6,29.4,0.0,700,2.71,0.8,12.938,23,0.0,3.5
201.0,61,133.5,4.7,0.0,62.0,101,4,40.0,21,-1.6,9.4,1.013,32.8,10.9,-4.6,36.2,6.3,1288,6.58,3.2,12.960,23,2.6,5.0
204.0,61,143.6,5.1,0.0,61.7,101,14,25.4,21,-2.5,6.9,1.001,37.1,9.9,0.2,39.3,10.2,1616,9.85,5.9,12.960,24,8.1,9.0
207.0,62,151.6,8.7,30.0,61.8,101,23,32.8,21,-2.6,7.8,0.994,37.2,9.2,7.5,40.7,9.9,1308,9.69,5.9,12.961,23,5.5,10.9
210.0,62,166.7,13.9,53.5,62.0,101,31,58.8,21,-1.4,14.8,1.005,16.0,14.1,-3.9,69.8,14.5,1635,16.24,11.7,12.838,23,28.2,15.7
213.0,62,191.0,18.4,42.9,61.9,100,43,64.5,21,-0.0,17.6,0.996,16.0,15.7,-1.5,75.5,16.2,1722,18.44,15.3,12.917,23,63.7,19.4
216.0,63,224.0,19.6,0.0,61.6,100,52,66.6,21,-0.6,18.1,0.999,16.6,16.6,-0.4,76.4,16.9,1797,19.38,16.2,13.003,23,93.0,20.5
219.0,63,253.4,20.7,0.0,61.6,100,59,68.4,21,-0.8,19.8,0.999,16.0,17.4,0.0,76.7,17.4,1840,19.21,15.3,12.960,23,93.3,19.2
222.0,64,282.2,21.8,0.0,61.4,100,67,70.5,21,-0.8,21.9,0.997,13.9,18.5,-0.0,80.4,18.8,1849,20.39,18.7,12.966,23,92.0,21.3
225.0,65,308.9,20.5,0.0,61.1,100,73,71.7,21,-0.8,23.1,1.003,12.5,19.6,-0.8,81.4,19.4,1894,21.41,19.3,12.960,23,91.4,22.2
228.0,66,332.5,14.9,0.0,60.8,100,78,63.4,21,-1.6,17.7,1.000,16.3,16.8,0.6,75.8,17.3,1790,19.02,16.4,12.960,23,85.4,20.9
231.0,67,347.1,15.3,30.7,60.8,100,79,60.8,21,-1.6,10.5,0.996,17.5,9.6,1.1,54.6,10.9,1605,12.84,9.7,12.960,23,64.3,15.7
234.0,68,348.0,8.7,17.2,60.8,100,78,63.2,21,-1.4,9.5,0.997,15.9,3.0,-0.6,22.5,1.3,1478,3.61,0.8,12.962,23,0.0,6.5
237.0,68,359.8,11.2,6.2,60.7,101,77,70.4,21,-0.8,21.0,1.011,15.4,18.0,-4.7,78.4,18.4,1873,21.03,14.1,12.989,23,19.2,15.1
240.0,69,381.6,22.4,15.5,60.4,101,82,69.8,21,-0.8,22.4,0.989,13.5,19.5,-1.8,80.1,19.2,1948,21.74,19.3,12.941,23,54.9,22.7
243.0,70,403.8,24.7,0.0,60.0,101,88,71.0,21,-0.2,24.2,0.998,13.8,20.0,-1.2,81.2,20.0,2019,22.76,20.5,12.902,23,71.8,24.2
246.0,70,419.9,26.2,0.0,60.0,101,90,72.3,21,0.0,26.7,0.998,14.0,21.1,-0.5,82.0,21.0,2102,24.23,22.1,12.954,23,0.0,25.9
249.0,71,439.6,28.7,0.0,59.8,101,94,73.4,21,0.2,29.2,0.993,13.9,22.7,2.0,83.2,22.7,2250,26.55,25.8,12.885,21,0.0,29.2
252.0,71,459.1,30.7,1.9,59.6,101,98,74.5,21,0.8,31.0,1.000,13.0,23.0,-1.6,84.1,23.0,2355,27.79,26.4,12.832,21,43.5,30.8
255.0,72,476.9,31.0,9.5,59.6,100,102,73.6,21,-0.0,31.0,0.999,14.0,23.1,-0.7,84.3,23.1,2381,28.12,25.5,12.862,22,88.6,30.5
258.0,74,495.0,30.5,2.0,59.9,100,105,73.7,21,0.0,30.6,1.002,14.3,22.9,-0.6,84.4,23.0,2400,27.83,24.2,12.936,23,89.7,29.0
261.0,75,506.6,30.6,2.5,59.8,100,107,73.4,21,0.0,30.2,1.005,14.2,22.7,-1.4,84.7,22.7,2400,27.55,25.5,12.802,23,88.4,30.5
264.0,75,518.9,29.0,2.6,59.6,100,108,73.0,21,0.0,30.1,1.002,15.0,22.4,0.0,84.2,22.6,2383,27.98,23.5,12.908,22,89.1,28.6
267.0,76,530.1,27.1,0.6,59.6,100,110,73.7,21,-0.0,29.0,0.999,14.2,22.9,0.0,85.1,22.9,2438,28.83,23.5,12.960,21,88.9,27.8
270.0,78,539.4,29.4,5.2,59.2,100,110,74.3,21,-0.5,28.5,1.000,14.0,22.8,0.0,85.3,23.0,2459,29.11,24.0,12.942,21,87.8,29.3
273.0,78,551.4,29.1,5.7,59.2,100,110,74.1,21,-0.8,28.5,1.001,13.9,22.5,0.0,85.0,22.8,2428,28.28,23.1,12.881,21,88.0,28.5
