BlueDriver Data Log
Dec 18, 2018 6:57:46 AM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Absolute Throttle Position B (%),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Engine RPM (rpm),Accelerator Pedal Position D (%),Control Module Voltage (V)
619.2,19.8,23.69,4,0.714,24.4,100.0,4,84.0,26.1,87,568.6,75.8,-0.8,28.1,1.006,1.5,23.8,88.8,1.5,100,99,2.197,11.9,0.996,99.2,2104,20.2,13.170
636.4,15.5,18.55,5,0.754,19.8,100.0,3,72.6,20.9,87,563.8,68.2,-0.8,18.9,0.997,1.5,4.8,40.5,0.0,100,97,2.037,31.1,1.009,99.2,1907,13.8,14.443
653.6,22.4,26.81,3,0.707,36.0,100.0,3,85.3,27.4,87,556.9,74.4,-0.8,28.5,0.998,1.3,24.1,89.5,0.0,100,96,2.193,10.5,0.998,99.2,2252,22.4,14.447
670.8,18.5,21.79,3,0.740,24.3,100.0,3,83.6,25.5,87,572.0,73.4,-0.8,25.8,1.007,1.6,18.7,91.2,26.1,100,98,2.171,14.6,1.001,99.2,1943,18.6,14.480
688.0,15.6,17.67,3,0.342,18.1,100.0,3,69.2,17.7,87,564.0,59.5,-1.1,17.9,1.012,-2.0,13.2,93.6,0.0,99,98,2.191,18.5,0.989,99.2,1866,15.2,14.259
705.2,18.4,22.12,3,0.733,22.3,100.0,3,77.2,21.8,87,574.4,62.9,-1.2,17.3,1.001,2.3,14.4,0.0,2.0,101,99,2.173,14.8,1.003,99.2,1977,18.4,14.480
722.4,16.6,20.20,3,0.709,19.1,100.0,3,72.0,18.7,87,580.0,62.6,-0.8,18.8,0.997,1.1,13.3,94.0,7.5,99,102,2.189,19.0,1.002,99.2,1950,16.1,14.472
739.6,16.3,18.63,3,0.718,18.3,100.0,3,71.0,17.7,87,570.6,59.9,-1.4,17.3,0.999,1.6,12.5,94.0,0.0,99,102,2.166,17.5,0.999,99.2,1915,16.2,14.480
756.8,28.8,33.70,3,0.712,38.8,100.0,3,89.8,38.6,87,582.8,79.0,-0.8,39.6,1.001,-0.6,35.1,87.0,1.8,100,102,2.190,14.1,0.998,99.2,2744,28.9,14.469
774.0,21.6,27.43,5,0.701,26.7,100.0,3,84.5,26.7,86,596.0,72.9,-0.8,26.7,1.002,-0.2,22.0,89.4,0.0,100,114,2.178,13.5,0.999,99.2,2406,22.0,14.407
791.2,22.5,28.62,5,0.708,28.3,100.0,3,85.0,28.4,87,597.8,73.7,-0.8,28.3,0.997,0.0,23.7,88.2,0.4,100,114,2.185,13.6,1.000,99.2,2485,23.0,14.480
808.4,23.7,30.49,4,0.715,30.7,100.0,3,85.1,31.2,87,604.0,73.1,-0.8,31.3,0.997,-0.7,26.2,88.2,5.5,100,114,2.172,14.9,0.998,99.2,2595,23.8,14.289
825.6,12.2,16.65,5,0.817,16.6,100.0,3,54.9,18.9,87,601.2,48.4,-1.4,12.3,1.082,7.7,5.5,14.6,9.2,100,118,3.361,-9.9,0.025,99.2,2171,14.1,14.480
842.8,24.6,31.45,5,0.710,32.9,100.0,3,86.4,34.2,87,604.0,74.7,-0.8,33.3,1.010,0.6,28.0,87.7,0.0,100,112,2.194,13.6,0.998,99.2,2662,24.9,14.358
860.0,27.1,32.08,5,0.697,37.6,100.0,3,88.0,37.6,87,612.0,76.1,-0.8,37.3,0.996,-0.7,32.5,87.5,7.5,100,110,2.187,13.5,0.999,99.2,2615,27.5,14.480
877.2,27.3,31.71,5,0.713,37.1,100.0,3,87.2,36.9,87,616.8,76.1,-0.8,37.3,1.005,-0.1,32.2,87.8,6.9,99,106,2.168,13.0,1.001,99.2,2578,27.6,14.368
894.4,23.9,33.44,5,0.735,28.4,100.0,3,75.7,23.5,87,620.0,75.0,-0.8,31.2,1.004,2.3,27.0,88.6,0.0,99,115,2.182,13.5,1.000,99.2,2694,25.1,14.480
911.6,22.0,27.48,5,0.688,27.4,100.0,3,85.2,27.4,87,616.0,72.9,-0.8,27.8,0.999,-0.8,23.1,88.7,0.0,99,115,2.204,14.8,0.999,99.2,2399,22.2,14.519
928.8,21.0,26.58,5,0.707,27.1,100.0,3,83.6,27.7,87,612.0,72.9,-0.8,27.7,1.001,-0.8,22.6,89.2,2.5,99,117,2.179,14.6,1.000,99.2,2324,20.3,14.480
946.0,20.5,25.20,5,0.700,25.6,100.0,3,82.7,25.9,87,608.0,71.2,-0.8,25.8,1.000,1.2,21.2,91.0,14.4,99,118,2.185,15.5,1.007,99.2,2294,21.2,14.560
963.2,23.8,29.89,6,0.702,31.7,100.0,3,85.1,32.1,87,604.0,73.2,-0.8,31.5,1.007,-1.4,25.9,88.6,2.3,99,113,2.190,14.0,0.997,99.2,2557,23.9,14.502
980.4,25.2,30.68,6,0.705,33.8,100.0,3,84.7,33.6,87,611.2,74.3,-0.8,33.4,1.003,0.0,28.6,88.2,1.1,99,109,2.180,13.8,1.008,99.2,2600,25.7,14.560
997.6,27.5,30.77,6,0.720,37.6,100.0,3,87.1,37.4,87,618.9,75.9,-0.8,37.4,1.002,0.3,32.3,88.0,0.9,99,105,2.182,12.8,0.999,99.2,2556,27.8,14.353
1014.8,27.3,30.14,7,0.696,36.9,100.0,3,88.6,36.2,87,624.0,76.1,-0.8,36.0,1.000,0.5,31.4,88.2,2.2,98,100,2.189,12.5,0.998,99.2,2500,27.2,14.516
1032.0,27.5,30.87,7,0.715,35.9,100.0,3,85.3,34.3,87,628.0,70.2,-0.8,26.4,1.003,1.9,23.9,90.7,16.3,98,106,2.196,9.2,0.793,99.2,2344,24.1,14.489
1049.2,0.0,4.48,7,0.000,5.1,100.0,3,13.3,5.1,86,550.1,11.0,-3.9,5.1,1.999,0.0,0.4,0.0,0.0,99,114,3.722,-10.4,0.000,99.2,2176,0.0,14.560
1066.4,0.0,4.53,8,0.000,5.1,100.0,3,12.9,5.1,85,462.2,11.8,-3.9,5.1,1.999,0.0,0.4,0.0,0.0,99,104,3.567,-9.5,0.000,99.2,2227,0.0,14.462
1083.6,0.0,4.73,8,0.000,5.1,100.0,3,13.3,5.3,85,387.1,11.8,-3.9,5.5,1.999,0.0,0.4,0.0,0.0,100,98,3.628,-9.0,0.000,99.2,2283,0.0,14.527
1100.8,0.0,4.97,8,0.000,5.5,100.0,3,13.7,5.5,84,319.9,11.8,-3.9,5.5,1.999,0.0,0.4,0.0,0.0,100,106,3.599,-8.0,0.000,99.2,2348,0.0,14.415
1118.0,0.0,4.69,8,0.000,5.1,100.0,3,13.3,5.1,83,269.8,11.8,-3.9,5.2,1.999,0.0,0.4,0.0,0.0,101,108,3.646,-9.0,0.000,99.2,2300,0.0,14.560
1135.2,0.5,4.09,8,0.412,4.7,100.0,3,14.4,4.7,83,238.2,12.7,-3.9,4.8,1.899,0.4,0.5,0.2,4.4,101,96,3.626,-7.7,0.124,99.2,1832,0.8,14.480
1152.4,11.0,11.65,8,0.581,10.6,100.0,3,46.8,10.6,83,265.5,40.0,-1.6,10.6,0.997,5.3,6.3,96.5,0.2,99,94,2.168,29.1,0.994,99.2,1808,11.0,14.507
1169.6,5.2,6.02,8,0.421,6.0,100.0,3,21.8,6.2,84,288.7,19.8,-3.9,6.0,0.896,11.3,1.6,45.7,75.4,100,96,2.005,31.9,0.802,99.2,1800,5.0,14.509
1186.8,13.3,15.37,8,0.774,13.3,100.0,3,56.0,13.5,85,337.2,47.9,-1.6,13.3,1.001,0.8,9.0,95.7,1.4,99,101,2.176,24.5,0.999,99.2,1934,13.1,14.480
1204.0,13.6,16.02,8,0.736,13.8,100.0,3,55.7,13.7,86,389.4,47.7,-1.6,13.9,0.999,0.8,9.9,95.4,2.1,99,109,2.188,24.7,1.001,99.2,2071,13.7,14.455
1221.2,11.6,14.01,8,0.689,12.5,100.0,3,49.6,13.0,86,430.5,43.6,-1.6,12.9,1.002,2.8,8.6,95.7,5.9,99,115,2.195,28.2,0.999,99.2,2180,10.2,14.560
1238.4,8.9,8.67,8,0.723,7.8,100.0,3,30.9,8.0,86,420.0,25.1,-2.3,7.3,1.012,-7.5,2.9,88.6,0.0,99,106,2.237,39.8,0.999,99.2,1987,7.7,14.539
1255.6,11.5,13.40,8,0.686,12.5,100.0,3,43.3,12.3,86,434.9,37.8,-1.6,11.8,1.005,3.0,7.1,0.0,3.5,102,112,2.181,31.3,1.001,99.2,2132,11.7,14.498
1272.8,13.2,15.50,8,0.670,14.8,100.0,3,56.0,14.8,86,450.9,46.1,-1.6,14.0,1.003,2.3,8.7,95.7,0.0,99,116,2.184,28.6,0.995,99.2,2231,13.3,14.496
1290.0,17.9,24.57,9,0.715,21.5,100.0,3,74.8,21.4,86,492.3,65.4,-1.1,21.4,0.992,1.0,16.7,92.0,0.0,101,123,2.183,19.7,1.006,99.2,2339,18.3,14.369
1307.2,18.0,23.07,9,0.732,21.2,100.0,3,74.1,21.1,86,522.5,66.2,-0.8,21.0,1.000,2.0,16.9,92.6,0.0,101,115,2.171,18.3,0.998,99.2,2197,18.0,14.480
1324.4,23.1,29.91,9,0.709,29.9,100.0,3,85.0,29.9,86,550.4,75.3,-0.8,29.5,0.997,0.5,24.7,88.6,3.4,101,105,2.187,12.4,1.003,99.2,2484,23.5,14.480
1341.6,21.0,26.60,10,0.718,26.6,100.0,3,82.8,27.3,86,576.0,70.5,-0.8,22.4,1.004,2.2,15.2,90.0,56.5,101,114,2.185,18.5,0.994,99.2,2283,20.5,14.524
1358.8,15.3,20.13,10,0.716,17.1,100.0,3,62.2,17.0,86,575.6,54.1,-1.6,16.9,1.002,2.3,12.2,94.1,1.6,100,123,2.184,23.9,0.999,99.2,2325,15.7,14.444
1376.0,15.5,20.40,11,0.700,17.3,100.0,3,62.8,17.3,86,571.8,54.9,-1.6,16.9,1.009,1.5,12.5,93.7,10.7,100,125,2.172,23.3,0.997,99.2,2357,15.7,14.560
1393.2,17.6,22.24,11,0.697,20.8,100.0,3,74.4,20.8,86,568.0,65.8,-0.8,20.8,1.000,1.4,16.5,92.4,0.2,101,112,2.176,18.0,1.003,99.2,2131,17.6,14.480
1410.4,13.8,16.52,11,0.681,14.2,100.0,3,55.4,14.1,86,564.3,48.8,-1.6,14.1,1.002,1.6,9.7,95.0,8.1,100,112,2.185,25.5,1.001,99.2,2112,13.9,14.480
1427.6,22.0,27.81,11,0.696,27.4,100.0,3,85.2,28.0,86,560.3,76.1,-0.8,28.0,1.000,0.1,22.8,88.7,2.0,101,114,2.180,12.8,0.998,99.2,2363,22.2,14.480
1444.8,21.2,27.41,11,0.714,26.3,100.0,3,82.6,26.3,86,575.7,73.5,-0.8,26.3,0.999,0.2,21.6,89.8,1.8,101,118,2.197,13.8,0.999,99.2,2344,21.4,14.480
1462.0,21.2,26.80,11,0.706,26.3,100.0,3,81.3,25.9,86,587.1,72.2,-0.8,25.9,0.996,0.8,21.6,89.8,3.7,101,116,2.192,14.2,0.999,99.2,2321,21.2,14.422
1479.2,19.9,25.19,11,0.610,22.7,100.0,3,75.4,23.8,86,588.0,70.3,-0.8,24.4,0.993,0.9,20.8,49.1,13.3,102,116,2.196,14.0,1.005,99.2,2357,21.0,14.480
1496.4,16.7,21.38,12,0.680,20.9,100.0,3,71.2,20.5,86,580.0,59.7,-1.1,19.0,0.997,0.8,14.0,93.5,0.0,100,116,2.182,22.1,0.999,99.2,2200,16.6,14.400
1513.6,20.0,24.84,12,0.705,24.0,100.0,3,78.8,24.3,86,580.0,69.3,-0.8,23.9,1.005,2.7,19.9,91.3,0.8,101,116,2.167,16.4,1.001,99.2,2236,20.4,14.485
1530.8,16.6,20.67,12,0.697,19.7,100.0,3,70.6,20.7,86,580.0,65.0,-1.0,21.8,1.004,1.5,18.1,91.7,21.3,101,116,2.191,22.4,0.998,99.2,2180,16.2,14.400
1548.0,22.0,28.98,12,0.688,27.8,100.0,3,83.7,27.8,86,584.0,73.7,-0.8,27.5,0.997,0.0,22.7,88.2,3.0,101,119,2.186,13.6,0.997,99.2,2456,22.4,14.445
1565.2,14.7,17.62,12,0.705,14.9,100.0,3,55.7,14.3,86,584.4,50.5,-1.5,16.9,1.000,1.8,15.6,92.9,1.9,100,114,2.189,17.7,1.001,99.2,2169,16.1,14.480
1582.4,18.0,23.70,14,0.705,22.0,100.0,3,72.9,21.9,86,580.0,65.1,-0.8,22.0,0.998,1.2,17.4,0.0,0.0,102,119,2.203,18.0,1.003,99.2,2268,18.3,14.464
1599.6,13.4,17.02,14,0.703,14.0,100.0,3,45.3,12.6,86,573.6,39.1,-1.6,12.6,1.002,-0.5,8.3,94.9,19.1,100,123,2.225,22.2,0.773,99.2,2317,11.9,14.480
1616.8,19.5,24.28,12,0.705,23.8,100.0,3,77.1,23.9,86,566.0,68.6,-0.8,23.5,0.999,2.3,19.3,91.3,5.9,101,116,2.170,16.8,1.002,99.2,2212,20.0,14.398
1634.0,19.9,24.65,13,0.709,23.9,100.0,3,77.6,23.9,86,572.0,67.7,-0.8,23.7,0.999,1.7,19.5,90.9,0.1,101,118,2.195,17.0,0.998,99.2,2248,20.0,14.463
1651.2,16.2,20.86,13,0.709,17.9,100.0,3,65.7,18.4,86,578.7,57.7,-1.6,18.4,0.994,2.3,14.1,93.3,0.7,101,120,2.189,21.7,1.004,99.2,2266,16.6,14.480
1668.4,19.2,23.91,13,0.794,23.6,100.0,3,80.8,24.8,86,561.1,71.2,-0.8,24.5,1.005,1.4,20.0,86.4,2.4,101,116,2.156,17.2,0.975,99.2,2228,19.0,14.480
1685.6,14.5,16.79,12,0.701,11.5,100.0,3,38.6,11.6,86,575.1,34.1,-1.6,11.4,0.996,3.8,7.7,24.7,1.4,102,119,2.184,28.6,0.998,99.2,2247,15.0,14.482
1702.8,22.9,30.04,12,0.712,30.5,100.0,3,83.1,23.3,86,575.7,41.7,-1.5,18.0,0.992,0.8,15.2,50.1,34.6,102,114,2.166,17.7,1.001,99.2,2394,21.7,14.480
1720.0,24.7,32.17,12,0.701,33.7,100.0,3,83.5,33.7,86,579.4,75.3,-0.8,33.7,1.002,1.0,28.3,87.0,0.0,101,117,2.197,13.8,1.002,99.2,2674,25.1,14.266
1737.2,22.5,27.76,12,0.724,28.2,100.0,3,84.7,28.4,86,596.0,73.6,-0.8,27.4,1.004,0.3,23.7,89.7,0.0,101,113,2.200,12.9,0.997,99.2,2338,23.1,14.480
1754.4,18.1,24.28,12,0.702,24.4,100.0,3,79.5,24.6,86,600.0,31.8,-3.0,12.2,1.064,0.3,8.3,33.9,0.0,101,122,2.741,7.0,0.644,99.2,2286,15.1,14.454
1771.6,31.7,42.20,12,0.749,37.4,100.0,3,88.6,36.8,86,552.0,77.4,-0.8,37.7,1.002,-1.6,30.5,85.3,17.5,102,116,2.212,15.1,0.993,99.2,2981,31.4,14.480
1788.8,20.0,26.59,12,0.710,23.7,100.0,3,80.2,24.9,87,576.0,72.4,-0.8,26.2,1.002,-0.4,21.2,89.6,0.0,101,126,2.185,16.3,0.999,99.2,2387,20.6,14.480
1806.0,21.0,27.84,12,0.720,26.5,100.0,3,80.4,25.2,87,570.9,71.6,-0.8,24.9,0.984,0.7,20.3,61.8,8.1,101,126,2.153,19.7,1.010,99.2,2427,20.7,14.484
1823.2,14.2,15.88,12,0.729,19.4,100.0,3,71.1,20.0,87,568.0,50.5,-1.6,17.5,0.993,1.6,14.9,54.1,14.9,102,119,2.181,23.4,1.001,99.2,2250,17.9,14.488
1840.4,22.7,29.56,12,0.695,29.5,100.0,3,84.4,26.5,87,570.1,69.4,-0.8,26.4,0.997,0.0,22.0,82.5,5.4,101,114,2.168,14.1,1.000,99.2,2498,22.9,14.398
1857.6,22.1,27.45,12,0.725,26.6,100.0,3,83.1,25.4,87,574.3,75.3,-0.8,27.4,1.010,0.1,23.1,89.2,0.3,101,110,2.191,12.2,0.993,99.2,2336,22.7,14.480
1874.8,17.5,23.28,12,0.690,24.7,100.0,3,79.1,19.1,87,588.0,56.4,-1.2,22.0,0.993,0.4,19.9,77.3,30.0,101,116,2.182,13.7,0.999,99.2,2467,22.4,14.480
1892.0,16.0,20.41,12,0.661,17.3,100.0,3,67.1,19.2,87,577.7,64.3,-1.2,21.8,0.996,-0.3,19.2,83.4,17.4,101,113,2.200,17.5,0.988,99.2,2149,15.8,14.400
1909.2,12.2,13.65,12,0.750,14.4,100.0,3,57.6,17.1,87,570.1,61.2,-0.8,19.5,0.998,1.3,10.1,28.3,41.2,101,116,2.178,38.5,1.008,99.2,2137,10.0,14.478
1926.4,11.7,13.98,12,0.755,13.3,100.0,3,50.0,13.3,87,562.1,47.6,-1.6,14.6,0.991,1.8,14.5,51.6,9.2,101,114,2.180,18.0,1.005,99.2,2174,17.2,14.480
1943.6,16.2,20.53,12,0.707,18.3,100.0,3,63.8,19.3,87,553.9,59.0,-1.1,19.7,0.997,0.6,15.7,58.5,13.6,101,116,2.183,21.0,0.993,99.2,2187,14.8,14.256
1960.8,26.4,33.51,11,0.721,37.0,100.0,3,87.8,37.0,87,559.7,77.1,-0.8,35.5,0.999,1.6,31.0,87.6,1.4,102,114,2.164,13.5,1.001,99.2,2687,26.7,14.557
1978.0,28.5,33.82,11,0.720,39.9,100.0,3,87.2,38.1,87,582.5,78.9,-0.8,37.7,1.001,-0.7,33.3,0.0,0.0,102,110,2.189,13.0,1.000,99.2,2645,28.9,14.480
1995.2,22.5,27.81,11,0.687,28.3,100.0,3,81.6,31.1,86,596.0,72.7,-0.8,30.6,0.997,0.8,23.5,88.6,5.5,101,116,2.189,14.0,1.002,99.2,2294,21.9,14.480
2012.4,8.0,11.09,12,0.116,6.8,100.0,3,21.7,11.1,87,591.7,37.7,-1.6,15.3,0.996,0.0,13.3,42.5,0.0,101,120,2.202,26.2,0.987,99.2,2292,12.4,14.480
2029.6,11.8,11.84,12,0.657,18.8,100.0,3,77.0,20.4,86,564.4,59.1,-1.4,17.1,1.000,2.0,4.1,7.3,4.6,102,114,2.095,31.5,0.996,99.2,2218,10.7,14.460
2046.8,29.3,33.87,11,0.738,40.6,100.0,3,89.0,47.2,86,575.6,77.8,-0.8,40.3,0.999,0.1,31.9,83.0,10.6,101,119,2.184,14.3,0.997,99.2,2697,30.0,14.480
2064.0,23.9,33.06,12,0.712,32.0,100.0,3,78.9,32.0,86,591.1,70.9,-0.8,31.3,1.003,-1.3,24.9,88.1,5.7,101,132,2.188,17.1,0.997,99.2,2844,24.3,14.480
