BlueDriver Data Log
Sep 17, 2018 7:05:45 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
28.0,81,616.2,33.6,0.0,76.9,100,62,74.5,12,-0.9,34.6,0.998,18.2,22.9,-1.9,86.7,24.1,2259,27.76,27.2,13.760,12,89.4,32.9
30.8,82,619.1,33.9,7.8,76.9,100,63,77.0,12,-0.8,35.8,0.997,13.1,27.0,-0.0,88.5,27.3,2519,31.24,32.0,13.751,12,87.8,37.3
33.6,82,624.1,34.0,16.4,76.9,100,64,73.7,12,-0.8,29.3,1.003,12.7,25.0,0.0,87.4,26.0,2523,30.95,30.3,13.760,12,87.6,36.6
36.4,83,626.1,14.2,16.5,76.9,100,65,60.6,12,-0.8,22.8,1.001,15.4,17.2,0.4,75.0,22.0,2429,28.27,26.1,13.760,12,87.8,31.8
39.2,83,624.8,17.0,11.3,76.9,100,65,53.5,12,-0.8,13.6,0.997,22.1,0.8,1.6,22.1,9.3,1917,9.14,6.3,13.830,12,91.7,24.4
42.0,84,619.8,21.0,1.8,76.9,100,63,66.1,12,-0.8,9.1,0.987,33.5,8.9,0.2,42.0,12.5,1916,12.60,9.0,13.821,12,94.4,18.0
44.8,84,613.9,10.4,0.0,76.9,100,62,61.6,12,-0.8,11.9,0.992,29.7,15.2,-1.6,75.0,18.4,1896,20.30,18.2,13.756,12,92.2,20.4
47.6,84,614.5,10.9,1.5,76.9,100,61,56.2,12,-0.8,17.3,1.004,17.0,18.8,-2.8,81.8,19.2,1867,12.90,12.1,13.730,12,93.4,18.3
50.4,84,607.0,12.1,10.2,76.5,99,59,62.3,12,-0.8,18.1,1.004,17.0,18.5,-2.8,82.1,19.7,1844,5.62,3.5,13.680,12,95.7,14.7
53.2,84,609.6,18.1,7.2,76.5,99,60,65.4,12,-0.7,18.6,1.003,17.0,18.0,-2.3,78.5,20.0,1872,21.70,17.2,13.731,12,92.2,22.4
56.0,84,611.7,28.1,0.0,76.5,100,60,73.4,12,-0.0,16.4,1.009,20.0,6.6,0.1,43.8,14.3,1828,15.32,15.3,13.789,12,80.3,22.9
58.8,85,607.7,7.1,0.0,76.5,99,59,62.7,12,-0.4,18.1,1.010,19.5,6.3,0.0,36.1,11.9,1790,11.06,5.9,13.830,12,60.5,8.5
61.6,85,605.5,13.6,6.3,76.5,99,58,58.1,12,-0.8,19.3,1.009,16.5,17.1,-3.0,74.1,17.3,1800,18.38,15.0,13.759,12,85.6,17.5
64.4,85,604.0,16.0,8.1,76.5,99,59,60.9,12,-0.8,18.2,1.002,16.5,16.1,-1.6,73.8,16.5,1798,17.25,15.1,13.760,12,89.0,18.8
67.2,85,603.9,11.4,0.0,76.5,99,60,54.6,12,-0.8,15.3,0.999,19.7,14.1,-0.7,59.1,12.4,1806,16.15,13.7,13.760,12,90.4,19.7
70.0,85,601.0,7.7,0.0,76.5,99,60,43.6,12,-0.8,12.2,1.001,27.4,9.5,-0.6,41.5,7.0,1817,13.94,8.4,13.760,12,73.4,9.9
72.8,85,595.8,7.0,8.2,76.5,99,61,30.9,12,-0.8,7.3,1.000,36.7,1.5,-2.2,22.0,0.0,1849,4.18,0.3,13.758,12,20.0,6.5
75.6,85,587.6,7.0,14.3,76.6,100,62,25.8,12,-0.8,5.1,0.979,10.1,0.2,-0.0,14.9,0.0,1867,4.16,0.2,13.804,13,0.0,4.9
78.4,85,575.7,4.7,0.0,76.9,101,63,12.0,12,-2.3,4.8,0.309,-3.7,0.0,0.0,13.9,0.0,1886,4.14,0.8,13.817,14,0.7,5.2
81.2,85,564.0,11.7,70.8,76.9,100,64,33.4,12,-1.6,10.0,0.384,-2.6,4.4,-0.8,26.2,3.2,1931,6.12,1.9,13.760,14,3.4,7.2
84.0,85,564.0,16.7,82.7,76.8,99,65,56.5,12,-0.7,18.1,1.011,20.5,16.1,-3.1,70.7,16.5,2083,21.15,14.7,13.760,14,58.5,13.6
86.8,85,564.0,21.3,0.0,76.5,100,69,74.1,12,-0.0,31.6,0.992,16.7,22.5,-2.2,79.0,22.1,2289,26.06,22.2,13.768,14,93.3,20.2
89.6,84,566.8,22.0,3.3,76.5,100,70,75.4,12,0.0,32.2,0.991,12.0,30.9,-0.8,92.8,32.1,2673,36.42,42.8,13.815,12,93.2,36.6
92.4,85,579.3,23.1,26.7,76.5,100,73,75.2,12,-0.1,32.3,0.995,12.1,29.6,-0.6,91.5,30.3,2668,35.49,40.3,13.821,12,93.2,36.7
95.2,85,579.8,23.6,27.5,76.5,100,74,76.5,12,-0.0,31.9,1.003,12.8,24.8,-0.1,86.3,23.0,2546,29.56,23.7,13.828,12,93.3,36.9
98.0,85,582.5,27.7,22.0,76.6,100,75,77.7,12,-0.0,32.5,1.003,12.6,25.0,-0.0,86.3,23.1,2574,29.86,23.6,13.835,12,53.7,34.1
100.8,85,587.9,38.9,0.0,76.9,100,74,78.6,12,-0.8,36.8,1.003,13.4,26.4,-0.7,86.8,24.8,2643,31.47,26.0,13.827,12,77.0,32.2
103.6,85,593.2,40.4,0.0,76.9,100,75,79.9,12,-0.8,42.2,1.003,15.1,28.9,-2.3,88.2,29.3,2792,36.31,37.1,13.757,12,2.2,42.4
106.4,85,599.9,42.2,0.0,76.9,101,75,79.6,12,-0.8,42.4,1.002,15.0,28.7,-2.1,88.2,28.9,2812,36.04,35.7,13.760,12,0.0,42.2
109.2,85,602.0,35.8,2.5,76.7,101,76,79.0,12,-0.8,42.0,1.001,15.0,28.2,-1.6,88.2,27.5,2804,33.89,27.8,13.758,12,1.5,26.4
112.0,85,604.4,28.1,6.0,76.5,101,74,76.8,12,-0.8,33.7,1.006,14.0,27.7,-0.9,87.7,27.5,2752,33.59,29.3,13.760,12,15.7,28.4
114.8,86,610.9,40.7,5.6,76.5,101,75,77.8,12,-0.8,34.9,1.006,13.0,27.1,-0.0,87.1,27.5,2643,32.65,33.6,13.758,12,86.4,39.1
117.6,86,612.1,41.6,5.2,76.5,100,76,78.2,12,-0.8,41.4,1.003,14.0,27.7,-0.4,87.6,28.0,2709,33.78,34.1,13.770,12,86.2,39.1
120.4,86,615.0,39.9,2.6,76.1,100,76,77.8,12,-0.8,40.4,1.002,14.6,28.1,-0.8,88.2,28.6,2797,35.55,35.2,13.800,12,86.0,38.7
123.2,86,616.6,38.1,0.0,75.7,100,77,76.8,12,-0.8,38.3,0.999,15.0,27.0,-0.0,87.5,27.9,2830,35.41,33.9,13.802,12,85.9,37.8
126.0,86,619.9,34.4,0.0,75.7,100,78,75.7,12,-0.8,35.2,1.000,15.0,25.8,-0.3,85.8,26.5,2837,34.85,31.4,13.780,12,86.1,35.0
128.8,86,622.5,29.4,1.0,75.7,100,78,73.5,12,-0.8,30.8,1.001,15.3,23.5,-1.0,83.7,24.1,2754,33.23,27.7,13.680,12,88.2,26.3
131.6,86,624.0,20.0,1.3,75.7,100,78,62.6,12,-0.9,25.7,1.000,16.0,21.2,-1.6,82.7,21.2,2407,27.25,21.3,13.731,12,88.9,25.9
134.4,86,623.9,5.1,0.0,75.7,100,77,11.9,12,-2.3,12.5,0.985,25.1,16.5,-2.0,64.7,17.1,2348,21.44,14.8,13.760,12,76.9,20.3
137.2,86,615.8,7.2,76.3,75.4,99,74,19.7,12,-1.5,12.5,0.996,28.1,13.5,-2.9,51.4,13.6,2251,14.79,5.2,13.760,12,48.8,7.1
140.0,86,613.4,11.4,45.3,75.3,99,71,40.6,12,-0.8,14.7,1.010,24.1,14.0,-3.6,54.9,13.7,2149,15.81,9.4,13.760,12,94.9,12.5
142.8,86,610.1,13.3,9.5,75.3,99,69,60.8,12,-0.8,18.7,1.002,19.5,16.9,-2.3,72.9,17.3,2135,22.41,13.6,13.705,12,95.1,13.5
145.6,86,603.4,11.7,22.4,75.3,99,68,51.4,12,-0.8,16.8,1.003,20.0,18.0,-2.6,74.3,17.5,2137,22.44,15.7,13.696,12,95.3,13.4
148.4,86,604.0,12.4,21.9,75.3,99,68,51.7,12,-0.8,16.9,1.003,20.0,18.0,-3.1,77.8,18.1,2125,22.43,17.6,13.756,12,94.1,16.0
151.2,86,603.5,21.8,0.0,75.3,100,68,58.8,12,-0.5,18.9,1.002,18.9,18.0,-3.1,77.6,18.0,2135,22.48,17.4,13.759,12,91.8,21.7
154.0,86,604.0,22.7,0.0,75.3,100,68,68.2,12,-0.0,22.4,0.999,16.5,18.6,-1.5,77.9,18.5,2145,23.15,17.7,13.760,12,91.5,22.1
156.8,86,603.9,26.3,0.0,75.7,100,67,71.2,12,0.0,24.6,0.994,15.4,19.8,0.3,79.5,19.6,2195,24.27,18.7,13.760,12,90.9,23.2
159.6,86,604.0,25.2,3.8,75.9,100,68,70.6,12,0.0,25.1,0.994,15.3,20.4,1.4,81.2,20.5,2261,25.35,20.7,13.761,12,90.2,25.1
162.4,86,604.0,21.7,19.6,76.1,100,68,59.2,12,-0.1,22.1,1.002,17.6,19.0,0.8,79.6,18.8,2161,23.31,18.8,13.839,12,90.8,23.8
165.2,86,603.2,18.1,35.6,76.1,99,68,34.0,12,-0.8,11.8,1.006,26.5,13.7,-0.0,62.5,16.0,2103,22.66,15.1,13.801,12,92.2,20.4
168.0,86,600.0,20.8,0.0,75.7,99,68,68.0,12,-0.2,18.4,1.006,20.7,15.9,-0.8,66.8,16.5,2075,22.27,13.5,13.780,12,93.4,17.3
170.8,86,600.0,22.4,0.0,75.7,100,68,69.8,12,0.0,22.7,1.002,15.0,18.6,-1.2,79.2,18.8,2087,22.56,17.6,13.838,12,91.8,22.0
173.6,86,601.9,26.5,0.0,75.5,100,68,72.7,12,-0.2,25.6,0.997,12.5,20.6,-0.0,82.4,20.8,2161,25.03,22.4,13.759,12,90.4,25.8
176.4,86,604.9,30.9,0.4,75.3,100,68,76.0,12,-0.8,31.8,1.006,12.5,24.3,-0.8,85.3,23.5,2419,28.38,24.6,13.802,12,88.4,29.7
179.2,86,608.0,32.2,2.5,75.3,100,70,74.4,12,-0.8,30.9,1.003,14.8,22.7,-0.3,84.4,23.1,2448,28.63,24.2,13.814,12,87.8,30.2
182.0,86,607.9,24.4,1.1,75.3,100,70,71.5,12,-0.3,26.7,1.006,14.8,21.3,0.3,82.7,21.6,2309,26.41,20.8,13.760,12,90.9,23.3
184.8,86,608.0,25.4,2.4,75.1,100,70,71.2,12,0.0,24.1,1.008,13.4,20.9,0.6,82.7,21.6,2238,25.98,22.4,13.760,12,89.8,26.7
187.6,86,609.6,26.7,2.3,75.0,100,71,72.9,12,0.0,24.8,1.005,13.2,21.2,-0.0,82.7,21.2,2273,25.94,21.8,13.760,12,89.1,26.7
190.4,86,612.0,26.7,0.0,75.3,100,71,72.9,12,-0.0,22.4,1.000,18.0,19.2,0.0,79.9,20.2,2223,24.87,21.0,13.760,12,89.1,26.6
193.2,86,612.0,27.1,0.0,75.3,100,71,72.4,12,0.0,26.3,1.001,14.8,21.3,-0.4,82.0,21.5,2285,25.86,21.9,13.760,12,89.4,27.0
196.0,86,615.0,30.2,0.0,75.0,100,72,73.1,12,-0.4,27.9,0.999,12.2,23.1,-0.8,86.3,23.8,2442,29.63,25.9,13.760,12,87.5,31.8
198.8,86,616.0,29.4,0.0,74.9,100,72,73.7,12,-0.8,27.5,0.996,12.6,22.0,-0.8,85.1,22.0,2399,28.06,22.0,13.759,12,88.6,28.3
201.6,86,617.3,27.5,1.9,74.9,100,72,73.6,12,-0.8,27.1,0.999,13.0,22.0,-0.8,84.7,22.3,2420,28.38,22.5,13.811,12,88.4,27.3
204.4,86,620.0,27.6,6.9,74.9,100,72,72.8,12,-0.8,18.4,1.002,20.5,18.2,0.2,74.4,20.8,2302,26.76,22.2,13.840,12,88.7,27.6
207.2,86,619.9,29.0,0.0,74.9,100,72,75.6,12,-0.8,25.9,1.003,18.7,19.7,0.2,74.2,21.4,2304,26.63,22.8,13.840,12,89.5,28.2
210.0,86,620.0,25.0,11.1,74.9,100,71,60.9,12,-0.8,27.7,1.005,13.0,23.7,-0.8,85.1,24.4,2530,30.79,27.8,13.840,12,87.5,32.2
212.8,86,620.0,24.1,11.7,75.0,100,70,50.5,12,-0.6,22.2,1.008,14.4,20.4,-0.8,81.2,20.4,2161,24.63,22.9,13.840,12,77.4,28.6
215.6,86,620.0,26.5,0.0,75.3,100,70,72.9,12,-0.0,27.8,1.012,12.5,22.0,-1.9,83.1,21.8,2293,26.66,22.0,13.802,12,42.2,26.8
218.4,86,620.0,27.8,0.0,74.9,100,70,74.4,12,0.0,27.8,1.007,12.8,22.0,-2.3,84.5,22.4,2383,28.01,22.7,13.781,12,0.0,27.5
221.2,86,619.8,16.9,0.0,75.2,100,69,71.8,12,0.0,25.5,1.002,13.9,21.1,-2.3,84.5,21.9,2348,27.53,22.5,13.833,12,1.3,27.5
224.0,86,620.0,12.0,66.5,75.3,100,68,48.4,12,-0.7,17.8,0.741,16.7,17.7,-2.3,80.1,20.3,2100,24.10,20.8,13.760,12,45.7,20.0
226.8,86,617.7,11.5,96.5,75.3,100,68,20.0,12,-2.2,5.3,0.029,22.5,6.7,-2.3,20.9,9.4,2001,14.68,10.7,13.813,12,70.0,14.7
229.6,87,611.9,14.1,6.0,75.3,99,65,50.9,12,-0.8,16.9,1.000,21.1,11.1,-1.5,41.8,12.1,1964,14.02,8.1,13.813,12,88.8,13.6
232.4,87,609.6,12.1,2.7,75.1,99,64,44.0,12,-0.8,15.3,1.003,23.0,13.8,-0.6,62.6,15.1,1950,17.67,11.4,13.760,12,94.1,16.6
235.2,87,606.5,15.8,0.0,75.0,99,63,41.1,12,-0.7,12.8,1.011,35.0,7.5,1.6,29.9,9.0,1874,11.21,9.5,13.760,13,93.4,19.6
238.0,87,604.0,24.7,2.7,75.3,99,61,75.3,12,-0.0,27.5,0.986,16.3,17.0,0.5,64.9,16.0,2013,17.77,11.5,13.760,14,93.2,19.9
240.8,87,604.0,16.1,34.1,74.9,99,61,62.8,12,-0.5,24.0,1.000,11.3,20.0,-0.7,83.2,19.8,2029,23.13,15.6,13.777,14,93.4,16.1
243.6,87,604.0,19.6,10.5,74.9,99,60,65.3,12,-0.4,23.0,1.007,11.6,20.5,-1.4,83.3,20.3,1910,21.43,18.9,13.837,14,91.4,19.2
246.4,87,606.3,29.6,7.5,74.9,99,60,73.9,12,-0.2,27.5,1.005,9.8,24.6,-0.7,89.4,25.9,2091,26.39,30.6,13.760,14,89.0,29.5
249.2,87,609.4,32.2,10.4,75.0,100,61,77.9,12,-0.7,35.5,1.009,13.5,26.3,-0.0,85.9,25.9,2722,30.60,26.8,13.760,14,78.8,25.8
252.0,87,612.5,23.4,0.3,75.3,99,62,74.4,12,-0.0,29.0,0.998,10.7,24.1,0.0,86.7,24.7,2447,29.24,25.5,13.760,14,76.9,21.8
254.8,87,615.9,30.5,6.0,74.9,100,63,76.2,12,-0.5,32.0,1.001,10.7,24.6,-0.3,87.4,24.9,2310,27.84,26.9,13.760,14,88.4,30.7
257.6,87,618.7,33.9,2.4,75.1,100,64,76.9,12,-0.8,34.7,1.004,12.1,26.3,-0.7,87.8,26.7,2527,31.01,30.6,13.760,14,86.7,36.1
260.4,87,621.3,35.5,2.0,75.2,100,64,76.9,12,-0.8,34.7,1.003,12.5,26.3,-0.0,87.8,26.7,2544,30.96,30.6,13.679,14,86.5,35.9
263.2,87,623.9,34.8,7.0,74.9,100,63,76.7,12,-0.8,27.4,1.003,12.9,25.0,0.0,86.9,25.7,2482,30.34,30.0,13.690,14,86.4,35.6
266.0,87,626.5,32.8,7.4,74.7,100,63,75.0,12,-0.5,22.8,1.002,14.6,22.1,-0.3,84.0,23.2,2285,27.84,26.7,13.760,14,87.8,32.2
268.8,87,628.0,25.8,16.9,74.5,99,62,69.8,12,-0.1,12.1,0.998,19.5,16.5,-2.3,73.3,18.0,1861,20.01,20.0,13.760,14,90.2,24.7
271.6,87,626.7,14.6,32.8,74.5,99,61,58.0,12,-0.8,8.2,0.992,18.4,4.7,1.8,37.8,8.5,1828,11.76,9.8,13.760,14,58.8,14.2
274.4,87,619.9,5.5,0.0,74.5,99,60,29.1,12,-1.8,6.1,0.985,27.9,2.7,2.1,18.2,3.9,1800,5.18,1.5,13.776,14,18.3,5.5
277.2,87,614.5,9.6,0.0,74.7,98,60,29.1,12,-1.7,6.5,0.986,35.8,6.7,-0.9,25.8,8.1,1809,7.91,2.7,13.840,14,96.5,9.0
280.0,87,608.3,11.1,0.0,74.9,98,62,39.2,12,-0.8,9.4,0.997,32.5,10.2,-3.9,42.4,9.8,1887,10.66,3.9,13.780,14,96.0,10.0
282.8,87,603.1,11.8,0.0,74.8,98,63,37.1,12,-0.8,9.4,0.991,32.0,10.8,-0.9,42.9,10.6,1929,11.56,5.5,13.804,14,95.5,11.5
285.6,87,600.0,18.0,0.0,74.5,98,66,64.2,12,-0.2,19.3,1.004,21.3,15.9,-1.2,61.4,15.3,2062,17.39,11.3,13.815,14,94.1,15.1
288.4,87,599.9,23.7,2.5,74.2,99,67,67.4,12,0.0,23.0,1.012,15.8,19.0,-1.9,76.8,19.2,2187,24.07,20.0,13.760,14,89.8,25.5
291.2,87,600.0,21.2,4.3,73.9,99,68,63.4,12,-0.2,20.7,1.010,20.6,16.4,-0.8,62.7,14.1,2061,16.64,10.6,13.760,14,92.8,18.0
294.0,87,599.0,15.9,8.7,73.8,98,68,48.6,12,-0.8,16.1,0.999,21.5,15.3,-0.2,65.0,15.8,2088,19.24,13.1,13.760,14,88.4,14.0
296.8,87,596.0,14.1,24.4,74.5,98,66,52.5,12,-0.8,15.8,0.997,21.8,15.1,0.9,62.2,15.0,2028,18.38,12.9,13.760,14,84.8,14.5
299.6,87,595.9,27.0,0.0,74.5,99,63,65.9,12,-0.4,22.2,0.996,17.1,18.4,1.0,67.7,16.4,2000,17.18,11.6,13.765,14,93.5,19.2
302.4,87,598.2,29.9,2.9,74.5,99,62,75.7,12,0.0,29.9,0.998,10.3,23.9,-0.1,87.8,25.2,2227,26.58,28.2,13.822,14,87.8,32.9
305.2,87,601.2,31.5,4.7,74.4,99,61,77.3,12,0.0,33.7,1.003,11.5,23.9,-0.8,88.2,20.0,2298,21.05,16.8,13.822,14,90.7,27.7
308.0,87,604.0,28.6,0.0,74.1,99,60,75.2,12,-0.0,28.9,0.996,11.2,23.2,0.6,86.7,21.4,2294,23.66,14.8,13.803,14,92.1,23.7
310.8,87,607.9,28.9,5.0,74.1,99,61,75.3,12,0.0,29.9,0.995,11.4,23.3,1.1,86.1,23.2,2326,27.56,24.2,13.754,14,88.6,28.6
313.6,87,610.2,31.0,3.6,73.9,99,63,75.3,12,-0.2,30.7,1.000,12.5,23.8,-0.1,86.9,24.6,2487,29.98,27.5,13.600,14,87.8,31.7
316.4,87,613.5,30.9,0.0,73.7,99,65,74.8,12,-0.7,29.1,1.009,15.5,19.2,-0.8,72.5,17.3,2160,23.47,21.4,13.758,14,88.6,29.9
319.2,87,615.2,25.3,5.9,73.7,99,66,72.0,12,-0.0,19.6,1.005,19.1,17.2,-1.4,48.0,6.4,2020,12.42,11.7,13.840,14,74.1,21.6
322.0,87,612.0,15.3,51.7,74.1,98,65,54.8,12,-0.5,17.3,0.996,20.3,16.3,-0.9,48.8,5.9,2013,9.94,6.4,13.837,14,54.1,11.5
324.8,87,609.3,12.8,44.2,73.9,98,65,48.7,12,-0.8,16.5,0.995,20.4,15.9,-0.1,69.1,16.1,2080,19.90,13.3,13.822,14,93.3,18.0
327.6,87,608.0,9.8,23.8,73.7,98,64,41.4,12,-0.8,17.1,1.006,20.0,15.3,-0.8,66.7,15.7,1974,18.69,13.0,13.777,14,92.3,15.2
330.4,87,606.9,10.6,0.0,73.7,99,63,41.9,12,-0.8,15.7,1.013,19.5,16.6,-2.6,71.3,16.8,2000,19.73,14.8,13.804,14,91.8,16.5
333.2,87,603.8,19.7,0.0,73.7,99,65,58.8,12,-0.8,15.7,0.999,24.8,13.2,-2.2,59.0,14.7,1982,17.29,12.8,13.833,14,92.7,18.4
336.0,87,600.0,11.4,9.0,73.7,98,64,47.8,12,-0.8,15.7,0.999,24.1,12.8,-1.9,54.2,13.6,1953,15.29,9.9,13.825,14,86.6,14.3
338.8,87,600.0,14.2,4.8,73.5,99,64,48.9,12,-0.8,16.2,0.999,20.0,15.3,-1.6,67.9,16.8,1963,20.94,19.6,13.840,14,0.2,23.9
341.6,87,600.0,15.5,0.0,73.3,100,65,53.0,12,-0.8,17.0,0.988,20.0,15.3,1.6,66.3,15.7,1974,18.18,15.2,13.787,14,0.0,20.1
344.4,87,598.7,14.3,0.0,73.3,100,66,40.8,12,-0.8,13.7,1.006,25.3,11.3,-0.1,45.1,11.1,1975,11.33,9.0,13.724,14,0.0,15.4
347.2,87,592.0,12.9,0.0,73.3,100,66,42.0,12,-0.8,13.1,0.993,27.0,11.3,0.8,41.4,10.3,1995,9.14,5.5,13.721,14,2.2,12.0
350.0,87,592.0,13.5,24.6,73.3,100,66,45.3,12,-0.8,13.4,0.993,26.3,12.8,1.6,50.0,12.8,2027,14.23,8.7,13.835,14,12.2,13.3
352.8,87,589.8,13.7,244.7,73.3,100,66,46.8,12,-0.8,13.9,1.001,25.1,13.3,0.1,54.5,13.7,2037,15.77,10.2,13.760,14,13.6,13.3
355.6,87,586.5,13.3,929.6,73.3,100,66,40.5,12,-1.0,12.8,0.997,26.0,12.9,1.6,49.4,13.0,2028,14.66,9.4,13.760,14,11.6,12.2
358.4,87,581.4,11.6,1675.0,73.3,100,65,21.2,12,-2.3,4.7,0.989,-4.0,3.7,0.5,26.2,4.9,1929,8.51,4.7,13.797,14,5.8,8.9
361.2,87,572.0,7.1,2.5,73.7,100,60,34.3,12,-1.2,12.7,1.005,5.6,9.2,-0.8,42.6,7.6,1892,9.93,5.4,13.819,14,18.4,7.8
364.0,87,572.0,18.2,9.8,74.0,99,59,53.3,12,-0.8,15.8,1.002,19.7,16.3,-1.1,72.8,16.8,1905,19.22,17.0,13.760,14,91.4,22.4
366.8,87,574.3,22.2,6.6,74.3,99,58,67.1,12,-0.6,17.0,0.991,19.6,15.1,-0.0,65.4,14.5,1787,15.49,11.0,13.760,14,94.1,18.3
369.6,87,577.4,22.9,0.0,74.4,99,58,70.5,12,0.0,23.5,1.002,11.5,19.6,-0.8,83.1,18.6,1970,20.77,16.8,13.807,14,92.8,20.4
372.4,87,580.5,24.0,0.0,74.1,99,60,69.8,12,-0.0,23.9,0.998,14.0,19.6,0.2,82.2,19.6,2078,23.25,19.8,13.811,14,91.0,24.1
375.2,87,584.0,25.1,0.0,73.8,99,62,71.0,12,0.0,25.1,0.996,15.0,20.0,1.5,81.3,19.9,2148,23.95,19.6,13.745,14,91.0,24.7
378.0,87,587.0,25.4,2.3,73.7,99,64,70.5,12,0.0,24.7,0.996,15.5,19.9,1.7,80.6,20.2,2191,24.20,19.6,13.682,14,91.0,24.7
380.8,87,590.1,23.6,8.7,73.7,99,66,68.8,12,0.0,22.8,0.998,16.6,18.8,-0.0,80.0,19.6,2137,23.85,19.2,13.840,14,91.3,23.9
383.6,87,592.0,21.3,11.0,73.7,99,68,66.3,12,-0.0,21.6,1.004,17.5,18.0,-1.6,78.3,18.3,2119,22.98,15.2,13.840,14,57.2,21.8
386.4,87,592.0,20.4,0.0,73.7,100,70,63.5,12,-0.8,20.0,0.998,18.9,17.5,-0.6,74.9,17.6,2119,22.02,14.3,13.808,14,26.0,20.1
389.2,87,592.0,20.0,0.0,73.7,100,70,63.5,12,-0.8,19.8,1.001,19.3,17.3,0.0,73.6,17.4,2121,21.48,16.2,13.760,14,25.7,20.4
392.0,87,592.0,20.2,1690.5,73.7,100,69,63.8,12,-0.5,19.8,1.004,18.7,17.3,-0.1,74.8,17.6,2112,21.65,16.5,13.760,14,28.3,20.4
394.8,87,592.0,20.5,2435.9,73.7,100,68,64.4,12,0.0,20.4,0.997,17.5,17.3,-1.6,73.7,17.6,2036,21.34,16.5,13.760,14,61.6,20.6
397.6,87,592.0,20.8,0.0,73.7,99,66,65.9,12,-0.0,20.4,1.003,17.2,17.3,-0.6,73.9,17.6,2006,20.79,16.5,13.789,14,92.5,20.4
400.4,87,592.0,19.6,7.0,73.4,99,65,64.0,12,0.0,19.8,1.002,17.2,17.3,0.0,74.0,17.5,1975,20.30,16.6,13.830,14,93.3,19.2
403.2,87,592.0,20.9,5.6,73.3,99,65,64.6,12,0.0,19.9,1.000,17.2,17.4,-0.1,73.8,17.3,1975,20.35,17.3,13.760,14,91.8,21.2
406.0,87,592.0,21.7,3.1,73.3,99,65,68.0,12,0.0,22.0,1.003,15.5,18.0,-1.6,77.6,18.0,2021,21.32,17.3,13.760,14,91.8,21.8
