BlueDriver Data Log
Aug 16, 2018 6:59:27 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,35,8.0,87.1,102,0,29.8,19,38.7,824,0.8,13.692,20,4.7
6.2,36,8.0,87.1,102,0,32.3,19,41.0,812,0.8,13.600,20,5.5
9.3,37,8.0,87.0,102,0,29.1,19,35.1,1067,1.4,13.655,20,6.0
12.4,37,8.0,86.7,102,5,37.3,19,43.3,1253,1.7,13.741,20,8.5
15.5,38,8.0,86.7,102,10,25.8,19,31.0,1386,1.2,13.703,20,6.5
18.6,39,8.0,87.0,102,8,28.2,19,33.5,1230,1.5,13.760,20,5.9
21.7,39,8.0,87.1,102,7,28.0,19,34.5,1213,1.5,13.699,20,6.5
24.8,40,8.0,87.1,102,7,34.4,19,37.7,1482,2.4,13.760,20,8.6
27.9,41,12.4,87.1,102,11,44.3,19,50.5,1561,5.0,13.760,20,10.5
31.0,42,26.4,87.1,102,16,44.7,19,52.3,1245,2.4,13.760,20,9.0
34.1,42,43.7,87.1,102,19,25.9,19,29.4,1419,0.5,13.760,20,6.3
37.2,43,52.1,87.1,102,19,20.9,19,24.2,1230,0.4,13.730,20,5.1
40.3,43,58.5,87.1,102,17,20.4,19,24.6,1197,0.4,13.684,20,5.1
43.4,44,64.7,87.1,102,11,21.1,19,25.6,1143,0.4,13.800,20,5.0
46.5,44,70.6,87.1,102,4,36.8,19,41.6,1202,1.8,13.760,20,4.7
49.6,45,92.5,87.1,101,9,53.3,19,60.8,2007,9.2,13.812,20,14.5
52.7,45,111.5,87.1,101,17,47.7,19,49.1,1454,4.6,13.819,20,10.6
55.8,46,121.9,87.1,102,18,27.1,19,29.8,1386,0.4,13.760,20,5.9
58.9,47,127.6,87.1,102,10,21.5,19,27.1,1052,0.4,13.760,20,4.7
62.0,47,135.0,87.1,102,5,49.9,19,61.5,1753,8.0,13.778,20,10.4
65.1,48,151.7,87.1,101,13,59.7,19,67.8,1723,9.4,13.651,20,14.9
68.2,49,172.4,87.1,101,20,62.6,19,72.5,1475,9.4,13.834,20,14.9
71.3,50,195.2,87.1,101,24,54.0,19,64.3,1378,6.8,13.760,19,11.6
74.4,51,215.1,87.1,101,26,39.0,19,49.1,1276,2.1,13.738,19,7.7
77.5,52,218.0,87.1,102,26,27.2,19,31.8,1212,0.4,13.748,19,5.8
80.6,52,212.6,87.1,102,24,29.1,19,34.6,1160,1.1,13.600,20,6.2
83.7,53,222.2,87.1,101,25,33.7,19,40.2,1117,1.1,13.411,20,6.7
86.8,53,226.8,87.1,102,24,23.9,19,27.9,1183,0.4,13.200,20,5.1
89.9,53,220.5,87.4,102,19,20.6,19,24.5,1129,0.4,12.938,20,4.7
93.0,53,216.0,87.5,102,10,21.6,19,27.1,1049,0.4,12.954,20,5.0
96.1,53,215.5,87.5,102,4,24.3,19,30.3,968,0.4,12.880,20,4.7
99.2,53,212.0,87.8,102,1,28.3,19,37.1,787,0.4,12.888,20,4.3
102.3,53,208.0,87.8,102,0,26.7,19,35.0,798,0.4,12.891,20,4.3
105.4,53,204.5,87.8,102,0,25.4,19,33.1,782,0.4,12.901,20,3.9
108.5,54,202.3,87.8,102,0,24.2,19,31.4,750,0.4,12.960,20,3.9
111.6,54,200.0,87.8,102,0,23.5,19,30.6,743,0.4,12.787,20,3.5
114.7,55,201.8,87.8,102,2,41.2,19,50.6,1492,6.4,13.028,20,8.3
117.8,55,212.4,87.5,101,12,59.4,19,67.6,1570,10.0,12.893,20,14.4
120.9,55,233.7,87.5,101,19,70.3,19,80.6,1581,13.7,13.040,19,17.5
124.0,56,259.4,87.5,101,25,72.2,19,81.9,1532,13.4,13.004,19,17.7
127.1,57,275.1,87.2,101,28,62.1,19,63.2,1459,8.0,12.419,19,12.5
130.2,58,291.2,87.1,101,30,47.1,19,56.4,1369,3.8,2.564,19,8.7
133.3,58,303.9,87.1,101,32,40.6,19,48.7,1261,3.7,12.991,19,8.1
136.4,59,313.3,87.1,99,34,43.0,19,51.6,1240,3.6,13.040,19,7.6
139.5,59,317.5,87.1,100,35,35.8,19,37.8,1224,1.2,12.931,19,6.2
142.6,60,320.0,87.1,102,33,25.9,19,30.2,1177,1.2,13.040,19,6.0
145.7,60,320.0,87.1,102,31,23.7,19,29.3,1125,0.8,13.040,19,4.6
148.8,60,316.0,87.1,102,28,18.8,19,21.3,1223,0.4,13.063,19,4.8
151.9,61,316.0,87.1,102,27,25.9,19,30.4,1190,1.9,13.040,19,6.3
155.0,61,314.1,87.1,102,20,18.2,19,21.8,1192,0.4,13.040,19,4.3
158.1,61,307.2,87.1,102,0,31.0,19,37.6,772,0.4,13.006,19,4.3
161.2,61,300.7,87.1,102,0,29.7,19,38.5,650,0.4,12.879,19,3.9
164.3,61,294.6,87.1,102,0,27.4,19,36.1,661,0.4,12.960,19,3.7
167.4,61,288.6,87.1,102,0,26.7,19,34.5,670,0.4,13.055,19,3.5
